idx,sing,plur,freq
_,equalizes,equalize,_
_,equals,equal,_
_,equates,equate,_
_,equips,equip,_
_,eradicates,eradicate,_
_,erases,erase,_
_,erects,erect,_
_,erodes,erode,_
_,errs,err,_
_,erupts,erupt,_
_,escalates,escalate,_
_,escapes,escape,_
_,eschews,eschew,_
_,escorts,escort,_
_,espouses,espouse,_
_,establishes,establish,_
_,esteems,esteem,_
_,estimates,estimate,_
_,estranges,estrange,_
_,etches,etch,_
_,evacuates,evacuate,_
_,evades,evade,_
_,evaluates,evaluate,_
_,evaporates,evaporate,_
_,evens,even,_
_,evicts,evict,_
_,evidences,evidence,_
_,evinces,evince,_
_,evokes,evoke,_
_,evolves,evolve,_
_,exacerbates,exacerbate,_
_,exacts,exact,_
_,exaggerates,exaggerate,_
_,exalts,exalt,_
_,examines,examine,_
_,exasperates,exasperate,_
_,excavates,excavate,_
_,exceeds,exceed,_
_,excels,excel,_
_,excepts,except,_
_,exchanges,exchange,_
_,excises,excise,_
_,excites,excite,_
_,exclaims,exclaim,_
_,excludes,exclude,_
_,excorciates,excorciate,_
_,excretes,excrete,_
_,excuses,excuse,_
_,executes,execute,_
_,exemplifies,exemplify,_
_,exempts,exempt,_
_,exercises,exercise,_
_,exerts,exert,_
_,exhales,exhale,_
_,exhausts,exhaust,_
_,exhibits,exhibit,_
_,exhilarates,exhilarate,_
_,exhorts,exhort,_
_,exiles,exile,_
_,exists,exist,_
_,exits,exit,_
_,exorcises,exorcise,_
_,expands,expand,_
_,expects,expect,_
_,expedites,expedite,_
_,expels,expel,_
_,expends,expend,_
_,experiences,experience,_
_,experiments,experiment,_
_,expires,expire,_
_,explains,explain,_
_,explodes,explode,_
_,exploits,exploit,_
_,explores,explore,_
_,exports,export,_
_,exposes,expose,_
_,expounds,expound,_
_,expresses,express,_
_,expunges,expunge,_
_,extends,extend,_
_,extinguishes,extinguish,_
_,extorts,extort,_
_,extracts,extract,_
_,extradites,extradite,_
_,extricates,extricate,_
_,eyes,eye,_
_,fabricates,fabricate,_
_,faces,face,_
_,facilitates,facilitate,_
_,factors,factor,_
_,fades,fade,_
_,fails,fail,_
_,faints,faint,_
_,fakes,fake,_
_,falls,fall,_
_,falsifies,falsify,_
_,falters,falter,_
_,familiarizes,familiarize,_
_,fancies,fancy,_
_,fans,fan,_
_,fantasizes,fantasize,_
_,fares,fare,_
_,farms,farm,_
_,fascinates,fascinate,_
_,fashions,fashion,_
_,fastens,fasten,_
_,fathoms,fathom,_
_,fatigues,fatigue,_
_,faults,fault,_
_,favors,favor,_
_,faxes,fax,_
_,fears,fear,_
_,feathers,feather,_
_,features,feature,_
_,federates,federate,_
_,feeds,feed,_
_,feels,feel,_
_,feigns,feign,_
_,fells,fell,_
_,fences,fence,_
_,fends,fend,_
_,ferments,ferment,_
_,ferrets,ferret,_
_,ferries,ferry,_
_,fertilizes,fertilize,_
_,festers,fester,_
_,fetches,fetch,_
_,fiddles,fiddle,_
_,fidgets,fidget,_
_,fields,field,_
_,fights,fight,_
_,figures,figure,_
_,files,file,_
_,fills,fill,_
_,films,film,_
_,filters,filter,_
_,finalizes,finalize,_
_,finances,finance,_
_,finds,find,_
_,fine-tunines,fine-tune,_
_,fines,fine,_
_,fingers,finger,_
_,finishes,finish,_
_,fires,fire,_
_,firms,firm,_
_,fishes,fish,_
_,fits,fit,_
_,fixes,fix,_
_,flags,flag,_
_,flames,flame,_
_,flanks,flank,_
_,flaps,flap,_
_,flares,flare,_
_,flashes,flash,_
_,flattens,flatten,_
_,flatters,flatter,_
_,flaunts,flaunt,_
_,flavors,flavor,_
_,flaws,flaw,_
_,flays,flay,_
_,flees,flee,_
_,flexes,flex,_
_,flickers,flicker,_
_,flicks,flick,_
_,flies,fly,_
_,flinches,flinch,_
_,flings,fling,_
_,flips,flip,_
_,flirts,flirt,_
_,flits,flit,_
_,floats,float,_
_,flocks,flock,_
_,flogs,flog,_
_,floods,flood,_
_,floors,floor,_
_,flops,flop,_
_,flounders,flounder,_
_,flourishes,flourish,_
_,flouts,flout,_
_,flowers,flower,_
_,flows,flow,_
_,fluctuates,fluctuate,_
_,flushes,flush,_
_,flusters,fluster,_
_,flutters,flutter,_
_,focuses,focus,_
_,fogs,fog,_
_,foils,foil,_
_,folds,fold,_
_,follows,follow,_
_,fools,fool,_
_,foots,foot,_
_,forbids,forbid,_
_,forces,force,_
_,fords,ford,_
_,forecasts,forecast,_
_,foresees,foresee,_
_,foreshadows,foreshadow,_
_,foretells,foretell,_
_,forfeits,forfeit,_
_,forges,forge,_
_,forgets,forget,_
_,forgives,forgive,_
_,forgoes,forgo,_
_,forks,fork,_
_,formalizes,formalize,_
_,formats,format,_
_,forms,form,_
_,formulates,formulate,_
_,forsakes,forsake,_
_,fortifies,fortify,_
_,forwards,forward,_
_,fosters,foster,_
_,fouls,foul,_
_,founds,found,_
_,fractures,fracture,_
_,fragments,fragment,_
_,frames,frame,_
_,franchises,franchise,_
_,frees,free,_
_,freezes,freeze,_
_,freights,freight,_
_,frequents,frequent,_
_,frets,fret,_
_,fries,fry,_
_,frightens,frighten,_
_,frolics,frolic,_
_,fronts,front,_
_,frosts,frost,_
_,frowns,frown,_
_,frustrates,frustrate,_
_,fudges,fudge,_
_,fuels,fuel,_
_,fulfills,fulfill,_
_,fumbles,fumble,_
_,fumes,fume,_
_,functions,function,_
_,funds,fund,_
_,funnels,funnel,_
_,furnishes,furnish,_
_,furrows,furrow,_
_,furthers,further,_
_,fusses,fuss,_
_,gags,gag,_
_,gains,gain,_
_,gallops,gallop,_
_,galvanizes,galvanize,_
_,gambles,gamble,_
_,gardens,garden,_
_,garners,garner,_
_,garnishes,garnish,_
_,gasps,gasp,_
_,gathers,gather,_
_,gauges,gauge,_
_,gazes,gaze,_
_,gears,gear,_
_,genders,gender,_
_,generalizes,generalize,_
_,generates,generate,_
_,gestures,gesture,_
_,gets,get,_
_,gifts,gift,_
_,giggles,giggle,_
_,gilds,gild,_
_,gives,give,_
_,glamorizes,glamorize,_
_,glances,glance,_
_,glares,glare,_
_,glazes,glaze,_
_,gleams,gleam,_
_,gleans,glean,_
_,glides,glide,_
_,glimpses,glimpse,_
_,glistens,glisten,_
_,glitters,glitter,_
_,gloats,gloat,_
_,glorifies,glorify,_
_,glosses,gloss,_
_,glows,glow,_
_,glues,glue,_
_,gluts,glut,_
_,gnaws,gnaw,_
_,goads,goad,_
_,gobbles,gobble,_
_,goes,go,_
_,gons,gon,_
_,gores,gore,_
_,gossips,gossip,_
_,gouges,gouge,_
_,governs,govern,_
_,grabs,grab,_
_,graces,grace,_
_,grades,grade,_
_,graduates,graduate,_
_,grafts,graft,_
_,grants,grant,_
_,grapples,grapple,_
_,grasps,grasp,_
_,grates,grate,_
_,gratifies,gratify,_
_,grazes,graze,_
_,greases,grease,_
_,greets,greet,_
_,grieves,grieve,_
_,grills,grill,_
_,grimaces,grimace,_
_,grinds,grind,_
_,grins,grin,_
_,gripes,gripe,_
_,grips,grip,_
_,grits,grit,_
_,groans,groan,_
_,grooms,groom,_
_,gropes,grope,_
_,grounds,ground,_
_,groups,group,_
_,growls,growl,_
_,grows,grow,_
_,growths,growth,_
_,grumbles,grumble,_
_,grunts,grunt,_
_,guarantees,guarantee,_
_,guards,guard,_
_,guesses,guess,_
_,guides,guide,_
_,gulps,gulp,_
_,gushes,gush,_
_,guts,gut,_
_,guzzles,guzzle,_
_,hacks,hack,_
_,hails,hail,_
_,halts,halt,_
_,halves,halve,_
_,hammers,hammer,_
_,hampers,hamper,_
_,handcuffs,handcuff,_
_,handicaps,handicap,_
_,handles,handle,_
_,hands,hand,_
_,handwrites,handwrite,_
_,hangs,hang,_
_,happens,happen,_
_,harasses,harass,_
_,harbors,harbor,_
_,hardens,harden,_
_,harms,harm,_
_,harnesses,harness,_
_,harvests,harvest,_
_,hastens,hasten,_
_,hatches,hatch,_
_,hates,hate,_
_,hauls,haul,_
_,haunts,haunt,_
_,haves,have,_
_,headlines,headline,_
_,heads,head,_
_,heals,heal,_
_,heaps,heap,_
_,hears,hear,_
_,heats,heat,_
_,heaves,heave,_
_,heckles,heckle,_
_,hedges,hedge,_
_,heeds,heed,_
_,heightens,heighten,_
_,helps,help,_
_,hems,hem,_
_,heralds,herald,_
_,herds,herd,_
_,hesitates,hesitate,_
_,hides,hide,_
_,highlights,highlight,_
_,hijacks,hijack,_
_,hinders,hinder,_
_,hinges,hinge,_
_,hints,hint,_
_,hires,hire,_
_,hisses,hiss,_
_,hitches,hitch,_
_,hits,hit,_
_,hobbles,hobble,_
_,hoes,hoe,_
_,hoists,hoist,_
_,holds,hold,_
_,holes,hole,_
_,hollers,holler,_
_,hollows,hollow,_
_,homers,homer,_
_,hones,hone,_
_,honors,honor,_
_,hooks,hook,_
_,hoots,hoot,_
_,hopes,hope,_
_,hops,hop,_
_,horrifies,horrify,_
_,hospitalizes,hospitalize,_
_,hosts,host,_
_,hounds,hound,_
_,houses,house,_
_,hovers,hover,_
_,howls,howl,_
_,huddles,huddle,_
_,hugs,hug,_
_,humbles,humble,_
_,humiliates,humiliate,_
_,hums,hum,_
_,hunches,hunch,_
_,hunts,hunt,_
_,hurls,hurl,_
_,hurries,hurry,_
_,hurtles,hurtle,_
_,hurts,hurt,_
_,hushes,hush,_
_,hustles,hustle,_
_,hypnotizes,hypnotize,_
_,hypothesizes,hypothesize,_
_,ices,ice,_
_,idealizes,idealize,_
_,identifies,identify,_
_,idles,idle,_
_,ignites,ignite,_
_,ignores,ignore,_
_,illuminates,illuminate,_
_,illustrates,illustrate,_
_,imagines,imagine,_
_,imitates,imitate,_
_,immerses,immerse,_
_,immortalizes,immortalize,_
_,impacts,impact,_
_,impairs,impair,_
_,impales,impale,_
_,imparts,impart,_
_,impeaches,impeach,_
_,impedes,impede,_
_,impels,impel,_
_,impinges,impinge,_
_,implants,implant,_
_,implements,implement,_
_,implicates,implicate,_
_,implies,imply,_
_,implores,implore,_
_,imports,import,_
_,imposes,impose,_
_,impounds,impound,_
_,impoverishes,impoverish,_
_,impresses,impress,_
_,imprints,imprint,_
_,imprisons,imprison,_
_,improves,improve,_
_,improvises,improvise,_
_,impugns,impugn,_
_,imputes,impute,_
_,inaugurates,inaugurate,_
_,incapacitates,incapacitate,_
_,incarcerates,incarcerate,_
_,incenses,incense,_
_,inches,inch,_
_,inclines,incline,_
_,includes,include,_
_,incorporates,incorporate,_
_,increaseds,increased,_
_,increases,increase,_
_,incubates,incubate,_
_,incurs,incur,_
_,indebts,indebt,_
_,indemnifies,indemnify,_
_,indents,indent,_
_,indexes,index,_
_,indicates,indicate,_
_,indicts,indict,_
_,individualizes,individualize,_
_,induces,induce,_
_,indulges,indulge,_
_,industrializes,industrialize,_
_,infects,infect,_
_,infers,infer,_
_,infests,infest,_
_,infiltrates,infiltrate,_
_,inflames,inflame,_
_,inflates,inflate,_
_,inflicts,inflict,_
_,influences,influence,_
_,informs,inform,_
_,infringes,infringe,_
_,infuriates,infuriate,_
_,infuses,infuse,_
_,ingests,ingest,_
_,ingrains,ingrain,_
_,ingratiates,ingratiate,_
_,inhabits,inhabit,_
_,inhales,inhale,_
_,inherits,inherit,_
_,inhibits,inhibit,_
_,initials,initial,_
_,initiates,initiate,_
_,injects,inject,_
_,injures,injure,_
_,inlays,inlay,_
_,innovates,innovate,_
_,inquires,inquire,_
_,inscribes,inscribe,_
_,inserts,insert,_
_,insinuates,insinuate,_
_,insists,insist,_
_,inspects,inspect,_
_,inspires,inspire,_
_,installs,install,_
_,instigates,instigate,_
_,instills,instill,_
_,institutes,institute,_
_,institutionalizes,institutionalize,_
_,instructs,instruct,_
_,insulates,insulate,_
_,insults,insult,_
_,insures,insure,_
_,integrates,integrate,_
_,intends,intend,_
_,intensifies,intensify,_
_,intercepts,intercept,_
_,interchanges,interchange,_
_,interconnects,interconnect,_
_,interests,interest,_
_,interferes,interfere,_
_,interjects,interject,_
_,interlaces,interlace,_
_,internalizes,internalize,_
_,interns,intern,_
_,interprets,interpret,_
_,interrelates,interrelate,_
_,interrogates,interrogate,_
_,interrupts,interrupt,_
_,intersperses,intersperse,_
_,intertwines,intertwine,_
_,intervenes,intervene,_
_,interviews,interview,_
_,intimates,intimate,_
_,intimidates,intimidate,_
_,intoxicates,intoxicate,_
_,intrigues,intrigue,_
_,introduces,introduce,_
_,intrudes,intrude,_
_,inundates,inundate,_
_,invades,invade,_
_,invalidates,invalidate,_
_,inventories,inventory,_
_,invents,invent,_
_,inverts,invert,_
_,investigates,investigate,_
_,invests,invest,_
_,invites,invite,_
_,invokes,invoke,_
_,involves,involve,_
_,irks,irk,_
_,irons,iron,_
_,irradiates,irradiate,_
_,irritates,irritate,_
_,is,are,_
_,isolates,isolate,_
_,issues,issue,_
_,itches,itch,_
_,itemizes,itemize,_
_,jabs,jab,_
_,jacks,jack,_
_,jails,jail,_
_,jams,jam,_
_,jars,jar,_
_,jeers,jeer,_
_,jeopardizes,jeopardize,_
_,jerks,jerk,_
_,jettisons,jettison,_
_,jogs,jog,_
_,joins,join,_
_,jokes,joke,_
_,jolts,jolt,_
_,jostles,jostle,_
_,journeys,journey,_
_,judges,judge,_
_,juggles,juggle,_
_,jumbles,jumble,_
_,jumps,jump,_
_,junks,junk,_
_,justifies,justify,_
_,juxtaposes,juxtapose,_
_,keens,keen,_
_,keeps,keep,_
_,keys,key,_
_,kicks,kick,_
_,kidnaps,kidnap,_
_,kids,kid,_
_,kills,kill,_
_,kisses,kiss,_
_,kneels,kneel,_
_,knights,knight,_
_,knits,knit,_
_,knocks,knock,_
_,knots,knot,_
_,knows,know,_
_,kowtows,kowtow,_
_,labels,label,_
_,labors,labor,_
_,laces,lace,_
_,lacks,lack,_
_,lags,lag,_
_,laments,lament,_
_,laminates,laminate,_
_,lands,land,_
_,landscapes,landscape,_
_,languishes,languish,_
_,laps,lap,_
_,lapses,lapse,_
_,lashes,lash,_
_,lasts,last,_
_,latches,latch,_
_,lauds,laud,_
_,laughs,laugh,_
_,launches,launch,_
_,launders,launder,_
_,lavishes,lavish,_
_,layers,layer,_
_,lays,lay,_
_,leaches,leach,_
_,leads,lead,_
_,leaks,leak,_
_,leans,lean,_
_,leapfrogs,leapfrog,_
_,leaps,leap,_
_,learns,learn,_
_,leases,lease,_
_,leaves,leave,_
_,lectures,lecture,_
_,leers,leer,_
_,legalizes,legalize,_
_,legislates,legislate,_
_,legitimizes,legitimize,_
_,lends,lend,_
_,lengthens,lengthen,_
_,lessens,lessen,_
_,lets,let,_
_,levels,level,_
_,leverages,leverage,_
_,levies,levy,_
_,liberalizes,liberalize,_
_,liberates,liberate,_
_,licenses,license,_
_,licks,lick,_
_,lies,lie,_
_,lifts,lift,_
_,lightens,lighten,_
_,lights,light,_
_,likens,liken,_
_,likes,like,_
_,limits,limit,_
_,limps,limp,_
_,lines,line,_
_,lingers,linger,_
_,links,link,_
_,liquefies,liquefy,_
_,liquidates,liquidate,_
_,listens,listen,_
_,lists,list,_
_,litigates,litigate,_
_,litters,litter,_
_,lives,live,_
_,loads,load,_
_,loans,loan,_
_,loaths,loath,_
_,lobbies,lobby,_
_,lobs,lob,_
_,localizes,localize,_
_,locates,locate,_
_,locks,lock,_
_,lodges,lodge,_
_,logs,log,_
_,longs,long,_
_,looks,look,_
_,looms,loom,_
_,loops,loop,_
_,loosens,loosen,_
_,looses,loose,_
_,loots,loot,_
_,loses,lose,_
_,lounges,lounge,_
_,loves,love,_
_,lowers,lower,_
_,lulls,lull,_
_,lumbers,lumber,_
_,lumps,lump,_
_,lunches,lunch,_
_,lunges,lunge,_
_,lurches,lurch,_
_,lures,lure,_
_,lurks,lurk,_
_,magnifies,magnify,_
_,mails,mail,_
_,maims,maim,_
_,maintains,maintain,_
_,makes,make,_
_,manages,manage,_
_,mandates,mandate,_
_,maneuvers,maneuver,_
_,mangles,mangle,_
_,manicures,manicure,_
_,manifests,manifest,_
_,manipulates,manipulate,_
_,mans,man,_
_,manufactures,manufacture,_
_,maps,map,_
_,marches,march,_
_,marginalizes,marginalize,_
_,markets,market,_
_,marks,mark,_
_,maroons,maroon,_
_,marries,marry,_
_,marshals,marshal,_
_,marvels,marvel,_
_,mashes,mash,_
_,masks,mask,_
_,massacres,massacre,_
_,massages,massage,_
_,masses,mass,_
_,masterminds,mastermind,_
_,masters,master,_
_,matches,match,_
_,materializes,materialize,_
_,matters,matter,_
_,matures,mature,_
_,mauls,maul,_
_,maximizes,maximize,_
_,meanders,meander,_
_,means,mean,_
_,measures,measure,_
_,meddles,meddle,_
_,mediates,mediate,_
_,meets,meet,_
_,melds,meld,_
_,mellows,mellow,_
_,melts,melt,_
_,memorizes,memorize,_
_,mends,mend,_
_,mentions,mention,_
_,mentors,mentor,_
_,merges,merge,_
_,merits,merit,_
_,meshes,mesh,_
_,mesmerizes,mesmerize,_
_,messes,mess,_
_,migrates,migrate,_
_,militates,militate,_
_,milks,milk,_
_,mills,mill,_
_,mimics,mimic,_
_,minces,mince,_
_,minds,mind,_
_,mines,mine,_
_,mingles,mingle,_
_,minimizes,minimize,_
_,mints,mint,_
_,mirrors,mirror,_
_,misinterprets,misinterpret,_
_,misjudges,misjudge,_
_,mislays,mislay,_
_,misleads,mislead,_
_,misplaces,misplace,_
_,misrepresents,misrepresent,_
_,misses,miss,_
_,misspeaks,misspeak,_
_,misspells,misspell,_
_,mistakes,mistake,_
_,mistreats,mistreat,_
_,misuses,misuse,_
_,mitigates,mitigate,_
_,mixes,mix,_
_,moans,moan,_
_,mobilizes,mobilize,_
_,mobs,mob,_
_,mocks,mock,_
_,models,model,_
_,moderates,moderate,_
_,modernizes,modernize,_
_,modifies,modify,_
_,modulates,modulate,_
_,moistens,moisten,_
_,molds,mold,_
_,mollifies,mollify,_
_,monitors,monitor,_
_,monopolizes,monopolize,_
_,moors,moor,_
_,mopes,mope,_
_,mops,mop,_
_,mortgages,mortgage,_
_,mortifies,mortify,_
_,motions,motion,_
_,motivates,motivate,_
_,motorizes,motorize,_
_,mounts,mount,_
_,mourns,mourn,_
_,mouths,mouth,_
_,moves,move,_
_,mows,mow,_
_,muddles,muddle,_
_,muffles,muffle,_
_,mugs,mug,_
_,mulls,mull,_
_,multiplies,multiply,_
_,mumbles,mumble,_
_,murders,murder,_
_,murmurs,murmur,_
_,muscles,muscle,_
_,muses,muse,_
_,musters,muster,_
_,mutates,mutate,_
_,mutes,mute,_
_,mutilates,mutilate,_
_,mutters,mutter,_
_,mystifies,mystify,_
_,nabs,nab,_
_,nags,nag,_
_,nails,nail,_
_,names,name,_
_,narrates,narrate,_
_,narrows,narrow,_
_,nationalizes,nationalize,_
_,navigates,navigate,_
_,naysays,naysay,_
_,nears,near,_
_,necessitates,necessitate,_
_,needles,needle,_
_,needs,need,_
_,negates,negate,_
_,neglects,neglect,_
_,negotiates,negotiate,_
_,nestles,nestle,_
_,nests,nest,_
_,nets,net,_
_,networks,network,_
_,neutralizes,neutralize,_
_,nibbles,nibble,_
_,nicknames,nickname,_
_,nicks,nick,_
_,nips,nip,_
_,nods,nod,_
_,nominates,nominate,_
_,normalizes,normalize,_
_,noses,nose,_
_,notches,notch,_
_,notes,note,_
_,notices,notice,_
_,notifies,notify,_
_,nudges,nudge,_
_,nullifies,nullify,_
_,numbers,number,_
_,numbs,numb,_
_,nurses,nurse,_
_,nurtures,nurture,_
_,nuzzles,nuzzle,_
_,obeys,obey,_
_,obfuscates,obfuscate,_
_,objects,object,_
_,obliges,oblige,_
_,obliterates,obliterate,_
_,obscures,obscure,_
_,observes,observe,_
_,obsesses,obsess,_
_,obstructs,obstruct,_
_,obtains,obtain,_
_,obviates,obviate,_
_,occasions,occasion,_
_,occupies,occupy,_
_,occurs,occur,_
_,offends,offend,_
_,offers,offer,_
_,officiates,officiate,_
_,offsets,offset,_
_,oils,oil,_
_,omits,omit,_
_,oozes,ooze,_
_,opens,open,_
_,operates,operate,_
_,opposes,oppose,_
_,oppresses,oppress,_
_,optimizes,optimize,_
_,opts,opt,_
_,orchestrates,orchestrate,_
_,ordains,ordain,_
_,orders,order,_
_,organizes,organize,_
_,orientates,orientate,_
_,originates,originate,_
_,ousts,oust,_
_,out-smarts,out-smart,_
_,out-trades,out-trade,_
_,outclasses,outclass,_
_,outfits,outfit,_
_,outflanks,outflank,_
_,outflies,outfly,_
_,outlasts,outlast,_
_,outlaws,outlaw,_
_,outlines,outline,_
_,outlives,outlive,_
_,outnumbers,outnumber,_
_,outpaces,outpace,_
_,outperforms,outperform,_
_,outrages,outrage,_
_,outruns,outrun,_
_,outsells,outsell,_
_,outshines,outshine,_
_,outstretches,outstretch,_
_,outstrips,outstrip,_
_,outweighs,outweigh,_
_,overbids,overbid,_
_,overcomes,overcome,_
_,overcrowds,overcrowd,_
_,overdoes,overdo,_
_,overeats,overeat,_
_,overemphasizes,overemphasize,_
_,overestimates,overestimate,_
_,overflows,overflow,_
_,overhauls,overhaul,_
_,overhears,overhear,_
_,overheats,overheat,_
_,overlaps,overlap,_
_,overloads,overload,_
_,overlooks,overlook,_
_,overpowers,overpower,_
_,overpurchases,overpurchase,_
_,overreacts,overreact,_
_,overrides,override,_
_,overrules,overrule,_
_,oversees,oversee,_
_,overshadows,overshadow,_
_,oversleeps,oversleep,_
_,overstates,overstate,_
_,overtakes,overtake,_
_,overthrows,overthrow,_
_,overturns,overturn,_
_,overwhelms,overwhelm,_
_,owes,owe,_
_,owns,own,_
_,paces,pace,_
_,packages,package,_
_,packs,pack,_
_,paddles,paddle,_
_,pads,pad,_
_,pages,page,_
_,paints,paint,_
_,pairs,pair,_
_,pales,pale,_
_,palms,palm,_
_,pampers,pamper,_
_,panels,panel,_
_,panics,panic,_
_,pans,pan,_
_,pants,pant,_
_,parachutes,parachute,_
_,parades,parade,_
_,parallels,parallel,_
_,paralyzes,paralyze,_
_,parcels,parcel,_
_,pardons,pardon,_
_,pares,pare,_
_,parks,park,_
_,parleys,parley,_
_,parodies,parody,_
_,parries,parry,_
_,parrots,parrot,_
_,partakes,partake,_
_,participates,participate,_
_,partitions,partition,_
_,partners,partner,_
_,parts,part,_
_,passes,pass,_
_,pastes,paste,_
_,patches,patch,_
_,patents,patent,_
_,patrols,patrol,_
_,patronizes,patronize,_
_,pats,pat,_
_,patterns,pattern,_
_,pauses,pause,_
_,paves,pave,_
_,paws,paw,_
_,pays,pay,_
_,peaks,peak,_
_,pecks,peck,_
_,pedals,pedal,_
_,peddles,peddle,_
_,peels,peel,_
_,peeps,peep,_
_,peers,peer,_
_,pegs,peg,_
_,pelts,pelt,_
_,penalizes,penalize,_
_,pencils,pencil,_
_,penetrates,penetrate,_
_,peppers,pepper,_
_,perceives,perceive,_
_,perches,perch,_
_,perfects,perfect,_
_,performs,perform,_
_,perfumes,perfume,_
_,perishes,perish,_
_,permeates,permeate,_
_,permits,permit,_
_,perpetrates,perpetrate,_
_,perpetuates,perpetuate,_
_,perplexes,perplex,_
_,persecutes,persecute,_
_,perseveres,persevere,_
_,persists,persist,_
_,personalizes,personalize,_
_,personifies,personify,_
_,persuades,persuade,_
_,perturbs,perturb,_
_,peruses,peruse,_
_,pervades,pervade,_
_,pesters,pester,_
_,petitions,petition,_
_,petrifies,petrify,_
_,phases,phase,_
_,phones,phone,_
_,photocopies,photocopy,_
_,photographs,photograph,_
_,phrases,phrase,_
_,pickles,pickle,_
_,picks,pick,_
_,pictures,picture,_
_,pieces,piece,_
_,pierces,pierce,_
_,piles,pile,_
_,pilots,pilot,_
_,pinches,pinch,_
_,pines,pine,_
_,pings,ping,_
_,pinpoints,pinpoint,_
_,pins,pin,_
_,pioneers,pioneer,_
_,pipes,pipe,_
_,pitches,pitch,_
_,pities,pity,_
_,pits,pit,_
_,placates,placate,_
_,places,place,_
_,plagues,plague,_
_,plans,plan,_
_,plants,plant,_
_,plasters,plaster,_
_,plays,play,_
_,pleads,plead,_
_,pleas,plea,_
_,pleases,please,_
_,pledges,pledge,_
_,plies,ply,_
_,plods,plod,_
_,plots,plot,_
_,plows,plow,_
_,plucks,pluck,_
_,plugs,plug,_
_,plummets,plummet,_
_,plumps,plump,_
_,plunders,plunder,_
_,plunges,plunge,_
_,poaches,poach,_
_,pockets,pocket,_
_,points,point,_
_,poises,poise,_
_,poisons,poison,_
_,pokes,poke,_
_,polarizes,polarize,_
_,polices,police,_
_,polishes,polish,_
_,pollinates,pollinate,_
_,polls,poll,_
_,pollutes,pollute,_
_,ponders,ponder,_
_,pools,pool,_
_,pops,pop,_
_,popularizes,popularize,_
_,populates,populate,_
_,portends,portend,_
_,portrays,portray,_
_,poses,pose,_
_,positions,position,_
_,possesses,possess,_
_,postpones,postpone,_
_,posts,post,_
_,postulates,postulate,_
_,pots,pot,_
_,pounces,pounce,_
_,pounds,pound,_
_,pours,pour,_
_,pouts,pout,_
_,powders,powder,_
_,powers,power,_
_,practices,practice,_
_,praises,praise,_
_,prays,pray,_
_,pre-empts,pre-empt,_
_,pre-registers,pre-register,_
_,pre-tries,pre-try,_
_,preaches,preach,_
_,precedes,precede,_
_,precipitates,precipitate,_
_,precludes,preclude,_
_,predetermines,predetermine,_
_,predicates,predicate,_
_,predicts,predict,_
_,predisposes,predispose,_
_,preens,preen,_
_,prefers,prefer,_
_,prejudices,prejudice,_
_,premieres,premiere,_
_,preoccupies,preoccupy,_
_,prepares,prepare,_
_,prepays,prepay,_
_,presages,presage,_
_,prescribes,prescribe,_
_,presents,present,_
_,preserves,preserve,_
_,presides,preside,_
_,presses,press,_
_,pressures,pressure,_
_,pressurizes,pressurize,_
_,presumes,presume,_
_,presupposes,presuppose,_
_,pretends,pretend,_
_,prevails,prevail,_
_,prevents,prevent,_
_,previews,preview,_
_,prices,price,_
_,pricks,prick,_
_,prides,pride,_
_,pries,pry,_
_,primes,prime,_
_,primps,primp,_
_,prints,print,_
_,privatizes,privatize,_
_,prizes,prize,_
_,probes,probe,_
_,proceeds,proceed,_
_,processes,process,_
_,proclaims,proclaim,_
_,procures,procure,_
_,prods,prod,_
_,produces,produce,_
_,professes,profess,_
_,profiles,profile,_
_,profits,profit,_
_,programs,program,_
_,progresses,progress,_
_,prohibits,prohibit,_
_,projects,project,_
_,proliferates,proliferate,_
_,prolongs,prolong,_
_,promises,promise,_
_,promotes,promote,_
_,prompts,prompt,_
_,pronounces,pronounce,_
_,proofreads,proofread,_
_,propagates,propagate,_
_,propels,propel,_
_,prophesizes,prophesize,_
_,proposes,propose,_
_,props,prop,_
_,proscribes,proscribe,_
_,prosecutes,prosecute,_
_,prospers,prosper,_
_,protects,protect,_
_,protests,protest,_
_,protracts,protract,_
_,protrudes,protrude,_
_,proves,prove,_
_,provides,provide,_
_,provokes,provoke,_
_,prowls,prowl,_
_,prunes,prune,_
_,publicizes,publicize,_
_,publishes,publish,_
_,puckers,pucker,_
_,puffs,puff,_
_,pulls,pull,_
_,pummels,pummel,_
_,pumps,pump,_
_,punches,punch,_
_,punctuates,punctuate,_
_,punctures,puncture,_
_,punishes,punish,_
_,purchases,purchase,_
_,purges,purge,_
_,purifies,purify,_
_,purports,purport,_
_,purrs,purr,_
_,purses,purse,_
_,pursues,pursue,_
_,pushes,push,_
_,puts,put,_
_,puzzles,puzzle,_
_,quadruples,quadruple,_
_,qualifies,qualify,_
_,quantifies,quantify,_
_,quarrels,quarrel,_
_,quarters,quarter,_
_,quashes,quash,_
_,quells,quell,_
_,quenches,quench,_
_,queries,query,_
_,questions,question,_
_,queues,queue,_
_,quickens,quicken,_
_,quiets,quiet,_
_,quips,quip,_
_,quits,quit,_
_,quivers,quiver,_
_,quizes,quiz,_
_,quotes,quote,_
_,races,race,_
_,racks,rack,_
_,radiates,radiate,_
_,rages,rage,_
_,raids,raid,_
_,rains,rain,_
_,raises,raise,_
_,rakes,rake,_
_,rallies,rally,_
