item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target
7,English,B1,kinship,NP2indef,0.65,ambi,sg,1,0,the brother,of a director,brother,director,Everybody in the office felt sorry about the death of the brother of a director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of a director who,$SG
7,English,B1,kinship,NP2indef,0.65,low,sg,1,0,the brothers,of a director,brothers,director,Everybody in the office felt sorry about the death of the brothers of a director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of a director who,$SG
7,English,B1,kinship,NP2indef,0.65,high,sg,1,0,the brother,of some directors,brother,directors,Everybody in the office felt sorry about the death of the brother of some directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of some directors who,$SG
7,English,B1,kinship,NP2indef,0.65,ambi,pl,1,0,the brothers,of some directors,brothers,directors,Everybody in the office felt sorry about the death of the brothers of some directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of some directors who,$PL
7,English,B1,kinship,NP2indef,0.65,low,pl,1,0,the brother,of some directors,brother,directors,Everybody in the office felt sorry about the death of the brother of some directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of some directors who,$PL
7,English,B1,kinship,NP2indef,0.65,high,pl,1,0,the brothers,of a director,brothers,director,Everybody in the office felt sorry about the death of the brothers of a director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of a director who,$PL
8,English,B1,kinship,def,0.71,ambi,sg,1,0,the friend,of the exchange student,friend,student,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,All of our friends liked the friend of the exchange student who,$SG
8,English,B1,kinship,def,0.71,low,sg,1,0,the friends,of the exchange student,friends,student,All of our friends liked the friends of the exchange student who MASKTOKEN visiting us.,All of our friends liked the friends of the exchange student who,$SG
8,English,B1,kinship,def,0.71,high,sg,1,0,the friend,of the exchange students,friend,students,All of our friends liked the friend of the exchange students who MASKTOKEN visiting us.,All of our friends liked the friend of the exchange students who,$SG
8,English,B1,kinship,def,0.71,ambi,pl,1,0,the friends,of the exchange students,friends,students,All of our friends liked the friends of the exchange students who MASKTOKEN visiting us.,All of our friends liked the friends of the exchange students who,$PL
8,English,B1,kinship,def,0.71,low,pl,1,0,the friend,of the exchange students,friend,students,All of our friends liked the friend of the exchange students who MASKTOKEN visiting us.,All of our friends liked the friend of the exchange students who,$PL
8,English,B1,kinship,def,0.71,high,pl,1,0,the friends,of the exchange student,friends,student,All of our friends liked the friends of the exchange student who MASKTOKEN visiting us.,All of our friends liked the friends of the exchange student who,$PL
8,English,B1,kinship,NP1indef,0.71,ambi,sg,1,0,an friend,of the exchange student,friend,student,All of our friends liked an friend of the exchange student who MASKTOKEN visiting us.,All of our friends liked an friend of the exchange student who,$SG
8,English,B1,kinship,NP1indef,0.71,low,sg,1,0,some friends,of the exchange student,friends,student,All of our friends liked some friends of the exchange student who MASKTOKEN visiting us.,All of our friends liked some friends of the exchange student who,$SG
8,English,B1,kinship,NP1indef,0.71,high,sg,1,0,an friend,of the exchange students,friend,students,All of our friends liked an friend of the exchange students who MASKTOKEN visiting us.,All of our friends liked an friend of the exchange students who,$SG
8,English,B1,kinship,NP1indef,0.71,ambi,pl,1,0,some friends,of the exchange students,friends,students,All of our friends liked some friends of the exchange students who MASKTOKEN visiting us.,All of our friends liked some friends of the exchange students who,$PL
8,English,B1,kinship,NP1indef,0.71,low,pl,1,0,an friend,of the exchange students,friend,students,All of our friends liked an friend of the exchange students who MASKTOKEN visiting us.,All of our friends liked an friend of the exchange students who,$PL
8,English,B1,kinship,NP1indef,0.71,high,pl,1,0,some friends,of the exchange student,friends,student,All of our friends liked some friends of the exchange student who MASKTOKEN visiting us.,All of our friends liked some friends of the exchange student who,$PL
8,English,B1,kinship,NP2indef,0.71,ambi,sg,1,0,the friend,of an exchange student,friend,student,All of our friends liked the friend of an exchange student who MASKTOKEN visiting us.,All of our friends liked the friend of an exchange student who,$SG
8,English,B1,kinship,NP2indef,0.71,low,sg,1,0,the friends,of an exchange student,friends,student,All of our friends liked the friends of an exchange student who MASKTOKEN visiting us.,All of our friends liked the friends of an exchange student who,$SG
8,English,B1,kinship,NP2indef,0.71,high,sg,1,0,the friend,of some exchange students,friend,students,All of our friends liked the friend of some exchange students who MASKTOKEN visiting us.,All of our friends liked the friend of some exchange students who,$SG
8,English,B1,kinship,NP2indef,0.71,ambi,pl,1,0,the friends,of some exchange students,friends,students,All of our friends liked the friends of some exchange students who MASKTOKEN visiting us.,All of our friends liked the friends of some exchange students who,$PL
8,English,B1,kinship,NP2indef,0.71,low,pl,1,0,the friend,of some exchange students,friend,students,All of our friends liked the friend of some exchange students who MASKTOKEN visiting us.,All of our friends liked the friend of some exchange students who,$PL
8,English,B1,kinship,NP2indef,0.71,high,pl,1,0,the friends,of an exchange student,friends,student,All of our friends liked the friends of an exchange student who MASKTOKEN visiting us.,All of our friends liked the friends of an exchange student who,$PL
9,English,B1,kinship,def,0.2,ambi,sg,1,1,the mother,of the au pair,mother,pair,We were worried about the mother of the au pair who MASKTOKEN ill.,We were worried about the mother of the au pair who,$SG
9,English,B1,kinship,def,0.2,low,sg,1,1,the mothers,of the au pair,mothers,pair,We were worried about the mothers of the au pair who MASKTOKEN ill.,We were worried about the mothers of the au pair who,$SG
9,English,B1,kinship,def,0.2,high,sg,1,1,the mother,of the au pairs,mother,pairs,We were worried about the mother of the au pairs who MASKTOKEN ill.,We were worried about the mother of the au pairs who,$SG
9,English,B1,kinship,def,0.2,ambi,pl,1,1,the mothers,of the au pairs,mothers,pairs,We were worried about the mothers of the au pairs who MASKTOKEN ill.,We were worried about the mothers of the au pairs who,$PL
9,English,B1,kinship,def,0.2,low,pl,1,1,the mother,of the au pairs,mother,pairs,We were worried about the mother of the au pairs who MASKTOKEN ill.,We were worried about the mother of the au pairs who,$PL
9,English,B1,kinship,def,0.2,high,pl,1,1,the mothers,of the au pair,mothers,pair,We were worried about the mothers of the au pair who MASKTOKEN ill.,We were worried about the mothers of the au pair who,$PL
9,English,B1,kinship,NP1indef,0.2,ambi,sg,1,1,a mother,of the au pair,mother,pair,We were worried about a mother of the au pair who MASKTOKEN ill.,We were worried about a mother of the au pair who,$SG
9,English,B1,kinship,NP1indef,0.2,low,sg,1,1,some mothers,of the au pair,mothers,pair,We were worried about some mothers of the au pair who MASKTOKEN ill.,We were worried about some mothers of the au pair who,$SG
9,English,B1,kinship,NP1indef,0.2,high,sg,1,1,a mother,of the au pairs,mother,pairs,We were worried about a mother of the au pairs who MASKTOKEN ill.,We were worried about a mother of the au pairs who,$SG
9,English,B1,kinship,NP1indef,0.2,ambi,pl,1,1,some mothers,of the au pairs,mothers,pairs,We were worried about some mothers of the au pairs who MASKTOKEN ill.,We were worried about some mothers of the au pairs who,$PL
9,English,B1,kinship,NP1indef,0.2,low,pl,1,1,a mother,of the au pairs,mother,pairs,We were worried about a mother of the au pairs who MASKTOKEN ill.,We were worried about a mother of the au pairs who,$PL
9,English,B1,kinship,NP1indef,0.2,high,pl,1,1,some mothers,of the au pair,mothers,pair,We were worried about some mothers of the au pair who MASKTOKEN ill.,We were worried about some mothers of the au pair who,$PL
9,English,B1,kinship,NP2indef,0.2,ambi,sg,1,1,the mother,of a au pair,mother,pair,We were worried about the mother of a au pair who MASKTOKEN ill.,We were worried about the mother of a au pair who,$SG
9,English,B1,kinship,NP2indef,0.2,low,sg,1,1,the mothers,of a au pair,mothers,pair,We were worried about the mothers of a au pair who MASKTOKEN ill.,We were worried about the mothers of a au pair who,$SG
9,English,B1,kinship,NP2indef,0.2,high,sg,1,1,the mother,of some au pairs,mother,pairs,We were worried about the mother of some au pairs who MASKTOKEN ill.,We were worried about the mother of some au pairs who,$SG
9,English,B1,kinship,NP2indef,0.2,ambi,pl,1,1,the mothers,of some au pairs,mothers,pairs,We were worried about the mothers of some au pairs who MASKTOKEN ill.,We were worried about the mothers of some au pairs who,$PL
9,English,B1,kinship,NP2indef,0.2,low,pl,1,1,the mother,of some au pairs,mother,pairs,We were worried about the mother of some au pairs who MASKTOKEN ill.,We were worried about the mother of some au pairs who,$PL
9,English,B1,kinship,NP2indef,0.2,high,pl,1,1,the mothers,of a au pair,mothers,pair,We were worried about the mothers of a au pair who MASKTOKEN ill.,We were worried about the mothers of a au pair who,$PL
1,English,B2,functional,def,0.26,ambi,sg,0,0,the assistant,of the inspector,assistant,inspector,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspector who,$SG
1,English,B2,functional,def,0.26,low,sg,0,0,the assistants,of the inspector,assistants,inspector,The explosion deafened the assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of the inspector who,$SG
1,English,B2,functional,def,0.26,high,sg,0,0,the assistant,of the inspectors,assistant,inspectors,The explosion deafened the assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspectors who,$SG
1,English,B2,functional,def,0.26,ambi,pl,0,0,the assistants,of the inspectors,assistants,inspectors,The explosion deafened the assistants of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistants of the inspectors who,$PL
1,English,B2,functional,def,0.26,low,pl,0,0,the assistant,of the inspectors,assistant,inspectors,The explosion deafened the assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspectors who,$PL
1,English,B2,functional,def,0.26,high,pl,0,0,the assistants,of the inspector,assistants,inspector,The explosion deafened the assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of the inspector who,$PL
1,English,B2,functional,NP1indef,0.26,ambi,sg,0,0,an assistant,of the inspector,assistant,inspector,The explosion deafened an assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened an assistant of the inspector who,$SG
1,English,B2,functional,NP1indef,0.26,low,sg,0,0,some assistants,of the inspector,assistants,inspector,The explosion deafened some assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened some assistants of the inspector who,$SG
1,English,B2,functional,NP1indef,0.26,high,sg,0,0,an assistant,of the inspectors,assistant,inspectors,The explosion deafened an assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened an assistant of the inspectors who,$SG
1,English,B2,functional,NP1indef,0.26,ambi,pl,0,0,some assistants,of the inspectors,assistants,inspectors,The explosion deafened some assistants of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened some assistants of the inspectors who,$PL
1,English,B2,functional,NP1indef,0.26,low,pl,0,0,an assistant,of the inspectors,assistant,inspectors,The explosion deafened an assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened an assistant of the inspectors who,$PL
1,English,B2,functional,NP1indef,0.26,high,pl,0,0,some assistants,of the inspector,assistants,inspector,The explosion deafened some assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened some assistants of the inspector who,$PL
1,English,B2,functional,NP2indef,0.26,ambi,sg,0,0,the assistant,of an inspector,assistant,inspector,The explosion deafened the assistant of an inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of an inspector who,$SG
1,English,B2,functional,NP2indef,0.26,low,sg,0,0,the assistants,of an inspector,assistants,inspector,The explosion deafened the assistants of an inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of an inspector who,$SG
1,English,B2,functional,NP2indef,0.26,high,sg,0,0,the assistant,of some inspectors,assistant,inspectors,The explosion deafened the assistant of some inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of some inspectors who,$SG
1,English,B2,functional,NP2indef,0.26,ambi,pl,0,0,the assistants,of some inspectors,assistants,inspectors,The explosion deafened the assistants of some inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistants of some inspectors who,$PL
1,English,B2,functional,NP2indef,0.26,low,pl,0,0,the assistant,of some inspectors,assistant,inspectors,The explosion deafened the assistant of some inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of some inspectors who,$PL
1,English,B2,functional,NP2indef,0.26,high,pl,0,0,the assistants,of an inspector,assistants,inspector,The explosion deafened the assistants of an inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of an inspector who,$PL
2,English,B2,functional,def,0.44,ambi,sg,1,0,the driver,of the actor,driver,actor,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actor who,$SG
2,English,B2,functional,def,0.44,low,sg,1,0,the drivers,of the actor,drivers,actor,The police arrested the drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of the actor who,$SG
2,English,B2,functional,def,0.44,high,sg,1,0,the driver,of the actors,driver,actors,The police arrested the driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actors who,$SG
2,English,B2,functional,def,0.44,ambi,pl,1,0,the drivers,of the actors,drivers,actors,The police arrested the drivers of the actors who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of the actors who,$PL
2,English,B2,functional,def,0.44,low,pl,1,0,the driver,of the actors,driver,actors,The police arrested the driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actors who,$PL
2,English,B2,functional,def,0.44,high,pl,1,0,the drivers,of the actor,drivers,actor,The police arrested the drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of the actor who,$PL
2,English,B2,functional,NP1indef,0.44,ambi,sg,1,0,a driver,of the actor,driver,actor,The police arrested a driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested a driver of the actor who,$SG
2,English,B2,functional,NP1indef,0.44,low,sg,1,0,some drivers,of the actor,drivers,actor,The police arrested some drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested some drivers of the actor who,$SG
2,English,B2,functional,NP1indef,0.44,high,sg,1,0,a driver,of the actors,driver,actors,The police arrested a driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested a driver of the actors who,$SG
2,English,B2,functional,NP1indef,0.44,ambi,pl,1,0,some drivers,of the actors,drivers,actors,The police arrested some drivers of the actors who MASKTOKEN accused of dealing drugs.,The police arrested some drivers of the actors who,$PL
2,English,B2,functional,NP1indef,0.44,low,pl,1,0,a driver,of the actors,driver,actors,The police arrested a driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested a driver of the actors who,$PL
2,English,B2,functional,NP1indef,0.44,high,pl,1,0,some drivers,of the actor,drivers,actor,The police arrested some drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested some drivers of the actor who,$PL
2,English,B2,functional,NP2indef,0.44,ambi,sg,1,0,the driver,of an actor,driver,actor,The police arrested the driver of an actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of an actor who,$SG
2,English,B2,functional,NP2indef,0.44,low,sg,1,0,the drivers,of an actor,drivers,actor,The police arrested the drivers of an actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of an actor who,$SG
2,English,B2,functional,NP2indef,0.44,high,sg,1,0,the driver,of some actors,driver,actors,The police arrested the driver of some actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of some actors who,$SG
2,English,B2,functional,NP2indef,0.44,ambi,pl,1,0,the drivers,of some actors,drivers,actors,The police arrested the drivers of some actors who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of some actors who,$PL
2,English,B2,functional,NP2indef,0.44,low,pl,1,0,the driver,of some actors,driver,actors,The police arrested the driver of some actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of some actors who,$PL
2,English,B2,functional,NP2indef,0.44,high,pl,1,0,the drivers,of an actor,drivers,actor,The police arrested the drivers of an actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of an actor who,$PL
3,English,B2,functional,def,0.36,ambi,sg,0,0,the secretary,of the manager,secretary,manager,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the manager who,$SG
3,English,B2,functional,def,0.36,low,sg,0,0,the secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of the manager who,$SG
3,English,B2,functional,def,0.36,high,sg,0,0,the secretary,of the managers,secretary,managers,Next month they will assign to the foreigner the secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the managers who,$SG
3,English,B2,functional,def,0.36,ambi,pl,0,0,the secretaries,of the managers,secretaries,managers,Next month they will assign to the foreigner the secretaries of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of the managers who,$PL
3,English,B2,functional,def,0.36,low,pl,0,0,the secretary,of the managers,secretary,managers,Next month they will assign to the foreigner the secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the managers who,$PL
3,English,B2,functional,def,0.36,high,pl,0,0,the secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of the manager who,$PL
3,English,B2,functional,NP1indef,0.36,ambi,sg,0,0,a secretary,of the manager,secretary,manager,Next month they will assign to the foreigner a secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner a secretary of the manager who,$SG
3,English,B2,functional,NP1indef,0.36,low,sg,0,0,some secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner some secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner some secretaries of the manager who,$SG
3,English,B2,functional,NP1indef,0.36,high,sg,0,0,a secretary,of the managers,secretary,managers,Next month they will assign to the foreigner a secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner a secretary of the managers who,$SG
3,English,B2,functional,NP1indef,0.36,ambi,pl,0,0,some secretaries,of the managers,secretaries,managers,Next month they will assign to the foreigner some secretaries of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner some secretaries of the managers who,$PL
3,English,B2,functional,NP1indef,0.36,low,pl,0,0,a secretary,of the managers,secretary,managers,Next month they will assign to the foreigner a secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner a secretary of the managers who,$PL
3,English,B2,functional,NP1indef,0.36,high,pl,0,0,some secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner some secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner some secretaries of the manager who,$PL
3,English,B2,functional,NP2indef,0.36,ambi,sg,0,0,the secretary,of a manager,secretary,manager,Next month they will assign to the foreigner the secretary of a manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of a manager who,$SG
3,English,B2,functional,NP2indef,0.36,low,sg,0,0,the secretaries,of a manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of a manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of a manager who,$SG
3,English,B2,functional,NP2indef,0.36,high,sg,0,0,the secretary,of some managers,secretary,managers,Next month they will assign to the foreigner the secretary of some managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of some managers who,$SG
3,English,B2,functional,NP2indef,0.36,ambi,pl,0,0,the secretaries,of some managers,secretaries,managers,Next month they will assign to the foreigner the secretaries of some managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of some managers who,$PL
3,English,B2,functional,NP2indef,0.36,low,pl,0,0,the secretary,of some managers,secretary,managers,Next month they will assign to the foreigner the secretary of some managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of some managers who,$PL
3,English,B2,functional,NP2indef,0.36,high,pl,0,0,the secretaries,of a manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of a manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of a manager who,$PL
4,English,B2,functional,def,0.45,ambi,sg,0,0,the nurse,of the surgeon,nurse,surgeon,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeon who,$SG
4,English,B2,functional,def,0.45,low,sg,0,0,the nurses,of the surgeon,nurses,surgeon,Most of the patients like the nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of the surgeon who,$SG
4,English,B2,functional,def,0.45,high,sg,0,0,the nurse,of the surgeons,nurse,surgeons,Most of the patients like the nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeons who,$SG
4,English,B2,functional,def,0.45,ambi,pl,0,0,the nurses,of the surgeons,nurses,surgeons,Most of the patients like the nurses of the surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurses of the surgeons who,$PL
4,English,B2,functional,def,0.45,low,pl,0,0,the nurse,of the surgeons,nurse,surgeons,Most of the patients like the nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeons who,$PL
4,English,B2,functional,def,0.45,high,pl,0,0,the nurses,of the surgeon,nurses,surgeon,Most of the patients like the nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of the surgeon who,$PL
4,English,B2,functional,NP1indef,0.45,ambi,sg,0,0,a nurse,of the surgeon,nurse,surgeon,Most of the patients like a nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like a nurse of the surgeon who,$SG
4,English,B2,functional,NP1indef,0.45,low,sg,0,0,some nurses,of the surgeon,nurses,surgeon,Most of the patients like some nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like some nurses of the surgeon who,$SG
4,English,B2,functional,NP1indef,0.45,high,sg,0,0,a nurse,of the surgeons,nurse,surgeons,Most of the patients like a nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like a nurse of the surgeons who,$SG
4,English,B2,functional,NP1indef,0.45,ambi,pl,0,0,some nurses,of the surgeons,nurses,surgeons,Most of the patients like some nurses of the surgeons who MASKTOKEN in the hospital.,Most of the patients like some nurses of the surgeons who,$PL
4,English,B2,functional,NP1indef,0.45,low,pl,0,0,a nurse,of the surgeons,nurse,surgeons,Most of the patients like a nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like a nurse of the surgeons who,$PL
4,English,B2,functional,NP1indef,0.45,high,pl,0,0,some nurses,of the surgeon,nurses,surgeon,Most of the patients like some nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like some nurses of the surgeon who,$PL
4,English,B2,functional,NP2indef,0.45,ambi,sg,0,0,the nurse,of a surgeon,nurse,surgeon,Most of the patients like the nurse of a surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of a surgeon who,$SG
4,English,B2,functional,NP2indef,0.45,low,sg,0,0,the nurses,of a surgeon,nurses,surgeon,Most of the patients like the nurses of a surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of a surgeon who,$SG
4,English,B2,functional,NP2indef,0.45,high,sg,0,0,the nurse,of some surgeons,nurse,surgeons,Most of the patients like the nurse of some surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of some surgeons who,$SG
4,English,B2,functional,NP2indef,0.45,ambi,pl,0,0,the nurses,of some surgeons,nurses,surgeons,Most of the patients like the nurses of some surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurses of some surgeons who,$PL
4,English,B2,functional,NP2indef,0.45,low,pl,0,0,the nurse,of some surgeons,nurse,surgeons,Most of the patients like the nurse of some surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of some surgeons who,$PL
4,English,B2,functional,NP2indef,0.45,high,pl,0,0,the nurses,of a surgeon,nurses,surgeon,Most of the patients like the nurses of a surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of a surgeon who,$PL
5,English,B2,functional,def,0.4,ambi,sg,1,1,the pupil,of the dress maker,pupil,maker,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress maker who,$SG
5,English,B2,functional,def,0.4,low,sg,1,1,the pupils,of the dress maker,pupils,maker,I was talking to the pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of the dress maker who,$SG
5,English,B2,functional,def,0.4,high,sg,1,1,the pupil,of the dress makers,pupil,makers,I was talking to the pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress makers who,$SG
5,English,B2,functional,def,0.4,ambi,pl,1,1,the pupils,of the dress makers,pupils,makers,I was talking to the pupils of the dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupils of the dress makers who,$PL
5,English,B2,functional,def,0.4,low,pl,1,1,the pupil,of the dress makers,pupil,makers,I was talking to the pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress makers who,$PL
5,English,B2,functional,def,0.4,high,pl,1,1,the pupils,of the dress maker,pupils,maker,I was talking to the pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of the dress maker who,$PL
5,English,B2,functional,NP1indef,0.4,ambi,sg,1,1,an pupil,of the dress maker,pupil,maker,I was talking to an pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to an pupil of the dress maker who,$SG
5,English,B2,functional,NP1indef,0.4,low,sg,1,1,some pupils,of the dress maker,pupils,maker,I was talking to some pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to some pupils of the dress maker who,$SG
5,English,B2,functional,NP1indef,0.4,high,sg,1,1,an pupil,of the dress makers,pupil,makers,I was talking to an pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to an pupil of the dress makers who,$SG
5,English,B2,functional,NP1indef,0.4,ambi,pl,1,1,some pupils,of the dress makers,pupils,makers,I was talking to some pupils of the dress makers who MASKTOKEN in Paris for a while.,I was talking to some pupils of the dress makers who,$PL
5,English,B2,functional,NP1indef,0.4,low,pl,1,1,an pupil,of the dress makers,pupil,makers,I was talking to an pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to an pupil of the dress makers who,$PL
5,English,B2,functional,NP1indef,0.4,high,pl,1,1,some pupils,of the dress maker,pupils,maker,I was talking to some pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to some pupils of the dress maker who,$PL
5,English,B2,functional,NP2indef,0.4,ambi,sg,1,1,the pupil,of a dress maker,pupil,maker,I was talking to the pupil of a dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of a dress maker who,$SG
5,English,B2,functional,NP2indef,0.4,low,sg,1,1,the pupils,of a dress maker,pupils,maker,I was talking to the pupils of a dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of a dress maker who,$SG
5,English,B2,functional,NP2indef,0.4,high,sg,1,1,the pupil,of some dress makers,pupil,makers,I was talking to the pupil of some dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of some dress makers who,$SG
5,English,B2,functional,NP2indef,0.4,ambi,pl,1,1,the pupils,of some dress makers,pupils,makers,I was talking to the pupils of some dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupils of some dress makers who,$PL
5,English,B2,functional,NP2indef,0.4,low,pl,1,1,the pupil,of some dress makers,pupil,makers,I was talking to the pupil of some dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of some dress makers who,$PL
5,English,B2,functional,NP2indef,0.4,high,pl,1,1,the pupils,of a dress maker,pupils,maker,I was talking to the pupils of a dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of a dress maker who,$PL
6,English,B2,functional,def,0.28,ambi,sg,0,0,the advisor,of the assistant district attorney,advisor,attorney,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,Tomorrow I have a date with the advisor of the assistant district attorney that,$SG
6,English,B2,functional,def,0.28,low,sg,0,0,the advisors,of the assistant district attorney,advisors,attorney,Tomorrow I have a date with the advisors of the assistant district attorney that MASKTOKEN at Mary’s party.,Tomorrow I have a date with the advisors of the assistant district attorney that,$SG
6,English,B2,functional,def,0.28,high,sg,0,0,the advisor,of the assistant district attorneys,advisor,attorneys,Tomorrow I have a date with the advisor of the assistant district attorneys that MASKTOKEN at Mary’s party.,Tomorrow I have a date with the advisor of the assistant district attorneys that,$SG
