item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt_prob
1,Spanish,B1,kinship,NP2indef,0.8,high,sg,0,1,la pariente,de unos chicos,pariente,chicos,La maestra estuvo hablando con la pariente de unos chicos que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente de unos chicos que,$ES_SG,La maestra estuvo hablando con la pariente de unos chicos que,0.04020305237049371,0.057719026953322095,0.11792683298231765,0.05123369354922325,0.08454768731769491
1,Spanish,B1,kinship,NP2indef,0.8,ambi,pl,0,1,las parientes,de unos chicos,parientes,chicos,La maestra estuvo hablando con las parientes de unos chicos que MASKTOKEN en el hospital.,La maestra estuvo hablando con las parientes de unos chicos que,$ES_PL,La maestra estuvo hablando con las parientes de unos chicos que,0.25713736113826613,0.03078678165038784,0.027661951255165795,0.26430606001554224,0.22530967754981646
1,Spanish,B1,kinship,NP2indef,0.8,low,pl,0,1,la pariente,de unos chicos,pariente,chicos,La maestra estuvo hablando con la pariente de unos chicos que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente de unos chicos que,$ES_PL,La maestra estuvo hablando con la pariente de unos chicos que,0.20310849914003626,0.014615299784070501,0.03716912219798274,0.22461951424443782,0.18384137829303882
1,Spanish,B1,kinship,NP2indef,0.8,high,pl,0,1,las parientes,de un chico,parientes,chico,La maestra estuvo hablando con las parientes de un chico que MASKTOKEN en el hospital.,La maestra estuvo hablando con las parientes de un chico que,$ES_PL,La maestra estuvo hablando con las parientes de un chico que,0.009461094579068963,0.02149683386131781,0.033403093512849785,0.00905053766803654,0.028489572963724896
2,Spanish,B1,kinship,def,0.41,ambi,sg,0,1,la hija,del maestro,hija,maestro,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija del maestro que,$ES_SG,Los periodistas entrevistaron a la hija del maestro que,0.18027484511705438,0.07406736648450851,0.2239599174341661,0.1615140069580292,0.25898486478001104
2,Spanish,B1,kinship,def,0.41,low,sg,0,1,las hijas,del maestro,hijas,maestro,Los periodistas entrevistaron a las hijas del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a las hijas del maestro que,$ES_SG,Los periodistas entrevistaron a las hijas del maestro que,0.04222782460226959,0.04570694384269525,0.03483302881597086,0.04033311034880427,0.07689530986439408
2,Spanish,B1,kinship,def,0.41,high,sg,0,1,la hija,de los maestros,hija,maestros,Los periodistas entrevistaron a la hija de los maestros que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de los maestros que,$ES_SG,Los periodistas entrevistaron a la hija de los maestros que,0.030841925364498035,0.07190754942144673,0.043106819489339365,0.0406786766319982,0.05694336669302302
2,Spanish,B1,kinship,def,0.41,ambi,pl,0,1,las hijas,de los maestros,hijas,maestros,Los periodistas entrevistaron a las hijas de los maestros que MASKTOKEN un accidente.,Los periodistas entrevistaron a las hijas de los maestros que,$ES_PL,Los periodistas entrevistaron a las hijas de los maestros que,0.24014828443766945,0.023569914361033617,0.02593653865558121,0.20896587969330227,0.2681354987619784
2,Spanish,B1,kinship,def,0.41,low,pl,0,1,la hija,de los maestros,hija,maestros,Los periodistas entrevistaron a la hija de los maestros que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de los maestros que,$ES_PL,Los periodistas entrevistaron a la hija de los maestros que,0.18375006297664065,0.028512654905681334,0.02310348574652199,0.16663359207836237,0.1945862865640251
2,Spanish,B1,kinship,def,0.41,high,pl,0,1,las hijas,del maestro,hijas,maestro,Los periodistas entrevistaron a las hijas del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a las hijas del maestro que,$ES_PL,Los periodistas entrevistaron a las hijas del maestro que,0.15968385285700037,0.016487038056114955,0.027518794301720828,0.12376219026327817,0.18730198182994684
2,Spanish,B1,kinship,NP1indef,0.41,ambi,sg,0,1,una hija,del maestro,hija,maestro,Los periodistas entrevistaron a una hija del coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a una hija del coronel que,$ES_SG,Los periodistas entrevistaron a una hija del coronel que,0.2194124863369229,0.0790216288243959,0.07831684793693483,0.1955216338894985,0.23512708935527193
2,Spanish,B1,kinship,NP1indef,0.41,low,sg,0,1,unas hijas,del maestro,hijas,maestro,Los periodistas entrevistaron a una hija del coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a una hija del coronel que,$ES_SG,Los periodistas entrevistaron a una hija del coronel que,0.2194124863369229,0.0790216646260935,0.07831684793693483,0.1955216338894985,0.23512708935527193
2,Spanish,B1,kinship,NP1indef,0.41,high,sg,0,1,una hija,de los maestros,hija,maestros,Los periodistas entrevistaron a una hija del coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a una hija del coronel que,$ES_SG,Los periodistas entrevistaron a una hija del coronel que,0.2194124863369229,0.0790216288243959,0.07831684793693483,0.1955216338894985,0.23512708935527193
2,Spanish,B1,kinship,NP1indef,0.41,ambi,pl,0,1,unas hijas,de los maestros,hijas,maestros,Los periodistas entrevistaron a una hija del coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a una hija del coronel que,$ES_PL,Los periodistas entrevistaron a una hija del coronel que,0.007619745375185616,0.014619870947190028,0.0167320215445092,0.005510324446060366,0.006349512545213543
2,Spanish,B1,kinship,NP1indef,0.41,low,pl,0,1,una hija,de los maestros,hija,maestros,Los periodistas entrevistaron a una hija del coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a una hija del coronel que,$ES_PL,Los periodistas entrevistaron a una hija del coronel que,0.007619745375185616,0.014619863893774399,0.0167320215445092,0.005510324446060366,0.006349512545213543
2,Spanish,B1,kinship,NP1indef,0.41,high,pl,0,1,unas hijas,del maestro,hijas,maestro,Los periodistas entrevistaron a una hija del coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a una hija del coronel que,$ES_PL,Los periodistas entrevistaron a una hija del coronel que,0.007619745375185616,0.014619870947190028,0.0167320215445092,0.005510324446060366,0.006349512545213543
2,Spanish,B1,kinship,NP2indef,0.41,ambi,sg,0,1,la hija,un maestro,hija,maestro,Los periodistas entrevistaron a la hija de un coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de un coronel que,$ES_SG,Los periodistas entrevistaron a la hija de un coronel que,0.2091430322566623,0.07821032790650073,0.07471169011622236,0.21298122390041385,0.237100277268814
2,Spanish,B1,kinship,NP2indef,0.41,low,sg,0,1,las hijas,un maestro,hijas,maestro,Los periodistas entrevistaron a la hija de un coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de un coronel que,$ES_SG,Los periodistas entrevistaron a la hija de un coronel que,0.20914294994852867,0.07821032790650073,0.07471169011622236,0.21298122390041385,0.23710024868504043
2,Spanish,B1,kinship,NP2indef,0.41,high,sg,0,1,la hija,de unos maestros,hija,maestros,Los periodistas entrevistaron a la hija de un coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de un coronel que,$ES_SG,Los periodistas entrevistaron a la hija de un coronel que,0.2091430322566623,0.07821032790650073,0.07471169011622236,0.21298122390041385,0.237100277268814
2,Spanish,B1,kinship,NP2indef,0.41,ambi,pl,0,1,las hijas,de unos maestros,hijas,maestros,Los periodistas entrevistaron a la hija de un coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de un coronel que,$ES_PL,Los periodistas entrevistaron a la hija de un coronel que,0.005371198128614196,0.01933626722720394,0.019582364924257245,0.0033304719613500566,0.006847818682126139
2,Spanish,B1,kinship,NP2indef,0.41,low,pl,0,1,la hija,de unos maestros,hija,maestros,Los periodistas entrevistaron a la hija de un coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de un coronel que,$ES_PL,Los periodistas entrevistaron a la hija de un coronel que,0.005371201480954824,0.01933626722720394,0.019582364924257245,0.0033304719613500566,0.00684781879936569
2,Spanish,B1,kinship,NP2indef,0.41,high,pl,0,1,las hijas,un maestro,hijas,maestro,Los periodistas entrevistaron a la hija de un coronel que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija de un coronel que,$ES_PL,Los periodistas entrevistaron a la hija de un coronel que,0.005371198128614196,0.01933626722720394,0.019582364924257245,0.0033304719613500566,0.006847818682126139
3,Spanish,B1,kinship,def,0.57,ambi,sg,1,1,la chica,del trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que,0.27769855074825145,0.01881743087713983,0.06216889165562289,0.2707979781798784,0.2442988696667232
3,Spanish,B1,kinship,def,0.57,low,sg,1,1,las chicas,del trabajador,chicas,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que,0.2776986646568922,0.01881743087713983,0.06216889165562289,0.2707979781798784,0.2442988696667232
3,Spanish,B1,kinship,def,0.57,high,sg,1,1,la chica,de los trabajadores,chica,trabajadores,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que,0.27769855074825145,0.01881743087713983,0.06216889165562289,0.2707979781798784,0.2442988696667232
3,Spanish,B1,kinship,def,0.57,ambi,pl,1,1,las chicas,de los trabajadores,chicas,trabajadores,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_PL,Andrés estuvo cenando con la sobrina del portero que,0.002829923139999302,0.0609389643547088,0.0325611547647435,0.0024234854851616916,0.003237262475710878
3,Spanish,B1,kinship,def,0.57,low,pl,1,1,la chica,de los trabajadores,chica,trabajadores,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_PL,Andrés estuvo cenando con la sobrina del portero que,0.0028299215474172357,0.0609389643547088,0.0325611547647435,0.0024234854851616916,0.003237262475710878
3,Spanish,B1,kinship,def,0.57,high,pl,1,1,las chicas,del trabajador,chicas,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_PL,Andrés estuvo cenando con la sobrina del portero que,0.002829923139999302,0.0609389643547088,0.0325611547647435,0.0024234854851616916,0.003237262475710878
3,Spanish,B1,kinship,NP1indef,0.57,ambi,sg,1,1,una chica,del trabajador,chica,trabajador,Andrés estuvo cenando con una sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con una sobrina del portero que,$ES_SG,Andrés estuvo cenando con una sobrina del portero que,0.2693349759740986,0.01095751400162126,0.07725193809662434,0.27350065845538296,0.26196172090151215
3,Spanish,B1,kinship,NP1indef,0.57,low,sg,1,1,unas chicas,del trabajador,chicas,trabajador,Andrés estuvo cenando con una sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con una sobrina del portero que,$ES_SG,Andrés estuvo cenando con una sobrina del portero que,0.2693349759740986,0.010957509655622144,0.07725193809662434,0.27350065845538296,0.26196172090151215
3,Spanish,B1,kinship,NP1indef,0.57,high,sg,1,1,una chica,de los trabajadores,chica,trabajadores,Andrés estuvo cenando con una sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con una sobrina del portero que,$ES_SG,Andrés estuvo cenando con una sobrina del portero que,0.2693349759740986,0.01095751400162126,0.07725193809662434,0.27350065845538296,0.26196172090151215
3,Spanish,B1,kinship,NP1indef,0.57,ambi,pl,1,1,unas chicas,de los trabajadores,chicas,trabajadores,Andrés estuvo cenando con una sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con una sobrina del portero que,$ES_PL,Andrés estuvo cenando con una sobrina del portero que,0.0022743933592228593,0.04353998022900296,0.021933472704916218,0.002482781036192705,0.002626427855424218
3,Spanish,B1,kinship,NP1indef,0.57,low,pl,1,1,una chica,de los trabajadores,chica,trabajadores,Andrés estuvo cenando con una sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con una sobrina del portero que,$ES_PL,Andrés estuvo cenando con una sobrina del portero que,0.0022743933592228593,0.04353999185000046,0.021933472704916218,0.002482781036192705,0.002626427855424218
3,Spanish,B1,kinship,NP1indef,0.57,high,pl,1,1,unas chicas,del trabajador,chicas,trabajador,Andrés estuvo cenando con una sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con una sobrina del portero que,$ES_PL,Andrés estuvo cenando con una sobrina del portero que,0.0022743933592228593,0.04353998022900296,0.021933472704916218,0.002482781036192705,0.002626427855424218
3,Spanish,B1,kinship,NP2indef,0.57,ambi,sg,1,1,la chica,de un trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina de un portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina de un portero que,$ES_SG,Andrés estuvo cenando con la sobrina de un portero que,0.26844276059834016,0.030059074301159894,0.037131236527767925,0.25014046801931045,0.255579655944393
3,Spanish,B1,kinship,NP2indef,0.57,low,sg,1,1,las chicas,de un trabajador,chicas,trabajador,Andrés estuvo cenando con la sobrina de un portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina de un portero que,$ES_SG,Andrés estuvo cenando con la sobrina de un portero que,0.26844276059834016,0.03005908760291781,0.03713121261361371,0.25014046801931045,0.255579655944393
3,Spanish,B1,kinship,NP2indef,0.57,high,sg,1,1,la chica,de unos trabajadores,chica,trabajadores,Andrés estuvo cenando con la sobrina de un portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina de un portero que,$ES_SG,Andrés estuvo cenando con la sobrina de un portero que,0.26844276059834016,0.030059074301159894,0.037131236527767925,0.25014046801931045,0.255579655944393
3,Spanish,B1,kinship,NP2indef,0.57,ambi,pl,1,1,las chicas,de unos trabajadores,chicas,trabajadores,Andrés estuvo cenando con la sobrina de un portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina de un portero que,$ES_PL,Andrés estuvo cenando con la sobrina de un portero que,0.0025700470471079484,0.01992268732747858,0.037007969638092886,0.0016472359053718577,0.0031213525803392983
3,Spanish,B1,kinship,NP2indef,0.57,low,pl,1,1,la chica,de unos trabajadores,chica,trabajadores,Andrés estuvo cenando con la sobrina de un portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina de un portero que,$ES_PL,Andrés estuvo cenando con la sobrina de un portero que,0.0025700470471079484,0.019922677429959332,0.03700800759621664,0.0016472359053718577,0.0031213525803392983
3,Spanish,B1,kinship,NP2indef,0.57,high,pl,1,1,las chicas,de un trabajador,chicas,trabajador,Andrés estuvo cenando con la sobrina de un portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina de un portero que,$ES_PL,Andrés estuvo cenando con la sobrina de un portero que,0.0025700470471079484,0.01992268732747858,0.037007969638092886,0.0016472359053718577,0.0031213525803392983
4,Spanish,B1,kinship,def,0.52,ambi,sg,1,1,la hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que,0.2558868556856453,0.012336063765196081,0.10169601982846199,0.2639469869908453,0.25816505332286965
4,Spanish,B1,kinship,def,0.52,low,sg,1,1,las hermanas,del ingeniero,hermanas,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que,0.2558868556856453,0.012336063765196081,0.10169601982846199,0.2639470015445795,0.2581650557530395
4,Spanish,B1,kinship,def,0.52,high,sg,1,1,la hermana,de los ingenieros,hermana,ingenieros,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que,0.2558868556856453,0.012336063765196081,0.10169601982846199,0.2639469869908453,0.25816505332286965
4,Spanish,B1,kinship,def,0.52,ambi,pl,1,1,las hermanas,de los ingenieros,hermanas,ingenieros,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_PL,Esta mañana me econtré con la tía del mecánico que,0.00385414788624594,0.030343713974996522,0.024125573751883733,0.005492373329778033,0.007667142952669792
4,Spanish,B1,kinship,def,0.52,low,pl,1,1,la hermana,de los ingenieros,hermana,ingenieros,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_PL,Esta mañana me econtré con la tía del mecánico que,0.00385414788624594,0.030343713974996522,0.024125573751883733,0.005492373171000153,0.007667141879133865
4,Spanish,B1,kinship,def,0.52,high,pl,1,1,las hermanas,del ingeniero,hermanas,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_PL,Esta mañana me econtré con la tía del mecánico que,0.00385414788624594,0.030343713974996522,0.024125573751883733,0.005492373329778033,0.007667142952669792
4,Spanish,B1,kinship,NP1indef,0.52,ambi,sg,1,1,una hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_SG,Esta mañana me econtré con una tía del mecánico que,0.2655098415944508,0.005132089324618776,0.0750314720355102,0.2909151914554968,0.24593470405656603
4,Spanish,B1,kinship,NP1indef,0.52,low,sg,1,1,unas hermanas,del ingeniero,hermanas,ingeniero,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_SG,Esta mañana me econtré con una tía del mecánico que,0.2655098415944508,0.005132090261632798,0.0750314720355102,0.2909151914554968,0.24593470405656603
4,Spanish,B1,kinship,NP1indef,0.52,high,sg,1,1,una hermana,de los ingenieros,hermana,ingenieros,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_SG,Esta mañana me econtré con una tía del mecánico que,0.26550979721480417,0.005132087519874963,0.07503146304914454,0.29091534601349167,0.2459345962327859
4,Spanish,B1,kinship,NP1indef,0.52,ambi,pl,1,1,unas hermanas,de los ingenieros,hermanas,ingenieros,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_PL,Esta mañana me econtré con una tía del mecánico que,0.003949827622348856,0.026535541310350456,0.023090684949967022,0.003709261390893559,0.005714740818397068
4,Spanish,B1,kinship,NP1indef,0.52,low,pl,1,1,una hermana,de los ingenieros,hermana,ingenieros,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_PL,Esta mañana me econtré con una tía del mecánico que,0.003949827622348856,0.026535541310350456,0.023090684949967022,0.003709261390893559,0.005714740818397068
4,Spanish,B1,kinship,NP1indef,0.52,high,pl,1,1,unas hermanas,del ingeniero,hermanas,ingeniero,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_PL,Esta mañana me econtré con una tía del mecánico que,0.003949827622348856,0.026535541310350456,0.023090684949967022,0.003709261390893559,0.005714740818397068
4,Spanish,B1,kinship,NP2indef,0.52,ambi,sg,1,1,la hermana,de un ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_SG,Esta mañana me econtré con la tía de un mecánico que,0.2657023712772286,0.025748422202792012,0.031064937785554664,0.27953803255195453,0.2566424259664757
4,Spanish,B1,kinship,NP2indef,0.52,low,sg,1,1,las hermanas,de un ingeniero,hermanas,ingeniero,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_SG,Esta mañana me econtré con la tía de un mecánico que,0.2657023712772286,0.025748447038015668,0.031064943377408824,0.27953803255195453,0.25664230530162513
4,Spanish,B1,kinship,NP2indef,0.52,high,sg,1,1,la hermana,de unos ingenieros,hermana,ingenieros,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_SG,Esta mañana me econtré con la tía de un mecánico que,0.2657023712772286,0.025748422202792012,0.031064937785554664,0.27953803255195453,0.2566424259664757
4,Spanish,B1,kinship,NP2indef,0.52,ambi,pl,1,1,las hermanas,de unos ingenieros,hermanas,ingenieros,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_PL,Esta mañana me econtré con la tía de un mecánico que,0.00344292843340277,0.09482898241817496,0.020936249197450896,0.004368155676498731,0.004722541727111285
4,Spanish,B1,kinship,NP2indef,0.52,low,pl,1,1,la hermana,de unos ingenieros,hermana,ingenieros,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_PL,Esta mañana me econtré con la tía de un mecánico que,0.00344292843340277,0.09482890899831987,0.02093624919236838,0.004368155676498731,0.004722542975343025
4,Spanish,B1,kinship,NP2indef,0.52,high,pl,1,1,las hermanas,de un ingeniero,hermanas,ingeniero,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_PL,Esta mañana me econtré con la tía de un mecánico que,0.00344292843340277,0.09482898241817496,0.020936249197450896,0.004368155676498731,0.004722541727111285
5,Spanish,B1,kinship,def,0.35,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que,0.2129053562272598,0.030498674440918805,0.04006703983966453,0.2587526633889752,0.2262021841785149
5,Spanish,B1,kinship,def,0.35,low,sg,0,0,las primas,del pintor,primas,pintor,La policía detuvo a las primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas del pintor que,$ES_SG,La policía detuvo a las primas del pintor que,0.03237814547994056,0.034490127854166275,0.04754921627066461,0.04562996623507409,0.09893901239752623
5,Spanish,B1,kinship,def,0.35,high,sg,0,0,la prima,de los pintores,prima,pintores,La policía detuvo a la prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de los pintores que,$ES_SG,La policía detuvo a la prima de los pintores que,0.048107780672238754,0.03212070060836025,0.02969151505552739,0.07800616026042562,0.049062408498086185
5,Spanish,B1,kinship,def,0.35,ambi,pl,0,0,las primas,de los pintores,primas,pintores,La policía detuvo a las primas de los pintores que MASKTOKEN en Marbella.,La policía detuvo a las primas de los pintores que,$ES_PL,La policía detuvo a las primas de los pintores que,0.2068000362171638,0.020142623399416415,0.024216432349841388,0.2510340087896452,0.24216160226148986
5,Spanish,B1,kinship,def,0.35,low,pl,0,0,la prima,de los pintores,prima,pintores,La policía detuvo a la prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de los pintores que,$ES_PL,La policía detuvo a la prima de los pintores que,0.1401477563020883,0.01657358573819645,0.01662098501074183,0.1638765885593756,0.16503945174775936
5,Spanish,B1,kinship,def,0.35,high,pl,0,0,las primas,del pintor,primas,pintor,La policía detuvo a las primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas del pintor que,$ES_PL,La policía detuvo a las primas del pintor que,0.18233155553235747,0.03233511055728733,0.030323376564206694,0.18531127087274513,0.14497956504054343
5,Spanish,B1,kinship,NP1indef,0.35,ambi,sg,0,0,una prima,del pintor,prima,pintor,La policía detuvo a una prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a una prima del pintor que,$ES_SG,La policía detuvo a una prima del pintor que,0.23248194792116017,0.02719743270855135,0.025048500513775274,0.2849648657950894,0.21350523309086
5,Spanish,B1,kinship,NP1indef,0.35,low,sg,0,0,unas primas,del pintor,primas,pintor,La policía detuvo a unas primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a unas primas del pintor que,$ES_SG,La policía detuvo a unas primas del pintor que,0.04454366000824894,0.03412755419712099,0.04429594197337572,0.0333839491434933,0.07313814186105283
5,Spanish,B1,kinship,NP1indef,0.35,high,sg,0,0,una prima,de los pintores,prima,pintores,La policía detuvo a una prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a una prima de los pintores que,$ES_SG,La policía detuvo a una prima de los pintores que,0.08394871431472861,0.03936403668050392,0.026320089842556238,0.08875125969196418,0.04277505425147332
5,Spanish,B1,kinship,NP1indef,0.35,ambi,pl,0,0,unas primas,de los pintores,primas,pintores,La policía detuvo a unas primas de los pintores que MASKTOKEN en Marbella.,La policía detuvo a unas primas de los pintores que,$ES_PL,La policía detuvo a unas primas de los pintores que,0.18539811216631108,0.02048750141607092,0.02136430570639547,0.2305012626577252,0.2397405929785208
5,Spanish,B1,kinship,NP1indef,0.35,low,pl,0,0,una prima,de los pintores,prima,pintores,La policía detuvo a una prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a una prima de los pintores que,$ES_PL,La policía detuvo a una prima de los pintores que,0.10902681161714867,0.01808765235236054,0.019172943171768875,0.14420795990557167,0.19511653864574896
5,Spanish,B1,kinship,NP1indef,0.35,high,pl,0,0,unas primas,del pintor,primas,pintor,La policía detuvo a unas primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a unas primas del pintor que,$ES_PL,La policía detuvo a unas primas del pintor que,0.13499227617485587,0.044434684772441,0.040922474636368555,0.1757515310788449,0.19471146297095743
5,Spanish,B1,kinship,NP2indef,0.35,ambi,sg,0,0,la prima,de un pintor,prima,pintor,La policía detuvo a la prima de un pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima de un pintor que,$ES_SG,La policía detuvo a la prima de un pintor que,0.22938198141655253,0.03257174766925486,0.03493163983260428,0.2679938780849369,0.22093302790797154
5,Spanish,B1,kinship,NP2indef,0.35,low,sg,0,0,las primas,de un pintor,primas,pintor,La policía detuvo a las primas de un pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas de un pintor que,$ES_SG,La policía detuvo a las primas de un pintor que,0.15670749942212847,0.029314584983026748,0.036619767440152495,0.164073132148026,0.14564882907352583
5,Spanish,B1,kinship,NP2indef,0.35,high,sg,0,0,la prima,de unos pintores,prima,pintores,La policía detuvo a la prima de unos pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de unos pintores que,$ES_SG,La policía detuvo a la prima de unos pintores que,0.026461695651316175,0.024832632306102553,0.02110084215228207,0.05801815703136981,0.02211460206417648
5,Spanish,B1,kinship,NP2indef,0.35,ambi,pl,0,0,las primas,de unos pintores,primas,pintores,La policía detuvo a las primas de unos pintores que MASKTOKEN en Marbella.,La policía detuvo a las primas de unos pintores que,$ES_PL,La policía detuvo a las primas de unos pintores que,0.210233487292939,0.012386366815500982,0.014902792710634993,0.23859467439814352,0.29192132835368056
