item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/bert-base-uncased_prob,/data/roberta-base_prob
9,English,B1,kinship,NP2indef,0.2,high,pl,1,1,the mothers,of a au pair,mothers,pair,We were worried about the mothers of a au pair who MASKTOKEN ill.,We were worried about the mothers of a au pair who,$PL,We were worried about the mothers of a au pair who MASKTOKEN ill.,0.5914290680081371,0.19622843445339513
1,English,B2,functional,def,0.26,ambi,sg,0,0,the assistant,of the inspector,assistant,inspector,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspector who,$SG,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,0.4690814271004933,0.5955048724362733
1,English,B2,functional,def,0.26,low,sg,0,0,the assistants,of the inspector,assistants,inspector,The explosion deafened the assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of the inspector who,$SG,The explosion deafened the assistants of the inspector who MASKTOKEN near the warehouse.,0.29540733342283,0.1693202881307857
1,English,B2,functional,def,0.26,high,sg,0,0,the assistant,of the inspectors,assistant,inspectors,The explosion deafened the assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspectors who,$SG,The explosion deafened the assistant of the inspectors who MASKTOKEN near the warehouse.,0.014068685436421674,0.10064014295598293
1,English,B2,functional,def,0.26,ambi,pl,0,0,the assistants,of the inspectors,assistants,inspectors,The explosion deafened the assistants of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistants of the inspectors who,$PL,The explosion deafened the assistants of the inspectors who MASKTOKEN near the warehouse.,0.19359715075697165,0.49617369123018035
1,English,B2,functional,def,0.26,low,pl,0,0,the assistant,of the inspectors,assistant,inspectors,The explosion deafened the assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspectors who,$PL,The explosion deafened the assistant of the inspectors who MASKTOKEN near the warehouse.,0.3199042505938621,0.5287376448350944
1,English,B2,functional,def,0.26,high,pl,0,0,the assistants,of the inspector,assistants,inspector,The explosion deafened the assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of the inspector who,$PL,The explosion deafened the assistants of the inspector who MASKTOKEN near the warehouse.,0.05372648171554176,0.2903462809362051
1,English,B2,functional,NP1indef,0.26,ambi,sg,0,0,an assistant,of the inspector,assistant,inspector,The explosion deafened an assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened an assistant of the inspector who,$SG,The explosion deafened an assistant of the inspector who MASKTOKEN near the warehouse.,0.40483208824020844,0.5766401153633196
1,English,B2,functional,NP1indef,0.26,low,sg,0,0,some assistants,of the inspector,assistants,inspector,The explosion deafened some assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened some assistants of the inspector who,$SG,The explosion deafened some assistants of the inspector who MASKTOKEN near the warehouse.,0.01642844637228308,0.006376962820145974
1,English,B2,functional,NP1indef,0.26,high,sg,0,0,an assistant,of the inspectors,assistant,inspectors,The explosion deafened an assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened an assistant of the inspectors who,$SG,The explosion deafened an assistant of the inspectors who MASKTOKEN near the warehouse.,0.2574676262975455,0.5123130796067805
1,English,B2,functional,NP1indef,0.26,ambi,pl,0,0,some assistants,of the inspectors,assistants,inspectors,The explosion deafened some assistants of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened some assistants of the inspectors who,$PL,The explosion deafened some assistants of the inspectors who MASKTOKEN near the warehouse.,0.24357028113593662,0.5913332669412185
1,English,B2,functional,NP1indef,0.26,low,pl,0,0,an assistant,of the inspectors,assistant,inspectors,The explosion deafened an assistant of the inspectors who MASKTOKEN near the warehouse.,The explosion deafened an assistant of the inspectors who,$PL,The explosion deafened an assistant of the inspectors who MASKTOKEN near the warehouse.,0.04112829960228073,0.08176233264482785
1,English,B2,functional,NP1indef,0.26,high,pl,0,0,some assistants,of the inspector,assistants,inspector,The explosion deafened some assistants of the inspector who MASKTOKEN near the warehouse.,The explosion deafened some assistants of the inspector who,$PL,The explosion deafened some assistants of the inspector who MASKTOKEN near the warehouse.,0.3471091844996532,0.5139271614498558
1,English,B2,functional,NP2indef,0.26,ambi,sg,0,0,the assistant,of an inspector,assistant,inspector,The explosion deafened the assistant of an inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of an inspector who,$SG,The explosion deafened the assistant of an inspector who MASKTOKEN near the warehouse.,0.47773606083142833,0.45143158731527877
1,English,B2,functional,NP2indef,0.26,low,sg,0,0,the assistants,of an inspector,assistants,inspector,The explosion deafened the assistants of an inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of an inspector who,$SG,The explosion deafened the assistants of an inspector who MASKTOKEN near the warehouse.,0.42373918939945254,0.35481820401739905
1,English,B2,functional,NP2indef,0.26,high,sg,0,0,the assistant,of some inspectors,assistant,inspectors,The explosion deafened the assistant of some inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of some inspectors who,$SG,The explosion deafened the assistant of some inspectors who MASKTOKEN near the warehouse.,0.006167297349009095,0.0053428753857800975
1,English,B2,functional,NP2indef,0.26,ambi,pl,0,0,the assistants,of some inspectors,assistants,inspectors,The explosion deafened the assistants of some inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistants of some inspectors who,$PL,The explosion deafened the assistants of some inspectors who MASKTOKEN near the warehouse.,0.2582632624836473,0.6275627665106371
1,English,B2,functional,NP2indef,0.26,low,pl,0,0,the assistant,of some inspectors,assistant,inspectors,The explosion deafened the assistant of some inspectors who MASKTOKEN near the warehouse.,The explosion deafened the assistant of some inspectors who,$PL,The explosion deafened the assistant of some inspectors who MASKTOKEN near the warehouse.,0.32962200088917437,0.7187264427646907
1,English,B2,functional,NP2indef,0.26,high,pl,0,0,the assistants,of an inspector,assistants,inspector,The explosion deafened the assistants of an inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistants of an inspector who,$PL,The explosion deafened the assistants of an inspector who MASKTOKEN near the warehouse.,0.006705108556394633,0.033449574298014484
2,English,B2,functional,def,0.44,ambi,sg,1,0,the driver,of the actor,driver,actor,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actor who,$SG,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,0.9780137508766354,0.9453596335387293
2,English,B2,functional,def,0.44,low,sg,1,0,the drivers,of the actor,drivers,actor,The police arrested the drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of the actor who,$SG,The police arrested the drivers of the actor who MASKTOKEN accused of dealing drugs.,0.9126396165953377,0.16041931119452846
2,English,B2,functional,def,0.44,high,sg,1,0,the driver,of the actors,driver,actors,The police arrested the driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actors who,$SG,The police arrested the driver of the actors who MASKTOKEN accused of dealing drugs.,0.04995592022782394,0.5980371684263824
2,English,B2,functional,def,0.44,ambi,pl,1,0,the drivers,of the actors,drivers,actors,The police arrested the drivers of the actors who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of the actors who,$PL,The police arrested the drivers of the actors who MASKTOKEN accused of dealing drugs.,0.9676074435681324,0.9079472405832489
2,English,B2,functional,def,0.44,low,pl,1,0,the driver,of the actors,driver,actors,The police arrested the driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actors who,$PL,The police arrested the driver of the actors who MASKTOKEN accused of dealing drugs.,0.914390972537693,0.31710772632804646
2,English,B2,functional,def,0.44,high,pl,1,0,the drivers,of the actor,drivers,actor,The police arrested the drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of the actor who,$PL,The police arrested the drivers of the actor who MASKTOKEN accused of dealing drugs.,0.05355490543151531,0.7786037204604201
2,English,B2,functional,NP1indef,0.44,ambi,sg,1,0,a driver,of the actor,driver,actor,The police arrested a driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested a driver of the actor who,$SG,The police arrested a driver of the actor who MASKTOKEN accused of dealing drugs.,0.9665478611948528,0.947919032121181
2,English,B2,functional,NP1indef,0.44,low,sg,1,0,some drivers,of the actor,drivers,actor,The police arrested some drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested some drivers of the actor who,$SG,The police arrested some drivers of the actor who MASKTOKEN accused of dealing drugs.,0.3739738137600784,0.037320691345623005
2,English,B2,functional,NP1indef,0.44,high,sg,1,0,a driver,of the actors,driver,actors,The police arrested a driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested a driver of the actors who,$SG,The police arrested a driver of the actors who MASKTOKEN accused of dealing drugs.,0.533748907385586,0.7656456130634828
2,English,B2,functional,NP1indef,0.44,ambi,pl,1,0,some drivers,of the actors,drivers,actors,The police arrested some drivers of the actors who MASKTOKEN accused of dealing drugs.,The police arrested some drivers of the actors who,$PL,The police arrested some drivers of the actors who MASKTOKEN accused of dealing drugs.,0.9518848111259881,0.9082097727882297
2,English,B2,functional,NP1indef,0.44,low,pl,1,0,a driver,of the actors,driver,actors,The police arrested a driver of the actors who MASKTOKEN accused of dealing drugs.,The police arrested a driver of the actors who,$PL,The police arrested a driver of the actors who MASKTOKEN accused of dealing drugs.,0.40503824029375896,0.14753244148671962
2,English,B2,functional,NP1indef,0.44,high,pl,1,0,some drivers,of the actor,drivers,actor,The police arrested some drivers of the actor who MASKTOKEN accused of dealing drugs.,The police arrested some drivers of the actor who,$PL,The police arrested some drivers of the actor who MASKTOKEN accused of dealing drugs.,0.5544652761905734,0.8965117616335704
2,English,B2,functional,NP2indef,0.44,ambi,sg,1,0,the driver,of an actor,driver,actor,The police arrested the driver of an actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of an actor who,$SG,The police arrested the driver of an actor who MASKTOKEN accused of dealing drugs.,0.9852589939191735,0.9461314375765799
2,English,B2,functional,NP2indef,0.44,low,sg,1,0,the drivers,of an actor,drivers,actor,The police arrested the drivers of an actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of an actor who,$SG,The police arrested the drivers of an actor who MASKTOKEN accused of dealing drugs.,0.9815461418354179,0.87778411250994
2,English,B2,functional,NP2indef,0.44,high,sg,1,0,the driver,of some actors,driver,actors,The police arrested the driver of some actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of some actors who,$SG,The police arrested the driver of some actors who MASKTOKEN accused of dealing drugs.,0.0039489881146316935,0.03799808255276808
2,English,B2,functional,NP2indef,0.44,ambi,pl,1,0,the drivers,of some actors,drivers,actors,The police arrested the drivers of some actors who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of some actors who,$PL,The police arrested the drivers of some actors who MASKTOKEN accused of dealing drugs.,0.9735505452275748,0.9314382966496755
2,English,B2,functional,NP2indef,0.44,low,pl,1,0,the driver,of some actors,driver,actors,The police arrested the driver of some actors who MASKTOKEN accused of dealing drugs.,The police arrested the driver of some actors who,$PL,The police arrested the driver of some actors who MASKTOKEN accused of dealing drugs.,0.9639287793313094,0.8881064258642322
2,English,B2,functional,NP2indef,0.44,high,pl,1,0,the drivers,of an actor,drivers,actor,The police arrested the drivers of an actor who MASKTOKEN accused of dealing drugs.,The police arrested the drivers of an actor who,$PL,The police arrested the drivers of an actor who MASKTOKEN accused of dealing drugs.,0.005844054595648233,0.06639561527070774
3,English,B2,functional,def,0.36,ambi,sg,0,0,the secretary,of the manager,secretary,manager,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the manager who,$SG,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,0.8290004759994929,0.846649481438629
3,English,B2,functional,def,0.36,low,sg,0,0,the secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of the manager who,$SG,Next month they will assign to the foreigner the secretaries of the manager who MASKTOKEN long hours in the office.,0.005998471875580225,0.03907209635386648
3,English,B2,functional,def,0.36,high,sg,0,0,the secretary,of the managers,secretary,managers,Next month they will assign to the foreigner the secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the managers who,$SG,Next month they will assign to the foreigner the secretary of the managers who MASKTOKEN long hours in the office.,0.5155619531280458,0.1322196996055381
3,English,B2,functional,def,0.36,ambi,pl,0,0,the secretaries,of the managers,secretaries,managers,Next month they will assign to the foreigner the secretaries of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of the managers who,$PL,Next month they will assign to the foreigner the secretaries of the managers who MASKTOKEN long hours in the office.,0.8603121369399966,0.8095386665762143
3,English,B2,functional,def,0.36,low,pl,0,0,the secretary,of the managers,secretary,managers,Next month they will assign to the foreigner the secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the managers who,$PL,Next month they will assign to the foreigner the secretary of the managers who MASKTOKEN long hours in the office.,0.3310873720206209,0.7300061412241081
3,English,B2,functional,def,0.36,high,pl,0,0,the secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of the manager who,$PL,Next month they will assign to the foreigner the secretaries of the manager who MASKTOKEN long hours in the office.,0.8614509609334693,0.8111063928525846
3,English,B2,functional,NP1indef,0.36,ambi,sg,0,0,a secretary,of the manager,secretary,manager,Next month they will assign to the foreigner a secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner a secretary of the manager who,$SG,Next month they will assign to the foreigner a secretary of the manager who MASKTOKEN long hours in the office.,0.8570373589949956,0.914165301576191
3,English,B2,functional,NP1indef,0.36,low,sg,0,0,some secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner some secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner some secretaries of the manager who,$SG,Next month they will assign to the foreigner some secretaries of the manager who MASKTOKEN long hours in the office.,0.006353899714723887,0.015993282246453785
3,English,B2,functional,NP1indef,0.36,high,sg,0,0,a secretary,of the managers,secretary,managers,Next month they will assign to the foreigner a secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner a secretary of the managers who,$SG,Next month they will assign to the foreigner a secretary of the managers who MASKTOKEN long hours in the office.,0.6108819376109822,0.5724167336257546
3,English,B2,functional,NP1indef,0.36,ambi,pl,0,0,some secretaries,of the managers,secretaries,managers,Next month they will assign to the foreigner some secretaries of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner some secretaries of the managers who,$PL,Next month they will assign to the foreigner some secretaries of the managers who MASKTOKEN long hours in the office.,0.8873671255283702,0.8377284101249132
3,English,B2,functional,NP1indef,0.36,low,pl,0,0,a secretary,of the managers,secretary,managers,Next month they will assign to the foreigner a secretary of the managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner a secretary of the managers who,$PL,Next month they will assign to the foreigner a secretary of the managers who MASKTOKEN long hours in the office.,0.2776397940864701,0.32424927099418077
3,English,B2,functional,NP1indef,0.36,high,pl,0,0,some secretaries,of the manager,secretaries,manager,Next month they will assign to the foreigner some secretaries of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner some secretaries of the manager who,$PL,Next month they will assign to the foreigner some secretaries of the manager who MASKTOKEN long hours in the office.,0.8770591744983762,0.8526372259626539
3,English,B2,functional,NP2indef,0.36,ambi,sg,0,0,the secretary,of a manager,secretary,manager,Next month they will assign to the foreigner the secretary of a manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of a manager who,$SG,Next month they will assign to the foreigner the secretary of a manager who MASKTOKEN long hours in the office.,0.8842435962518489,0.8399858222079578
3,English,B2,functional,NP2indef,0.36,low,sg,0,0,the secretaries,of a manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of a manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of a manager who,$SG,Next month they will assign to the foreigner the secretaries of a manager who MASKTOKEN long hours in the office.,0.5318369281483157,0.7357191326039954
3,English,B2,functional,NP2indef,0.36,high,sg,0,0,the secretary,of some managers,secretary,managers,Next month they will assign to the foreigner the secretary of some managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of some managers who,$SG,Next month they will assign to the foreigner the secretary of some managers who MASKTOKEN long hours in the office.,0.005991341061048372,0.00766987668312185
3,English,B2,functional,NP2indef,0.36,ambi,pl,0,0,the secretaries,of some managers,secretaries,managers,Next month they will assign to the foreigner the secretaries of some managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of some managers who,$PL,Next month they will assign to the foreigner the secretaries of some managers who MASKTOKEN long hours in the office.,0.8376801830552081,0.8063174176268636
3,English,B2,functional,NP2indef,0.36,low,pl,0,0,the secretary,of some managers,secretary,managers,Next month they will assign to the foreigner the secretary of some managers who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of some managers who,$PL,Next month they will assign to the foreigner the secretary of some managers who MASKTOKEN long hours in the office.,0.8565011229434756,0.8279593882708622
3,English,B2,functional,NP2indef,0.36,high,pl,0,0,the secretaries,of a manager,secretaries,manager,Next month they will assign to the foreigner the secretaries of a manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretaries of a manager who,$PL,Next month they will assign to the foreigner the secretaries of a manager who MASKTOKEN long hours in the office.,0.31082244929319636,0.08124569100060376
4,English,B2,functional,def,0.45,ambi,sg,0,0,the nurse,of the surgeon,nurse,surgeon,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeon who,$SG,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,0.5701106753420477,0.6860051359154234
4,English,B2,functional,def,0.45,low,sg,0,0,the nurses,of the surgeon,nurses,surgeon,Most of the patients like the nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of the surgeon who,$SG,Most of the patients like the nurses of the surgeon who MASKTOKEN in the hospital.,0.3069736628014498,0.274539979051423
4,English,B2,functional,def,0.45,high,sg,0,0,the nurse,of the surgeons,nurse,surgeons,Most of the patients like the nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeons who,$SG,Most of the patients like the nurse of the surgeons who MASKTOKEN in the hospital.,0.03361798662512394,0.24160703372665687
4,English,B2,functional,def,0.45,ambi,pl,0,0,the nurses,of the surgeons,nurses,surgeons,Most of the patients like the nurses of the surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurses of the surgeons who,$PL,Most of the patients like the nurses of the surgeons who MASKTOKEN in the hospital.,0.2982943407922083,0.7139574590473143
4,English,B2,functional,def,0.45,low,pl,0,0,the nurse,of the surgeons,nurse,surgeons,Most of the patients like the nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeons who,$PL,Most of the patients like the nurse of the surgeons who MASKTOKEN in the hospital.,0.3365226807285938,0.5012354967795465
4,English,B2,functional,def,0.45,high,pl,0,0,the nurses,of the surgeon,nurses,surgeon,Most of the patients like the nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of the surgeon who,$PL,Most of the patients like the nurses of the surgeon who MASKTOKEN in the hospital.,0.14385790362170692,0.43324027927335995
4,English,B2,functional,NP1indef,0.45,ambi,sg,0,0,a nurse,of the surgeon,nurse,surgeon,Most of the patients like a nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like a nurse of the surgeon who,$SG,Most of the patients like a nurse of the surgeon who MASKTOKEN in the hospital.,0.5400109047253715,0.7563948316546194
4,English,B2,functional,NP1indef,0.45,low,sg,0,0,some nurses,of the surgeon,nurses,surgeon,Most of the patients like some nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like some nurses of the surgeon who,$SG,Most of the patients like some nurses of the surgeon who MASKTOKEN in the hospital.,0.1498619775278196,0.2535338687907435
4,English,B2,functional,NP1indef,0.45,high,sg,0,0,a nurse,of the surgeons,nurse,surgeons,Most of the patients like a nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like a nurse of the surgeons who,$SG,Most of the patients like a nurse of the surgeons who MASKTOKEN in the hospital.,0.040803521669105114,0.25614285867540015
4,English,B2,functional,NP1indef,0.45,ambi,pl,0,0,some nurses,of the surgeons,nurses,surgeons,Most of the patients like some nurses of the surgeons who MASKTOKEN in the hospital.,Most of the patients like some nurses of the surgeons who,$PL,Most of the patients like some nurses of the surgeons who MASKTOKEN in the hospital.,0.3697647089210786,0.6869138028900497
4,English,B2,functional,NP1indef,0.45,low,pl,0,0,a nurse,of the surgeons,nurse,surgeons,Most of the patients like a nurse of the surgeons who MASKTOKEN in the hospital.,Most of the patients like a nurse of the surgeons who,$PL,Most of the patients like a nurse of the surgeons who MASKTOKEN in the hospital.,0.28780631883224006,0.573234182603188
4,English,B2,functional,NP1indef,0.45,high,pl,0,0,some nurses,of the surgeon,nurses,surgeon,Most of the patients like some nurses of the surgeon who MASKTOKEN in the hospital.,Most of the patients like some nurses of the surgeon who,$PL,Most of the patients like some nurses of the surgeon who MASKTOKEN in the hospital.,0.3062926598598559,0.4298747530092205
4,English,B2,functional,NP2indef,0.45,ambi,sg,0,0,the nurse,of a surgeon,nurse,surgeon,Most of the patients like the nurse of a surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of a surgeon who,$SG,Most of the patients like the nurse of a surgeon who MASKTOKEN in the hospital.,0.5896140289063765,0.7793549293986891
4,English,B2,functional,NP2indef,0.45,low,sg,0,0,the nurses,of a surgeon,nurses,surgeon,Most of the patients like the nurses of a surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of a surgeon who,$SG,Most of the patients like the nurses of a surgeon who MASKTOKEN in the hospital.,0.5603304107008151,0.7222601009955523
4,English,B2,functional,NP2indef,0.45,high,sg,0,0,the nurse,of some surgeons,nurse,surgeons,Most of the patients like the nurse of some surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of some surgeons who,$SG,Most of the patients like the nurse of some surgeons who MASKTOKEN in the hospital.,0.02074358441378482,0.17663841043914316
4,English,B2,functional,NP2indef,0.45,ambi,pl,0,0,the nurses,of some surgeons,nurses,surgeons,Most of the patients like the nurses of some surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurses of some surgeons who,$PL,Most of the patients like the nurses of some surgeons who MASKTOKEN in the hospital.,0.29343645797796936,0.7667822112427845
4,English,B2,functional,NP2indef,0.45,low,pl,0,0,the nurse,of some surgeons,nurse,surgeons,Most of the patients like the nurse of some surgeons who MASKTOKEN in the hospital.,Most of the patients like the nurse of some surgeons who,$PL,Most of the patients like the nurse of some surgeons who MASKTOKEN in the hospital.,0.26977185169646034,0.5660489307932646
4,English,B2,functional,NP2indef,0.45,high,pl,0,0,the nurses,of a surgeon,nurses,surgeon,Most of the patients like the nurses of a surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurses of a surgeon who,$PL,Most of the patients like the nurses of a surgeon who MASKTOKEN in the hospital.,0.011573259845026579,0.06651929903229833
5,English,B2,functional,def,0.4,ambi,sg,1,1,the pupil,of the dress maker,pupil,maker,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress maker who,$SG,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,0.502612795426093,0.2676970265714674
5,English,B2,functional,def,0.4,low,sg,1,1,the pupils,of the dress maker,pupils,maker,I was talking to the pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of the dress maker who,$SG,I was talking to the pupils of the dress maker who MASKTOKEN in Paris for a while.,0.47948866555690856,0.19464466672130376
5,English,B2,functional,def,0.4,high,sg,1,1,the pupil,of the dress makers,pupil,makers,I was talking to the pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress makers who,$SG,I was talking to the pupil of the dress makers who MASKTOKEN in Paris for a while.,0.05504761561630392,0.2852888873335971
5,English,B2,functional,def,0.4,ambi,pl,1,1,the pupils,of the dress makers,pupils,makers,I was talking to the pupils of the dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupils of the dress makers who,$PL,I was talking to the pupils of the dress makers who MASKTOKEN in Paris for a while.,0.5405637114063904,0.48198291254169984
5,English,B2,functional,def,0.4,low,pl,1,1,the pupil,of the dress makers,pupil,makers,I was talking to the pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress makers who,$PL,I was talking to the pupil of the dress makers who MASKTOKEN in Paris for a while.,0.470457059183183,0.047571829048862306
5,English,B2,functional,def,0.4,high,pl,1,1,the pupils,of the dress maker,pupils,maker,I was talking to the pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of the dress maker who,$PL,I was talking to the pupils of the dress maker who MASKTOKEN in Paris for a while.,0.018967222525681615,0.19408529910678185
5,English,B2,functional,NP1indef,0.4,ambi,sg,1,1,an pupil,of the dress maker,pupil,maker,I was talking to an pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to an pupil of the dress maker who,$SG,I was talking to an pupil of the dress maker who MASKTOKEN in Paris for a while.,0.5081857583974051,0.22588362264899386
5,English,B2,functional,NP1indef,0.4,low,sg,1,1,some pupils,of the dress maker,pupils,maker,I was talking to some pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to some pupils of the dress maker who,$SG,I was talking to some pupils of the dress maker who MASKTOKEN in Paris for a while.,0.1547920775957174,0.07053529881342932
5,English,B2,functional,NP1indef,0.4,high,sg,1,1,an pupil,of the dress makers,pupil,makers,I was talking to an pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to an pupil of the dress makers who,$SG,I was talking to an pupil of the dress makers who MASKTOKEN in Paris for a while.,0.33761320621957075,0.230855776637654
5,English,B2,functional,NP1indef,0.4,ambi,pl,1,1,some pupils,of the dress makers,pupils,makers,I was talking to some pupils of the dress makers who MASKTOKEN in Paris for a while.,I was talking to some pupils of the dress makers who,$PL,I was talking to some pupils of the dress makers who MASKTOKEN in Paris for a while.,0.5866430264309465,0.5100761791775618
5,English,B2,functional,NP1indef,0.4,low,pl,1,1,an pupil,of the dress makers,pupil,makers,I was talking to an pupil of the dress makers who MASKTOKEN in Paris for a while.,I was talking to an pupil of the dress makers who,$PL,I was talking to an pupil of the dress makers who MASKTOKEN in Paris for a while.,0.10055571005052387,0.04276225692736644
5,English,B2,functional,NP1indef,0.4,high,pl,1,1,some pupils,of the dress maker,pupils,maker,I was talking to some pupils of the dress maker who MASKTOKEN in Paris for a while.,I was talking to some pupils of the dress maker who,$PL,I was talking to some pupils of the dress maker who MASKTOKEN in Paris for a while.,0.3532103315818992,0.3432556039096463
5,English,B2,functional,NP2indef,0.4,ambi,sg,1,1,the pupil,of a dress maker,pupil,maker,I was talking to the pupil of a dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of a dress maker who,$SG,I was talking to the pupil of a dress maker who MASKTOKEN in Paris for a while.,0.31928034129967064,0.11551329222386028
5,English,B2,functional,NP2indef,0.4,low,sg,1,1,the pupils,of a dress maker,pupils,maker,I was talking to the pupils of a dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupils of a dress maker who,$SG,I was talking to the pupils of a dress maker who MASKTOKEN in Paris for a while.,0.33309037359147736,0.1231397669778822
5,English,B2,functional,NP2indef,0.4,high,sg,1,1,the pupil,of some dress makers,pupil,makers,I was talking to the pupil of some dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupil of some dress makers who,$SG,I was talking to the pupil of some dress makers who MASKTOKEN in Paris for a while.,0.026097341119655088,0.09268618942757602
5,English,B2,functional,NP2indef,0.4,ambi,pl,1,1,the pupils,of some dress makers,pupils,makers,I was talking to the pupils of some dress makers who MASKTOKEN in Paris for a while.,I was talking to the pupils of some dress makers who,$PL,I was talking to the pupils of some dress makers who MASKTOKEN in Paris for a while.,0.45479909096065807,0.4770819319146529
