item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
4,Spanish,B1,kinship,NP1indef,0.52,low,sg,1,1,unas hermanas,del ingeniero,hermanas,ingeniero,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_SG,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,0.5530268105248126,0.5013433684075039
4,Spanish,B1,kinship,NP1indef,0.52,high,sg,1,1,una hermana,de los ingenieros,hermana,ingenieros,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_SG,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,0.5530266760651159,0.5013433684075039
4,Spanish,B1,kinship,NP1indef,0.52,ambi,pl,1,1,unas hermanas,de los ingenieros,hermanas,ingenieros,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_PL,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,0.027658259567104437,0.011815402593857272
4,Spanish,B1,kinship,NP1indef,0.52,low,pl,1,1,una hermana,de los ingenieros,hermana,ingenieros,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_PL,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,0.027658251941900858,0.011815402593857272
4,Spanish,B1,kinship,NP1indef,0.52,high,pl,1,1,unas hermanas,del ingeniero,hermanas,ingeniero,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con una tía del mecánico que,$ES_PL,Esta mañana me econtré con una tía del mecánico que MASKTOKEN en mi bloque de pisos.,0.027658259567104437,0.011815402593857272
4,Spanish,B1,kinship,NP2indef,0.52,ambi,sg,1,1,la hermana,de un ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_SG,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,0.8960097068811255,0.5595922308203285
4,Spanish,B1,kinship,NP2indef,0.52,low,sg,1,1,las hermanas,de un ingeniero,hermanas,ingeniero,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_SG,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,0.8960098087736359,0.5595922308203285
4,Spanish,B1,kinship,NP2indef,0.52,high,sg,1,1,la hermana,de unos ingenieros,hermana,ingenieros,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_SG,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,0.8960097068811255,0.5595922308203285
4,Spanish,B1,kinship,NP2indef,0.52,ambi,pl,1,1,las hermanas,de unos ingenieros,hermanas,ingenieros,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_PL,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,0.014115395435458922,0.008452019565755364
4,Spanish,B1,kinship,NP2indef,0.52,low,pl,1,1,la hermana,de unos ingenieros,hermana,ingenieros,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_PL,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,0.014115390778846049,0.008452019565755364
4,Spanish,B1,kinship,NP2indef,0.52,high,pl,1,1,las hermanas,de un ingeniero,hermanas,ingeniero,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía de un mecánico que,$ES_PL,Esta mañana me econtré con la tía de un mecánico que MASKTOKEN en mi bloque de pisos.,0.014115395435458922,0.008452019565755364
5,Spanish,B1,kinship,def,0.35,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,0.888572067103251,0.3814432712003679
5,Spanish,B1,kinship,def,0.35,low,sg,0,0,las primas,del pintor,primas,pintor,La policía detuvo a las primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas del pintor que,$ES_SG,La policía detuvo a las primas del pintor que MASKTOKEN en Marbella.,0.11044688101133124,0.17228954864789614
5,Spanish,B1,kinship,def,0.35,high,sg,0,0,la prima,de los pintores,prima,pintores,La policía detuvo a la prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de los pintores que,$ES_SG,La policía detuvo a la prima de los pintores que MASKTOKEN en Marbella.,0.10212106503099738,0.25916798102640826
5,Spanish,B1,kinship,def,0.35,ambi,pl,0,0,las primas,de los pintores,primas,pintores,La policía detuvo a las primas de los pintores que MASKTOKEN en Marbella.,La policía detuvo a las primas de los pintores que,$ES_PL,La policía detuvo a las primas de los pintores que MASKTOKEN en Marbella.,0.8595253360693225,0.5377630479199382
5,Spanish,B1,kinship,def,0.35,low,pl,0,0,la prima,de los pintores,prima,pintores,La policía detuvo a la prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de los pintores que,$ES_PL,La policía detuvo a la prima de los pintores que MASKTOKEN en Marbella.,0.651475293638768,0.19963584690445657
5,Spanish,B1,kinship,def,0.35,high,pl,0,0,las primas,del pintor,primas,pintor,La policía detuvo a las primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas del pintor que,$ES_PL,La policía detuvo a las primas del pintor que MASKTOKEN en Marbella.,0.6948142514693221,0.21722341627219066
5,Spanish,B1,kinship,NP1indef,0.35,ambi,sg,0,0,una prima,del pintor,prima,pintor,La policía detuvo a una prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a una prima del pintor que,$ES_SG,La policía detuvo a una prima del pintor que MASKTOKEN en Marbella.,0.9415583490591731,0.34437632486203285
5,Spanish,B1,kinship,NP1indef,0.35,low,sg,0,0,unas primas,del pintor,primas,pintor,La policía detuvo a unas primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a unas primas del pintor que,$ES_SG,La policía detuvo a unas primas del pintor que MASKTOKEN en Marbella.,0.19419365308966513,0.07559556720733696
5,Spanish,B1,kinship,NP1indef,0.35,high,sg,0,0,una prima,de los pintores,prima,pintores,La policía detuvo a una prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a una prima de los pintores que,$ES_SG,La policía detuvo a una prima de los pintores que MASKTOKEN en Marbella.,0.17801210351483499,0.20139299416314316
5,Spanish,B1,kinship,NP1indef,0.35,ambi,pl,0,0,unas primas,de los pintores,primas,pintores,La policía detuvo a unas primas de los pintores que MASKTOKEN en Marbella.,La policía detuvo a unas primas de los pintores que,$ES_PL,La policía detuvo a unas primas de los pintores que MASKTOKEN en Marbella.,0.7501119786444153,0.5111228438193223
5,Spanish,B1,kinship,NP1indef,0.35,low,pl,0,0,una prima,de los pintores,prima,pintores,La policía detuvo a una prima de los pintores que MASKTOKEN en Marbella.,La policía detuvo a una prima de los pintores que,$ES_PL,La policía detuvo a una prima de los pintores que MASKTOKEN en Marbella.,0.5915841481266115,0.22374018549990282
5,Spanish,B1,kinship,NP1indef,0.35,high,pl,0,0,unas primas,del pintor,primas,pintor,La policía detuvo a unas primas del pintor que MASKTOKEN en Marbella.,La policía detuvo a unas primas del pintor que,$ES_PL,La policía detuvo a unas primas del pintor que MASKTOKEN en Marbella.,0.6025175033035414,0.36432741142402136
5,Spanish,B1,kinship,NP2indef,0.35,ambi,sg,0,0,la prima,de un pintor,prima,pintor,La policía detuvo a la prima de un pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima de un pintor que,$ES_SG,La policía detuvo a la prima de un pintor que MASKTOKEN en Marbella.,0.95357785791698,0.3294301225199021
5,Spanish,B1,kinship,NP2indef,0.35,low,sg,0,0,las primas,de un pintor,primas,pintor,La policía detuvo a las primas de un pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas de un pintor que,$ES_SG,La policía detuvo a las primas de un pintor que MASKTOKEN en Marbella.,0.887498034344264,0.27399598480330667
5,Spanish,B1,kinship,NP2indef,0.35,high,sg,0,0,la prima,de unos pintores,prima,pintores,La policía detuvo a la prima de unos pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de unos pintores que,$ES_SG,La policía detuvo a la prima de unos pintores que MASKTOKEN en Marbella.,0.059568145163476194,0.017037603451797168
5,Spanish,B1,kinship,NP2indef,0.35,ambi,pl,0,0,las primas,de unos pintores,primas,pintores,La policía detuvo a las primas de unos pintores que MASKTOKEN en Marbella.,La policía detuvo a las primas de unos pintores que,$ES_PL,La policía detuvo a las primas de unos pintores que MASKTOKEN en Marbella.,0.801612559683923,0.6405283108922077
5,Spanish,B1,kinship,NP2indef,0.35,low,pl,0,0,la prima,de unos pintores,prima,pintores,La policía detuvo a la prima de unos pintores que MASKTOKEN en Marbella.,La policía detuvo a la prima de unos pintores que,$ES_PL,La policía detuvo a la prima de unos pintores que MASKTOKEN en Marbella.,0.6970785113638671,0.6177295360478183
5,Spanish,B1,kinship,NP2indef,0.35,high,pl,0,0,las primas,de un pintor,primas,pintor,La policía detuvo a las primas de un pintor que MASKTOKEN en Marbella.,La policía detuvo a las primas de un pintor que,$ES_PL,La policía detuvo a las primas de un pintor que MASKTOKEN en Marbella.,0.006849857915221331,0.0032761626821118384
6,Spanish,B1,kinship,def,0.63,ambi,sg,0,0,la hermana,de la enfermera,hermana,enfermera,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de la enfermera que,$ES_SG,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,1.015900636980223,0.9607007558049219
6,Spanish,B1,kinship,def,0.63,low,sg,0,0,las hermanas,de la enfermera,hermanas,enfermera,El portero conversaba con las hermanas de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con las hermanas de la enfermera que,$ES_SG,El portero conversaba con las hermanas de la enfermera que MASKTOKEN amiga de mi madre.,1.0348619098459007,0.12778656948961498
6,Spanish,B1,kinship,def,0.63,high,sg,0,0,la hermana,de las enfermeras,hermana,enfermeras,El portero conversaba con la hermana de las enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de las enfermeras que,$ES_SG,El portero conversaba con la hermana de las enfermeras que MASKTOKEN amiga de mi madre.,0.9988544253254825,0.9872534567215041
6,Spanish,B1,kinship,def,0.63,ambi,pl,0,0,las hermanas,de las enfermeras,hermanas,enfermeras,El portero conversaba con las hermanas de las enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con las hermanas de las enfermeras que,$ES_PL,El portero conversaba con las hermanas de las enfermeras que MASKTOKEN amiga de mi madre.,0.3005114990294748,0.8685889537330098
6,Spanish,B1,kinship,def,0.63,low,pl,0,0,la hermana,de las enfermeras,hermana,enfermeras,El portero conversaba con la hermana de las enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de las enfermeras que,$ES_PL,El portero conversaba con la hermana de las enfermeras que MASKTOKEN amiga de mi madre.,0.012369701996437929,0.003383805710482468
6,Spanish,B1,kinship,def,0.63,high,pl,0,0,las hermanas,de la enfermera,hermanas,enfermera,El portero conversaba con las hermanas de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con las hermanas de la enfermera que,$ES_PL,El portero conversaba con las hermanas de la enfermera que MASKTOKEN amiga de mi madre.,0.0035859356458286164,0.7452516799257864
6,Spanish,B1,kinship,NP1indef,0.63,ambi,sg,0,0,una hermana,de la enfermera,hermana,enfermera,El portero conversaba con una hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con una hermana de la enfermera que,$ES_SG,El portero conversaba con una hermana de la enfermera que MASKTOKEN amiga de mi madre.,1.0100934722700603,0.883332879531622
6,Spanish,B1,kinship,NP1indef,0.63,low,sg,0,0,unas hermanas,de la enfermera,hermanas,enfermera,El portero conversaba con unas hermanas de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con unas hermanas de la enfermera que,$ES_SG,El portero conversaba con unas hermanas de la enfermera que MASKTOKEN amiga de mi madre.,1.0764954853319066,0.14101609984893315
6,Spanish,B1,kinship,NP1indef,0.63,high,sg,0,0,una hermana,de las enfermeras,hermana,enfermeras,El portero conversaba con una hermana de las enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con una hermana de las enfermeras que,$ES_SG,El portero conversaba con una hermana de las enfermeras que MASKTOKEN amiga de mi madre.,0.9985797276771886,0.8946009654322715
6,Spanish,B1,kinship,NP1indef,0.63,ambi,pl,0,0,unas hermanas,de las enfermeras,hermanas,enfermeras,El portero conversaba con unas hermanas de las enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con unas hermanas de las enfermeras que,$ES_PL,El portero conversaba con unas hermanas de las enfermeras que MASKTOKEN amiga de mi madre.,0.2572964066948167,0.8919102736777731
6,Spanish,B1,kinship,NP1indef,0.63,low,pl,0,0,una hermana,de las enfermeras,hermana,enfermeras,El portero conversaba con una hermana de las enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con una hermana de las enfermeras que,$ES_PL,El portero conversaba con una hermana de las enfermeras que MASKTOKEN amiga de mi madre.,0.011041141216050765,0.008652627631591692
6,Spanish,B1,kinship,NP1indef,0.63,high,pl,0,0,unas hermanas,de la enfermera,hermanas,enfermera,El portero conversaba con unas hermanas de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con unas hermanas de la enfermera que,$ES_PL,El portero conversaba con unas hermanas de la enfermera que MASKTOKEN amiga de mi madre.,0.018129961921643317,0.7321210091159287
6,Spanish,B1,kinship,NP2indef,0.63,ambi,sg,0,0,la hermana,de una enfermera,hermana,enfermera,El portero conversaba con la hermana de una enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de una enfermera que,$ES_SG,El portero conversaba con la hermana de una enfermera que MASKTOKEN amiga de mi madre.,1.0153574934760727,0.9438531374404988
6,Spanish,B1,kinship,NP2indef,0.63,low,sg,0,0,las hermanas,de una enfermera,hermanas,enfermera,El portero conversaba con las hermanas de una enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con las hermanas de una enfermera que,$ES_SG,El portero conversaba con las hermanas de una enfermera que MASKTOKEN amiga de mi madre.,1.0248135396449212,0.8869075128540089
6,Spanish,B1,kinship,NP2indef,0.63,high,sg,0,0,la hermana,de unas enfermeras,hermana,enfermeras,El portero conversaba con la hermana de unas enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de unas enfermeras que,$ES_SG,El portero conversaba con la hermana de unas enfermeras que MASKTOKEN amiga de mi madre.,0.9206291786555889,1.0251648193638268
6,Spanish,B1,kinship,NP2indef,0.63,ambi,pl,0,0,las hermanas,de unas enfermeras,hermanas,enfermeras,El portero conversaba con las hermanas de unas enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con las hermanas de unas enfermeras que,$ES_PL,El portero conversaba con las hermanas de unas enfermeras que MASKTOKEN amiga de mi madre.,0.2497990780533632,0.8910161030017392
6,Spanish,B1,kinship,NP2indef,0.63,low,pl,0,0,la hermana,de unas enfermeras,hermana,enfermeras,El portero conversaba con la hermana de unas enfermeras que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de unas enfermeras que,$ES_PL,El portero conversaba con la hermana de unas enfermeras que MASKTOKEN amiga de mi madre.,0.09387189212762004,0.0023574265541974615
6,Spanish,B1,kinship,NP2indef,0.63,high,pl,0,0,las hermanas,de una enfermera,hermanas,enfermera,El portero conversaba con las hermanas de una enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con las hermanas de una enfermera que,$ES_PL,El portero conversaba con las hermanas de una enfermera que MASKTOKEN amiga de mi madre.,0.0011149849128794342,0.018695091580994472
7,Spanish,B1,kinship,def,0.39,ambi,sg,1,0,de la hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.250562994977898,0.20420100838789712
7,Spanish,B1,kinship,def,0.39,low,sg,1,0,de las hermanas,del directivo,hermanas,directivo,Todos en la oficina sintieron la muerta de las hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de las hermanas del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de las hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.1975597247675116,0.12329688956201956
7,Spanish,B1,kinship,def,0.39,high,sg,1,0,de la hermana,de los directivos,hermana,directivos,Todos en la oficina sintieron la muerta de la hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana de los directivos que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,0.05695669000315695,0.05421138401067199
7,Spanish,B1,kinship,def,0.39,ambi,pl,1,0,de las hermanas,de los directivos,hermanas,directivos,Todos en la oficina sintieron la muerta de las hermanas de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de las hermanas de los directivos que,$ES_PL,Todos en la oficina sintieron la muerta de las hermanas de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,1.7122293768349115,0.2942640311037378
7,Spanish,B1,kinship,def,0.39,low,pl,1,0,de la hermana,de los directivos,hermana,directivos,Todos en la oficina sintieron la muerta de la hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana de los directivos que,$ES_PL,Todos en la oficina sintieron la muerta de la hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,1.2766728188316612,0.16926310585147722
7,Spanish,B1,kinship,def,0.39,high,pl,1,0,de las hermanas,del directivo,hermanas,directivo,Todos en la oficina sintieron la muerta de las hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de las hermanas del directivo que,$ES_PL,Todos en la oficina sintieron la muerta de las hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.013855467044617556,0.1491191936979365
7,Spanish,B1,kinship,NP1indef,0.39,ambi,sg,1,0,de una hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de una hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de una hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de una hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.3700376743246636,0.1737686210814244
7,Spanish,B1,kinship,NP1indef,0.39,low,sg,1,0,de unas hermanas,del directivo,hermanas,directivo,Todos en la oficina sintieron la muerta de unas hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de unas hermanas del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de unas hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.39463744915705945,0.04946709238260805
7,Spanish,B1,kinship,NP1indef,0.39,high,sg,1,0,de una hermana,de los directivos,hermana,directivos,Todos en la oficina sintieron la muerta de una hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de una hermana de los directivos que,$ES_SG,Todos en la oficina sintieron la muerta de una hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,0.17904718676003384,0.04345318904008409
7,Spanish,B1,kinship,NP1indef,0.39,ambi,pl,1,0,de unas hermanas,de los directivos,hermanas,directivos,Todos en la oficina sintieron la muerta de unas hermanas de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de unas hermanas de los directivos que,$ES_PL,Todos en la oficina sintieron la muerta de unas hermanas de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,1.7184790103277248,0.41547891240401147
7,Spanish,B1,kinship,NP1indef,0.39,low,pl,1,0,de una hermana,de los directivos,hermana,directivos,Todos en la oficina sintieron la muerta de una hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de una hermana de los directivos que,$ES_PL,Todos en la oficina sintieron la muerta de una hermana de los directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,0.742159869037684,0.1349065016259149
7,Spanish,B1,kinship,NP1indef,0.39,high,pl,1,0,de unas hermanas,del directivo,hermanas,directivo,Todos en la oficina sintieron la muerta de unas hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de unas hermanas del directivo que,$ES_PL,Todos en la oficina sintieron la muerta de unas hermanas del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.022243241839968564,0.33500137102006605
7,Spanish,B1,kinship,NP2indef,0.39,ambi,sg,1,0,de la hermana,de un directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana de un directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana de un directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana de un directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.4489693160135124,0.23012897359254036
7,Spanish,B1,kinship,NP2indef,0.39,low,sg,1,0,de las hermanas,de un directivo,hermanas,directivo,Todos en la oficina sintieron la muerta de las hermanas de un directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de las hermanas de un directivo que,$ES_SG,Todos en la oficina sintieron la muerta de las hermanas de un directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.4189505724361928,0.1512742642208717
7,Spanish,B1,kinship,NP2indef,0.39,high,sg,1,0,de la hermana,de unos directivos,hermana,directivos,Todos en la oficina sintieron la muerta de la hermana de unos directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana de unos directivos que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana de unos directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,0.01748659578936662,0.003317846873040299
7,Spanish,B1,kinship,NP2indef,0.39,ambi,pl,1,0,de las hermanas,de unos directivos,hermanas,directivos,Todos en la oficina sintieron la muerta de las hermanas de unos directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de las hermanas de unos directivos que,$ES_PL,Todos en la oficina sintieron la muerta de las hermanas de unos directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,1.7702781407724997,0.35358533076801774
7,Spanish,B1,kinship,NP2indef,0.39,low,pl,1,0,de la hermana,de unos directivos,hermana,directivos,Todos en la oficina sintieron la muerta de la hermana de unos directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana de unos directivos que,$ES_PL,Todos en la oficina sintieron la muerta de la hermana de unos directivos que MASKTOKEN trabajado tanto tiempo en la empresa.,1.7816509512505787,0.391657432085537
7,Spanish,B1,kinship,NP2indef,0.39,high,pl,1,0,de las hermanas,de un directivo,hermanas,directivo,Todos en la oficina sintieron la muerta de las hermanas de un directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de las hermanas de un directivo que,$ES_PL,Todos en la oficina sintieron la muerta de las hermanas de un directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,0.00415437585370285,0.008944188625339173
8,Spanish,B1,kinship,def,0.45,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,0.11910300902563192,0.16054380212938213
8,Spanish,B1,kinship,def,0.45,low,sg,1,0,los hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,0.08875714061417739,0.07498920817324972
8,Spanish,B1,kinship,def,0.45,high,sg,1,0,el hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que,$ES_SG,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,0.07125414076603032,0.16019520458212355
8,Spanish,B1,kinship,def,0.45,ambi,pl,1,0,los hermanos,de los estudiantes extranjeros,hermanos,extranjeros,A todos nuestros amigos les gustaba los hermanos de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba los hermanos de los estudiantes extranjeros que MASKTOKEN el verano pasado.,0.1524585517855046,0.2729415191285369
8,Spanish,B1,kinship,def,0.45,low,pl,1,0,el hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,0.09228288045466893,0.028109203055265652
8,Spanish,B1,kinship,def,0.45,high,pl,1,0,los hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que,$ES_PL,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,0.0631117919222462,0.035098426185982134
8,Spanish,B1,kinship,NP1indef,0.45,ambi,sg,1,0,un hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba un hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba un hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba un hermano del estudiante extranjero que MASKTOKEN el verano pasado.,0.1234247115573106,0.23333430480545303
8,Spanish,B1,kinship,NP1indef,0.45,low,sg,1,0,unos hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,0.0869951863416788,0.11705828993484602
8,Spanish,B1,kinship,NP1indef,0.45,high,sg,1,0,un hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que,$ES_SG,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,0.11415171624391907,0.20410747557048126
