item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
9,English,A2,quantity,noAdj,0.38,low,sg,0,1,the jars,of preserve,jars,preserve,My mother didn’t see the jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jars of preserve that,$SG,My mother didn’t see the jars of preserve that,0.015817679998214595
9,English,A2,quantity,noAdj,0.38,high,sg,0,1,the jar,of preserves,jar,preserves,My mother didn’t see the jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserves that,$SG,My mother didn’t see the jar of preserves that,0.08535377512432385
9,English,A2,quantity,noAdj,0.38,ambi,pl,0,1,the jars,of preserves,jars,preserves,My mother didn’t see the jars of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jars of preserves that,$PL,My mother didn’t see the jars of preserves that,0.19121207312901412
9,English,A2,quantity,noAdj,0.38,low,pl,0,1,the jar,of preserves,jar,preserves,My mother didn’t see the jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserves that,$PL,My mother didn’t see the jar of preserves that,0.023285420069926843
9,English,A2,quantity,noAdj,0.38,high,pl,0,1,the jars,of preserve,jars,preserve,My mother didn’t see the jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jars of preserve that,$PL,My mother didn’t see the jars of preserve that,0.2004159724798633
9,English,A2,quantity,NP1Adj,0.38,ambi,sg,0,1,the ruined jar,of preserve,jar,preserve,My mother didn’t see the ruined jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jar of preserve that,$SG,My mother didn’t see the ruined jar of preserve that,0.1600359949792889
9,English,A2,quantity,NP1Adj,0.38,low,sg,0,1,the ruined jars,of preserve,jars,preserve,My mother didn’t see the ruined jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jars of preserve that,$SG,My mother didn’t see the ruined jars of preserve that,0.03283278976455151
9,English,A2,quantity,NP1Adj,0.38,high,sg,0,1,the ruined jar,of preserves,jar,preserves,My mother didn’t see the ruined jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jar of preserves that,$SG,My mother didn’t see the ruined jar of preserves that,0.13239509894782842
9,English,A2,quantity,NP1Adj,0.38,ambi,pl,0,1,the ruined jars,of preserves,jars,preserves,My mother didn’t see the ruined jars of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jars of preserves that,$PL,My mother didn’t see the ruined jars of preserves that,0.2059986033860719
9,English,A2,quantity,NP1Adj,0.38,low,pl,0,1,the ruined jar,of preserves,jar,preserves,My mother didn’t see the ruined jar of preserves that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jar of preserves that,$PL,My mother didn’t see the ruined jar of preserves that,0.02140938076452148
9,English,A2,quantity,NP1Adj,0.38,high,pl,0,1,the ruined jars,of preserve,jars,preserve,My mother didn’t see the ruined jars of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the ruined jars of preserve that,$PL,My mother didn’t see the ruined jars of preserve that,0.20056536260428715
9,English,A2,quantity,NP2Adj,0.38,ambi,sg,0,1,the jar,of ruined preserve,jar,preserve,My mother didn’t see the jar of ruined preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jar of ruined preserve that,$SG,My mother didn’t see the jar of ruined preserve that,0.14834804265155244
9,English,A2,quantity,NP2Adj,0.38,low,sg,0,1,the jars,of ruined preserve,jars,preserve,My mother didn’t see the jars of ruined preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jars of ruined preserve that,$SG,My mother didn’t see the jars of ruined preserve that,0.03516543951960793
9,English,A2,quantity,NP2Adj,0.38,high,sg,0,1,the jar,of ruined preserves,jar,preserves,My mother didn’t see the jar of ruined preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jar of ruined preserves that,$SG,My mother didn’t see the jar of ruined preserves that,0.11224331070622151
9,English,A2,quantity,NP2Adj,0.38,ambi,pl,0,1,the jars,of ruined preserves,jars,preserves,My mother didn’t see the jars of ruined preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jars of ruined preserves that,$PL,My mother didn’t see the jars of ruined preserves that,0.19213770205253056
9,English,A2,quantity,NP2Adj,0.38,low,pl,0,1,the jar,of ruined preserves,jar,preserves,My mother didn’t see the jar of ruined preserves that MASKTOKEN crawling with ants.,My mother didn’t see the jar of ruined preserves that,$PL,My mother didn’t see the jar of ruined preserves that,0.02379388665540816
9,English,A2,quantity,NP2Adj,0.38,high,pl,0,1,the jars,of ruined preserve,jars,preserve,My mother didn’t see the jars of ruined preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jars of ruined preserve that,$PL,My mother didn’t see the jars of ruined preserve that,0.1922847735506732
1,English,B1,kinship,def,0.89,ambi,sg,0,0,the relative,of the boy,relative,boy,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boy who,$SG,The teacher was talking with the relative of the boy who,0.33321115447401195
1,English,B1,kinship,def,0.89,low,sg,0,0,the relatives,of the boy,relatives,boy,The teacher was talking with the relatives of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relatives of the boy who,$SG,The teacher was talking with the relatives of the boy who,0.26049211169496966
1,English,B1,kinship,def,0.89,high,sg,0,0,the relative,of the boys,relative,boys,The teacher was talking with the relative of the boys who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boys who,$SG,The teacher was talking with the relative of the boys who,0.21343856076121748
1,English,B1,kinship,def,0.89,ambi,pl,0,0,the relatives,of the boys,relatives,boys,The teacher was talking with the relatives of the boys who MASKTOKEN in the hospital.,The teacher was talking with the relatives of the boys who,$PL,The teacher was talking with the relatives of the boys who,0.3554172155828117
1,English,B1,kinship,def,0.89,low,pl,0,0,the relative,of the boys,relative,boys,The teacher was talking with the relative of the boys who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boys who,$PL,The teacher was talking with the relative of the boys who,0.20340548958707583
1,English,B1,kinship,def,0.89,high,pl,0,0,the relatives,of the boy,relatives,boy,The teacher was talking with the relatives of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relatives of the boy who,$PL,The teacher was talking with the relatives of the boy who,0.00879675085346121
1,English,B1,kinship,NP1indef,0.89,ambi,sg,0,0,a relative,of the boy,relative,boy,The teacher was talking with a relative of the boy who MASKTOKEN in the hospital.,The teacher was talking with a relative of the boy who,$SG,The teacher was talking with a relative of the boy who,0.36546811061031703
1,English,B1,kinship,NP1indef,0.89,low,sg,0,0,some relatives,of the boy,relatives,boy,The teacher was talking with some relatives of the boy who MASKTOKEN in the hospital.,The teacher was talking with some relatives of the boy who,$SG,The teacher was talking with some relatives of the boy who,0.31867082768568666
1,English,B1,kinship,NP1indef,0.89,high,sg,0,0,a relative,of the boys,relative,boys,The teacher was talking with a relative of the boys who MASKTOKEN in the hospital.,The teacher was talking with a relative of the boys who,$SG,The teacher was talking with a relative of the boys who,0.14566282249292972
1,English,B1,kinship,NP1indef,0.89,ambi,pl,0,0,some relatives,of the boys,relatives,boys,The teacher was talking with some relatives of the boys who MASKTOKEN in the hospital.,The teacher was talking with some relatives of the boys who,$PL,The teacher was talking with some relatives of the boys who,0.4551299546872749
1,English,B1,kinship,NP1indef,0.89,low,pl,0,0,a relative,of the boys,relative,boys,The teacher was talking with a relative of the boys who MASKTOKEN in the hospital.,The teacher was talking with a relative of the boys who,$PL,The teacher was talking with a relative of the boys who,0.2923185714987726
1,English,B1,kinship,NP1indef,0.89,high,pl,0,0,some relatives,of the boy,relatives,boy,The teacher was talking with some relatives of the boy who MASKTOKEN in the hospital.,The teacher was talking with some relatives of the boy who,$PL,The teacher was talking with some relatives of the boy who,0.016749880531184314
1,English,B1,kinship,NP2indef,0.89,ambi,sg,0,0,the relative,of a boy,relative,boy,The teacher was talking with the relative of a boy who MASKTOKEN in the hospital.,The teacher was talking with the relative of a boy who,$SG,The teacher was talking with the relative of a boy who,0.3386175290149759
1,English,B1,kinship,NP2indef,0.89,low,sg,0,0,the relatives,of a boy,relatives,boy,The teacher was talking with the relatives of a boy who MASKTOKEN in the hospital.,The teacher was talking with the relatives of a boy who,$SG,The teacher was talking with the relatives of a boy who,0.24311753474645437
1,English,B1,kinship,NP2indef,0.89,high,sg,0,0,the relative,of some boys,relative,boys,The teacher was talking with the relative of some boys who MASKTOKEN in the hospital.,The teacher was talking with the relative of some boys who,$SG,The teacher was talking with the relative of some boys who,0.028471488443411408
1,English,B1,kinship,NP2indef,0.89,ambi,pl,0,0,the relatives,of some boys,relatives,boys,The teacher was talking with the relatives of some boys who MASKTOKEN in the hospital.,The teacher was talking with the relatives of some boys who,$PL,The teacher was talking with the relatives of some boys who,0.3567069474228455
1,English,B1,kinship,NP2indef,0.89,low,pl,0,0,the relative,of some boys,relative,boys,The teacher was talking with the relative of some boys who MASKTOKEN in the hospital.,The teacher was talking with the relative of some boys who,$PL,The teacher was talking with the relative of some boys who,0.44899724640777006
1,English,B1,kinship,NP2indef,0.89,high,pl,0,0,the relatives,of a boy,relatives,boy,The teacher was talking with the relatives of a boy who MASKTOKEN in the hospital.,The teacher was talking with the relatives of a boy who,$PL,The teacher was talking with the relatives of a boy who,0.004608435158981072
2,English,B1,kinship,def,0.7,ambi,sg,0,1,the daughter,of the captain,daughter,captain,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captain who,$SG,The journalist had interviewed the daughter of the captain who,0.22680928977182147
2,English,B1,kinship,def,0.7,low,sg,0,1,the daughters,of the captain,daughters,captain,The journalist had interviewed the daughters of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughters of the captain who,$SG,The journalist had interviewed the daughters of the captain who,0.19548342543264008
2,English,B1,kinship,def,0.7,high,sg,0,1,the daughter,of the captains,daughter,captains,The journalist had interviewed the daughter of the captains who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captains who,$SG,The journalist had interviewed the daughter of the captains who,0.026472217053592928
2,English,B1,kinship,def,0.7,ambi,pl,0,1,the daughters,of the captains,daughters,captains,The journalist had interviewed the daughters of the captains who MASKTOKEN in an accident.,The journalist had interviewed the daughters of the captains who,$PL,The journalist had interviewed the daughters of the captains who,0.1754262433679612
2,English,B1,kinship,def,0.7,low,pl,0,1,the daughter,of the captains,daughter,captains,The journalist had interviewed the daughter of the captains who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captains who,$PL,The journalist had interviewed the daughter of the captains who,0.19337809338938428
2,English,B1,kinship,def,0.7,high,pl,0,1,the daughters,of the captain,daughters,captain,The journalist had interviewed the daughters of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughters of the captain who,$PL,The journalist had interviewed the daughters of the captain who,0.03617022781797319
2,English,B1,kinship,NP1indef,0.7,ambi,sg,0,1,a daughter,of the captain,daughter,captain,The journalist had interviewed a daughter of the captain who MASKTOKEN in an accident.,The journalist had interviewed a daughter of the captain who,$SG,The journalist had interviewed a daughter of the captain who,0.1757573445420073
2,English,B1,kinship,NP1indef,0.7,low,sg,0,1,some daughters,of the captain,daughters,captain,The journalist had interviewed some daughters of the captain who MASKTOKEN in an accident.,The journalist had interviewed some daughters of the captain who,$SG,The journalist had interviewed some daughters of the captain who,0.02481051778486254
2,English,B1,kinship,NP1indef,0.7,high,sg,0,1,a daughter,of the captains,daughter,captains,The journalist had interviewed a daughter of the captains who MASKTOKEN in an accident.,The journalist had interviewed a daughter of the captains who,$SG,The journalist had interviewed a daughter of the captains who,0.14963092717534732
2,English,B1,kinship,NP1indef,0.7,ambi,pl,0,1,some daughters,of the captains,daughters,captains,The journalist had interviewed some daughters of the captains who MASKTOKEN in an accident.,The journalist had interviewed some daughters of the captains who,$PL,The journalist had interviewed some daughters of the captains who,0.25436654003492176
2,English,B1,kinship,NP1indef,0.7,low,pl,0,1,a daughter,of the captains,daughter,captains,The journalist had interviewed a daughter of the captains who MASKTOKEN in an accident.,The journalist had interviewed a daughter of the captains who,$PL,The journalist had interviewed a daughter of the captains who,0.024395545405809127
2,English,B1,kinship,NP1indef,0.7,high,pl,0,1,some daughters,of the captain,daughters,captain,The journalist had interviewed some daughters of the captain who MASKTOKEN in an accident.,The journalist had interviewed some daughters of the captain who,$PL,The journalist had interviewed some daughters of the captain who,0.20590725672285926
2,English,B1,kinship,NP2indef,0.7,ambi,sg,0,1,the daughter,of a captain,daughter,captain,The journalist had interviewed the daughter of a captain who MASKTOKEN in an accident.,The journalist had interviewed the daughter of a captain who,$SG,The journalist had interviewed the daughter of a captain who,0.24147462570289635
2,English,B1,kinship,NP2indef,0.7,low,sg,0,1,the daughters,of a captain,daughters,captain,The journalist had interviewed the daughters of a captain who MASKTOKEN in an accident.,The journalist had interviewed the daughters of a captain who,$SG,The journalist had interviewed the daughters of a captain who,0.21659715557478743
2,English,B1,kinship,NP2indef,0.7,high,sg,0,1,the daughter,of some captains,daughter,captains,The journalist had interviewed the daughter of some captains who MASKTOKEN in an accident.,The journalist had interviewed the daughter of some captains who,$SG,The journalist had interviewed the daughter of some captains who,0.012175016873874345
2,English,B1,kinship,NP2indef,0.7,ambi,pl,0,1,the daughters,of some captains,daughters,captains,The journalist had interviewed the daughters of some captains who MASKTOKEN in an accident.,The journalist had interviewed the daughters of some captains who,$PL,The journalist had interviewed the daughters of some captains who,0.19306416581170405
2,English,B1,kinship,NP2indef,0.7,low,pl,0,1,the daughter,of some captains,daughter,captains,The journalist had interviewed the daughter of some captains who MASKTOKEN in an accident.,The journalist had interviewed the daughter of some captains who,$PL,The journalist had interviewed the daughter of some captains who,0.22574836877898052
2,English,B1,kinship,NP2indef,0.7,high,pl,0,1,the daughters,of a captain,daughters,captain,The journalist had interviewed the daughters of a captain who MASKTOKEN in an accident.,The journalist had interviewed the daughters of a captain who,$PL,The journalist had interviewed the daughters of a captain who,0.006033575947620884
3,English,B1,kinship,def,0.53,ambi,sg,1,0,the relative,of the servant,relative,servant,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servant who,$SG,Andres had dinner with the relative of the servant who,0.23114254893461972
3,English,B1,kinship,def,0.53,low,sg,1,0,the relatives,of the servant,relatives,servant,Andres had dinner with the relatives of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relatives of the servant who,$SG,Andres had dinner with the relatives of the servant who,0.1931002186773887
3,English,B1,kinship,def,0.53,high,sg,1,0,the relative,of the servants,relative,servants,Andres had dinner with the relative of the servants who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servants who,$SG,Andres had dinner with the relative of the servants who,0.1927899232505208
3,English,B1,kinship,def,0.53,ambi,pl,1,0,the relatives,of the servants,relatives,servants,Andres had dinner with the relatives of the servants who MASKTOKEN happy last summer.,Andres had dinner with the relatives of the servants who,$PL,Andres had dinner with the relatives of the servants who,0.2177228906351596
3,English,B1,kinship,def,0.53,low,pl,1,0,the relative,of the servants,relative,servants,Andres had dinner with the relative of the servants who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servants who,$PL,Andres had dinner with the relative of the servants who,0.08709610671214518
3,English,B1,kinship,def,0.53,high,pl,1,0,the relatives,of the servant,relatives,servant,Andres had dinner with the relatives of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relatives of the servant who,$PL,Andres had dinner with the relatives of the servant who,0.010422686989927543
3,English,B1,kinship,NP1indef,0.53,ambi,sg,1,0,a relative,of the servant,relative,servant,Andres had dinner with a relative of the servant who MASKTOKEN happy last summer.,Andres had dinner with a relative of the servant who,$SG,Andres had dinner with a relative of the servant who,0.2206998283562056
3,English,B1,kinship,NP1indef,0.53,low,sg,1,0,some relatives,of the servant,relatives,servant,Andres had dinner with some relatives of the servant who MASKTOKEN happy last summer.,Andres had dinner with some relatives of the servant who,$SG,Andres had dinner with some relatives of the servant who,0.21984957969689534
3,English,B1,kinship,NP1indef,0.53,high,sg,1,0,a relative,of the servants,relative,servants,Andres had dinner with a relative of the servants who MASKTOKEN happy last summer.,Andres had dinner with a relative of the servants who,$SG,Andres had dinner with a relative of the servants who,0.08842347124468741
3,English,B1,kinship,NP1indef,0.53,ambi,pl,1,0,some relatives,of the servants,relatives,servants,Andres had dinner with some relatives of the servants who MASKTOKEN happy last summer.,Andres had dinner with some relatives of the servants who,$PL,Andres had dinner with some relatives of the servants who,0.3224910621808963
3,English,B1,kinship,NP1indef,0.53,low,pl,1,0,a relative,of the servants,relative,servants,Andres had dinner with a relative of the servants who MASKTOKEN happy last summer.,Andres had dinner with a relative of the servants who,$PL,Andres had dinner with a relative of the servants who,0.2364384292131394
3,English,B1,kinship,NP1indef,0.53,high,pl,1,0,some relatives,of the servant,relatives,servant,Andres had dinner with some relatives of the servant who MASKTOKEN happy last summer.,Andres had dinner with some relatives of the servant who,$PL,Andres had dinner with some relatives of the servant who,0.013980959156191464
3,English,B1,kinship,NP2indef,0.53,ambi,sg,1,0,the relative,of a servant,relative,servant,Andres had dinner with the relative of a servant who MASKTOKEN happy last summer.,Andres had dinner with the relative of a servant who,$SG,Andres had dinner with the relative of a servant who,0.30048095325054813
3,English,B1,kinship,NP2indef,0.53,low,sg,1,0,the relatives,of a servant,relatives,servant,Andres had dinner with the relatives of a servant who MASKTOKEN happy last summer.,Andres had dinner with the relatives of a servant who,$SG,Andres had dinner with the relatives of a servant who,0.1900490509905446
3,English,B1,kinship,NP2indef,0.53,high,sg,1,0,the relative,of some servants,relative,servants,Andres had dinner with the relative of some servants who MASKTOKEN happy last summer.,Andres had dinner with the relative of some servants who,$SG,Andres had dinner with the relative of some servants who,0.1463859074120819
3,English,B1,kinship,NP2indef,0.53,ambi,pl,1,0,the relatives,of some servants,relatives,servants,Andres had dinner with the relatives of some servants who MASKTOKEN happy last summer.,Andres had dinner with the relatives of some servants who,$PL,Andres had dinner with the relatives of some servants who,0.218000476519137
3,English,B1,kinship,NP2indef,0.53,low,pl,1,0,the relative,of some servants,relative,servants,Andres had dinner with the relative of some servants who MASKTOKEN happy last summer.,Andres had dinner with the relative of some servants who,$PL,Andres had dinner with the relative of some servants who,0.1752470799058048
3,English,B1,kinship,NP2indef,0.53,high,pl,1,0,the relatives,of a servant,relatives,servant,Andres had dinner with the relatives of a servant who MASKTOKEN happy last summer.,Andres had dinner with the relatives of a servant who,$PL,Andres had dinner with the relatives of a servant who,0.0035912856256417047
4,English,B1,kinship,def,0.7,ambi,sg,1,0,the mother,of the mechanic,mother,mechanic,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,This morning I met the mother of the mechanic who,$SG,This morning I met the mother of the mechanic who,0.3005880923646904
4,English,B1,kinship,def,0.7,low,sg,1,0,the mothers,of the mechanic,mothers,mechanic,This morning I met the mothers of the mechanic who MASKTOKEN in the building where I live.,This morning I met the mothers of the mechanic who,$SG,This morning I met the mothers of the mechanic who,0.3885818321423611
4,English,B1,kinship,def,0.7,high,sg,1,0,the mother,of the mechanics,mother,mechanics,This morning I met the mother of the mechanics who MASKTOKEN in the building where I live.,This morning I met the mother of the mechanics who,$SG,This morning I met the mother of the mechanics who,0.2043744818797837
4,English,B1,kinship,def,0.7,ambi,pl,1,0,the mothers,of the mechanics,mothers,mechanics,This morning I met the mothers of the mechanics who MASKTOKEN in the building where I live.,This morning I met the mothers of the mechanics who,$PL,This morning I met the mothers of the mechanics who,0.39476870316903034
4,English,B1,kinship,def,0.7,low,pl,1,0,the mother,of the mechanics,mother,mechanics,This morning I met the mother of the mechanics who MASKTOKEN in the building where I live.,This morning I met the mother of the mechanics who,$PL,This morning I met the mother of the mechanics who,0.17221868453942424
4,English,B1,kinship,def,0.7,high,pl,1,0,the mothers,of the mechanic,mothers,mechanic,This morning I met the mothers of the mechanic who MASKTOKEN in the building where I live.,This morning I met the mothers of the mechanic who,$PL,This morning I met the mothers of the mechanic who,0.03918166439169002
4,English,B1,kinship,NP1indef,0.7,ambi,sg,1,0,an mother,of the mechanic,mother,mechanic,This morning I met an mother of the mechanic who MASKTOKEN in the building where I live.,This morning I met an mother of the mechanic who,$SG,This morning I met an mother of the mechanic who,0.3220617904423362
4,English,B1,kinship,NP1indef,0.7,low,sg,1,0,some mothers,of the mechanic,mothers,mechanic,This morning I met some mothers of the mechanic who MASKTOKEN in the building where I live.,This morning I met some mothers of the mechanic who,$SG,This morning I met some mothers of the mechanic who,0.26278316215097686
4,English,B1,kinship,NP1indef,0.7,high,sg,1,0,an mother,of the mechanics,mother,mechanics,This morning I met an mother of the mechanics who MASKTOKEN in the building where I live.,This morning I met an mother of the mechanics who,$SG,This morning I met an mother of the mechanics who,0.2568276000473926
4,English,B1,kinship,NP1indef,0.7,ambi,pl,1,0,some mothers,of the mechanics,mothers,mechanics,This morning I met some mothers of the mechanics who MASKTOKEN in the building where I live.,This morning I met some mothers of the mechanics who,$PL,This morning I met some mothers of the mechanics who,0.390991790911023
4,English,B1,kinship,NP1indef,0.7,low,pl,1,0,an mother,of the mechanics,mother,mechanics,This morning I met an mother of the mechanics who MASKTOKEN in the building where I live.,This morning I met an mother of the mechanics who,$PL,This morning I met an mother of the mechanics who,0.023436566814598603
4,English,B1,kinship,NP1indef,0.7,high,pl,1,0,some mothers,of the mechanic,mothers,mechanic,This morning I met some mothers of the mechanic who MASKTOKEN in the building where I live.,This morning I met some mothers of the mechanic who,$PL,This morning I met some mothers of the mechanic who,0.17923766799694718
4,English,B1,kinship,NP2indef,0.7,ambi,sg,1,0,the mother,of a mechanic,mother,mechanic,This morning I met the mother of a mechanic who MASKTOKEN in the building where I live.,This morning I met the mother of a mechanic who,$SG,This morning I met the mother of a mechanic who,0.3425608920025507
4,English,B1,kinship,NP2indef,0.7,low,sg,1,0,the mothers,of a mechanic,mothers,mechanic,This morning I met the mothers of a mechanic who MASKTOKEN in the building where I live.,This morning I met the mothers of a mechanic who,$SG,This morning I met the mothers of a mechanic who,0.45951263235420425
4,English,B1,kinship,NP2indef,0.7,high,sg,1,0,the mother,of some mechanics,mother,mechanics,This morning I met the mother of some mechanics who MASKTOKEN in the building where I live.,This morning I met the mother of some mechanics who,$SG,This morning I met the mother of some mechanics who,0.23260373079774688
4,English,B1,kinship,NP2indef,0.7,ambi,pl,1,0,the mothers,of some mechanics,mothers,mechanics,This morning I met the mothers of some mechanics who MASKTOKEN in the building where I live.,This morning I met the mothers of some mechanics who,$PL,This morning I met the mothers of some mechanics who,0.30703504107543456
4,English,B1,kinship,NP2indef,0.7,low,pl,1,0,the mother,of some mechanics,mother,mechanics,This morning I met the mother of some mechanics who MASKTOKEN in the building where I live.,This morning I met the mother of some mechanics who,$PL,This morning I met the mother of some mechanics who,0.11940130922511205
4,English,B1,kinship,NP2indef,0.7,high,pl,1,0,the mothers,of a mechanic,mothers,mechanic,This morning I met the mothers of a mechanic who MASKTOKEN in the building where I live.,This morning I met the mothers of a mechanic who,$PL,This morning I met the mothers of a mechanic who,0.010313851804100715
5,English,B1,kinship,def,0.49,ambi,sg,0,0,the cousin,of the artist,cousin,artist,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,The police arrested the cousin of the artist who,$SG,The police arrested the cousin of the artist who,0.25788285165011215
5,English,B1,kinship,def,0.49,low,sg,0,0,the cousins,of the artist,cousins,artist,The police arrested the cousins of the artist who MASKTOKEN in Marbella.,The police arrested the cousins of the artist who,$SG,The police arrested the cousins of the artist who,0.18795252229360448
5,English,B1,kinship,def,0.49,high,sg,0,0,the cousin,of the artists,cousin,artists,The police arrested the cousin of the artists who MASKTOKEN in Marbella.,The police arrested the cousin of the artists who,$SG,The police arrested the cousin of the artists who,0.2357556360991362
5,English,B1,kinship,def,0.49,ambi,pl,0,0,the cousins,of the artists,cousins,artists,The police arrested the cousins of the artists who MASKTOKEN in Marbella.,The police arrested the cousins of the artists who,$PL,The police arrested the cousins of the artists who,0.3114607639156821
5,English,B1,kinship,def,0.49,low,pl,0,0,the cousin,of the artists,cousin,artists,The police arrested the cousin of the artists who MASKTOKEN in Marbella.,The police arrested the cousin of the artists who,$PL,The police arrested the cousin of the artists who,0.084314286156014
5,English,B1,kinship,def,0.49,high,pl,0,0,the cousins,of the artist,cousins,artist,The police arrested the cousins of the artist who MASKTOKEN in Marbella.,The police arrested the cousins of the artist who,$PL,The police arrested the cousins of the artist who,0.029738365616045925
5,English,B1,kinship,NP1indef,0.49,ambi,sg,0,0,a cousin,of the artist,cousin,artist,The police arrested a cousin of the artist who MASKTOKEN in Marbella.,The police arrested a cousin of the artist who,$SG,The police arrested a cousin of the artist who,0.38317517310138616
5,English,B1,kinship,NP1indef,0.49,low,sg,0,0,some cousins,of the artist,cousins,artist,The police arrested some cousins of the artist who MASKTOKEN in Marbella.,The police arrested some cousins of the artist who,$SG,The police arrested some cousins of the artist who,0.019025755915521136
5,English,B1,kinship,NP1indef,0.49,high,sg,0,0,a cousin,of the artists,cousin,artists,The police arrested a cousin of the artists who MASKTOKEN in Marbella.,The police arrested a cousin of the artists who,$SG,The police arrested a cousin of the artists who,0.3809755661154608
5,English,B1,kinship,NP1indef,0.49,ambi,pl,0,0,some cousins,of the artists,cousins,artists,The police arrested some cousins of the artists who MASKTOKEN in Marbella.,The police arrested some cousins of the artists who,$PL,The police arrested some cousins of the artists who,0.4291426093837152
5,English,B1,kinship,NP1indef,0.49,low,pl,0,0,a cousin,of the artists,cousin,artists,The police arrested a cousin of the artists who MASKTOKEN in Marbella.,The police arrested a cousin of the artists who,$PL,The police arrested a cousin of the artists who,0.015036809139477025
5,English,B1,kinship,NP1indef,0.49,high,pl,0,0,some cousins,of the artist,cousins,artist,The police arrested some cousins of the artist who MASKTOKEN in Marbella.,The police arrested some cousins of the artist who,$PL,The police arrested some cousins of the artist who,0.4265745062145747
5,English,B1,kinship,NP2indef,0.49,ambi,sg,0,0,the cousin,of a artist,cousin,artist,The police arrested the cousin of a artist who MASKTOKEN in Marbella.,The police arrested the cousin of a artist who,$SG,The police arrested the cousin of a artist who,0.3354372386775457
5,English,B1,kinship,NP2indef,0.49,low,sg,0,0,the cousins,of a artist,cousins,artist,The police arrested the cousins of a artist who MASKTOKEN in Marbella.,The police arrested the cousins of a artist who,$SG,The police arrested the cousins of a artist who,0.2826982866357526
5,English,B1,kinship,NP2indef,0.49,high,sg,0,0,the cousin,of some artists,cousin,artists,The police arrested the cousin of some artists who MASKTOKEN in Marbella.,The police arrested the cousin of some artists who,$SG,The police arrested the cousin of some artists who,0.0980764358509667
5,English,B1,kinship,NP2indef,0.49,ambi,pl,0,0,the cousins,of some artists,cousins,artists,The police arrested the cousins of some artists who MASKTOKEN in Marbella.,The police arrested the cousins of some artists who,$PL,The police arrested the cousins of some artists who,0.3908072919068788
5,English,B1,kinship,NP2indef,0.49,low,pl,0,0,the cousin,of some artists,cousin,artists,The police arrested the cousin of some artists who MASKTOKEN in Marbella.,The police arrested the cousin of some artists who,$PL,The police arrested the cousin of some artists who,0.3210476638848734
5,English,B1,kinship,NP2indef,0.49,high,pl,0,0,the cousins,of a artist,cousins,artist,The police arrested the cousins of a artist who MASKTOKEN in Marbella.,The police arrested the cousins of a artist who,$PL,The police arrested the cousins of a artist who,0.013430122562503977
6,English,B1,kinship,def,0.72,ambi,sg,0,0,the sister,of the nurse,sister,nurse,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of the nurse who,$SG,The doorman was talking to the sister of the nurse who,0.44130044075460795
6,English,B1,kinship,def,0.72,low,sg,0,0,the sisters,of the nurse,sisters,nurse,The doorman was talking to the sisters of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sisters of the nurse who,$SG,The doorman was talking to the sisters of the nurse who,0.4021809593714457
6,English,B1,kinship,def,0.72,high,sg,0,0,the sister,of the nurses,sister,nurses,The doorman was talking to the sister of the nurses who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of the nurses who,$SG,The doorman was talking to the sister of the nurses who,0.262802022705924
