item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
15,English,Rohde,high,NP1,1,reproached,pl,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$PL,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_2-d0.2.pt,0.202802438782014
15,English,Rohde,high,NP1,0,worked,sg,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$SG,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_2-d0.2.pt,0.100673765882495
15,English,Rohde,low,NP2,0,worked,sg,with the doctors,the supermodel,doctors,supermodel,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodel who,$SG,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_2-d0.2.pt,0.100673765882495
15,English,Rohde,low,NP2,0,worked,pl,with the doctors,the supermodels,doctors,supermodels,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodels who,$PL,The woman worked with the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_2-d0.2.pt,0.140282605525085
15,English,Rohde,high,NP1,0,worked,pl,with the doctors,the supermodel,doctors,supermodel,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman worked with the doctors of the supermodel who,$PL,The woman worked with the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,wikitext-103_LSTM_400_2-d0.2.pt,0.140282605525085
16,English,Rohde,high,NP1,1,pacified,sg,the associate,the businessmen,associate,businessmen,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associate of the businessmen who,$SG,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.019115636779425
16,English,Rohde,low,NP2,1,pacified,sg,the associates,the businessman,associates,businessman,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associates of the businessman who,$SG,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.177157123976167
16,English,Rohde,low,NP2,1,pacified,pl,the associate,the businessmen,associate,businessmen,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associate of the businessmen who,$PL,The man pacified the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.166040891599534
16,English,Rohde,high,NP1,1,pacified,pl,the associates,the businessman,associates,businessman,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man pacified the associates of the businessman who,$PL,The man pacified the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.03817026654202
16,English,Rohde,high,NP1,0,visited,sg,the associate,the businessmen,associate,businessmen,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associate of the businessmen who,$SG,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.019896574422983
16,English,Rohde,low,NP2,0,visited,sg,the associates,the businessman,associates,businessman,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associates of the businessman who,$SG,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.18508510833947
16,English,Rohde,low,NP2,0,visited,pl,the associate,the businessmen,associate,businessmen,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associate of the businessmen who,$PL,The man visited the associate of the businessmen who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.160866875558528
16,English,Rohde,high,NP1,0,visited,pl,the associates,the businessman,associates,businessman,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,The man visited the associates of the businessman who,$PL,The man visited the associates of the businessman who MASKTOKEN nearly bankrupted by the new tax policy.,wikitext-103_LSTM_400_2-d0.2.pt,0.033642158232864
17,English,Rohde,high,NP1,1,detests,sg,the child,the musicians,child,musicians,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman detests the child of the musicians who,$SG,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.075121332375443
17,English,Rohde,low,NP2,1,detests,sg,the children,the musician,children,musician,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,The woman detests the children of the musician who,$SG,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.426857468082186
17,English,Rohde,low,NP2,1,detests,pl,the child,the musicians,child,musicians,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman detests the child of the musicians who,$PL,The woman detests the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.207097084956089
17,English,Rohde,high,NP1,1,detests,pl,the children,the musician,children,musician,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,The woman detests the children of the musician who,$PL,The woman detests the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.036102497580569
17,English,Rohde,high,NP1,0,babysits,sg,the child,the musicians,child,musicians,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman babysits the child of the musicians who,$SG,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.075121332375443
17,English,Rohde,low,NP2,0,babysits,sg,the children,the musician,children,musician,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,The woman babysits the children of the musician who,$SG,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.426857468082186
17,English,Rohde,low,NP2,0,babysits,pl,the child,the musicians,child,musicians,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,The woman babysits the child of the musicians who,$PL,The woman babysits the child of the musicians who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.207097084956089
17,English,Rohde,high,NP1,0,babysits,pl,the children,the musician,children,musician,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,The woman babysits the children of the musician who,$PL,The woman babysits the children of the musician who MASKTOKEN generally arrogant and rude.,wikitext-103_LSTM_400_2-d0.2.pt,0.036102497580569
18,English,Rohde,high,NP1,1,thanked,sg,the servant,the dictators,servant,dictators,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,The man thanked the servant of the dictators who,$SG,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.035820350987783
18,English,Rohde,low,NP2,1,thanked,sg,the servants,the dictator,servants,dictator,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,The man thanked the servants of the dictator who,$SG,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.183907531923709
18,English,Rohde,low,NP2,1,thanked,pl,the servant,the dictators,servant,dictators,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,The man thanked the servant of the dictators who,$PL,The man thanked the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.144783409370356
18,English,Rohde,high,NP1,1,thanked,pl,the servants,the dictator,servants,dictator,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,The man thanked the servants of the dictator who,$PL,The man thanked the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.04894862845246
18,English,Rohde,high,NP1,0,talked,sg,to the servant,the dictators,servant,dictators,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,The man talked to the servant of the dictators who,$SG,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.032952812177038
18,English,Rohde,low,NP2,0,talked,sg,to the servants,the dictator,servants,dictator,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,The man talked to the servants of the dictator who,$SG,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.187052152330403
18,English,Rohde,low,NP2,0,talked,pl,to the servant,the dictators,servant,dictators,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,The man talked to the servant of the dictators who,$PL,The man talked to the servant of the dictators who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.139617352561979
18,English,Rohde,high,NP1,0,talked,pl,to the servants,the dictator,servants,dictator,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,The man talked to the servants of the dictator who,$PL,The man talked to the servants of the dictator who MASKTOKEN lately been helping the poor.,wikitext-103_LSTM_400_2-d0.2.pt,0.050698479654517
19,English,Rohde,high,NP1,1,congratulated,sg,the bodyguard,the celebrities,bodyguard,celebrities,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguard of the celebrities who,$SG,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.024401010725719
19,English,Rohde,low,NP2,1,congratulated,sg,the bodyguards,the celebrity,bodyguards,celebrity,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguards of the celebrity who,$SG,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.138040928788206
19,English,Rohde,low,NP2,1,congratulated,pl,the bodyguard,the celebrities,bodyguard,celebrities,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguard of the celebrities who,$PL,The woman congratulated the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.179522976787179
19,English,Rohde,high,NP1,1,congratulated,pl,the bodyguards,the celebrity,bodyguards,celebrity,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman congratulated the bodyguards of the celebrity who,$PL,The woman congratulated the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.128690845424932
19,English,Rohde,high,NP1,0,chatted,sg,with the bodyguard,the celebrities,bodyguard,celebrities,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguard of the celebrities who,$SG,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.10744873081913
19,English,Rohde,low,NP2,0,chatted,sg,with the bodyguards,the celebrity,bodyguards,celebrity,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguards of the celebrity who,$SG,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.352779787455422
19,English,Rohde,low,NP2,0,chatted,pl,with the bodyguard,the celebrities,bodyguard,celebrities,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguard of the celebrities who,$PL,The woman chatted with the bodyguard of the celebrities who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.189547379332772
19,English,Rohde,high,NP1,0,chatted,pl,with the bodyguards,the celebrity,bodyguards,celebrity,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,The woman chatted with the bodyguards of the celebrity who,$PL,The woman chatted with the bodyguards of the celebrity who MASKTOKEN constantly fighting off the paparazzi.,wikitext-103_LSTM_400_2-d0.2.pt,0.066947473236991
20,English,Rohde,high,NP1,1,mocked,sg,the fan,the singers,fan,singers,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fan of the singers who,$SG,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.034506719684808
20,English,Rohde,low,NP2,1,mocked,sg,the fans,the singer,fans,singer,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fans of the singer who,$SG,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.279650950060859
20,English,Rohde,low,NP2,1,mocked,pl,the fan,the singers,fan,singers,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fan of the singers who,$PL,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.168056193875588
20,English,Rohde,high,NP1,1,mocked,pl,the fans,the singer,fans,singer,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fans of the singer who,$PL,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.026717024443036
20,English,Rohde,high,NP1,0,counted,sg,the fan,the singers,fan,singers,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man counted the fan of the singers who,$SG,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.023534786173593
20,English,Rohde,low,NP2,0,counted,sg,the fans,the singer,fans,singer,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man counted the fans of the singer who,$SG,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.215969304113804
20,English,Rohde,low,NP2,0,counted,pl,the fan,the singers,fan,singers,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man counted the fan of the singers who,$PL,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.207220556459748
20,English,Rohde,high,NP1,0,counted,pl,the fans,the singer,fans,singer,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man counted the fans of the singer who,$PL,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_2-d0.2.pt,0.064207166756077
1,English,Rohde,high,NP1,1,scolded,sg,the chef,the aristocrats,chef,aristocrats,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman scolded the chef of the aristocrats who,$SG,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.12948172128409
1,English,Rohde,low,NP2,1,scolded,sg,the chefs,the aristocrat,chefs,aristocrat,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman scolded the chefs of the aristocrat who,$SG,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.138490446670242
1,English,Rohde,low,NP2,1,scolded,pl,the chef,the aristocrats,chef,aristocrats,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman scolded the chef of the aristocrats who,$PL,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.095773857505865
1,English,Rohde,high,NP1,1,scolded,pl,the chefs,the aristocrat,chefs,aristocrat,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman scolded the chefs of the aristocrat who,$PL,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.105170659443741
1,English,Rohde,high,NP1,0,studied,sg,with the chef,the aristocrats,chef,aristocrats,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman studied with the chef of the aristocrats who,$SG,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.138558360588245
1,English,Rohde,low,NP2,0,studied,sg,with the chefs,the aristocrat,chefs,aristocrat,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman studied with the chefs of the aristocrat who,$SG,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.151340461233424
1,English,Rohde,low,NP2,0,studied,pl,with the chef,the aristocrats,chef,aristocrats,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman studied with the chef of the aristocrats who,$PL,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.059897686984832
1,English,Rohde,high,NP1,0,studied,pl,with the chefs,the aristocrat,chefs,aristocrat,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman studied with the chefs of the aristocrat who,$PL,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_3-d0.2.pt,0.081884738395611
2,English,Rohde,high,NP1,1,stared,sg,at the teacher,the second graders,teacher,graders,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man stared at the teacher of the second graders who,$SG,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.174469348224638
2,English,Rohde,low,NP2,1,stared,sg,at the teachers,the second grader,teachers,grader,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man stared at the teachers of the second grader who,$SG,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.285822100788269
2,English,Rohde,low,NP2,1,stared,pl,at the teacher,the second graders,teacher,graders,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man stared at the teacher of the second graders who,$PL,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.075458166659143
2,English,Rohde,high,NP1,1,stared,pl,at the teachers,the second grader,teachers,grader,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man stared at the teachers of the second grader who,$PL,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.057903212509589
2,English,Rohde,high,NP1,0,lived,sg,next to the teacher,the second graders,teacher,graders,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man lived next to the teacher of the second graders who,$SG,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.119828545773548
2,English,Rohde,low,NP2,0,lived,sg,next to the teachers,the second grader,teachers,grader,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man lived next to the teachers of the second grader who,$SG,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.20469053957726
2,English,Rohde,low,NP2,0,lived,pl,next to the teacher,the second graders,teacher,graders,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man lived next to the teacher of the second graders who,$PL,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.067783528835745
2,English,Rohde,high,NP1,0,lived,pl,next to the teachers,the second grader,teachers,grader,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man lived next to the teachers of the second grader who,$PL,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_3-d0.2.pt,0.037862497854778
3,English,Rohde,high,NP1,1,assisted,sg,the maid,the executives,maid,executives,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,The woman assisted the maid of the executives who,$SG,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.080409966570194
3,English,Rohde,low,NP2,1,assisted,sg,the maids,the executive,maids,executive,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,The woman assisted the maids of the executive who,$SG,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.187786834533156
3,English,Rohde,low,NP2,1,assisted,pl,the maid,the executives,maid,executives,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,The woman assisted the maid of the executives who,$PL,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.098354865427283
3,English,Rohde,high,NP1,1,assisted,pl,the maids,the executive,maids,executive,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,The woman assisted the maids of the executive who,$PL,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.080528861810613
3,English,Rohde,high,NP1,0,joked,sg,with the maid,the executives,maid,executives,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,The woman joked with the maid of the executives who,$SG,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.066978782003917
3,English,Rohde,low,NP2,0,joked,sg,with the maids,the executive,maids,executive,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,The woman joked with the maids of the executive who,$SG,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.17264499636948
3,English,Rohde,low,NP2,0,joked,pl,with the maid,the executives,maid,executives,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,The woman joked with the maid of the executives who,$PL,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.081053078606138
3,English,Rohde,high,NP1,0,joked,pl,with the maids,the executive,maids,executives,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,The woman joked with the maids of the executive who,$PL,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_3-d0.2.pt,0.071648493183429
4,English,Rohde,high,NP1,1,trusted,sg,the captain,the sailors,captain,sailors,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,The man trusted the captain of the sailors who,$SG,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.125043189024899
4,English,Rohde,low,NP2,1,trusted,sg,the captains,the sailor,captains,sailor,The man trusted the captains of the sailor who MASKTOKEN consistently weathered big storms.,The man trusted the captains of the sailor who,$SG,The man trusted the captains of the sailor who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.187644861466294
4,English,Rohde,low,NP2,1,trusted,pl,the captain,the sailors,captain,sailors,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,The man trusted the captain of the sailors who,$PL,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.106847446970016
4,English,Rohde,high,NP1,1,trusted,pl,the captains,the sailor,captains,sailor,The man trusted the captains of the sailor who MASKTOKEN consistently weathered big storms.,The man trusted the captains of the sailor who,$PL,The man trusted the captains of the sailor who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.114242141134184
4,English,Rohde,high,NP1,0,stood,sg,near the captain,the sailors,captain,sailors,The man stood near the captain of the sailors who MASKTOKEN consistently weathered big storms.,The man stood near the captain of the sailors who,$SG,The man stood near the captain of the sailors who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.117266908510951
4,English,Rohde,low,NP2,0,stood,sg,near the captains,the sailor,captains,sailor,The man stood near the captains of the sailor who MASKTOKEN consistently weathered big storms.,The man stood near the captains of the sailor who,$SG,The man stood near the captains of the sailor who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.222478901553042
4,English,Rohde,low,NP2,0,stood,pl,near the captain,the sailors,captain,sailors,The man stood near the captain of the sailors who MASKTOKEN consistently weathered big storms.,The man stood near the captain of the sailors who,$PL,The man stood near the captain of the sailors who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.104820938658292
4,English,Rohde,high,NP1,0,stood,pl,near the captains,the sailor,captains,sailor,The man stood near the captains of the sailor who MASKTOKEN consistently weathered big storms.,The man stood near the captains of the sailor who,$PL,The man stood near the captains of the sailor who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_3-d0.2.pt,0.057453842102364
5,English,Rohde,high,NP1,1,corrected,sg,the secretary,the lawyers,secretary,lawyers,The woman corrected the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,The woman corrected the secretary of the lawyers who,$SG,The woman corrected the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.072698659945916
5,English,Rohde,low,NP2,1,corrected,sg,the secretary,the lawyer,secretaries,lawyer,The woman corrected the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,The woman corrected the secretaries of the lawyer who,$SG,The woman corrected the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.167528319583199
5,English,Rohde,low,NP2,1,corrected,pl,the secretary,the lawyers,secretary,lawyers,The woman corrected the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,The woman corrected the secretary of the lawyers who,$PL,The woman corrected the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.0559626082151
5,English,Rohde,high,NP1,1,corrected,pl,the secretaries,the lawyer,secretaries,lawyer,The woman corrected the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,The woman corrected the secretaries of the lawyer who,$PL,The woman corrected the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.073428349191253
5,English,Rohde,high,NP1,0,gossiped,sg,with the secretary,the lawyers,secretary,lawyers,The woman gossiped with the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,The woman gossiped with the secretary of the lawyers who,$SG,The woman gossiped with the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.087670331729265
5,English,Rohde,low,NP2,0,gossiped,sg,with the secretaries,the lawyer,secretaries,lawyer,The woman gossiped with the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,The woman gossiped with the secretaries of the lawyer who,$SG,The woman gossiped with the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.237960374886811
5,English,Rohde,low,NP2,0,gossiped,pl,with the secretary,the lawyers,secretary,lawyers,The woman gossiped with the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,The woman gossiped with the secretary of the lawyers who,$PL,The woman gossiped with the secretary of the lawyers who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.077195936090814
