item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_prob
12a,English,Fernandez,ambi,sg,0,1,the key,of the car,key,car,The thief took the key of the car that MASKTOKEN outside.,The thief took the key of the car that,$SG,The thief took the key of the car that,0.17437857754933628,0.20527731892102352,0.2679974222144512,0.24235635351804863,0.1970004367080831,0.19799444802878519,0.27689332448171555,0.19241740725649947,0.1971032542695248,0.20784515287601568,0.21115997749732784,0.203581530334894,0.28883014045736743,0.2945259076472677,0.19881475188098818,0.14809671598382046,0.18301009051821637,0.24220355139391891,0.2928589480714052,0.2371904293010445,0.20520578066427042,0.20350028675544696,0.19053890319998246,0.2113594792435256,0.24509988723973564
12a,English,Fernandez,low,sg,0,1,the keys,of the car,keys,car,The thief took the keys of the car that MASKTOKEN outside.,The thief took the keys of the car that,$SG,The thief took the keys of the car that,0.162737703100039,0.16161203838963578,0.23403383645476605,0.18507864612424152,0.21329032528172043,0.15231094949277502,0.1156948130049269,0.18197714141323296,0.13987371046212083,0.16492185149662397,0.2048287341390802,0.14347115165970337,0.18951946389529795,0.22072581214661113,0.16775220558049142,0.11136902688925332,0.11459283805630349,0.1446182523229158,0.20481054708968927,0.21857762295647465,0.16732685209644238,0.19070524228492047,0.16767915503101527,0.16349080373124814,0.12152286500286369
12a,English,Fernandez,high,sg,0,1,the key,of the cars,key,cars,The thief took the key of the cars that MASKTOKEN outside.,The thief took the key of the cars that,$SG,The thief took the key of the cars that,0.05595850891463794,0.04453778930583585,0.028669614038346225,0.07040355441571933,0.05221600167764251,0.026742254377891683,0.09683364357251634,0.03802738661207883,0.05144698843037343,0.059986859973058415,0.029845051243045262,0.08704397229475092,0.03030465348853717,0.05115319630739101,0.05434433622021828,0.035069848690647554,0.02975979715084698,0.058397184065782426,0.048441070730761204,0.056179374107207636,0.037368254846576576,0.028722799815006805,0.04368471291802578,0.04893454118945506,0.05563738984496602
12a,English,Fernandez,ambi,pl,0,1,the keys,of the cars,keys,cars,The thief took the keys of the cars that MASKTOKEN outside.,The thief took the keys of the cars that,$PL,The thief took the keys of the cars that,0.26010498385618597,0.1835751372667076,0.17111666437678785,0.19163200910890765,0.18290973391602172,0.2437069360810753,0.3043037962050903,0.2026446185062305,0.17070608690541178,0.17202387072008563,0.21499798306851758,0.18802985211854661,0.2796573343123292,0.2302373508230211,0.13820000398145282,0.27882294145000674,0.24336909105212,0.25067157583432653,0.23083161775205063,0.2688891942810514,0.23807601988735172,0.18824314286685073,0.14534675342880377,0.2550821710154949,0.25829399523168384
12a,English,Fernandez,low,pl,0,1,the key,of the cars,key,cars,The thief took the key of the cars that MASKTOKEN outside.,The thief took the key of the cars that,$PL,The thief took the key of the cars that,0.24028291347267405,0.16278395744576102,0.23987665388782986,0.1767081801775312,0.1709774363213441,0.2041622257171234,0.20699232640202325,0.17930088472978944,0.1468095991801981,0.13451546988365237,0.1718106859437203,0.13487428785832378,0.1762910891538194,0.2515012177400404,0.15110533635898094,0.22189622409761256,0.252741547611409,0.23951180365748215,0.19028604152848416,0.17334978081220243,0.18899612434449864,0.1787272864560645,0.12111104786659865,0.17047571459602295,0.2122189421100078
12a,English,Fernandez,high,pl,0,1,the keys,of the car,keys,car,The thief took the keys of the car that MASKTOKEN outside.,The thief took the keys of the car that,$PL,The thief took the keys of the car that,0.06735625190070427,0.05634377018157721,0.034002935623620445,0.059146289133886754,0.04817014537079878,0.06360401463125864,0.15452279061912222,0.05929912941562421,0.04640315044917287,0.051416819024009186,0.0564418738441641,0.0813333556088125,0.036815659502888565,0.07727075171448305,0.04490737538737477,0.06381606189150002,0.08159689360168798,0.07473843866623753,0.051148594563767524,0.06469642296386269,0.05875434562358173,0.05199738220209493,0.04523213846421115,0.07311827429458795,0.10565826009844592
13a,English,Fernandez,ambi,sg,0,0,the daughter,of the hostage,daughter,hostage,The journalist was unable to interview the daughter of the hostage that MASKTOKEN waiting.,The journalist was unable to interview the daughter of the hostage that,$SG,The journalist was unable to interview the daughter of the hostage that,0.14374828838164166,0.10898521253385596,0.18308159149929848,0.05847471824717321,0.11404355256630261,0.17703371594828976,0.12279341582717507,0.10243045116749361,0.16505333168042657,0.16211994807896213,0.12009524870977373,0.10077482062522769,0.10551837947410725,0.16155937672154197,0.13975656554494797,0.1455501031358919,0.0926976964324977,0.15092208981698274,0.2092739700822026,0.2013495969626531,0.09924952277515153,0.10067347683102312,0.16227953421027763,0.17635263756092368,0.1322779876151614
13a,English,Fernandez,low,sg,0,0,the daughters,of the hostage,daughters,hostage,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,The journalist was unable to interview the daughters of the hostage that,$SG,The journalist was unable to interview the daughters of the hostage that,0.10122052080926025,0.07039039938883285,0.12781565836617692,0.03449257516787618,0.08113511980054344,0.0821556410009805,0.11412005696650951,0.04787229647766189,0.09202547572166164,0.10088254581972844,0.11498720885932823,0.0664740448847585,0.0837127506559936,0.11582144871328381,0.09739899556774745,0.11152410872346685,0.08261932854734244,0.09043658372861696,0.11507387182875561,0.14801279247004473,0.10546027066598462,0.06021431246156528,0.1161664113271863,0.11346519082709072,0.09492681192578356
13a,English,Fernandez,high,sg,0,0,the daughter,of the hostages,daughter,hostages,The journalist was unable to interview the daughter of the hostages that MASKTOKEN waiting.,The journalist was unable to interview the daughter of the hostages that,$SG,The journalist was unable to interview the daughter of the hostages that,0.07651322947175565,0.04428094949159256,0.049993099775697436,0.02662105714973073,0.048578943017435705,0.06050826529063347,0.060864965317076525,0.02269789200579364,0.02722818049330833,0.03526281263655706,0.014497413907239576,0.02923605319580247,0.03445438077194529,0.06421120911430966,0.029200191672519082,0.0250437084384334,0.029831764017868245,0.023754292079035455,0.0465018665889021,0.03558617348818105,0.04000314329814225,0.022166814384753097,0.040522826678778046,0.050427735333627766,0.028051898207640313
13a,English,Fernandez,ambi,pl,0,0,the daughters,of the hostages,daughters,hostages,The journalist was unable to interview the daughters of the hostages that MASKTOKEN waiting.,The journalist was unable to interview the daughters of the hostages that,$PL,The journalist was unable to interview the daughters of the hostages that,0.1386914870830438,0.1386459193081464,0.13545868667958416,0.09297654810160871,0.11678165468112489,0.14738706838877746,0.16032283783234114,0.1830727082511432,0.12842842372737628,0.12556276328847638,0.1900567099214614,0.21224632661250808,0.15655450217151667,0.19949858548849564,0.16176297566021347,0.16077587463787335,0.1972782500466561,0.24735623465062417,0.17606047326354357,0.23499023870050095,0.1828114088546613,0.06206911440046481,0.07248407635620424,0.17243037201185274,0.16678886086116052
13a,English,Fernandez,low,pl,0,0,the daughter,of the hostages,daughter,hostages,The journalist was unable to interview the daughter of the hostages that MASKTOKEN waiting.,The journalist was unable to interview the daughter of the hostages that,$PL,The journalist was unable to interview the daughter of the hostages that,0.09439810209604005,0.1479452404545789,0.12353978393489129,0.07808905250283615,0.10436822937265156,0.07853642779655168,0.12874476348449626,0.11861710309179152,0.11887883286631507,0.07615001926095921,0.16680611250418398,0.18495861143365389,0.10919885843637189,0.1017280615594145,0.1334676198407827,0.14400021249103734,0.1444819589591635,0.2030097089451246,0.1411704758425607,0.1606597619219503,0.09149961001303097,0.05320668494081682,0.06100731003051507,0.11717419940481477,0.1081430770409586
13a,English,Fernandez,high,pl,0,0,the daughters,of the hostage,daughters,hostage,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,The journalist was unable to interview the daughters of the hostage that,$PL,The journalist was unable to interview the daughters of the hostage that,0.094611535404038,0.03956892192237049,0.07400782015859875,0.034708194703149786,0.03463439582987604,0.10450212182439245,0.06806718850913285,0.05995996211581911,0.027949101481025806,0.08268768217993738,0.04209761333883044,0.11157857920538561,0.03106751483131731,0.07984354596992738,0.06663376542172017,0.07128498614532663,0.05930737411673448,0.07791382413398296,0.09023958247243069,0.047543346599933756,0.07452733721669347,0.026857708943105685,0.04668573262465081,0.05777524449908711,0.10452430923324485
14a,English,Fernandez,ambi,sg,0,0,the teacher,of the student,teacher,student,Patricia saw the teacher of the student that MASKTOKEN in class.,Patricia saw the teacher of the student that,$SG,Patricia saw the teacher of the student that,0.06582469715977979,0.07356698418716068,0.11214623872596174,0.10808828378383595,0.0876219094521602,0.11431984774644022,0.17028719087637967,0.1959137777523523,0.17155850248784432,0.14193929755813173,0.11324224616096679,0.0781216529170834,0.16384034848929918,0.10810387028461221,0.06409412695832373,0.0902724747116821,0.1831382617234496,0.12052171329517947,0.1715355228144091,0.16841137573744902,0.13970834509986396,0.12609805003254593,0.05042570360532039,0.06817091777320172,0.18566444614944544
14a,English,Fernandez,low,sg,0,0,the teachers,of the student,teachers,student,Patricia saw the teachers of the student that MASKTOKEN in class.,Patricia saw the teachers of the student that,$SG,Patricia saw the teachers of the student that,0.03459742286861811,0.040755610646614926,0.06758908786255269,0.06710499818884763,0.07562334616871524,0.03675218742913344,0.08789925158112588,0.10928493013793172,0.05841916712863693,0.06939305613133406,0.05299486905240869,0.03909560738273399,0.09854400912919203,0.05877986487583797,0.010118617669162333,0.0681653966229332,0.10485950477490213,0.06847315646914076,0.04451123101609511,0.11618160195111216,0.0690336453527749,0.09244140284732083,0.03918867221079125,0.027110178579533795,0.12167095945789086
14a,English,Fernandez,high,sg,0,0,the teacher,of the students,teacher,students,Patricia saw the teacher of the students that MASKTOKEN in class.,Patricia saw the teacher of the students that,$SG,Patricia saw the teacher of the students that,0.05111787274926538,0.024146764251580244,0.02223839515214099,0.059844839936495475,0.053826072379788314,0.02964659581542506,0.07662995059649447,0.02521471699134281,0.05278913503830118,0.04876701410084294,0.02078281028670137,0.016786431720532846,0.02903866038542091,0.030305027714799593,0.020210034121888043,0.029819942028465718,0.022738966610084788,0.07397860388167032,0.07350229694847776,0.04020308750425983,0.05274347001521207,0.03184540645212586,0.021409882409937353,0.026122806123265008,0.02884978986079112
14a,English,Fernandez,ambi,pl,0,0,the teachers,of the students,teachers,students,Patricia saw the teachers of the students that MASKTOKEN in class.,Patricia saw the teachers of the students that,$PL,Patricia saw the teachers of the students that,0.21110645496648672,0.14754499333831106,0.16024768021150848,0.17190113226917703,0.16311280769782854,0.1604338980404556,0.23390558074336454,0.23314019065317737,0.28227235820641994,0.10270189777480532,0.23575725908500367,0.2671562980562925,0.16974245549894107,0.1587098108982854,0.23188559077750526,0.14793602558734875,0.10380719857385046,0.19180576348502676,0.17627795503509702,0.2211026274799437,0.17495686437372626,0.13459866508941332,0.11287522968365238,0.2866153351959575,0.1773443500908538
14a,English,Fernandez,low,pl,0,0,the teacher,of the students,teacher,students,Patricia saw the teacher of the students that MASKTOKEN in class.,Patricia saw the teacher of the students that,$PL,Patricia saw the teacher of the students that,0.1111970648167846,0.10678606650221667,0.09938849840729524,0.10566534897864344,0.1040227997276233,0.079619103404724,0.15556517018627147,0.1569720591570949,0.1629725163550262,0.08726056988249908,0.16700148766098089,0.17859759891885574,0.10598457842990427,0.07133609892453308,0.12428421938658829,0.07598454444370617,0.08242306084130924,0.09349648676833056,0.11490133861539675,0.13313542266322997,0.09083553501621822,0.09022383302288706,0.07880367466208327,0.14360809513744854,0.09467190214543564
14a,English,Fernandez,high,pl,0,0,the teachers,of the student,teachers,student,Patricia saw the teachers of the student that MASKTOKEN in class.,Patricia saw the teachers of the student that,$PL,Patricia saw the teachers of the student that,0.04786722312949365,0.12286275703707616,0.1606012625738984,0.10412076837710771,0.10897341002754501,0.11576103620884126,0.14871848442383495,0.11031516594614033,0.09028175329832422,0.06360021707492258,0.11888443373515756,0.09339716072774706,0.06711859521682584,0.10132545465109999,0.1980192465210635,0.08181546859871247,0.14689458658494026,0.14437855964766122,0.1393778048304739,0.08789329086465614,0.17969329989983507,0.0842391209949458,0.04734679132266706,0.09944458586787874,0.09660137671036217
15a,English,Fernandez,ambi,sg,0,0,the manager,of the assistant,manager,assistant,Linda wrote to the manager of the assistant that MASKTOKEN late.,Linda wrote to the manager of the assistant that,$SG,Linda wrote to the manager of the assistant that,0.03174330463426589,0.013916725771247584,0.07147588672218763,0.009674942241701068,0.01259216745211722,0.055165870316254306,0.0321706376388029,0.0346676341823553,0.06345557920054468,0.010027160334088236,0.03341260405926505,0.012949282101274662,0.027521190886147018,0.048047732173084334,0.009007263413431055,0.013423008350539334,0.010406350436621192,0.02625008583977939,0.01776614151795286,0.029700325570568786,0.014505852011097886,0.007108012255232055,0.005422442925338,0.025552593371777732,0.007839728464698048
15a,English,Fernandez,low,sg,0,0,the managers,of the assistant,managers,assistant,Linda wrote to the managers of the assistant that MASKTOKEN late.,Linda wrote to the managers of the assistant that,$SG,Linda wrote to the managers of the assistant that,0.029161962763367022,0.014702852868710536,0.055508738724200146,0.006632665089018275,0.013574287935267826,0.041658349395483185,0.018510302323519134,0.12537150674324593,0.051005043598799205,0.010574869930666253,0.03199437130883709,0.012160533948581076,0.02292690948408982,0.06100890845379059,0.0057535106753605625,0.008669146464323596,0.009402708807885851,0.03610043168608179,0.013618272887669036,0.026621841964077575,0.00971917143118084,0.008403219409146345,0.008481481500942856,0.029128491171594106,0.006603169829938249
15a,English,Fernandez,high,sg,0,0,the manager,of the assistants,manager,assistants,Linda wrote to the manager of the assistants that MASKTOKEN late.,Linda wrote to the manager of the assistants that,$SG,Linda wrote to the manager of the assistants that,0.016425292391153867,0.005003288018757157,0.025378112423223964,0.006880460227129959,0.008223916049928892,0.018895223727751542,0.007366343506295614,0.008936350058437625,0.007436003633538579,0.009056913519248866,0.005885256654424076,0.010224293654509609,0.007901104479860699,0.020975851611892082,0.00752299868071038,0.004891550474034334,0.005770498058024209,0.012624287999084771,0.015595337901478601,0.008319281551578683,0.006777071640248877,0.01097826236791244,0.007719424990185075,0.010224286519362913,0.0061286654988030875
15a,English,Fernandez,ambi,pl,0,0,the managers,of the assistants,managers,assistants,Linda wrote to the managers of the assistants that MASKTOKEN late.,Linda wrote to the managers of the assistants that,$PL,Linda wrote to the managers of the assistants that,0.03599702444217634,0.024370864727828234,0.05613280268872867,0.013860416892947036,0.017104203236625537,0.059607209467042566,0.02025557629193031,0.05879546126624646,0.01909841646885191,0.019010335991961114,0.023458106196112993,0.03434197208096279,0.025262847209484462,0.04840851036507754,0.0161493470410754,0.01793637181531338,0.024085292934865166,0.029104215618188434,0.02751380429264394,0.017928321943308845,0.029112816209195813,0.04069688164331087,0.021725476418474443,0.04582273420264471,0.0242302348801422
15a,English,Fernandez,low,pl,0,0,the manager,of the assistants,manager,assistants,Linda wrote to the manager of the assistants that MASKTOKEN late.,Linda wrote to the manager of the assistants that,$PL,Linda wrote to the manager of the assistants that,0.02918621691282297,0.019851064553344955,0.038892026993678996,0.014452567646106473,0.011887656315709094,0.02767174470462841,0.01982402229994662,0.026320333617785963,0.011347611793322443,0.016133276796433726,0.01860102326288171,0.022382724510713103,0.022433946907992386,0.03156880738557177,0.013837884128627742,0.013430249561295682,0.016569166939520485,0.018252477779270748,0.03212915853169385,0.013949484146271729,0.021007210390075137,0.021083255127011924,0.017985918745022644,0.02917787091124424,0.015532843454274747
15a,English,Fernandez,high,pl,0,0,the managers,of the assistant,managers,assistant,Linda wrote to the managers of the assistant that MASKTOKEN late.,Linda wrote to the managers of the assistant that,$PL,Linda wrote to the managers of the assistant that,0.024446760451308336,0.023374520774121166,0.032530809506145175,0.014487043329665106,0.018794412313567932,0.03177729349387981,0.026610539229380947,0.03812740896263378,0.02692014116757413,0.01912051219489541,0.02475771079235045,0.018359598351722184,0.016585032301919878,0.03969621535645418,0.013866696591223082,0.009922567826753603,0.01666550174687842,0.022012432571138163,0.017775033533645512,0.03140384695080911,0.020417499152695306,0.018075654915115535,0.014439479358252072,0.029002289330307462,0.011360221434356887
16a,English,Fernandez,ambi,sg,0,0,the guide,of the tourist,guide,tourist,The hotel director didn’t want to see the guide of the tourist that MASKTOKEN angry.,The hotel director didn’t want to see the guide of the tourist that,$SG,The hotel director didn’t want to see the guide of the tourist that,0.18943053699500112,0.15447854427311825,0.1891766798591039,0.224603229589734,0.2937904484110154,0.28349618637072993,0.20312469192521476,0.27236676036406493,0.3602748629418464,0.20976680087962407,0.2615114336095026,0.1957089854612235,0.3296305990356476,0.3892721414116904,0.20978463013443616,0.2258009074579519,0.17938779482700618,0.23987106559132343,0.266150622004969,0.29670251966247196,0.1778051600803252,0.1293674547400574,0.14664127222691548,0.2708670642365689,0.19508049101559521
16a,English,Fernandez,low,sg,0,0,the guides,of the tourist,guides,tourist,The hotel director didn’t want to see the guides of the tourist that MASKTOKEN angry.,The hotel director didn’t want to see the guides of the tourist that,$SG,The hotel director didn’t want to see the guides of the tourist that,0.10527990944904175,0.08035751842326633,0.13362397926841574,0.13064937831618728,0.21351258462328015,0.1098139612573803,0.1571727523370896,0.18104681070379414,0.21317237929129362,0.08108393033876737,0.21738522646390734,0.07684959992720053,0.2251049712343267,0.13410208017161107,0.08085251549915284,0.15946251436855619,0.12488207706060628,0.14479268298240555,0.14285278074835706,0.1859950438973561,0.06387083063097876,0.07113772942935093,0.10060014626863278,0.1039377567037647,0.12100970409219869
16a,English,Fernandez,high,sg,0,0,the guide,of the tourists,guide,tourists,The hotel director didn’t want to see the guide of the tourists that MASKTOKEN angry.,The hotel director didn’t want to see the guide of the tourists that,$SG,The hotel director didn’t want to see the guide of the tourists that,0.09831869798088988,0.05832471681290308,0.04499049413680112,0.03322840058282317,0.09357257167566324,0.03814519689413132,0.051175442674200156,0.05132055661011492,0.08607458544916824,0.0661756135172844,0.11364089823597112,0.034096277055738256,0.08197059532004047,0.11760788501358377,0.0959609832383137,0.06058277975516546,0.07285479541254958,0.10360947719551561,0.09122744533841498,0.05821271381328508,0.06909435374686979,0.028671414987394783,0.04526725068232551,0.06829132935116888,0.035871713466853805
16a,English,Fernandez,ambi,pl,0,0,the guides,of the tourists,guides,tourists,The hotel director didn’t want to see the guides of the tourists that MASKTOKEN angry.,The hotel director didn’t want to see the guides of the tourists that,$PL,The hotel director didn’t want to see the guides of the tourists that,0.2851758286572288,0.22925152851625796,0.20037516047160153,0.26755893879013115,0.14618901453835065,0.21874296582067032,0.3605736867547158,0.2689535166768806,0.30728880671864545,0.29022975942540796,0.18896670871350807,0.4342600223278339,0.3250520030800992,0.2329361415918818,0.19049742639921874,0.22638684791175834,0.13134634070968332,0.26326756809141116,0.20969277108024187,0.22280057329181346,0.22691981746221757,0.14311770989949224,0.12286513032736224,0.1544195477239647,0.28866606924301763
16a,English,Fernandez,low,pl,0,0,the guide,of the tourists,guide,tourists,The hotel director didn’t want to see the guide of the tourists that MASKTOKEN angry.,The hotel director didn’t want to see the guide of the tourists that,$PL,The hotel director didn’t want to see the guide of the tourists that,0.21332688932152521,0.1470572793800784,0.11936163159591473,0.23446268581757224,0.09747668513709584,0.1401685374653283,0.27185643869150056,0.19316425568475637,0.17206543806567254,0.24087360071257535,0.12568183833487723,0.30795294927445127,0.15735224998619657,0.09414745799499968,0.14927734352439614,0.12634660787155383,0.10777609934827659,0.1787977492705437,0.18495083784326738,0.19714618012523033,0.18823950864188177,0.08835460013357732,0.07361526672323748,0.13576294290113822,0.2160070009313273
16a,English,Fernandez,high,pl,0,0,the guides,of the tourist,guides,tourist,The hotel director didn’t want to see the guides of the tourist that MASKTOKEN angry.,The hotel director didn’t want to see the guides of the tourist that,$PL,The hotel director didn’t want to see the guides of the tourist that,0.20908961172743545,0.14697749723593034,0.08629373604966872,0.1548589470309274,0.07933656786075893,0.22606272577929332,0.17298547411732557,0.14196372389314504,0.20720710122008867,0.17203381534040574,0.1489618258281986,0.260050962422568,0.12490769221547993,0.14160333620842636,0.18036169971750837,0.12447476116042111,0.1370513855606479,0.16196161209554205,0.1580603895585586,0.11649655686502136,0.13977002250709347,0.12131216967060787,0.1131320269699927,0.20175869766345045,0.0845915660790908
17a,English,Fernandez,ambi,sg,0,0,the client,of the lawyer,client,lawyer,The receptionist greeted the client of the lawyer that MASKTOKEN chatting.,The receptionist greeted the client of the lawyer that,$SG,The receptionist greeted the client of the lawyer that,0.15727854552260823,0.04827935746173573,0.11110761013902426,0.12223460158794275,0.094605919106177,0.0674406017753828,0.10416504988063124,0.12887931854898405,0.15356238814214063,0.13571381681579187,0.12254092728472799,0.09780517724367144,0.07327140678991384,0.15711468137465268,0.10753511868503907,0.053506179795851594,0.05881647357536224,0.05906738842177983,0.11493762425975262,0.09631851724144447,0.039915647940890864,0.052559655269781125,0.06193869574662614,0.11719356343792953,0.043434503842007643
17a,English,Fernandez,low,sg,0,0,the clients,of the lawyer,clients,lawyer,The receptionist greeted the clients of the lawyer that MASKTOKEN chatting.,The receptionist greeted the clients of the lawyer that,$SG,The receptionist greeted the clients of the lawyer that,0.14180379577010882,0.03876788165125333,0.07032208123734751,0.08995048271455275,0.07670563350819748,0.02656262936960907,0.09772420472456744,0.09066025989525706,0.07732942730751358,0.11369231880880193,0.06943047078758013,0.049058780144733305,0.04942358758277621,0.07743848404873344,0.06138449399438528,0.04378493340606049,0.06181274148490523,0.06541228405084354,0.05504096525952207,0.07318929892326942,0.018989406575164125,0.0347377445655912,0.060809749553179415,0.06935025879524304,0.03496026496879878
17a,English,Fernandez,high,sg,0,0,the client,of the lawyers,client,lawyers,The receptionist greeted the client of the lawyers that MASKTOKEN chatting.,The receptionist greeted the client of the lawyers that,$SG,The receptionist greeted the client of the lawyers that,0.07030076774274718,0.01699758400212037,0.0528308929781951,0.056664821661204456,0.057094531495710754,0.03431544440236145,0.0316364829268192,0.024147449669526644,0.03769422975441472,0.040578133433379904,0.045342272135343364,0.032115453257727467,0.02659836340475863,0.046754645920687565,0.04209991036844407,0.020565999236913157,0.013046182525977557,0.02988015145920464,0.06828157371113264,0.027824405458526158,0.018792094820927474,0.015007782386155744,0.02114628413066555,0.06343629679210494,0.01618323519391751
17a,English,Fernandez,ambi,pl,0,0,the clients,of the lawyers,clients,lawyers,The receptionist greeted the clients of the lawyers that MASKTOKEN chatting.,The receptionist greeted the clients of the lawyers that,$PL,The receptionist greeted the clients of the lawyers that,0.1997112754347139,0.20057935230781432,0.13708205421739983,0.1489427720962624,0.16298793036558124,0.12488430088364844,0.1565580454684099,0.1702204860562091,0.11480556265872366,0.11341241896174736,0.13810566916648526,0.21150106001075386,0.07597883165464481,0.1619160419830088,0.1420973979346858,0.05867808374800809,0.13433401928541855,0.10117222928340652,0.15387316838070664,0.1460032126769022,0.09393244735240636,0.08756800587153712,0.07509485738056654,0.15833922762941555,0.08248692992953544
17a,English,Fernandez,low,pl,0,0,the client,of the lawyers,client,lawyers,The receptionist greeted the client of the lawyers that MASKTOKEN chatting.,The receptionist greeted the client of the lawyers that,$PL,The receptionist greeted the client of the lawyers that,0.11990788855199863,0.12689472881079844,0.07238157460432326,0.0958879119955558,0.06863579270303788,0.097771680702337,0.11510548064686432,0.10828832017965517,0.08784191194210322,0.07086248449456178,0.08833612030019111,0.15276908257392563,0.04864655513567229,0.10769936559053583,0.08595496239728817,0.02766707506265753,0.05777798406752588,0.048812791937800526,0.10439870267160956,0.060479559530705274,0.05768006530252734,0.0643763901229546,0.04722363005998176,0.09276582629262364,0.05339894194225181
17a,English,Fernandez,high,pl,0,0,the clients,of the lawyer,clients,lawyer,The receptionist greeted the clients of the lawyer that MASKTOKEN chatting.,The receptionist greeted the clients of the lawyer that,$PL,The receptionist greeted the clients of the lawyer that,0.03686634047729509,0.04008037829703781,0.0469607806656569,0.07705454160964109,0.062245030505089005,0.0323862834079911,0.0635032159384501,0.054174904095019016,0.024645905069341723,0.045967292171681606,0.07230139816368109,0.062498654084102157,0.04253128342755552,0.0774027185754731,0.05641068178027808,0.02766926208358811,0.03751387619277047,0.04382672643251162,0.06824664926068102,0.05725146748946486,0.04322832737630833,0.029469006321522606,0.0409964177588904,0.04243459747297429,0.03265322246680302
18a,English,Fernandez,ambi,sg,1,0,the guard,of the ambassador,guard,ambassador,Nobody noticed the guard of the ambassador that MASKTOKEN hiding.,Nobody noticed the guard of the ambassador that,$SG,Nobody noticed the guard of the ambassador that,0.1033278503497117,0.04511930502871664,0.06740846243678855,0.0989335306621637,0.11005967768637781,0.07874124370579594,0.05805360773938162,0.14865803956935864,0.0772071475318068,0.1590290714014273,0.09110418230276629,0.041212105034503566,0.1662890532222665,0.043145516321906996,0.07231017029988429,0.0457997236887433,0.05786874874123793,0.06329158375550392,0.10765686074445924,0.09256898531514679,0.09063044186222413,0.06784226840215801,0.05088022849052365,0.0583061507497149,0.08694287343890394
18a,English,Fernandez,low,sg,1,0,the guards,of the ambassador,guards,ambassador,Nobody noticed the guards of the ambassador that MASKTOKEN hiding.,Nobody noticed the guards of the ambassador that,$SG,Nobody noticed the guards of the ambassador that,0.08563425149138659,0.030951195985331026,0.05517570926697313,0.06334368953249658,0.08863594345518067,0.05492396311414538,0.043143285692199385,0.08049186211716375,0.054485724351010845,0.14394770845620286,0.08078655091168407,0.03194334133115717,0.128314758208262,0.03696814401867066,0.051612675390423135,0.03556583577927164,0.04455218523749238,0.03855599841206114,0.050205516800247096,0.08401372309980992,0.0752719290837831,0.04928094765999447,0.049892943493624387,0.03952647866687187,0.05683976701275384
18a,English,Fernandez,high,sg,1,0,the guard,of the ambassadors,guard,ambassadors,Nobody noticed the guard of the ambassadors that MASKTOKEN hiding.,Nobody noticed the guard of the ambassadors that,$SG,Nobody noticed the guard of the ambassadors that,0.06963076155205483,0.02546253366611939,0.03819409254723438,0.040444884206216614,0.06910588449647648,0.030647412580869116,0.05054556224398965,0.04026349924773953,0.032413762101558774,0.03821857311520027,0.03227767753888955,0.024190894200934565,0.03879076079973487,0.06156802051886956,0.05527653886989725,0.025495664493275783,0.019688169071891082,0.028268618175975035,0.037069168609468406,0.05102868841755814,0.038829868454314465,0.024940711238055968,0.021145286424747667,0.0496904223840815,0.04179211202184874
