item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
5a,Spanish,Fernandez,low,sg,0,0,a los ayudantes,del detective,ayudantes,detective,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,Mi amigo conoció a los ayudantes del detective que,$ES_SG,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0385739637685975
5a,Spanish,Fernandez,high,sg,0,0,al ayudante,de los detectives,ayudante,detectives,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,Mi amigo conoció al ayudante de los detectives que,$ES_SG,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0412566302043957
5a,Spanish,Fernandez,low,pl,0,0,al ayudante,de los detectives,ayudante,detectives,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,Mi amigo conoció al ayudante de los detectives que,$ES_PL,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0148414823459943
5a,Spanish,Fernandez,high,pl,0,0,a los ayudantes,del detective,ayudantes,detective,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,Mi amigo conoció a los ayudantes del detective que,$ES_PL,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0326300663364691
6a,Spanish,Fernandez,low,sg,1,0,a los analistas,del embajador,analistas,embajador,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,Carlos conoció a los analistas del embajador que,$ES_SG,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0579976411548803
6a,Spanish,Fernandez,high,sg,1,0,al analista,de los embajadores,analista,embajadores,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,Carlos conoció al analista de los embajadores que,$ES_SG,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0912231385125799
6a,Spanish,Fernandez,low,pl,1,0,al analista,de los embajadores,analista,embajadores,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,Carlos conoció al analista de los embajadores que,$ES_PL,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0091064899705498
6a,Spanish,Fernandez,high,pl,1,0,a los analistas,del embajador,analistas,embajador,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,Carlos conoció a los analistas del embajador que,$ES_PL,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0078547038090856
7a,Spanish,Fernandez,low,sg,1,1,los versos,de la poema,versos,poema,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó los versos de la poema que,$ES_SG,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0626169736883571
7a,Spanish,Fernandez,high,sg,1,1,el verso,de las poemas,verso,poemas,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó el verso de las poemas que,$ES_SG,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0363944464533689
7a,Spanish,Fernandez,low,pl,1,1,el verso,de las poemas,verso,poemas,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó el verso de las poemas que,$ES_PL,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0379935760379828
7a,Spanish,Fernandez,high,pl,1,1,los versos,de la poema,versos,poema,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó los versos de la poema que,$ES_PL,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0526925925573367
8a,Spanish,Fernandez,low,sg,0,1,los tubos,de la cocina,tubos,cocina,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,El plomero ajustó los tubos de la cocina que,$ES_SG,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0517250400387245
8a,Spanish,Fernandez,high,sg,0,1,el tubo,de las cocinas,tubo,cocinas,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,El plomero ajustó el tubo de las cocinas que,$ES_SG,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0103898080751962
8a,Spanish,Fernandez,low,pl,0,1,el tubo,de las cocinas,tubo,cocinas,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,El plomero ajustó el tubo de las cocinas que,$ES_PL,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.020585589181597
8a,Spanish,Fernandez,high,pl,0,1,los tubos,de la cocina,tubos,cocina,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,El plomero ajustó los tubos de la cocina que,$ES_PL,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0156440290420154
9a,Spanish,Fernandez,low,sg,0,1,los cables,del radio,cables,radio,María remplazó los cables del radio que MASKTOKEN en el coche.,María remplazó los cables del radio que,$ES_SG,María remplazó los cables del radio que MASKTOKEN en el coche.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0468267556662318
9a,Spanish,Fernandez,high,sg,0,1,el cable,de los radios,cable,radios,María remplazó el cable de los radios que MASKTOKEN en el coche.,María remplazó el cable de los radios que,$ES_SG,María remplazó el cable de los radios que MASKTOKEN en el coche.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0511802725655057
9a,Spanish,Fernandez,low,pl,0,1,el cable,de los radios,cable,radios,María remplazó el cable de los radios que MASKTOKEN en el coche.,María remplazó el cable de los radios que,$ES_PL,María remplazó el cable de los radios que MASKTOKEN en el coche.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0329295181905003
9a,Spanish,Fernandez,high,pl,0,1,los cables,del radio,cables,radio,María remplazó los cables del radio que MASKTOKEN en el coche.,María remplazó los cables del radio que,$ES_PL,María remplazó los cables del radio que MASKTOKEN en el coche.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0315664537004059
10a,Spanish,Fernandez,low,sg,1,1,los ritmos,del canto,ritmos,canto,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar los ritmos del canto que,$ES_SG,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0356208624217977
10a,Spanish,Fernandez,high,sg,1,1,el ritmo,de los cantos,ritmo,cantos,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar el ritmo de los cantos que,$ES_SG,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0507101105446172
10a,Spanish,Fernandez,low,pl,1,1,el ritmo,de los cantos,ritmo,cantos,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar el ritmo de los cantos que,$ES_PL,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0232184667227929
10a,Spanish,Fernandez,high,pl,1,1,los ritmos,del canto,ritmos,canto,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar los ritmos del canto que,$ES_PL,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0176454353246146
11a,Spanish,Fernandez,low,sg,1,1,los colores,del plato,colores,plato,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,El cocinero no pudo encontrar los colores del plato que,$ES_SG,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0314733018620093
11a,Spanish,Fernandez,high,sg,1,1,el color,de los platos,color,platos,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,El cocinero no pudo encontrar el color de los platos que,$ES_SG,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0524027297875718
11a,Spanish,Fernandez,low,pl,1,1,el color,de los platos,color,platos,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,El cocinero no pudo encontrar el color de los platos que,$ES_PL,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0630098117775094
11a,Spanish,Fernandez,high,pl,1,1,los colores,del plato,colores,plato,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,El cocinero no pudo encontrar los colores del plato que,$ES_PL,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0247716989406683
12a,Spanish,Fernandez,low,sg,0,1,las llaves,de la caja,llaves,caja,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,El ladrón se llevó las llaves de la caja que,$ES_SG,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0337423191877546
12a,Spanish,Fernandez,high,sg,0,1,la llave,de las cajas,llave,cajas,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,El ladrón se llevó la llave de las cajas que,$ES_SG,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0421427977771111
12a,Spanish,Fernandez,low,pl,0,1,la llave,de las cajas,llave,cajas,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,El ladrón se llevó la llave de las cajas que,$ES_PL,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0470396717452199
12a,Spanish,Fernandez,high,pl,0,1,las llaves,de la caja,llaves,caja,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,El ladrón se llevó las llaves de la caja que,$ES_PL,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0151460153834437
13a,Spanish,Fernandez,low,sg,0,1,a las hijas,del prisionero,hijas,prisionero,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,El periodista no pudo entrevistar a las hijas del prisionero que,$ES_SG,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1588366983198931
13a,Spanish,Fernandez,high,sg,0,1,a la hija,de los prisioneros,hija,prisioneros,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,El periodista no pudo entrevistar a la hija de los prisioneros que,$ES_SG,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1090391870061937
13a,Spanish,Fernandez,low,pl,0,1,a la hija,de los prisioneros,hija,prisioneros,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,El periodista no pudo entrevistar a la hija de los prisioneros que,$ES_PL,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0287376032439065
13a,Spanish,Fernandez,high,pl,0,1,a las hijas,del prisionero,hijas,prisionero,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,El periodista no pudo entrevistar a las hijas del prisionero que,$ES_PL,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0049103631101415
14a,Spanish,Fernandez,low,sg,0,0,a los profesores,del estudiante,profesores,estudiante,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,Patricia vio a los profesores del estudiante que,$ES_SG,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0164093302765592
14a,Spanish,Fernandez,high,sg,0,0,al profesor,de los estudiantes,profesor,estudiantes,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,Patricia vio al profesor de los estudiantes que,$ES_SG,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0624013420737562
14a,Spanish,Fernandez,low,pl,0,0,al profesor,de los estudiantes,profesor,estudiantes,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,Patricia vio al profesor de los estudiantes que,$ES_PL,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0160995027266886
14a,Spanish,Fernandez,high,pl,0,0,a los profesores,del estudiante,profesores,estudiante,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,Patricia vio a los profesores del estudiante que,$ES_PL,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0446033884744594
15a,Spanish,Fernandez,low,sg,1,0,a los directores,del asistente,directores,asistente,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,Linda escribió a los directores del asistente que,$ES_SG,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0355394623270463
15a,Spanish,Fernandez,high,sg,1,0,al director,de los asistentes,director,asistentes,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,Linda escribió al director de los asistentes que,$ES_SG,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0863025743739132
15a,Spanish,Fernandez,low,pl,1,0,al director,de los asistentes,director,asistentes,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,Linda escribió al director de los asistentes que,$ES_PL,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0173045789856731
15a,Spanish,Fernandez,high,pl,1,0,a los directores,del asistente,directores,asistente,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,Linda escribió a los directores del asistente que,$ES_PL,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0080705697895089
16a,Spanish,Fernandez,low,sg,1,0,a los conductores,del turista,conductores,turista,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores del turista que,$ES_SG,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0398053216887248
16a,Spanish,Fernandez,high,sg,1,0,al conductor,de los turistas,conductor,turistas,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor de los turistas que,$ES_SG,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0607099947495795
16a,Spanish,Fernandez,low,pl,1,0,al conductor,de los turistas,conductor,turistas,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor de los turistas que,$ES_PL,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0059875136816103
16a,Spanish,Fernandez,high,pl,1,0,a los conductores,del turista,conductores,turista,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores del turista que,$ES_PL,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0222052862556096
17a,Spanish,Fernandez,low,sg,0,0,a los clientes,del abogado,clientes,abogado,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes del abogado que,$ES_SG,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0766104886381843
17a,Spanish,Fernandez,high,sg,0,0,al cliente,de los abogados,cliente,abogados,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente de los abogados que,$ES_SG,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0591256165075057
17a,Spanish,Fernandez,low,pl,0,0,al cliente,de los abogados,cliente,abogados,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente de los abogados que,$ES_PL,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0037557773566258
17a,Spanish,Fernandez,high,pl,0,0,a los clientes,del abogado,clientes,abogado,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes del abogado que,$ES_PL,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0217253424465762
18a,Spanish,Fernandez,low,sg,1,0,a los guardas,del embajador,guardas,embajador,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,Nadie vio a los guardas del embajador que,$ES_SG,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0476203547219773
18a,Spanish,Fernandez,high,sg,1,0,al guarda,de los embajadores,guarda,embajadores,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,Nadie vio al guarda de los embajadores que,$ES_SG,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0399372340958896
18a,Spanish,Fernandez,low,pl,1,0,al guarda,de los embajadores,guarda,embajadores,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,Nadie vio al guarda de los embajadores que,$ES_PL,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0100342961725475
18a,Spanish,Fernandez,high,pl,1,0,a los guardas,del embajador,guardas,embajador,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,Nadie vio a los guardas del embajador que,$ES_PL,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0103935161906641
19a,Spanish,Fernandez,low,sg,0,0,a los hijos,del delegado,hijos,delegado,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,Ivana conoció a los hijos del delegado que,$ES_SG,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1257793147594359
19a,Spanish,Fernandez,high,sg,0,0,al hijo,de los delegados,hijo,delegados,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,Ivana conoció al hijo de los delegados que,$ES_SG,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0566262925223517
19a,Spanish,Fernandez,low,pl,0,0,al hijo,de los delegados,hijo,delegados,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,Ivana conoció al hijo de los delegados que,$ES_PL,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0170304670048071
19a,Spanish,Fernandez,high,pl,0,0,a los hijos,del delegado,hijos,delegado,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,Ivana conoció a los hijos del delegado que,$ES_PL,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0224427168455041
20a,Spanish,Fernandez,low,sg,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_SG,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0218900711901946
20a,Spanish,Fernandez,high,sg,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_SG,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0351983197353189
20a,Spanish,Fernandez,low,pl,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_PL,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0382739249965572
20a,Spanish,Fernandez,high,pl,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_PL,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0149314726210748
21a,Spanish,Fernandez,low,sg,1,0,los relatos,del manuscrito,relatos,manuscrito,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,El estudiante leyó los relatos del manuscrito que,$ES_SG,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0500093376191452
21a,Spanish,Fernandez,high,sg,1,0,el relato,de los manuscritos,relato,manuscritos,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó el relato de los manuscritos que,$ES_SG,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.032550627510365
21a,Spanish,Fernandez,low,pl,1,0,el relato,de los manuscritos,relato,manuscritos,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó el relato de los manuscritos que,$ES_PL,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0497546273537796
21a,Spanish,Fernandez,high,pl,1,0,los relatos,del manuscrito,relatos,manuscrito,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,El estudiante leyó los relatos del manuscrito que,$ES_PL,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.016332733074482
22a,Spanish,Fernandez,low,sg,0,1,los paneles,de la caja,paneles,caja,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de la caja que,$ES_SG,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0238623708962671
22a,Spanish,Fernandez,high,sg,0,1,el panel,de las cajas,panel,cajas,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de las cajas que,$ES_SG,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.033496047320304
22a,Spanish,Fernandez,low,pl,0,1,el panel,de las cajas,panel,cajas,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de las cajas que,$ES_PL,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0241346290514963
22a,Spanish,Fernandez,high,pl,0,1,los paneles,de la caja,paneles,caja,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de la caja que,$ES_PL,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0150499233514161
23a,Spanish,Fernandez,low,sg,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_SG,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0286670868439157
23a,Spanish,Fernandez,high,sg,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_SG,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.010988883229599
23a,Spanish,Fernandez,low,pl,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_PL,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0309393130918397
23a,Spanish,Fernandez,high,pl,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_PL,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0099404104891717
24a,Spanish,Fernandez,low,sg,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_SG,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0625551957662957
24a,Spanish,Fernandez,high,sg,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_SG,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0441137796853655
