item,lang,exp,AttachType,gender,N1_changed,N2_changed,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
16,Spanish,5,ambi,m,0,0,el visitante,del paciente,La enfermera tropezó con el visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante del paciente que estaba,$ES_Adj_m,La enfermera tropezó con el visitante del paciente que estaba MASKTOKEN.,0.19630782827652093,0.01496938586146257
16,Spanish,5,low,m,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_m,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,0.14711851350544625,0.013429913116524972
16,Spanish,5,high,m,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_m,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,0.03023364944110496,0.017668211053859295
16,Spanish,5,ambi,f,0,0,la visitante,de la paciente,La enfermera tropezó con la visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante de la paciente que estaba,$ES_Adj_f,La enfermera tropezó con la visitante de la paciente que estaba MASKTOKEN.,0.17212714860754152,0.004962885906607539
16,Spanish,5,low,f,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_f,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,0.1968190747946137,0.0050144539827261525
16,Spanish,5,high,f,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_f,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,0.023722180495349077,0.005066883171704006
17,Spanish,5,ambi,m,0,1,al hijo,del inmigrante,El alguacil encerró al hijo del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo del inmigrante que estaba,$ES_Adj_m,El alguacil encerró al hijo del inmigrante que estaba MASKTOKEN pidiendo limosna.,0.21551869949018831,0.24613857523634408
17,Spanish,5,low,m,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_m,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,0.19743885861714305,0.12075329439692162
17,Spanish,5,high,m,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_m,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,0.023249705666483548,0.2116918615572594
17,Spanish,5,ambi,f,0,1,a la hija,de la inmigrante,El alguacil encerró a la hija de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija de la inmigrante que estaba,$ES_Adj_f,El alguacil encerró a la hija de la inmigrante que estaba MASKTOKEN pidiendo limosna.,0.1871093632223918,0.06918641026400874
17,Spanish,5,low,f,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_f,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,0.1376996994371507,0.048194988128120286
17,Spanish,5,high,f,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_f,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,0.0048435754421628716,0.07641411466210357
18,Spanish,5,ambi,m,0,1,al hermano,del propietario,Los rumores acusaban al hermano del propietario que estaba MASKTOKEN.,Los rumores acusaban al hermano del propietario que estaba,$ES_Adj_m,Los rumores acusaban al hermano del propietario que estaba MASKTOKEN.,0.49198419687665107,0.006368495932601803
18,Spanish,5,low,m,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_m,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,0.06601789909438321,0.00727265495356022
18,Spanish,5,high,m,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_m,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,0.2893717430753945,0.008586300787513323
18,Spanish,5,ambi,f,0,1,a la hermana,de la propietaria,Los rumores acusaban a la hermana de la propietaria que estaba MASKTOKEN.,Los rumores acusaban a la hermana de la propietaria que estaba,$ES_Adj_f,Los rumores acusaban a la hermana de la propietaria que estaba MASKTOKEN.,0.32746595863168504,0.004263311277355797
18,Spanish,5,low,f,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_f,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,0.15927906148303922,0.00679201984003619
18,Spanish,5,high,f,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_f,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,0.43574076044428667,0.0028320161938655275
19,Spanish,5,ambi,m,0,0,al amigo,del estudiante,El detective hizo una foto al amigo del estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo del estudiante que estaba,$ES_Adj_m,El detective hizo una foto al amigo del estudiante que estaba MASKTOKEN.,0.1393855546891349,0.019172518819303264
19,Spanish,5,low,m,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_m,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,0.0945357587313912,0.0079336946537083
19,Spanish,5,high,m,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_m,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,0.01795297728524486,0.00988637314526386
19,Spanish,5,ambi,f,0,0,a la amiga,de la estudiante,El detective hizo una foto a la amiga de la estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga de la estudiante que estaba,$ES_Adj_f,El detective hizo una foto a la amiga de la estudiante que estaba MASKTOKEN.,0.16193510155881308,0.005357319925499482
19,Spanish,5,low,f,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_f,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,0.11618311775656398,0.0024511331373737733
19,Spanish,5,high,f,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_f,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,0.04356218684439317,0.002604869816488886
20,Spanish,5,ambi,m,0,0,al hermano,del ministro,María saludó al hermano del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano del ministro que estaba,$ES_Adj_m,María saludó al hermano del ministro que estaba MASKTOKEN de volver a su pueblo.,0.5760694722323876,0.21441082814333212
20,Spanish,5,low,m,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_m,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,0.04243381108523863,0.14327449133215708
20,Spanish,5,high,m,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_m,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,0.5158475897166914,0.18247381899393833
20,Spanish,5,ambi,f,0,0,a la hermana,de la ministra,María saludó a la hermana de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana de la ministra que estaba,$ES_Adj_f,María saludó a la hermana de la ministra que estaba MASKTOKEN de volver a su pueblo.,0.4562156215358758,0.11260766024788449
20,Spanish,5,low,f,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_f,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,0.032526211091234214,0.05032755615632234
20,Spanish,5,high,f,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_f,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,0.44110398260881,0.09576828236921209
21,Spanish,5,ambi,m,0,1,el amigo,del jefe,Ayer me encontré con el amigo del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo del jefe que fue,$ES_Adj_m,Ayer me encontré con el amigo del jefe que fue MASKTOKEN de nuestra empresa.,0.2640736705353991,0.106032659292703
21,Spanish,5,low,m,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_m,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,0.014325324575394364,0.08768972358357274
21,Spanish,5,high,m,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_m,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,0.25455479250935936,0.2611038495069531
21,Spanish,5,ambi,f,0,1,la amiga,de la jefa,Ayer me encontré con la amiga de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga de la jefa que fue,$ES_Adj_f,Ayer me encontré con la amiga de la jefa que fue MASKTOKEN de nuestra empresa.,0.16946513088849002,0.059160770376825766
21,Spanish,5,low,f,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_f,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,0.00681034577670938,0.006725780394059022
21,Spanish,5,high,f,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_f,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,0.19960712474829012,0.01424820208792088
22,Spanish,5,ambi,m,0,1,al secretario,del gerente,El periodista entrevistó al secretario del gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario del gerente que estaba,$ES_Adj_m,El periodista entrevistó al secretario del gerente que estaba MASKTOKEN.,0.2683831149289026,0.010206082724344867
22,Spanish,5,low,m,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_m,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,0.11604999203783392,0.00882070668713908
22,Spanish,5,high,m,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_m,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,0.0893698185682843,0.01501701332276184
22,Spanish,5,ambi,f,0,1,a la secretaria,de la gerente,El periodista entrevistó a la secretaria de la gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria de la gerente que estaba,$ES_Adj_f,El periodista entrevistó a la secretaria de la gerente que estaba MASKTOKEN.,0.17043422189831325,0.004214756036832412
22,Spanish,5,low,f,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_f,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,0.15289523440336605,0.00455208542133434
22,Spanish,5,high,f,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_f,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,0.1023137820585549,0.00293503992291555
23,Spanish,5,ambi,m,0,0,el hermano,del chico,Pedro se divertía con el hermano del chico que estaba MASKTOKEN.,Pedro se divertía con el hermano del chico que estaba,$ES_Adj_m,Pedro se divertía con el hermano del chico que estaba MASKTOKEN.,0.19176113167021813,0.006377953955006177
23,Spanish,5,low,m,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_m,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,0.20382483094123027,0.0048282433898201305
23,Spanish,5,high,m,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_m,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,0.009912397313246165,0.009140065841602762
23,Spanish,5,ambi,f,0,0,a la hermana,de la chica,Pedro se divertía con a la hermana de la chica que estaba MASKTOKEN.,Pedro se divertía con a la hermana de la chica que estaba,$ES_Adj_f,Pedro se divertía con a la hermana de la chica que estaba MASKTOKEN.,0.15829138822138278,0.002989500394845024
23,Spanish,5,low,f,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_f,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,0.1779933180200588,0.002209669711397133
23,Spanish,5,high,f,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_f,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,0.015696376042602656,0.0015566105918369821
24,Spanish,5,ambi,m,0,1,al ayudante,del diputado,La explosión alcanzó al ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante del diputado que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó al ayudante del diputado que fue ascendido por sus MASKTOKEN.,0.0004975240323397412,0.0019552479887607888
24,Spanish,5,low,m,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,0.0005085995684958877,0.0020511184639371294
24,Spanish,5,high,m,0,1,al ayudante,de la diputada,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,0.000730201977369449,0.0022111585023645297
24,Spanish,5,ambi,f,0,1,a la ayudante,de la diputada,La explosión alcanzó a la ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante de la diputada que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó a la ayudante de la diputada que fue ascendido por sus MASKTOKEN.,0.0006776477819543381,0.0011152276614001533
24,Spanish,5,low,f,0,1,al ayudante,de la diputada,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,0.0004473967932980133,0.0011920413838953925
24,Spanish,5,high,f,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,0.0003791467631638207,0.0012684659664143894
