item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt_prob
14a,Spanish,Fernandez,low,sg,0,0,a los profesores,del estudiante,profesores,estudiante,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,Patricia vio a los profesores del estudiante que,$ES_SG,Patricia vio a los profesores del estudiante que,0.02551019862957382,0.011043181237947085,0.016409330276559275,0.04426575064429272,0.035845217184977685
14a,Spanish,Fernandez,high,sg,0,0,al profesor,de los estudiantes,profesor,estudiantes,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,Patricia vio al profesor de los estudiantes que,$ES_SG,Patricia vio al profesor de los estudiantes que,0.0793088536643407,0.10281969284145642,0.06240134207375625,0.10154934539751537,0.1234543663260137
14a,Spanish,Fernandez,ambi,pl,0,0,a los profesores,de los estudiantes,profesores,estudiantes,Patricia vio a los profesores de los estudiantes que MASKTOKEN en clase.,Patricia vio a los profesores de los estudiantes que,$ES_PL,Patricia vio a los profesores de los estudiantes que,0.2646518188057385,0.020714101612095553,0.01458327854611352,0.23171229114834802,0.20321072996794598
14a,Spanish,Fernandez,low,pl,0,0,al profesor,de los estudiantes,profesor,estudiantes,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,Patricia vio al profesor de los estudiantes que,$ES_PL,Patricia vio al profesor de los estudiantes que,0.133063267855432,0.01492968183630028,0.016099502726688697,0.10513115058425626,0.04754559383041368
14a,Spanish,Fernandez,high,pl,0,0,a los profesores,del estudiante,profesores,estudiante,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,Patricia vio a los profesores del estudiante que,$ES_PL,Patricia vio a los profesores del estudiante que,0.17435941201173932,0.03307664215457007,0.04460338847445949,0.20082188020815295,0.18168104573898702
15a,Spanish,Fernandez,ambi,sg,1,0,al director,del asistente,director,asistente,Linda escribió al director del asistente que MASKTOKEN en la universidad.,Linda escribió al director del asistente que,$ES_SG,Linda escribió al director del asistente que,0.21160989976275246,0.029142047105749566,0.02924207398317176,0.1696145577886483,0.21704700023323653
15a,Spanish,Fernandez,low,sg,1,0,a los directores,del asistente,directores,asistente,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,Linda escribió a los directores del asistente que,$ES_SG,Linda escribió a los directores del asistente que,0.0795374231630781,0.033725413594473494,0.035539462327046356,0.11006536249077215,0.09604334446589924
15a,Spanish,Fernandez,high,sg,1,0,al director,de los asistentes,director,asistentes,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,Linda escribió al director de los asistentes que,$ES_SG,Linda escribió al director de los asistentes que,0.04586697256111982,0.07589377420291354,0.0863025743739132,0.09043290910757662,0.16465460709051882
15a,Spanish,Fernandez,ambi,pl,1,0,a los directores,de los asistentes,directores,asistentes,Linda escribió a los directores de los asistentes que MASKTOKEN en la universidad.,Linda escribió a los directores de los asistentes que,$ES_PL,Linda escribió a los directores de los asistentes que,0.2265348391045805,0.02224878713795131,0.022909080276445337,0.2505999724447463,0.19571557932399486
15a,Spanish,Fernandez,low,pl,1,0,al director,de los asistentes,director,asistentes,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,Linda escribió al director de los asistentes que,$ES_PL,Linda escribió al director de los asistentes que,0.12183035329240965,0.01848114107468446,0.01730457898567317,0.1486443980550547,0.04452217585588869
15a,Spanish,Fernandez,high,pl,1,0,a los directores,del asistente,directores,asistente,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,Linda escribió a los directores del asistente que,$ES_PL,Linda escribió a los directores del asistente que,0.17036724390858282,0.007942309683911963,0.008070569789508902,0.07254673227572539,0.11809561746622421
16a,Spanish,Fernandez,ambi,sg,1,0,al conductor,del turista,conductor,turista,El director del hotel no quiso ver al conductor del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor del turista que,$ES_SG,El director del hotel no quiso ver al conductor del turista que,0.2096932342343507,0.03232314535619096,0.0620784631950515,0.28001977557477176,0.18732417184843797
16a,Spanish,Fernandez,low,sg,1,0,a los conductores,del turista,conductores,turista,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores del turista que,$ES_SG,El director del hotel no quiso ver a los conductores del turista que,0.07865058640400946,0.016786852277999587,0.03980532168872486,0.03969772286563433,0.05990394427762169
16a,Spanish,Fernandez,high,sg,1,0,al conductor,de los turistas,conductor,turistas,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor de los turistas que,$ES_SG,El director del hotel no quiso ver al conductor de los turistas que,0.042891866466565176,0.05459806970279879,0.0607099947495795,0.06619603038951283,0.08324659621833952
16a,Spanish,Fernandez,ambi,pl,1,0,a los conductores,de los turistas,conductores,turistas,El director del hotel no quiso ver a los conductores de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores de los turistas que,$ES_PL,El director del hotel no quiso ver a los conductores de los turistas que,0.22635982034792868,0.010686789560916787,0.006629205360095147,0.2398397285537115,0.17615188128764458
16a,Spanish,Fernandez,low,pl,1,0,al conductor,de los turistas,conductor,turistas,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor de los turistas que,$ES_PL,El director del hotel no quiso ver al conductor de los turistas que,0.15501528702951717,0.008692644711247893,0.005987513681610324,0.16378458457524658,0.07732026662731073
16a,Spanish,Fernandez,high,pl,1,0,a los conductores,del turista,conductores,turista,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores del turista que,$ES_PL,El director del hotel no quiso ver a los conductores del turista que,0.15605707150580628,0.025986048884757418,0.02220528625560969,0.2416551649802159,0.11696928308937515
17a,Spanish,Fernandez,ambi,sg,0,0,al cliente,del abogado,cliente,abogado,La recepcionista saludó al cliente del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente del abogado que,$ES_SG,La recepcionista saludó al cliente del abogado que,0.24864484868174586,0.0865469214745791,0.08574437728354456,0.21937672599254654,0.23142602173175675
17a,Spanish,Fernandez,low,sg,0,0,a los clientes,del abogado,clientes,abogado,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes del abogado que,$ES_SG,La recepcionista saludó a los clientes del abogado que,0.10848912171448077,0.032962843842161305,0.07661048863818432,0.06340682460647429,0.07184912814095057
17a,Spanish,Fernandez,high,sg,0,0,al cliente,de los abogados,cliente,abogados,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente de los abogados que,$ES_SG,La recepcionista saludó al cliente de los abogados que,0.03648706119271594,0.02671049833764813,0.05912561650750575,0.05344519043821094,0.056399658490335014
17a,Spanish,Fernandez,ambi,pl,0,0,a los clientes,de los abogados,clientes,abogados,La recepcionista saludó a los clientes de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes de los abogados que,$ES_PL,La recepcionista saludó a los clientes de los abogados que,0.20942309837965567,0.003808534912214792,0.006768513607250254,0.22856376123264965,0.2699540109085774
17a,Spanish,Fernandez,low,pl,0,0,al cliente,de los abogados,cliente,abogados,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente de los abogados que,$ES_PL,La recepcionista saludó al cliente de los abogados que,0.18256069721421397,0.0038687298314787483,0.0037557773566258,0.18565927363309243,0.18848255944880066
17a,Spanish,Fernandez,high,pl,0,0,a los clientes,del abogado,clientes,abogado,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes del abogado que,$ES_PL,La recepcionista saludó a los clientes del abogado que,0.07279465873094182,0.037965362469953856,0.0217253424465762,0.152059890217231,0.14522712699773876
18a,Spanish,Fernandez,ambi,sg,1,0,al guarda,del embajador,guarda,embajador,Nadie vio al guarda del embajador que MASKTOKEN en la fiesta.,Nadie vio al guarda del embajador que,$ES_SG,Nadie vio al guarda del embajador que,0.2093406148840593,0.04593561989261086,0.037770228378527726,0.17562313488110703,0.19122986525706764
18a,Spanish,Fernandez,low,sg,1,0,a los guardas,del embajador,guardas,embajador,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,Nadie vio a los guardas del embajador que,$ES_SG,Nadie vio a los guardas del embajador que,0.026106496571758342,0.06381954181572569,0.04762035472197734,0.021087923663875685,0.06865331029723265
18a,Spanish,Fernandez,high,sg,1,0,al guarda,de los embajadores,guarda,embajadores,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,Nadie vio al guarda de los embajadores que,$ES_SG,Nadie vio al guarda de los embajadores que,0.04172461670262706,0.08497724291655251,0.03993723409588967,0.05835963386764753,0.05656546953829533
18a,Spanish,Fernandez,ambi,pl,1,0,a los guardas,de los embajadores,guardas,embajadores,Nadie vio a los guardas de los embajadores que MASKTOKEN en la fiesta.,Nadie vio a los guardas de los embajadores que,$ES_PL,Nadie vio a los guardas de los embajadores que,0.20365658572967504,0.02264373154501209,0.01867986947187883,0.19249979653118388,0.1553399384970504
18a,Spanish,Fernandez,low,pl,1,0,al guarda,de los embajadores,guarda,embajadores,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,Nadie vio al guarda de los embajadores que,$ES_PL,Nadie vio al guarda de los embajadores que,0.12707117402693768,0.01960555340435749,0.01003429617254753,0.1244832415505357,0.10310218136461913
18a,Spanish,Fernandez,high,pl,1,0,a los guardas,del embajador,guardas,embajador,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,Nadie vio a los guardas del embajador que,$ES_PL,Nadie vio a los guardas del embajador que,0.22387887545828278,0.013622263439039661,0.010393516190664143,0.18664463104139628,0.11290640491158399
19a,Spanish,Fernandez,ambi,sg,0,0,al hijo,del delegado,hijo,delegado,Ivana conoció al hijo del delegado que MASKTOKEN en el salón.,Ivana conoció al hijo del delegado que,$ES_SG,Ivana conoció al hijo del delegado que,0.2617933684556242,0.012464706556756022,0.14764272393930122,0.28088960754774206,0.21093811718377387
19a,Spanish,Fernandez,low,sg,0,0,a los hijos,del delegado,hijos,delegado,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,Ivana conoció a los hijos del delegado que,$ES_SG,Ivana conoció a los hijos del delegado que,0.17123648905182165,0.007205217416525578,0.12577931475943593,0.15384116604667497,0.13907192528926426
19a,Spanish,Fernandez,high,sg,0,0,al hijo,de los delegados,hijo,delegados,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,Ivana conoció al hijo de los delegados que,$ES_SG,Ivana conoció al hijo de los delegados que,0.12116784438095873,0.028489433544641063,0.05662629252235174,0.10173309219248772,0.09609534117471785
19a,Spanish,Fernandez,ambi,pl,0,0,a los hijos,de los delegados,hijos,delegados,Ivana conoció a los hijos de los delegados que MASKTOKEN en el salón.,Ivana conoció a los hijos de los delegados que,$ES_PL,Ivana conoció a los hijos de los delegados que,0.25477396661762874,0.027678250794012094,0.020920449766240856,0.23891445137735445,0.20906116500196958
19a,Spanish,Fernandez,low,pl,0,0,al hijo,de los delegados,hijo,delegados,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,Ivana conoció al hijo de los delegados que,$ES_PL,Ivana conoció al hijo de los delegados que,0.09099247658380705,0.017101631697816977,0.017030467004807148,0.16850005660077727,0.09516674892001475
19a,Spanish,Fernandez,high,pl,0,0,a los hijos,del delegado,hijos,delegado,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,Ivana conoció a los hijos del delegado que,$ES_PL,Ivana conoció a los hijos del delegado que,0.06262615235403501,0.02903796703369496,0.02244271684550414,0.08041187346255185,0.07293262707537451
20a,Spanish,Fernandez,ambi,sg,1,1,el componente,de la pluma,componente,pluma,Lisa no pudo encontrar el componente de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de la pluma que,$ES_SG,Lisa no pudo encontrar el componente de la pluma que,0.19645549717486688,0.0408688588806862,0.04074740930854098,0.23206132370036414,0.2562898606986863
20a,Spanish,Fernandez,low,sg,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_SG,Lisa no pudo encontrar los componentes de la pluma que,0.12862021487808306,0.03175352770589611,0.02189007119019465,0.09980732092959954,0.11618888893073631
20a,Spanish,Fernandez,high,sg,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_SG,Lisa no pudo encontrar el componente de las plumas que,0.08652406620851849,0.01969616618844494,0.03519831973531895,0.07481810805583677,0.08360480153868366
20a,Spanish,Fernandez,ambi,pl,1,1,los componentes,de las plumas,componentes,plumas,Lisa no pudo encontrar los componentes de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de las plumas que,$ES_PL,Lisa no pudo encontrar los componentes de las plumas que,0.14273640988824354,0.0697729349100028,0.16039343702284337,0.17468279245592555,0.1647376173508377
20a,Spanish,Fernandez,low,pl,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_PL,Lisa no pudo encontrar el componente de las plumas que,0.13407869901746494,0.027755975165481006,0.03827392499655724,0.13456461159199762,0.10815236617339252
20a,Spanish,Fernandez,high,pl,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_PL,Lisa no pudo encontrar los componentes de la pluma que,0.093566933759476,0.01508695079007466,0.01493147262107486,0.12816169951555878,0.08920065357277451
21a,Spanish,Fernandez,ambi,sg,1,0,el relato,del manuscrito,relato,manuscrito,El estudiante leyó el relato del manuscrito que MASKTOKEN en el examen.,El estudiante leyó el relato del manuscrito que,$ES_SG,El estudiante leyó el relato del manuscrito que,0.31787363119639345,0.04149891235601558,0.06298868772289337,0.3313072354915434,0.3313795267299149
21a,Spanish,Fernandez,low,sg,1,0,los relatos,del manuscrito,relatos,manuscrito,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,El estudiante leyó los relatos del manuscrito que,$ES_SG,El estudiante leyó los relatos del manuscrito que,0.1835123444993485,0.030632572802980762,0.05000933761914524,0.191458468789115,0.20760763217687028
21a,Spanish,Fernandez,high,sg,1,0,el relato,de los manuscritos,relato,manuscritos,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó el relato de los manuscritos que,$ES_SG,El estudiante leyó el relato de los manuscritos que,0.09891037508693223,0.0230496380509298,0.03255062751036508,0.11634157073550355,0.14075095078566857
21a,Spanish,Fernandez,ambi,pl,1,0,los relatos,de los manuscritos,relatos,manuscritos,El estudiante leyó los relatos de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó los relatos de los manuscritos que,$ES_PL,El estudiante leyó los relatos de los manuscritos que,0.17304576099579094,0.009713513196364473,0.04154352165298869,0.17312177601641565,0.1936456519481311
21a,Spanish,Fernandez,low,pl,1,0,el relato,de los manuscritos,relato,manuscritos,El estudiante leyó el relato de los manuscritos que MASKTOKEN en el examen.,El estudiante leyó el relato de los manuscritos que,$ES_PL,El estudiante leyó el relato de los manuscritos que,0.14435435536462649,0.014581007458617457,0.04975462735377967,0.15221131684432976,0.1416804736738584
21a,Spanish,Fernandez,high,pl,1,0,los relatos,del manuscrito,relatos,manuscrito,El estudiante leyó los relatos del manuscrito que MASKTOKEN en el examen.,El estudiante leyó los relatos del manuscrito que,$ES_PL,El estudiante leyó los relatos del manuscrito que,0.10562001656099085,0.039647167707214104,0.01633273307448202,0.09833458590013322,0.09901927770812335
22a,Spanish,Fernandez,ambi,sg,0,1,el panel,de la caja,panel,caja,Los arqueólogos finalmente encontraron el panel de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de la caja que,$ES_SG,Los arqueólogos finalmente encontraron el panel de la caja que,0.32235834908958516,0.041914982325447825,0.03268561054561128,0.368753185191089,0.389228725996805
22a,Spanish,Fernandez,low,sg,0,1,los paneles,de la caja,paneles,caja,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de la caja que,$ES_SG,Los arqueólogos finalmente encontraron los paneles de la caja que,0.15230443521566173,0.03583523063077243,0.023862370896267193,0.10982885543475618,0.17517087868455405
22a,Spanish,Fernandez,high,sg,0,1,el panel,de las cajas,panel,cajas,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de las cajas que,$ES_SG,Los arqueólogos finalmente encontraron el panel de las cajas que,0.10311945930766653,0.060211852518873066,0.03349604732030409,0.12455462159031683,0.05779907114585647
22a,Spanish,Fernandez,ambi,pl,0,1,los paneles,de las cajas,paneles,cajas,Los arqueólogos finalmente encontraron los paneles de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de las cajas que,$ES_PL,Los arqueólogos finalmente encontraron los paneles de las cajas que,0.33110963626593204,0.02596013031751987,0.02551680971003978,0.27220351429510004,0.3188155192752049
22a,Spanish,Fernandez,low,pl,0,1,el panel,de las cajas,panel,cajas,Los arqueólogos finalmente encontraron el panel de las cajas que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron el panel de las cajas que,$ES_PL,Los arqueólogos finalmente encontraron el panel de las cajas que,0.28624550273598715,0.017482645372305206,0.024134629051496354,0.19298736872923428,0.29012452395630817
22a,Spanish,Fernandez,high,pl,0,1,los paneles,de la caja,paneles,caja,Los arqueólogos finalmente encontraron los paneles de la caja que MASKTOKEN en el poema.,Los arqueólogos finalmente encontraron los paneles de la caja que,$ES_PL,Los arqueólogos finalmente encontraron los paneles de la caja que,0.2440562467550791,0.01859170226034529,0.015049923351416195,0.2235911414673808,0.20496392707961775
23a,Spanish,Fernandez,ambi,sg,1,0,la pieza,del computadora,pieza,computadora,Enrique había inspeccionado la pieza del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza del computadora que,$ES_SG,Enrique había inspeccionado la pieza del computadora que,0.2731235307767754,0.038993446852705616,0.034479568250385284,0.25877076013647127,0.2336167452154072
23a,Spanish,Fernandez,low,sg,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_SG,Enrique había inspeccionado las piezas del computadora que,0.06908661947603356,0.03473916097350868,0.02866708684391578,0.07645554889109718,0.09623455027861283
23a,Spanish,Fernandez,high,sg,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_SG,Enrique había inspeccionado la pieza de las computadoras que,0.0533717689948201,0.026192316182162667,0.010988883229599039,0.11909747758795675,0.14045460544054578
23a,Spanish,Fernandez,ambi,pl,1,0,las piezas,de las computadoras,piezas,computadoras,Enrique había inspeccionado las piezas de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas de las computadoras que,$ES_PL,Enrique había inspeccionado las piezas de las computadoras que,0.22814533779280666,0.019587613798145276,0.028829738490753876,0.2030856407160968,0.207770388401876
23a,Spanish,Fernandez,low,pl,1,0,la pieza,de las computadoras,pieza,computadoras,Enrique había inspeccionado la pieza de las computadoras que MASKTOKEN encima del escritorio..,Enrique había inspeccionado la pieza de las computadoras que,$ES_PL,Enrique había inspeccionado la pieza de las computadoras que,0.18788305704678976,0.011132866100078243,0.030939313091839726,0.1343686877065693,0.086654459990811
23a,Spanish,Fernandez,high,pl,1,0,las piezas,del computadora,piezas,computadora,Enrique había inspeccionado las piezas del computadora que MASKTOKEN encima del escritorio..,Enrique había inspeccionado las piezas del computadora que,$ES_PL,Enrique había inspeccionado las piezas del computadora que,0.21020353962241245,0.00904772635918194,0.009940410489171742,0.2079925902754951,0.14339398849899965
24a,Spanish,Fernandez,ambi,sg,0,0,el pasillo,del apartamento,pasillo,apartamento,Susana admiró el pasillo del apartamento que MASKTOKEN cerca del parque.,Susana admiró el pasillo del apartamento que,$ES_SG,Susana admiró el pasillo del apartamento que,0.4023976954172568,0.036151155049979254,0.04571717192911004,0.3878683905075775,0.38473591804931573
24a,Spanish,Fernandez,low,sg,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_SG,Susana admiró los pasillos del apartamento que,0.13339736235539412,0.05674202422486552,0.06255519576629576,0.14627661843249484,0.20119389422269762
24a,Spanish,Fernandez,high,sg,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_SG,Susana admiró el pasillo de los apartamentos que,0.1481453864167186,0.03223754754445282,0.04411377968536556,0.1788343204958096,0.2362628245519005
24a,Spanish,Fernandez,ambi,pl,0,0,los pasillos,de los apartamentos,pasillos,apartamentos,Susana admiró los pasillos de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró los pasillos de los apartamentos que,$ES_PL,Susana admiró los pasillos de los apartamentos que,0.3572861480754357,0.01289706653736733,0.008542206551707732,0.3204169550567144,0.24984141597376208
24a,Spanish,Fernandez,low,pl,0,0,el pasillo,de los apartamentos,pasillo,apartamentos,Susana admiró el pasillo de los apartamentos que MASKTOKEN cerca del parque.,Susana admiró el pasillo de los apartamentos que,$ES_PL,Susana admiró el pasillo de los apartamentos que,0.256586895863137,0.016106288083892716,0.01623905573883337,0.25739510870913307,0.1513180054202934
24a,Spanish,Fernandez,high,pl,0,0,los pasillos,del apartamento,pasillos,apartamento,Susana admiró los pasillos del apartamento que MASKTOKEN cerca del parque.,Susana admiró los pasillos del apartamento que,$ES_PL,Susana admiró los pasillos del apartamento que,0.29856162110780105,0.015024746914959142,0.012325580759463328,0.21736555724407935,0.17487945179246367
1,Spanish,Cuetos_Mitchell,ambi,sg,0,0,el libro,de la chica,libro,chica,Pedro miraba el libro de la chica que MASKTOKEN en el salón.,Pedro miraba el libro de la chica que,$ES_SG,Pedro miraba el libro de la chica que,0.3065142848843436,0.04821822165340134,0.052104785052262015,0.31922071928039486,0.3384850704895257
1,Spanish,Cuetos_Mitchell,low,sg,0,0,los libros,de la chica,libros,chica,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,Pedro miraba los libros de la chica que,$ES_SG,Pedro miraba los libros de la chica que,0.12202755394356757,0.053582303954804456,0.0476654156291445,0.1485869473164314,0.11970367238278357
1,Spanish,Cuetos_Mitchell,high,sg,0,0,el libro,de las chicas,libro,chicas,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,Pedro miraba el libro de las chicas que,$ES_SG,Pedro miraba el libro de las chicas que,0.045057170233612,0.03222213102577265,0.03812077591418894,0.08066271657065727,0.1215906304115606
1,Spanish,Cuetos_Mitchell,ambi,pl,0,0,los libros,de las chicas,libros,chicas,Pedro miraba los libros de las chicas que MASKTOKEN en el salón.,Pedro miraba los libros de las chicas que,$ES_PL,Pedro miraba los libros de las chicas que,0.23609611543118447,0.019204990954213574,0.013807730620597924,0.2740288862220055,0.27494732097051156
1,Spanish,Cuetos_Mitchell,low,pl,0,0,el libro,de las chicas,libro,chicas,Pedro miraba el libro de las chicas que MASKTOKEN en el salón.,Pedro miraba el libro de las chicas que,$ES_PL,Pedro miraba el libro de las chicas que,0.21974527847714853,0.02053527307583236,0.008628962672575957,0.24994041150564783,0.1437468863618392
1,Spanish,Cuetos_Mitchell,high,pl,0,0,los libros,de la chica,libros,chica,Pedro miraba los libros de la chica que MASKTOKEN en el salón.,Pedro miraba los libros de la chica que,$ES_PL,Pedro miraba los libros de la chica que,0.13382052762500507,0.013415443166265542,0.015140639964470903,0.1420415201588554,0.20193270231499127
2,Spanish,Cuetos_Mitchell,ambi,sg,0,0,el criado,de la actriz,criado,actriz,Alguien disparó contra el criado de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra el criado de la actriz que,$ES_SG,Alguien disparó contra el criado de la actriz que,0.25064817362255987,0.08181583094242617,0.08271868376424596,0.26881520447551566,0.20250319475984213
2,Spanish,Cuetos_Mitchell,low,sg,0,0,los criados,de la actriz,criados,actriz,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra los criados de la actriz que,$ES_SG,Alguien disparó contra los criados de la actriz que,0.06502979247721896,0.1069419500740102,0.07625040943302519,0.1524612089617534,0.07135521607767359
2,Spanish,Cuetos_Mitchell,high,sg,0,0,el criado,de las actrices,criado,actrices,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra el criado de las actrices que,$ES_SG,Alguien disparó contra el criado de las actrices que,0.060644989168705976,0.03934655552812749,0.03822113474877664,0.07414998808366136,0.03811862376552
2,Spanish,Cuetos_Mitchell,ambi,pl,0,0,los criados,de las actrices,criados,actrices,Alguien disparó contra los criados de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra los criados de las actrices que,$ES_PL,Alguien disparó contra los criados de las actrices que,0.19723574256572185,0.01840129265997903,0.025256361401987615,0.21217078224240282,0.21598768117852352
2,Spanish,Cuetos_Mitchell,low,pl,0,0,el criado,de las actrices,criado,actrices,Alguien disparó contra el criado de las actrices que MASKTOKEN en el balcón.,Alguien disparó contra el criado de las actrices que,$ES_PL,Alguien disparó contra el criado de las actrices que,0.13159417760369507,0.018515096447619728,0.021440698181597218,0.1717329939076606,0.18412106858244925
2,Spanish,Cuetos_Mitchell,high,pl,0,0,los criados,de la actriz,criados,actriz,Alguien disparó contra los criados de la actriz que MASKTOKEN en el balcón.,Alguien disparó contra los criados de la actriz que,$ES_PL,Alguien disparó contra los criados de la actriz que,0.14352805950669278,0.017999749107711627,0.012573789737949592,0.054984396635575195,0.16216785200905548
3,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al amigo,de la maestra,amigo,maestra,Juan conoció al amigo de la maestra que MASKTOKEN en Alemania.,Juan conoció al amigo de la maestra que,$ES_SG,Juan conoció al amigo de la maestra que,0.27199364536677706,0.067986660440991,0.08662635271616237,0.25956455024468283,0.19676513658883898
3,Spanish,Cuetos_Mitchell,low,sg,0,0,a los amigos,de la maestra,amigos,maestra,Juan conoció a los amigos de la maestra que MASKTOKEN en Alemania.,Juan conoció a los amigos de la maestra que,$ES_SG,Juan conoció a los amigos de la maestra que,0.1116072442348397,0.07324283115231545,0.05484238477972381,0.06648365380974042,0.08009240290429531
3,Spanish,Cuetos_Mitchell,high,sg,0,0,al amigo,de las maestras,amigo,maestras,Juan conoció al amigo de las maestras que MASKTOKEN en Alemania.,Juan conoció al amigo de las maestras que,$ES_SG,Juan conoció al amigo de las maestras que,0.13670026851321793,0.07187704411500606,0.09412195044463623,0.1449598493684121,0.19007725449501045
3,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los amigos,de las maestras,amigos,maestras,Juan conoció a los amigos de las maestras que MASKTOKEN en Alemania.,Juan conoció a los amigos de las maestras que,$ES_PL,Juan conoció a los amigos de las maestras que,0.22089154430900493,0.01721239287732157,0.031143611970930518,0.23401986430980415,0.17290330438407864
