item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_prob
6,English,A1,substance,indef,0.09,high,pl,0,1,some bells,of medal,bells,medal,Finally they placed some bells of medal that MASKTOKEN brought from the foundry.,Finally they placed some bells of medal that,$PL,Finally they placed some bells of medal that,0.16118988774539922,0.14022519481577778,0.20606561528602185,0.1690594957800613,0.2420783958987407,0.1915112234058327,0.19661235528907994,0.11040999693349107,0.10755297855176593,0.17204199257005826,0.16396024042931856,0.15431459597177621,0.15544881585717718,0.18734880692444733,0.23784105922600673,0.18241389707205613,0.23899110688473968,0.105329748370945,0.21197153267178592,0.09149738972820387,0.202912256421115,0.11701005431652511,0.11966202659722214,0.16847504460984197,0.13272106835336217
7,English,A1,substance,def,0.29,ambi,sg,0,1,the cake,of grain,cake,grain,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cake of grain that,$SG,Yesterday we ate the cake of grain that,0.2344501461361972,0.17381771604814755,0.21913286346967986,0.2623371532309928,0.2991676947938231,0.24089911854213586,0.2352557261052004,0.23161576378269721,0.3058631422221634,0.1610341066583989,0.1946777092255747,0.16140223854949554,0.2733684556981455,0.2046696318117327,0.18477876099756152,0.1468720653979787,0.24606516091171748,0.20398174175653194,0.30142558481006443,0.2438149092398878,0.1933774200392513,0.2331662716603189,0.20364322922563538,0.21473788955607453,0.18351988255825713
7,English,A1,substance,def,0.29,low,sg,0,1,the cakes,of grain,cakes,grain,Yesterday we ate the cakes of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cakes of grain that,$SG,Yesterday we ate the cakes of grain that,0.17165353765166902,0.11556104847577142,0.16335922571995143,0.12317732361145506,0.22774635065390125,0.1964094841090045,0.20209130746256854,0.15113417806080776,0.20919421002565208,0.1052295890711874,0.13807037736250471,0.11818198876474462,0.18490158664365453,0.1966939467590052,0.127034633606657,0.1156737047700882,0.12964794243447741,0.1494415070711792,0.14005378783282918,0.11891645345082313,0.12295239240581068,0.22355303062740628,0.18585478348870588,0.10865612750308795,0.17562271266686835
7,English,A1,substance,def,0.29,high,sg,0,1,the cake,of grains,cake,grains,Yesterday we ate the cake of grains that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cake of grains that,$SG,Yesterday we ate the cake of grains that,0.040197194367615374,0.02722650874656507,0.07273032112598354,0.05963566896316186,0.04637846844818316,0.051747790810086514,0.11847789682525178,0.07436705328204107,0.08852525973915704,0.0456907617905522,0.021065494756980385,0.026602420462396026,0.07133375442607592,0.1424620347280552,0.03057530156516064,0.05647471310231189,0.04195292092669689,0.07515186948542452,0.044043977762305175,0.049528943124065083,0.05329129364189544,0.11950262284262614,0.07037866658576997,0.06730428910937114,0.08386535311485455
7,English,A1,substance,def,0.29,ambi,pl,0,1,the cakes,of grains,cakes,grains,Yesterday we ate the cakes of grains that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cakes of grains that,$PL,Yesterday we ate the cakes of grains that,0.5069410760539823,0.38955951331978333,0.2593127310434902,0.36321675760959593,0.3667701959991363,0.26823617885956175,0.317808847347993,0.3294686335208947,0.3056251245123889,0.28408969916864635,0.30865626770444976,0.345590496187544,0.3820751240278817,0.20573223888650816,0.38891327941170317,0.3426507401401162,0.3422684280870607,0.3756669808215314,0.33062782174784866,0.3924687262375972,0.3246121426771058,0.19981608730158906,0.26274109013205127,0.34588506499220273,0.298554201716394
7,English,A1,substance,def,0.29,low,pl,0,1,the cake,of grains,cake,grains,Yesterday we ate the cake of grains that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cake of grains that,$PL,Yesterday we ate the cake of grains that,0.46936106425137036,0.3747163638430955,0.23450184894355175,0.30263609061024255,0.33028125504342976,0.16282555642182217,0.234527404629576,0.2720365729066341,0.23485522843555628,0.26255840326533786,0.24982776072846313,0.2734493685914927,0.29552293212846337,0.17374764423174582,0.31198500948493724,0.3144015981827093,0.28050514201475174,0.2554241119430358,0.2971019305836191,0.3433617470267034,0.2509538566081808,0.14632582478615008,0.20198344020525738,0.2676336906877559,0.291578737476196
7,English,A1,substance,def,0.29,high,pl,0,1,the cakes,of grain,cakes,grain,Yesterday we ate the cakes of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cakes of grain that,$PL,Yesterday we ate the cakes of grain that,0.23081282414299276,0.1946846012646084,0.14764071989796257,0.18622633461750482,0.10065455015883362,0.09986190410401097,0.14178069337555765,0.15824190595568766,0.1002199764357492,0.14207952054720785,0.12176084024088052,0.1784065600628324,0.14135667529556883,0.08909465843485975,0.10573702499648618,0.2534164328892867,0.23562810285675084,0.18858130306112386,0.11813919398090444,0.22929072987170507,0.15443196845036766,0.10868539959924872,0.17711900248761836,0.19204408435745002,0.14078591820349118
7,English,A1,substance,indef,0.29,ambi,sg,0,1,a cake,of grain,cake,grain,Yesterday we ate a cake of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate a cake of grain that,$SG,Yesterday we ate a cake of grain that,0.3043441976881667,0.21510278266291727,0.25058210094924416,0.3028857919114252,0.3057754973877187,0.22353123658576513,0.2806591457775456,0.2558725432091613,0.33498158520013677,0.24471672253795584,0.23758548434203508,0.20767729274593805,0.289898767462077,0.25320154016714014,0.2147819410877725,0.21121827746309618,0.2302588610071492,0.21680120041076067,0.3353265859356709,0.27327824722106575,0.2083621906970876,0.24686213297610493,0.22385045917944302,0.24137601008108112,0.21987856975553965
7,English,A1,substance,indef,0.29,low,sg,0,1,some cakes,of grain,cakes,grain,Yesterday we ate some cakes of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate some cakes of grain that,$SG,Yesterday we ate some cakes of grain that,0.18973562429466373,0.1139416525227337,0.15526042194744338,0.1309957090625531,0.19847811633476553,0.11528122091681237,0.17353494507752742,0.11867681966834542,0.18696484478651776,0.12375606225463898,0.14056318254068856,0.10031862148865933,0.1838022963623338,0.2126613705228273,0.11189090039355065,0.12307839618132466,0.11176462597766346,0.14618153594972938,0.08054366469492624,0.11211042510498648,0.10070603574765968,0.2195049101824722,0.17116321641487042,0.11618592646494452,0.14657098487452647
7,English,A1,substance,indef,0.29,high,sg,0,1,a cake,of grains,cake,grains,Yesterday we ate a cake of grains that MASKTOKEN sold in the oriental shop.,Yesterday we ate a cake of grains that,$SG,Yesterday we ate a cake of grains that,0.05186313462072212,0.030196507217692847,0.09459580377894161,0.0719862788474308,0.06050338929426591,0.06331829115161947,0.12829140257120297,0.06012004708787844,0.09629463690884332,0.043587679646327926,0.027384225464496925,0.032692746348794266,0.06208212580368122,0.16867818953763702,0.041851819463296636,0.060236747815870295,0.045668124064487614,0.08710870205919719,0.04510032584308421,0.04371425994562017,0.060299115344259135,0.11946893438452433,0.058055486842492954,0.07727696791248695,0.09270580382158267
7,English,A1,substance,indef,0.29,ambi,pl,0,1,some cakes,of grains,cakes,grains,Yesterday we ate some cakes of grains that MASKTOKEN sold in the oriental shop.,Yesterday we ate some cakes of grains that,$PL,Yesterday we ate some cakes of grains that,0.46307609460898935,0.3706903926043559,0.2799445417236761,0.396792234850893,0.3823142992607411,0.30965702486024327,0.3578316420882013,0.37601636400533245,0.33365153491399013,0.313240422136877,0.32806980875778,0.3709175983622668,0.39652319735287556,0.22907916315467247,0.4140171904273533,0.3497971689576025,0.338899440243555,0.37356893546944825,0.36302485706830545,0.4234737788666685,0.3587556650326693,0.20523247336038408,0.30269360322953087,0.3821790478332048,0.30999712415041536
7,English,A1,substance,indef,0.29,low,pl,0,1,a cake,of grains,cake,grains,Yesterday we ate a cake of grains that MASKTOKEN sold in the oriental shop.,Yesterday we ate a cake of grains that,$PL,Yesterday we ate a cake of grains that,0.4441762089945487,0.3525989021240967,0.22834323138261325,0.2977933150994083,0.31474342444477665,0.15023560477989584,0.251817585828511,0.2940488988217833,0.2352516528433739,0.29676599017514516,0.22168865937620552,0.2709034224226343,0.33345185051205917,0.16549241148896954,0.2911057285903542,0.31312813269764295,0.24998546884302364,0.2092151537831981,0.30540391802628397,0.36546009362398735,0.23682905448675484,0.1507090428438218,0.23762981220836998,0.306733258515429,0.27913462910232845
7,English,A1,substance,indef,0.29,high,pl,0,1,some cakes,of grain,cakes,grain,Yesterday we ate some cakes of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate some cakes of grain that,$PL,Yesterday we ate some cakes of grain that,0.2015522802381029,0.23616266074018455,0.15803977921742884,0.22555403903847093,0.11931688189650647,0.1458168098261159,0.1816353343131034,0.21735384294887616,0.13038498744739613,0.13590882862957976,0.13269418118139953,0.2153714819425545,0.1512644030431396,0.11358504507400013,0.1334579514170482,0.2506225301673486,0.279013481555765,0.1562423510458757,0.17493785989793054,0.27628777358989787,0.1920112316472533,0.12392067529480677,0.19940335764318284,0.21136426241031003,0.1716060859181736
8,English,A1,substance,def,0.12,ambi,sg,1,1,the dress,of thread,dress,thread,The young actress admired the dress of thread that MASKTOKEN so beautiful.,The young actress admired the dress of thread that,$SG,The young actress admired the dress of thread that,0.29948956438717644,0.22323952751068488,0.22870875269902102,0.21736924288252446,0.2952133910207013,0.2097434202102555,0.2321117386176219,0.2850681285972618,0.23098190879741587,0.15925974205751547,0.1425087336564772,0.15760239837518952,0.19518709627346542,0.2393286053815391,0.18709335544446581,0.2426172577560961,0.2409031744549175,0.19194095495101404,0.26759785717902584,0.2564207981776683,0.1866612543179107,0.24136158011144193,0.17719898330038397,0.2318025996904982,0.23059258680754446
8,English,A1,substance,def,0.12,low,sg,1,1,the dresses,of thread,dresses,thread,The young actress admired the dresses of thread that MASKTOKEN so beautiful.,The young actress admired the dresses of thread that,$SG,The young actress admired the dresses of thread that,0.18934828754897381,0.174938026679472,0.17027675812263787,0.16250958904717727,0.12447893117297149,0.09351148064553616,0.176836581074312,0.1677695250355833,0.11407594366243856,0.12182441873487893,0.08614300100104266,0.10201565908774768,0.11186932775169467,0.11681061502986978,0.07092309213819448,0.09849046294098884,0.1107908465417875,0.1471910018070508,0.1007707343364106,0.1421638283017348,0.0684338935777582,0.20522289857070586,0.07568268809042245,0.055431276417565734,0.11018987936007552
8,English,A1,substance,def,0.12,high,sg,1,1,the dress,of threads,dress,threads,The young actress admired the dress of threads that MASKTOKEN so beautiful.,The young actress admired the dress of threads that,$SG,The young actress admired the dress of threads that,0.03051457032787641,0.019310625065835696,0.059137200578353255,0.04412766927184553,0.045030702784206955,0.03682303009443899,0.02828745249965703,0.04607888359022372,0.040838014884363893,0.03619912208328491,0.025660450669379387,0.014187381989435366,0.022692776258299574,0.0236856218966639,0.016936114976807026,0.0441059794083577,0.034009546079937,0.031476653513113684,0.05188788175107373,0.02342838370782463,0.037268113220232824,0.029088793717898298,0.04759292107720192,0.040536862196319134,0.024994166471006274
8,English,A1,substance,def,0.12,ambi,pl,1,1,the dresses,of threads,dresses,threads,The young actress admired the dresses of threads that MASKTOKEN so beautiful.,The young actress admired the dresses of threads that,$PL,The young actress admired the dresses of threads that,0.3497735182607946,0.3682817839181567,0.2730823590805018,0.3126198770698245,0.3348797449625418,0.2970876926796713,0.33971540402626843,0.3246836308178227,0.35031535323259533,0.3136811292692727,0.3015289905674603,0.36130021083969055,0.35327528204248626,0.35476826245324666,0.28549823625893467,0.3553264358375918,0.3635142524137578,0.3425767103031454,0.29315452890786187,0.4118513111110609,0.43914450437547625,0.2690944932639612,0.21028617135259964,0.36947239598537074,0.33612419879461086
8,English,A1,substance,def,0.12,low,pl,1,1,the dress,of threads,dress,threads,The young actress admired the dress of threads that MASKTOKEN so beautiful.,The young actress admired the dress of threads that,$PL,The young actress admired the dress of threads that,0.25054436781561207,0.310601081618028,0.18523425283549844,0.20559649665077373,0.25465209507908027,0.13917771040574856,0.22052082887540436,0.21143765321878938,0.19308805115949923,0.2143590151125978,0.20833515866118368,0.306110350006243,0.23072115193197362,0.2213420150652885,0.21882047125276216,0.27178453139182834,0.22816913174359676,0.20913548518928948,0.18065853231407836,0.23412089702632244,0.22751128357879224,0.15435576849920118,0.1433292110158586,0.2175297128943665,0.2597232033140173
8,English,A1,substance,def,0.12,high,pl,1,1,the dresses,of thread,dresses,thread,The young actress admired the dresses of thread that MASKTOKEN so beautiful.,The young actress admired the dresses of thread that,$PL,The young actress admired the dresses of thread that,0.18153175299204793,0.08591600978140956,0.16223074311675845,0.1361240227934175,0.12155473017640883,0.17978376513185523,0.12395537548405766,0.09389676894617338,0.10544430576962327,0.08204100009249338,0.10607466362704443,0.1328546961942898,0.10717060529007583,0.1063515030260831,0.1666075375394076,0.20939656072845914,0.1709191968140651,0.14570398141427177,0.16142018295580884,0.13420406397498397,0.22361019147723304,0.08913590883344646,0.05604844369225148,0.23195062395497956,0.12361600361360914
8,English,A1,substance,indef,0.12,ambi,sg,1,1,a dress,of thread,dress,thread,The young actress admired a dress of thread that MASKTOKEN so beautiful.,The young actress admired a dress of thread that,$SG,The young actress admired a dress of thread that,0.3745783351030152,0.2843529535345408,0.28798189362264015,0.3244911340148011,0.34327868057823263,0.27358096844989643,0.2572998206499446,0.33640764886380503,0.29194998155008367,0.23107637501428657,0.18435334944471116,0.19936057222511394,0.2497783750911795,0.29051449883358504,0.2963261374653663,0.34152983462054654,0.24171066969339483,0.25412675748454916,0.32089240430299215,0.31877387325971007,0.24734930639678088,0.30585533976538093,0.24402492477386906,0.2906035970140892,0.24262030699797776
8,English,A1,substance,indef,0.12,low,sg,1,1,some dresses,of thread,dresses,thread,The young actress admired some dresses of thread that MASKTOKEN so beautiful.,The young actress admired some dresses of thread that,$SG,The young actress admired some dresses of thread that,0.12184823533231182,0.10894709903993638,0.16515910595391725,0.14941570809507088,0.12886896208896959,0.05893558313994984,0.11772638005785296,0.18031869509402032,0.07005355176710992,0.11216217180378951,0.07187768927637528,0.07651927529786207,0.09560891713609454,0.11675700660371469,0.0497802077022822,0.09798232105163107,0.11165744015755985,0.13406872004223613,0.06563070475124577,0.16799145060907605,0.05774141009794853,0.1967494282317448,0.1506993011605111,0.06409654813690135,0.09597282734546209
8,English,A1,substance,indef,0.12,high,sg,1,1,a dress,of threads,dress,threads,The young actress admired a dress of threads that MASKTOKEN so beautiful.,The young actress admired a dress of threads that,$SG,The young actress admired a dress of threads that,0.05132723762134428,0.02098014834283357,0.05504649780556803,0.07728289212164796,0.06731991194042886,0.05415490376703502,0.05576654977487561,0.04652330301693719,0.04550166064880212,0.05062618935301222,0.02980285776545788,0.013742979272558742,0.03290064454576225,0.024544037992481726,0.029694442495213025,0.07677289789427871,0.04004361756845176,0.045034236128416616,0.041740428326690227,0.03205009839478912,0.05297496764129095,0.04412663068748168,0.053307025210742154,0.038197311224393626,0.05789407060179386
8,English,A1,substance,indef,0.12,ambi,pl,1,1,some dresses,of threads,dresses,threads,The young actress admired some dresses of threads that MASKTOKEN so beautiful.,The young actress admired some dresses of threads that,$PL,The young actress admired some dresses of threads that,0.3141179292161853,0.38479594007196205,0.256158065538337,0.3142767250231664,0.3367108506394636,0.29938903039465714,0.408660717855982,0.30112599080361413,0.36275371171665505,0.29349733512142673,0.3081948918148161,0.37834791895435416,0.34055685832813687,0.3438665517362587,0.31500496137005385,0.3858379156093401,0.3671972457962278,0.3680683885176421,0.31336254293639865,0.38468862972812623,0.4270097220988829,0.22702517160125302,0.2113707110841081,0.34381554706391526,0.3178452850329059
8,English,A1,substance,indef,0.12,low,pl,1,1,a dress,of threads,dress,threads,The young actress admired a dress of threads that MASKTOKEN so beautiful.,The young actress admired a dress of threads that,$PL,The young actress admired a dress of threads that,0.23298282792151337,0.27954006302160916,0.18900783483596362,0.18501650375010392,0.21653143785785978,0.12577357933132483,0.22057717557555545,0.22461500170941706,0.21651878476490793,0.22131975617375232,0.17915100490069058,0.29873068180316054,0.21415748051675898,0.20395488552907004,0.17797094271980463,0.2691035634738519,0.26170679634482763,0.17310742448536942,0.22682604223297842,0.24591158882412145,0.26016014681137367,0.11736200954615827,0.13064000208302673,0.2162461861876661,0.19918514012056754
8,English,A1,substance,indef,0.12,high,pl,1,1,some dresses,of thread,dresses,thread,The young actress admired some dresses of thread that MASKTOKEN so beautiful.,The young actress admired some dresses of thread that,$PL,The young actress admired some dresses of thread that,0.16671639996371246,0.1635535155176555,0.1537198754862774,0.167821514365059,0.14330065134984737,0.22392015806273946,0.20063381761326582,0.09250997944000794,0.15262521559604636,0.09628671940013778,0.11952896823740744,0.1971540196383259,0.1494552384036929,0.14515968114723599,0.18890943613797617,0.24927485780465286,0.21159772329771087,0.1630236896908368,0.2036074506998795,0.13468108677270507,0.2538328136353023,0.09031253496479374,0.07525305104013569,0.2115871739655173,0.13251467973529252
1,English,A2,quantity,noAdj,0.16,ambi,sg,0,0,the glass,of water,glass,water,John asked for the glass of water that MASKTOKEN on the table.,John asked for the glass of water that,$SG,John asked for the glass of water that,0.18400821663786293,0.145925433116616,0.1265398817765524,0.1089074361219069,0.17746453213121738,0.18015160123991159,0.08527428618656785,0.15141850598564233,0.2655995708866481,0.15601412431344275,0.1000092888866484,0.05443316309769486,0.21133637160888252,0.1232372194343494,0.1120935437298769,0.1608391430693734,0.0880613007529476,0.12462552922845394,0.26251129394296857,0.15955432002324477,0.1382324428854247,0.1538493439869999,0.15739623516398815,0.19107193374565634,0.1587494525872173
1,English,A2,quantity,noAdj,0.16,low,sg,0,0,the glasses,of water,glasses,water,John asked for the glasses of water that MASKTOKEN on the table.,John asked for the glasses of water that,$SG,John asked for the glasses of water that,0.1348511622983597,0.13582641736652667,0.137729699144729,0.07375959739749227,0.1380620921361837,0.09702834084800216,0.08148421017995178,0.057368927352779764,0.14382891661907138,0.10369034390412413,0.06989666070266631,0.04016337870324804,0.12895980535845908,0.08329669598018441,0.049485365044709795,0.11478527989765919,0.06141702054544673,0.09512864458028059,0.10099489302304265,0.1038335400690551,0.09781280038788331,0.1707624356225108,0.09864285150510943,0.11163127394655614,0.09088956863242448
1,English,A2,quantity,noAdj,0.16,high,sg,0,0,the glass,of waters,glass,waters,John asked for the glass of waters that MASKTOKEN on the table.,John asked for the glass of waters that,$SG,John asked for the glass of waters that,0.08658435918272334,0.04109190775691118,0.04636479471347066,0.027687594555679595,0.08383261060566483,0.05731297071799446,0.07161465928227884,0.03141690612361003,0.07578912575556807,0.09577771943435387,0.05134447257173447,0.059265867302400466,0.09641914050303768,0.06757777391775832,0.020768754762400476,0.050457353907415126,0.03259909226244595,0.059832865824640535,0.03838255790873779,0.10331745158081507,0.08494507780086025,0.06584781408041618,0.07752577317431886,0.07653977788548172,0.07617413483618041
1,English,A2,quantity,noAdj,0.16,ambi,pl,0,0,the glasses,of waters,glasses,waters,John asked for the glasses of waters that MASKTOKEN on the table.,John asked for the glasses of waters that,$PL,John asked for the glasses of waters that,0.23183021647463287,0.1907091417242981,0.11838360873790066,0.043073583349817035,0.13684367948989973,0.19994476606519385,0.21343404412911937,0.10000796159095415,0.07929940978178251,0.11497580736907054,0.08885302613982127,0.07953853764129803,0.07460894166656118,0.08324653234630475,0.21468807220341546,0.1185554630232808,0.10490835425742517,0.1034950808141275,0.2203486752228283,0.085935526681304,0.1813714997417435,0.17617644800100773,0.05373946384279549,0.10798967974716334,0.22528568646917435
1,English,A2,quantity,noAdj,0.16,low,pl,0,0,the glass,of waters,glass,waters,John asked for the glass of waters that MASKTOKEN on the table.,John asked for the glass of waters that,$PL,John asked for the glass of waters that,0.14476625892217498,0.1405068141878445,0.05063051778407157,0.017237219085716404,0.08518281925185178,0.09739162950985047,0.0861523936122488,0.09743977930235559,0.1143038342069822,0.06477381493823309,0.0857956382905325,0.04207912028940797,0.07197975970008486,0.05279147931632977,0.1652760889416811,0.0627238045996723,0.04852087102075231,0.07102433525604823,0.19456696213731117,0.053162939972718704,0.1006742184103473,0.0701680970693177,0.03712486212137556,0.08430558862668569,0.18465954871416201
1,English,A2,quantity,noAdj,0.16,high,pl,0,0,the glasses,of water,glasses,water,John asked for the glasses of water that MASKTOKEN on the table.,John asked for the glasses of water that,$PL,John asked for the glasses of water that,0.09225918530249433,0.06824790606292108,0.0798516489597354,0.06662748516857242,0.10159839010203742,0.130642789340774,0.15544605794382527,0.07794605419213241,0.09322874447811813,0.08485805398813007,0.06820494497724294,0.06063906890537041,0.05064985217903839,0.10156414166534589,0.11136780370920007,0.10034339906516543,0.06768028126475834,0.07418111647547931,0.07707030350426758,0.08335417349847063,0.11092508069762985,0.08404432664705164,0.03593595475917333,0.08189681052542719,0.12854880550898962
1,English,A2,quantity,NP1Adj,0.16,ambi,sg,0,0,the clear glass,of water,glass,water,John asked for the clear glass of water that MASKTOKEN on the table.,John asked for the clear glass of water that,$SG,John asked for the clear glass of water that,0.1944993161962736,0.13995739392682105,0.1171640752511065,0.19426613323259367,0.18510558604306881,0.17511502579650795,0.11867568144846574,0.18528874905980608,0.26755170098540937,0.13512219977895246,0.07905613864468419,0.06220698976984096,0.21044929807972146,0.13562307792365047,0.11187894577277468,0.2037582124931232,0.15552051971032554,0.15951013896507416,0.20567061083528415,0.15962281087787122,0.09245083415011113,0.20155049421486915,0.16067640527154747,0.17273353627194465,0.16271259561212892
1,English,A2,quantity,NP1Adj,0.16,low,sg,0,0,the clear glasses,of water,glasses,water,John asked for the clear glasses of water that MASKTOKEN on the table.,John asked for the clear glasses of water that,$SG,John asked for the clear glasses of water that,0.16069178967839282,0.12599035481348575,0.1305255584911187,0.13360993674436017,0.1425471612253939,0.07567431222507892,0.08325384143425119,0.09681965304594708,0.12329221750105646,0.10897675811063912,0.04931698119332495,0.039164021608282695,0.12977456310828295,0.08191458767243276,0.04930308381046089,0.15518800019078194,0.09015484254362072,0.12190120060310239,0.09244299114323784,0.10714082753945942,0.07157992182183204,0.16601336901001096,0.12902646065808154,0.09785498435704021,0.10532388410971727
1,English,A2,quantity,NP1Adj,0.16,high,sg,0,0,the clear glass,of waters,glass,waters,John asked for the clear glass of waters that MASKTOKEN on the table.,John asked for the clear glass of waters that,$SG,John asked for the clear glass of waters that,0.08649104314292089,0.04365112934418214,0.04380112207551434,0.055840416838446316,0.08981278336011833,0.07020127285186817,0.0728335368637758,0.03504976644502911,0.07096269385835186,0.07338677989096754,0.02973999150357498,0.05364661149612715,0.09924012448729513,0.07682698997579962,0.023054860780748143,0.067174366888203,0.05898491751839785,0.07519297769863087,0.035105727861677316,0.10152426112544166,0.05793045523160423,0.05792192601164814,0.07425098008382314,0.0683035928243294,0.07919073536370114
1,English,A2,quantity,NP1Adj,0.16,ambi,pl,0,0,the clear glasses,of waters,glasses,waters,John asked for the clear glasses of waters that MASKTOKEN on the table.,John asked for the clear glasses of waters that,$PL,John asked for the clear glasses of waters that,0.22097708306912178,0.18058517780603722,0.11813522952280309,0.09399736604459186,0.16497013581766673,0.2167165533142601,0.26235323434237934,0.15845532231464787,0.21002151936937707,0.08749489110342523,0.12458144944527794,0.07348652608307304,0.14197321706759425,0.10813632695208497,0.246875991621053,0.15804581211227564,0.15205616974762393,0.14290318071530095,0.20768136256236858,0.15603288267877602,0.1665984388643693,0.19237438462679268,0.07297367474659744,0.1728100182258281,0.22488376742223082
1,English,A2,quantity,NP1Adj,0.16,low,pl,0,0,the clear glass,of waters,glass,waters,John asked for the clear glass of waters that MASKTOKEN on the table.,John asked for the clear glass of waters that,$PL,John asked for the clear glass of waters that,0.1618610663488047,0.14285955374791115,0.047653569444474186,0.03178480081834856,0.07622154438491435,0.0845586772631215,0.09956363176315008,0.13657449503482155,0.1541639327278972,0.0528062253807029,0.08218997741396517,0.037418824343475876,0.07879120375519477,0.0545027564573779,0.15478225508823584,0.08890921056347345,0.07799490655408192,0.08143768613912528,0.1689065002900101,0.0774393011128609,0.07895070750829447,0.1334443301546262,0.03779946032448045,0.06810909152134847,0.155738444204637
1,English,A2,quantity,NP1Adj,0.16,high,pl,0,0,the clear glasses,of water,glasses,water,John asked for the clear glasses of water that MASKTOKEN on the table.,John asked for the clear glasses of water that,$PL,John asked for the clear glasses of water that,0.07015615893616467,0.06732885214736939,0.08407938399252046,0.07772910568335867,0.1029710408816058,0.16265019135530245,0.17296932552701927,0.11355100622677838,0.09339467149411718,0.06938472140726315,0.08878532878731649,0.05997984769161846,0.06321088566321009,0.11263132985970081,0.1202734122784932,0.08183068207176847,0.10930865642699583,0.09494182191322054,0.0774108744502211,0.08681892677893188,0.10312691664092632,0.09648137174803195,0.04457262516669536,0.09733125991097769,0.10516666004890585
1,English,A2,quantity,NP2Adj,0.16,ambi,sg,0,0,the glass,of clear water,glass,water,John asked for the glass of clear water that MASKTOKEN on the table.,John asked for the glass of clear water that,$SG,John asked for the glass of clear water that,0.17823802639553066,0.16646547048137927,0.09848968260546354,0.14541353124110756,0.1435456874617027,0.17399617914871168,0.1031955970586873,0.20507257030462966,0.2615540952616371,0.14602072522188614,0.05848416476285978,0.040198308662752424,0.20803744741422303,0.15416812696448012,0.11164445259537636,0.21778295606848141,0.093341962021805,0.12784731338300226,0.23705250727500093,0.17258509943727462,0.1592618922381055,0.12373878646925895,0.14545630328980952,0.18012890987966879,0.15913007042088267
1,English,A2,quantity,NP2Adj,0.16,low,sg,0,0,the glasses,of clear water,glasses,water,John asked for the glasses of clear water that MASKTOKEN on the table.,John asked for the glasses of clear water that,$SG,John asked for the glasses of clear water that,0.1250832294036457,0.14195965526778842,0.10083285338981618,0.087501416129383,0.12537194423163456,0.10319059926921392,0.08339088806488437,0.126591927024176,0.15228644609433672,0.11818774941215215,0.04500831783430437,0.06267437419128896,0.13071395760611626,0.13308340729895818,0.09110738872414359,0.18169702118077735,0.0692417579272746,0.08571717479632923,0.10093158990036821,0.11468402915852227,0.12715496421146444,0.14708835515638263,0.10236199362283704,0.13282220125386335,0.1128797494257574
