item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/DeepESP/gpt2-spanish_prob,/data/mrm8488/spanish-gpt2_prob
8,Spanish,B1,kinship,def,0.45,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,0.24195099922075514,0.35210681998051996
8,Spanish,B1,kinship,def,0.45,low,sg,1,0,los hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que,0.07967063949039854,0.13359840104220666
8,Spanish,B1,kinship,def,0.45,high,sg,1,0,el hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que,$ES_SG,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que,0.054911828506813976,0.10144147067143194
8,Spanish,B1,kinship,def,0.45,ambi,pl,1,0,los hermanos,de los estudiantes extranjeros,hermanos,extranjeros,A todos nuestros amigos les gustaba los hermanos de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba los hermanos de los estudiantes extranjeros que,0.21426019427921972,0.38391305488353566
8,Spanish,B1,kinship,def,0.45,low,pl,1,0,el hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba el hermano de los estudiantes extranjeros que,0.17951201648681803,0.3158297600697324
8,Spanish,B1,kinship,def,0.45,high,pl,1,0,los hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que,$ES_PL,A todos nuestros amigos les gustaba los hermanos del estudiante extranjero que,0.17876342547945967,0.2156068199751644
8,Spanish,B1,kinship,NP1indef,0.45,ambi,sg,1,0,un hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba un hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba un hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba un hermano del estudiante extranjero que,0.24480025805069872,0.30175063279062897
8,Spanish,B1,kinship,NP1indef,0.45,low,sg,1,0,unos hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que,0.054922468351787046,0.11838934462961959
8,Spanish,B1,kinship,NP1indef,0.45,high,sg,1,0,un hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que,$ES_SG,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que,0.10156459656534622,0.1742183635676895
8,Spanish,B1,kinship,NP1indef,0.45,ambi,pl,1,0,unos hermanos,de los estudiantes extranjeros,hermanos,extranjeros,A todos nuestros amigos les gustaba unos hermanos de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba unos hermanos de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba unos hermanos de los estudiantes extranjeros que,0.22749271768924473,0.3580685028997834
8,Spanish,B1,kinship,NP1indef,0.45,low,pl,1,0,un hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que,0.13506925314514717,0.19461465165130676
8,Spanish,B1,kinship,NP1indef,0.45,high,pl,1,0,unos hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que,$ES_PL,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que,0.2031499364158691,0.23952820392227636
8,Spanish,B1,kinship,NP2indef,0.45,ambi,sg,1,0,el hermano,de un estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano de un estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de un estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano de un estudiante extranjero que,0.21754222267018264,0.4297545162949348
8,Spanish,B1,kinship,NP2indef,0.45,low,sg,1,0,los hermanos,de un estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que,0.16170347386122863,0.28832681391594406
8,Spanish,B1,kinship,NP2indef,0.45,high,sg,1,0,el hermano,de unos estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que,$ES_SG,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que,0.022991993391955567,0.059244676696966536
8,Spanish,B1,kinship,NP2indef,0.45,ambi,pl,1,0,los hermanos,de unos estudiantes extranjeros,hermanos,extranjeros,A todos nuestros amigos les gustaba los hermanos de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de unos estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba los hermanos de unos estudiantes extranjeros que,0.22235099667868496,0.3898998101279574
8,Spanish,B1,kinship,NP2indef,0.45,low,pl,1,0,el hermano,de unos estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que,0.22081311851837881,0.40312222843605383
8,Spanish,B1,kinship,NP2indef,0.45,high,pl,1,0,los hermanos,de un estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que,$ES_PL,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que,0.038756936398232966,0.08781138871218275
9,Spanish,B1,kinship,def,0.07,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que,0.16449059810310374,0.34342334511419637
9,Spanish,B1,kinship,def,0.07,low,sg,1,1,las madres,de la muchacha,madres,muchacha,Estábamos preocupados por las madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de la muchacha que,$ES_SG,Estábamos preocupados por las madres de la muchacha que,0.11809672708637464,0.31291774281492124
9,Spanish,B1,kinship,def,0.07,high,sg,1,1,la madre,de las muchachas,madre,muchachas,Estábamos preocupados por la madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de las muchachas que,$ES_SG,Estábamos preocupados por la madre de las muchachas que,0.048141624361385915,0.0336372941325731
9,Spanish,B1,kinship,def,0.07,ambi,pl,1,1,las madres,de las muchachas,madres,muchachas,Estábamos preocupados por las madres de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por las madres de las muchachas que,$ES_PL,Estábamos preocupados por las madres de las muchachas que,0.20677268616535116,0.5026760867972015
9,Spanish,B1,kinship,def,0.07,low,pl,1,1,la madre,de las muchachas,madre,muchachas,Estábamos preocupados por la madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de las muchachas que,$ES_PL,Estábamos preocupados por la madre de las muchachas que,0.15999548756505533,0.3801658820278533
9,Spanish,B1,kinship,def,0.07,high,pl,1,1,las madres,de la muchacha,madres,muchacha,Estábamos preocupados por las madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de la muchacha que,$ES_PL,Estábamos preocupados por las madres de la muchacha que,0.04904195169818237,0.032752130167915006
9,Spanish,B1,kinship,NP1indef,0.07,ambi,sg,1,1,una madre,de la muchacha,madre,muchacha,Estábamos preocupados por una madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por una madre de la muchacha que,$ES_SG,Estábamos preocupados por una madre de la muchacha que,0.1534739882765539,0.39824542169471044
9,Spanish,B1,kinship,NP1indef,0.07,low,sg,1,1,unas madres,de la muchacha,madres,muchacha,Estábamos preocupados por unas madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por unas madres de la muchacha que,$ES_SG,Estábamos preocupados por unas madres de la muchacha que,0.03225456255614567,0.2849253881488778
9,Spanish,B1,kinship,NP1indef,0.07,high,sg,1,1,una madre,de las muchachas,madre,muchachas,Estábamos preocupados por una madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por una madre de las muchachas que,$ES_SG,Estábamos preocupados por una madre de las muchachas que,0.08670490885155502,0.14651285792383817
9,Spanish,B1,kinship,NP1indef,0.07,ambi,pl,1,1,unas madres,de las muchachas,madres,muchachas,Estábamos preocupados por unas madres de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por unas madres de las muchachas que,$ES_PL,Estábamos preocupados por unas madres de las muchachas que,0.18332028205213646,0.4205359763752341
9,Spanish,B1,kinship,NP1indef,0.07,low,pl,1,1,una madre,de las muchachas,madre,muchachas,Estábamos preocupados por una madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por una madre de las muchachas que,$ES_PL,Estábamos preocupados por una madre de las muchachas que,0.08150500803779437,0.26115505964118313
9,Spanish,B1,kinship,NP1indef,0.07,high,pl,1,1,unas madres,de la muchacha,madres,muchacha,Estábamos preocupados por unas madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por unas madres de la muchacha que,$ES_PL,Estábamos preocupados por unas madres de la muchacha que,0.1301497396823521,0.07412327188437473
9,Spanish,B1,kinship,NP2indef,0.07,ambi,sg,1,1,la madre,de una muchacha,madre,muchacha,Estábamos preocupados por la madre de una muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de una muchacha que,$ES_SG,Estábamos preocupados por la madre de una muchacha que,0.1756959307291286,0.4881536556317272
9,Spanish,B1,kinship,NP2indef,0.07,low,sg,1,1,las madres,de una muchacha,madres,muchacha,Estábamos preocupados por las madres de una muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de una muchacha que,$ES_SG,Estábamos preocupados por las madres de una muchacha que,0.17206979121790855,0.4658444458270452
9,Spanish,B1,kinship,NP2indef,0.07,high,sg,1,1,la madre,de unas muchachas,madre,muchachas,Estábamos preocupados por la madre de unas muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de unas muchachas que,$ES_SG,Estábamos preocupados por la madre de unas muchachas que,0.013985034270409313,0.03415342843272806
9,Spanish,B1,kinship,NP2indef,0.07,ambi,pl,1,1,las madres,de unas muchachas,madres,muchachas,Estábamos preocupados por las madres de unas muchachas que MASKTOKEN al hospital.,Estábamos preocupados por las madres de unas muchachas que,$ES_PL,Estábamos preocupados por las madres de unas muchachas que,0.18550664056595423,0.5437840579436042
9,Spanish,B1,kinship,NP2indef,0.07,low,pl,1,1,la madre,de unas muchachas,madre,muchachas,Estábamos preocupados por la madre de unas muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de unas muchachas que,$ES_PL,Estábamos preocupados por la madre de unas muchachas que,0.1940823381158836,0.519806889045622
9,Spanish,B1,kinship,NP2indef,0.07,high,pl,1,1,las madres,de una muchacha,madres,muchacha,Estábamos preocupados por las madres de una muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de una muchacha que,$ES_PL,Estábamos preocupados por las madres de una muchacha que,0.005830830568951839,0.013827182586306996
1,Spanish,B2,functional,def,0.11,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que,0.149768057856825,0.2652238420719044
1,Spanish,B2,functional,def,0.11,low,sg,0,1,a los ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes del ministro que,$ES_SG,La explosión ensordeció a los ayudantes del ministro que,0.05913384938671484,0.026384029395777553
1,Spanish,B2,functional,def,0.11,high,sg,0,1,al ayudante,de los ministros,ayudante,ministros,La explosión ensordeció al ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de los ministros que,$ES_SG,La explosión ensordeció al ayudante de los ministros que,0.07969919551035787,0.06011794765353784
1,Spanish,B2,functional,def,0.11,ambi,pl,0,1,a los ayudantes,de los ministros,ayudantes,ministros,La explosión ensordeció a los ayudantes de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes de los ministros que,$ES_PL,La explosión ensordeció a los ayudantes de los ministros que,0.19158563449469312,0.22884788914925025
1,Spanish,B2,functional,def,0.11,low,pl,0,1,al ayudante,de los ministros,ayudante,ministros,La explosión ensordeció al ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de los ministros que,$ES_PL,La explosión ensordeció al ayudante de los ministros que,0.06829827818361878,0.16882689558286756
1,Spanish,B2,functional,def,0.11,high,pl,0,1,a los ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes del ministro que,$ES_PL,La explosión ensordeció a los ayudantes del ministro que,0.08817943100547865,0.18284471189487306
1,Spanish,B2,functional,NP1indef,0.11,ambi,sg,0,1,a un ayudante,del ministro,ayudante,ministro,La explosión ensordeció a un ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a un ayudante del ministro que,$ES_SG,La explosión ensordeció a un ayudante del ministro que,0.16986271374239692,0.2849327601622136
1,Spanish,B2,functional,NP1indef,0.11,low,sg,0,1,a unos ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a unos ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a unos ayudantes del ministro que,$ES_SG,La explosión ensordeció a unos ayudantes del ministro que,0.01043188898925873,0.018109014477675434
1,Spanish,B2,functional,NP1indef,0.11,high,sg,0,1,a un ayudante,de los ministros,ayudante,ministros,La explosión ensordeció a un ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a un ayudante de los ministros que,$ES_SG,La explosión ensordeció a un ayudante de los ministros que,0.10597618384014496,0.09081174876946108
1,Spanish,B2,functional,NP1indef,0.11,ambi,pl,0,1,a unos ayudantes,de los ministros,ayudantes,ministros,La explosión ensordeció a unos ayudantes de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a unos ayudantes de los ministros que,$ES_PL,La explosión ensordeció a unos ayudantes de los ministros que,0.1867500323306075,0.27900726876742965
1,Spanish,B2,functional,NP1indef,0.11,low,pl,0,1,a un ayudante,de los ministros,ayudante,ministros,La explosión ensordeció a un ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a un ayudante de los ministros que,$ES_PL,La explosión ensordeció a un ayudante de los ministros que,0.06341307205127578,0.1670773737443625
1,Spanish,B2,functional,NP1indef,0.11,high,pl,0,1,a unos ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a unos ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a unos ayudantes del ministro que,$ES_PL,La explosión ensordeció a unos ayudantes del ministro que,0.15528170480991577,0.22992932131557353
1,Spanish,B2,functional,NP2indef,0.11,ambi,sg,0,1,al ayudante,de un ministro,ayudante,ministro,La explosión ensordeció al ayudante de un ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de un ministro que,$ES_SG,La explosión ensordeció al ayudante de un ministro que,0.1791817238359954,0.2920427599159723
1,Spanish,B2,functional,NP2indef,0.11,low,sg,0,1,a los ayudantes,de un ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes de un ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes de un ministro que,$ES_SG,La explosión ensordeció a los ayudantes de un ministro que,0.158459230119945,0.21907693367604963
1,Spanish,B2,functional,NP2indef,0.11,high,sg,0,1,al ayudante,de unos ministros,ayudante,ministros,La explosión ensordeció al ayudante de unos ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de unos ministros que,$ES_SG,La explosión ensordeció al ayudante de unos ministros que,0.02152634844403778,0.017826944722107108
1,Spanish,B2,functional,NP2indef,0.11,ambi,pl,0,1,a los ayudantes,de unos ministros,ayudantes,ministros,La explosión ensordeció a los ayudantes de unos ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes de unos ministros que,$ES_PL,La explosión ensordeció a los ayudantes de unos ministros que,0.17118415424212685,0.24123622097837938
1,Spanish,B2,functional,NP2indef,0.11,low,pl,0,1,al ayudante,de unos ministros,ayudante,ministros,La explosión ensordeció al ayudante de unos ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de unos ministros que,$ES_PL,La explosión ensordeció al ayudante de unos ministros que,0.16135355730494894,0.26419275721562485
1,Spanish,B2,functional,NP2indef,0.11,high,pl,0,1,a los ayudantes,de un ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes de un ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes de un ministro que,$ES_PL,La explosión ensordeció a los ayudantes de un ministro que,0.007148821923790294,0.04597892035430462
2,Spanish,B2,functional,def,0.55,ambi,sg,1,0,al ayudante,del actor,ayudante,actor,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante del actor que,$ES_SG,La policía también detuvo al ayudante del actor que,0.20699412754666469,0.3473936138027369
2,Spanish,B2,functional,def,0.55,low,sg,1,0,a los ayudantes,del actor,ayudantes,actor,La policía también detuvo a los ayudantes del actor que MASKTOKEN en la empresa. ,La policía también detuvo a los ayudantes del actor que,$ES_SG,La policía también detuvo a los ayudantes del actor que,0.20560397325227342,0.026348434838872947
2,Spanish,B2,functional,def,0.55,high,sg,1,0,al ayudante,de los actores,ayudante,actores,La policía también detuvo al ayudante de los actores que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante de los actores que,$ES_SG,La policía también detuvo al ayudante de los actores que,0.10063120178972262,0.15591824183909608
2,Spanish,B2,functional,def,0.55,ambi,pl,1,0,a los ayudantes,de los actores,ayudantes,actores,La policía también detuvo a los ayudantes de los actores que MASKTOKEN en la empresa. ,La policía también detuvo a los ayudantes de los actores que,$ES_PL,La policía también detuvo a los ayudantes de los actores que,0.31510192610000587,0.3219076880959051
2,Spanish,B2,functional,def,0.55,low,pl,1,0,al ayudante,de los actores,ayudante,actores,La policía también detuvo al ayudante de los actores que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante de los actores que,$ES_PL,La policía también detuvo al ayudante de los actores que,0.14740371040229405,0.1507103191734558
2,Spanish,B2,functional,def,0.55,high,pl,1,0,a los ayudantes,del actor,ayudantes,actor,La policía también detuvo a los ayudantes del actor que MASKTOKEN en la empresa. ,La policía también detuvo a los ayudantes del actor que,$ES_PL,La policía también detuvo a los ayudantes del actor que,0.016274170070374794,0.3108456352221367
2,Spanish,B2,functional,NP1indef,0.55,ambi,sg,1,0,a un ayudante,del actor,ayudante,actor,La policía también detuvo a un ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo a un ayudante del actor que,$ES_SG,La policía también detuvo a un ayudante del actor que,0.2535484229291889,0.37646083804871466
2,Spanish,B2,functional,NP1indef,0.55,low,sg,1,0,a unos ayudantes,del actor,ayudantes,actor,La policía también detuvo a unos ayudantes del actor que MASKTOKEN en la empresa. ,La policía también detuvo a unos ayudantes del actor que,$ES_SG,La policía también detuvo a unos ayudantes del actor que,0.08676750690050028,0.023170265211298613
2,Spanish,B2,functional,NP1indef,0.55,high,sg,1,0,a un ayudante,de los actores,ayudante,actores,La policía también detuvo a un ayudante de los actores que MASKTOKEN en la empresa. ,La policía también detuvo a un ayudante de los actores que,$ES_SG,La policía también detuvo a un ayudante de los actores que,0.13450850606746023,0.22659572598680455
2,Spanish,B2,functional,NP1indef,0.55,ambi,pl,1,0,a unos ayudantes,de los actores,ayudantes,actores,La policía también detuvo a unos ayudantes de los actores que MASKTOKEN en la empresa. ,La policía también detuvo a unos ayudantes de los actores que,$ES_PL,La policía también detuvo a unos ayudantes de los actores que,0.32226518724490916,0.3313644616908391
2,Spanish,B2,functional,NP1indef,0.55,low,pl,1,0,a un ayudante,de los actores,ayudante,actores,La policía también detuvo a un ayudante de los actores que MASKTOKEN en la empresa. ,La policía también detuvo a un ayudante de los actores que,$ES_PL,La policía también detuvo a un ayudante de los actores que,0.1382206414305891,0.11518870448486496
2,Spanish,B2,functional,NP1indef,0.55,high,pl,1,0,a unos ayudantes,del actor,ayudantes,actor,La policía también detuvo a unos ayudantes del actor que MASKTOKEN en la empresa. ,La policía también detuvo a unos ayudantes del actor que,$ES_PL,La policía también detuvo a unos ayudantes del actor que,0.16300588040058273,0.3151866308397473
2,Spanish,B2,functional,NP2indef,0.55,ambi,sg,1,0,al ayudante,de un actor,ayudante,actor,La policía también detuvo al ayudante de un actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante de un actor que,$ES_SG,La policía también detuvo al ayudante de un actor que,0.2547870047674863,0.3633034700539639
2,Spanish,B2,functional,NP2indef,0.55,low,sg,1,0,a los ayudantes,de un actor,ayudantes,actor,La policía también detuvo a los ayudantes de un actor que MASKTOKEN en la empresa. ,La policía también detuvo a los ayudantes de un actor que,$ES_SG,La policía también detuvo a los ayudantes de un actor que,0.24336764014446288,0.13185653831965993
2,Spanish,B2,functional,NP2indef,0.55,high,sg,1,0,al ayudante,de unos actores,ayudante,actores,La policía también detuvo al ayudante de unos actores que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante de unos actores que,$ES_SG,La policía también detuvo al ayudante de unos actores que,0.04903520531464878,0.12348373961991399
2,Spanish,B2,functional,NP2indef,0.55,ambi,pl,1,0,a los ayudantes,de unos actores,ayudantes,actores,La policía también detuvo a los ayudantes de unos actores que MASKTOKEN en la empresa. ,La policía también detuvo a los ayudantes de unos actores que,$ES_PL,La policía también detuvo a los ayudantes de unos actores que,0.3070209569413507,0.3467900988881638
2,Spanish,B2,functional,NP2indef,0.55,low,pl,1,0,al ayudante,de unos actores,ayudante,actores,La policía también detuvo al ayudante de unos actores que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante de unos actores que,$ES_PL,La policía también detuvo al ayudante de unos actores que,0.24349119430910804,0.23082161067091533
2,Spanish,B2,functional,NP2indef,0.55,high,pl,1,0,a los ayudantes,de un actor,ayudantes,actor,La policía también detuvo a los ayudantes de un actor que MASKTOKEN en la empresa. ,La policía también detuvo a los ayudantes de un actor que,$ES_PL,La policía también detuvo a los ayudantes de un actor que,0.006015826778926758,0.20394678237391872
3,Spanish,B2,functional,def,0.33,ambi,sg,1,1,al asistente,del director,asistente,director,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente del director que,$ES_SG,El mes que viene envían al extranjero al asistente del director que,0.47528400354019595,0.39263149741748293
3,Spanish,B2,functional,def,0.33,low,sg,1,1,a los asistentes,del director,asistentes,director,El mes que viene envían al extranjero a los asistentes del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a los asistentes del director que,$ES_SG,El mes que viene envían al extranjero a los asistentes del director que,0.11662305800112449,0.027224759237427065
3,Spanish,B2,functional,def,0.33,high,sg,1,1,al asistente,de los directores,asistente,directores,El mes que viene envían al extranjero al asistente de los directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente de los directores que,$ES_SG,El mes que viene envían al extranjero al asistente de los directores que,0.2817000029946257,0.2543391726410391
3,Spanish,B2,functional,def,0.33,ambi,pl,1,1,a los asistentes,de los directores,asistentes,directores,El mes que viene envían al extranjero a los asistentes de los directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a los asistentes de los directores que,$ES_PL,El mes que viene envían al extranjero a los asistentes de los directores que,0.6944672632683933,0.5126355155340718
3,Spanish,B2,functional,def,0.33,low,pl,1,1,al asistente,de los directores,asistente,directores,El mes que viene envían al extranjero al asistente de los directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente de los directores que,$ES_PL,El mes que viene envían al extranjero al asistente de los directores que,0.3202750987984473,0.20480738884455718
3,Spanish,B2,functional,def,0.33,high,pl,1,1,a los asistentes,del director,asistentes,director,El mes que viene envían al extranjero a los asistentes del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a los asistentes del director que,$ES_PL,El mes que viene envían al extranjero a los asistentes del director que,0.4759684279716794,0.435059578932794
3,Spanish,B2,functional,NP1indef,0.33,ambi,sg,1,1,a un asistente,del director,asistente,director,El mes que viene envían al extranjero a un asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a un asistente del director que,$ES_SG,El mes que viene envían al extranjero a un asistente del director que,0.49019892545436505,0.3666056792673089
3,Spanish,B2,functional,NP1indef,0.33,low,sg,1,1,a unos asistentes,del director,asistentes,director,El mes que viene envían al extranjero a unos asistentes del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a unos asistentes del director que,$ES_SG,El mes que viene envían al extranjero a unos asistentes del director que,0.031402988187686276,0.02163654357642031
3,Spanish,B2,functional,NP1indef,0.33,high,sg,1,1,a un asistente,de los directores,asistente,directores,El mes que viene envían al extranjero a un asistente de los directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a un asistente de los directores que,$ES_SG,El mes que viene envían al extranjero a un asistente de los directores que,0.33268782693517096,0.2781652645247732
3,Spanish,B2,functional,NP1indef,0.33,ambi,pl,1,1,a unos asistentes,de los directores,asistentes,directores,El mes que viene envían al extranjero a unos asistentes de los directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a unos asistentes de los directores que,$ES_PL,El mes que viene envían al extranjero a unos asistentes de los directores que,0.69067408090973,0.5270545632067467
3,Spanish,B2,functional,NP1indef,0.33,low,pl,1,1,a un asistente,de los directores,asistente,directores,El mes que viene envían al extranjero a un asistente de los directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a un asistente de los directores que,$ES_PL,El mes que viene envían al extranjero a un asistente de los directores que,0.2533442211309307,0.1106443745374861
