item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/bert-base-uncased_surp,/data/roberta-base_surp
16,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fairy,f,f,the woman expected that the fairy would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the woman expected that the fairy would blame,him,the woman expected that the fairy would blame MASKTOKEN when the curse of the secret treasure was unleashed.,5.9492411613464355,3.430645227432251
16,1,Common Nouns,Match_Match,Match,Match,his,man,pirate,m,m,the man expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the man expected that the pirate would blame,his,the man expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,0.3186749219894409,0.08197551965713501
16,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fairy,m,f,the man expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the man expected that the fairy would blame,his,the man expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,0.32559242844581604,0.1372416466474533
16,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,pirate,f,m,the woman expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the woman expected that the pirate would blame,his,the woman expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,3.3181228637695312,1.819012999534607
16,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fairy,f,f,the woman expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the woman expected that the fairy would blame,his,the woman expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,5.120274066925049,5.6552653312683105
17,1,Common Nouns,Match_Match,Match,Match,him,man,sound engineer,m,m,the man ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the man ensured that the sound engineer had prepared,him,the man ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,1.2132234573364258,1.0668760538101196
17,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the man ensured that the dance instructor had prepared,him,the man ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,1.3409570455551147,0.5957234501838684
17,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,sound engineer,f,m,the woman ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the woman ensured that the sound engineer had prepared,him,the woman ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,2.681426763534546,3.867511510848999
17,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the woman ensured that the dance instructor had prepared,him,the woman ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,3.8440709114074707,5.228245258331299
17,1,Common Nouns,Match_Match,Match,Match,his,man,sound engineer,m,m,the man ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the man ensured that the sound engineer had prepared,his,the man ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,2.9021248817443848,3.1936864852905273
17,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the man ensured that the dance instructor had prepared,his,the man ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,2.4177067279815674,2.364581823348999
17,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,sound engineer,f,m,the woman ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the woman ensured that the sound engineer had prepared,his,the woman ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,4.847949028015137,4.451109886169434
17,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the woman ensured that the dance instructor had prepared,his,the woman ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,5.527248382568359,3.7919600009918213
18,1,Common Nouns,Match_Match,Match,Match,him,man,choir boy,m,m,the man feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the man feared that the choir boy would disappoint,him,the man feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,0.0936683714389801,0.16108019649982452
18,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,choir girl,m,f,the man feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the man feared that the choir girl would disappoint,him,the man feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,0.10862080007791519,0.05684472993016243
18,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,choir boy,f,m,the woman feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the woman feared that the choir boy would disappoint,him,the woman feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,4.321698188781738,7.9571213722229
18,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,choir girl,f,f,the woman feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the woman feared that the choir girl would disappoint,him,the woman feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,6.012447357177734,3.4634532928466797
18,1,Common Nouns,Match_Match,Match,Match,his,man,choir boy,m,m,the man feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the man feared that the choir boy would disappoint,his,the man feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,3.0933852195739746,5.024734973907471
18,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,choir girl,m,f,the man feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the man feared that the choir girl would disappoint,his,the man feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,5.086919784545898,7.30762243270874
18,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,choir boy,f,m,the woman feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the woman feared that the choir boy would disappoint,his,the woman feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,4.095095157623291,5.6059651374816895
18,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,choir girl,f,f,the woman feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the woman feared that the choir girl would disappoint,his,the woman feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,8.191096305847168,10.530975341796875
19,1,Common Nouns,Match_Match,Match,Match,him,man,wrestling coach,m,m,the man claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,the man claimed that the wrestling coach had pushed,him,the man claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,0.0659971833229065,0.05350567400455475
19,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,the man claimed that the dance instructor had pushed,him,the man claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,0.21416731178760529,0.085111603140831
19,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,wrestling coach,f,m,the woman claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,the woman claimed that the wrestling coach had pushed,him,the woman claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,3.545421600341797,7.541316032409668
19,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,the woman claimed that the dance instructor had pushed,him,the woman claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,2.866525173187256,8.608095169067383
19,1,Common Nouns,Match_Match,Match,Match,his,man,wrestling coach,m,m,the man claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,the man claimed that the wrestling coach had pushed,his,the man claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,2.612575054168701,2.050896406173706
19,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man claimed that the dance instructor had pushed MASKTOKEN team constantly for the sake of improving performance.,the man claimed that the dance instructor had pushed,his,the man claimed that the dance instructor had pushed MASKTOKEN team constantly for the sake of improving performance.,2.9427764415740967,1.7570611238479614
19,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,wrestling coach,f,m,the woman claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,the woman claimed that the wrestling coach had pushed,his,the woman claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,5.118566036224365,3.249901056289673
19,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman claimed that the dance instructor had pushed MASKTOKEN team constantly for the sake of improving performance.,the woman claimed that the dance instructor had pushed,his,the woman claimed that the dance instructor had pushed MASKTOKEN team constantly for the sake of improving performance.,5.876213550567627,3.7389378547668457
20,1,Common Nouns,Match_Match,Match,Match,him,man,sports fan,m,m,the man hoped that the sports fan would nominate MASKTOKEN promptly for the quality service award.,the man hoped that the sports fan would nominate,him,the man hoped that the sports fan would nominate MASKTOKEN promptly for the quality service award.,0.09054939448833466,0.1459425687789917
20,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,actress,m,f,the man hoped that the actress would nominate MASKTOKEN promptly for the quality service award.,the man hoped that the actress would nominate,him,the man hoped that the actress would nominate MASKTOKEN promptly for the quality service award.,0.44777247309684753,0.18618181347846985
20,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,sports fan,f,m,the woman hoped that the sports fan would nominate MASKTOKEN promptly for the quality service award.,the woman hoped that the sports fan would nominate,him,the woman hoped that the sports fan would nominate MASKTOKEN promptly for the quality service award.,4.593665599822998,3.265110492706299
20,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,actress,f,f,the woman hoped that the actress would nominate MASKTOKEN promptly for the quality service award.,the woman hoped that the actress would nominate,him,the woman hoped that the actress would nominate MASKTOKEN promptly for the quality service award.,4.2993245124816895,1.5359597206115723
20,1,Common Nouns,Match_Match,Match,Match,his,man,sports fan,m,m,the man hoped that the sports fan would nominate MASKTOKEN cashier promptly for the quality service award.,the man hoped that the sports fan would nominate,his,the man hoped that the sports fan would nominate MASKTOKEN cashier promptly for the quality service award.,3.132371664047241,3.4208481311798096
20,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,actress,m,f,the man hoped that the actress would nominate MASKTOKEN cashier promptly for the quality service award.,the man hoped that the actress would nominate,his,the man hoped that the actress would nominate MASKTOKEN cashier promptly for the quality service award.,4.8520307540893555,4.3989787101745605
20,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,sports fan,f,m,the woman hoped that the sports fan would nominate MASKTOKEN cashier promptly for the quality service award.,the woman hoped that the sports fan would nominate,his,the woman hoped that the sports fan would nominate MASKTOKEN cashier promptly for the quality service award.,8.516656875610352,4.940701484680176
20,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,actress,f,f,the woman hoped that the actress would nominate MASKTOKEN cashier promptly for the quality service award.,the woman hoped that the actress would nominate,his,the woman hoped that the actress would nominate MASKTOKEN cashier promptly for the quality service award.,10.016410827636719,7.0945963859558105
21,1,Common Nouns,Match_Match,Match,Match,him,man,bartender,m,m,the man knew that the bartender would protect MASKTOKEN despite public pressure to expose philandering politicians.,the man knew that the bartender would protect,him,the man knew that the bartender would protect MASKTOKEN despite public pressure to expose philandering politicians.,0.6307135820388794,0.06739217787981033
21,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dancer,m,f,the man knew that the dancer would protect MASKTOKEN despite public pressure to expose philandering politicians.,the man knew that the dancer would protect,him,the man knew that the dancer would protect MASKTOKEN despite public pressure to expose philandering politicians.,1.0120664834976196,0.1661495864391327
21,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,bartender,f,m,the woman knew that the bartender would protect MASKTOKEN despite public pressure to expose philandering politicians.,the woman knew that the bartender would protect,him,the woman knew that the bartender would protect MASKTOKEN despite public pressure to expose philandering politicians.,5.533991813659668,5.680375576019287
21,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dancer,f,f,the woman knew that the dancer would protect MASKTOKEN despite public pressure to expose philandering politicians.,the woman knew that the dancer would protect,him,the woman knew that the dancer would protect MASKTOKEN despite public pressure to expose philandering politicians.,4.924643039703369,4.697452068328857
21,1,Common Nouns,Match_Match,Match,Match,his,man,bartender,m,m,the man knew that the bartender would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the man knew that the bartender would protect,his,the man knew that the bartender would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,0.023956669494509697,0.12364260107278824
21,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dancer,m,f,the man knew that the dancer would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the man knew that the dancer would protect,his,the man knew that the dancer would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,0.08295723050832748,0.6700893044471741
21,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,bartender,f,m,the woman knew that the bartender would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the woman knew that the bartender would protect,his,the woman knew that the bartender would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,6.72619104385376,3.3758034706115723
21,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dancer,f,f,the woman knew that the dancer would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the woman knew that the dancer would protect,his,the woman knew that the dancer would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,8.391188621520996,3.511308431625366
22,1,Common Nouns,Match_Match,Match,Match,him,man,hip hop dancer,m,m,the man hoped that the hip hop dancer would teach MASKTOKEN amazing moves for any kind of music.,the man hoped that the hip hop dancer would teach,him,the man hoped that the hip hop dancer would teach MASKTOKEN amazing moves for any kind of music.,0.23931662738323212,0.07113170623779297
22,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,ballet dancer,m,f,the man hoped that the ballet dancer would teach MASKTOKEN amazing moves for any kind of music.,the man hoped that the ballet dancer would teach,him,the man hoped that the ballet dancer would teach MASKTOKEN amazing moves for any kind of music.,0.2950949966907501,0.087556391954422
22,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,hip hop dancer,f,m,the woman hoped that the hip hop dancer would teach MASKTOKEN amazing moves for any kind of music.,the woman hoped that the hip hop dancer would teach,him,the woman hoped that the hip hop dancer would teach MASKTOKEN amazing moves for any kind of music.,5.176570892333984,5.998744487762451
22,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,ballet dancer,f,f,the woman hoped that the ballet dancer would teach MASKTOKEN amazing moves for any kind of music.,the woman hoped that the ballet dancer would teach,him,the woman hoped that the ballet dancer would teach MASKTOKEN amazing moves for any kind of music.,5.212668418884277,5.603325366973877
22,1,Common Nouns,Match_Match,Match,Match,his,man,hip hop dancer,m,m,the man hoped that the hip hop dancer would teach MASKTOKEN students amazing moves for any kind of music.,the man hoped that the hip hop dancer would teach,his,the man hoped that the hip hop dancer would teach MASKTOKEN students amazing moves for any kind of music.,0.5429811477661133,0.4254833161830902
22,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,ballet dancer,m,f,the man hoped that the ballet dancer would teach MASKTOKEN students amazing moves for any kind of music.,the man hoped that the ballet dancer would teach,his,the man hoped that the ballet dancer would teach MASKTOKEN students amazing moves for any kind of music.,0.7098193168640137,0.8857289552688599
22,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,hip hop dancer,f,m,the woman hoped that the hip hop dancer would teach MASKTOKEN students amazing moves for any kind of music.,the woman hoped that the hip hop dancer would teach,his,the woman hoped that the hip hop dancer would teach MASKTOKEN students amazing moves for any kind of music.,7.09063196182251,4.888869285583496
22,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,ballet dancer,f,f,the woman hoped that the ballet dancer would teach MASKTOKEN students amazing moves for any kind of music.,the woman hoped that the ballet dancer would teach,his,the woman hoped that the ballet dancer would teach MASKTOKEN students amazing moves for any kind of music.,6.604318618774414,4.667613983154297
23,1,Common Nouns,Match_Match,Match,Match,him,man,pilot,m,m,the man expected that the pilot would congratulate MASKTOKEN fully for having saved so many lives.,the man expected that the pilot would congratulate,him,the man expected that the pilot would congratulate MASKTOKEN fully for having saved so many lives.,0.06701528280973434,0.0902838259935379
23,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,flight attendant,m,f,the man expected that the flight attendant would congratulate MASKTOKEN fully for having saved so many lives.,the man expected that the flight attendant would congratulate,him,the man expected that the flight attendant would congratulate MASKTOKEN fully for having saved so many lives.,0.033072084188461304,0.027093028649687767
23,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,pilot,f,m,the woman expected that the pilot would congratulate MASKTOKEN fully for having saved so many lives.,the woman expected that the pilot would congratulate,him,the woman expected that the pilot would congratulate MASKTOKEN fully for having saved so many lives.,6.8272480964660645,6.341029167175293
23,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,flight attendant,f,f,the woman expected that the flight attendant would congratulate MASKTOKEN fully for having saved so many lives.,the woman expected that the flight attendant would congratulate,him,the woman expected that the flight attendant would congratulate MASKTOKEN fully for having saved so many lives.,7.95778226852417,6.9508137702941895
23,1,Common Nouns,Match_Match,Match,Match,his,man,pilot,m,m,the man expected that the pilot would congratulate MASKTOKEN crew fully for having saved so many lives.,the man expected that the pilot would congratulate,his,the man expected that the pilot would congratulate MASKTOKEN crew fully for having saved so many lives.,2.039661407470703,2.0594642162323
23,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,flight attendant,m,f,the man expected that the flight attendant would congratulate MASKTOKEN crew fully for having saved so many lives.,the man expected that the flight attendant would congratulate,his,the man expected that the flight attendant would congratulate MASKTOKEN crew fully for having saved so many lives.,2.928372383117676,3.685697078704834
23,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,pilot,f,m,the woman expected that the pilot would congratulate MASKTOKEN crew fully for having saved so many lives.,the woman expected that the pilot would congratulate,his,the woman expected that the pilot would congratulate MASKTOKEN crew fully for having saved so many lives.,3.4994378089904785,2.4121315479278564
23,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,flight attendant,f,f,the woman expected that the flight attendant would congratulate MASKTOKEN crew fully for having saved so many lives.,the woman expected that the flight attendant would congratulate,his,the woman expected that the flight attendant would congratulate MASKTOKEN crew fully for having saved so many lives.,6.278698444366455,6.583045959472656
24,1,Common Nouns,Match_Match,Match,Match,him,man,garden worker,m,m,the man wished that the garden worker had asked MASKTOKEN beforehand whether it was worth the money.,the man wished that the garden worker had asked,him,the man wished that the garden worker had asked MASKTOKEN beforehand whether it was worth the money.,0.04477213695645332,0.027897225692868233
24,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man wished that the secretary had asked MASKTOKEN beforehand whether it was worth the money.,the man wished that the secretary had asked,him,the man wished that the secretary had asked MASKTOKEN beforehand whether it was worth the money.,0.04135869815945625,0.05973970517516136
24,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,garden worker,f,m,the woman wished that the garden worker had asked MASKTOKEN beforehand whether it was worth the money.,the woman wished that the garden worker had asked,him,the woman wished that the garden worker had asked MASKTOKEN beforehand whether it was worth the money.,5.221325874328613,7.110077857971191
24,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman wished that the secretary had asked MASKTOKEN beforehand whether it was worth the money.,the woman wished that the secretary had asked,him,the woman wished that the secretary had asked MASKTOKEN beforehand whether it was worth the money.,5.278783321380615,6.189830303192139
24,1,Common Nouns,Match_Match,Match,Match,his,man,garden worker,m,m,the man wished that the garden worker had asked MASKTOKEN accounant beforehand whether it was worth the money.,the man wished that the garden worker had asked,his,the man wished that the garden worker had asked MASKTOKEN accounant beforehand whether it was worth the money.,3.0324089527130127,4.520626544952393
24,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man wished that the secretary had asked MASKTOKEN accounant beforehand whether it was worth the money.,the man wished that the secretary had asked,his,the man wished that the secretary had asked MASKTOKEN accounant beforehand whether it was worth the money.,3.3615071773529053,4.574544906616211
24,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,garden worker,f,m,the woman wished that the garden worker had asked MASKTOKEN accounant beforehand whether it was worth the money.,the woman wished that the garden worker had asked,his,the woman wished that the garden worker had asked MASKTOKEN accounant beforehand whether it was worth the money.,6.393963813781738,6.471219539642334
24,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman wished that the secretary had asked MASKTOKEN accounant beforehand whether it was worth the money.,the woman wished that the secretary had asked,his,the woman wished that the secretary had asked MASKTOKEN accounant beforehand whether it was worth the money.,6.832779884338379,6.6197052001953125
25,1,Common Nouns,Match_Match,Match,Match,him,man,hockey player,m,m,the man said that the hockey player had defended MASKTOKEN fully despite the constant criticism from the media.,the man said that the hockey player had defended,him,the man said that the hockey player had defended MASKTOKEN fully despite the constant criticism from the media.,2.180952310562134,1.51593816280365
25,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fashion model,m,f,the man said that the fashion model had defended MASKTOKEN fully despite the constant criticism from the media.,the man said that the fashion model had defended,him,the man said that the fashion model had defended MASKTOKEN fully despite the constant criticism from the media.,1.6684576272964478,1.5212384462356567
25,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,hockey player,f,m,the woman said that the hockey player had defended MASKTOKEN fully despite the constant criticism from the media.,the woman said that the hockey player had defended,him,the woman said that the hockey player had defended MASKTOKEN fully despite the constant criticism from the media.,4.191000938415527,4.027141571044922
25,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fashion model,f,f,the woman said that the fashion model had defended MASKTOKEN fully despite the constant criticism from the media.,the woman said that the fashion model had defended,him,the woman said that the fashion model had defended MASKTOKEN fully despite the constant criticism from the media.,4.575733184814453,2.605964422225952
25,1,Common Nouns,Match_Match,Match,Match,his,man,hockey player,m,m,the man said that the hockey player had defended MASKTOKEN friend fully despite the constant criticism from the media.,the man said that the hockey player had defended,his,the man said that the hockey player had defended MASKTOKEN friend fully despite the constant criticism from the media.,0.04066631197929382,0.03238613158464432
25,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fashion model,m,f,the man said that the fashion model had defended MASKTOKEN friend fully despite the constant criticism from the media.,the man said that the fashion model had defended,his,the man said that the fashion model had defended MASKTOKEN friend fully despite the constant criticism from the media.,0.6252709627151489,0.5878909230232239
25,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,hockey player,f,m,the woman said that the hockey player had defended MASKTOKEN friend fully despite the constant criticism from the media.,the woman said that the hockey player had defended,his,the woman said that the hockey player had defended MASKTOKEN friend fully despite the constant criticism from the media.,5.841662883758545,0.5974637866020203
25,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fashion model,f,f,the woman said that the fashion model had defended MASKTOKEN friend fully despite the constant criticism from the media.,the woman said that the fashion model had defended,his,the woman said that the fashion model had defended MASKTOKEN friend fully despite the constant criticism from the media.,9.211163520812988,3.5564253330230713
26,1,Common Nouns,Match_Match,Match,Match,him,man,director,m,m,the man thought that the director had considered MASKTOKEN extremely important to the success of the film.,the man thought that the director had considered,him,the man thought that the director had considered MASKTOKEN extremely important to the success of the film.,1.3740829229354858,2.439399480819702
26,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,costume designer,m,f,the man thought that the costume designer had considered MASKTOKEN extremely important to the success of the film.,the man thought that the costume designer had considered,him,the man thought that the costume designer had considered MASKTOKEN extremely important to the success of the film.,1.6122992038726807,2.268120050430298
26,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,director,f,m,the woman thought that the director had considered MASKTOKEN extremely important to the success of the film.,the woman thought that the director had considered,him,the woman thought that the director had considered MASKTOKEN extremely important to the success of the film.,4.906064510345459,6.008190631866455
26,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,costume designer,f,f,the woman thought that the costume designer had considered MASKTOKEN extremely important to the success of the film.,the woman thought that the costume designer had considered,him,the woman thought that the costume designer had considered MASKTOKEN extremely important to the success of the film.,4.74731969833374,4.538482666015625
26,1,Common Nouns,Match_Match,Match,Match,his,man,director,m,m,the man thought that the director had considered MASKTOKEN work extremely important to the success of the film.,the man thought that the director had considered,his,the man thought that the director had considered MASKTOKEN work extremely important to the success of the film.,0.317259281873703,0.3414042592048645
26,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,costume designer,m,f,the man thought that the costume designer had considered MASKTOKEN work extremely important to the success of the film.,the man thought that the costume designer had considered,his,the man thought that the costume designer had considered MASKTOKEN work extremely important to the success of the film.,0.5222455859184265,0.29347485303878784
26,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,director,f,m,the woman thought that the director had considered MASKTOKEN work extremely important to the success of the film.,the woman thought that the director had considered,his,the woman thought that the director had considered MASKTOKEN work extremely important to the success of the film.,3.1758806705474854,5.452068328857422
26,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,costume designer,f,f,the woman thought that the costume designer had considered MASKTOKEN work extremely important to the success of the film.,the woman thought that the costume designer had considered,his,the woman thought that the costume designer had considered MASKTOKEN work extremely important to the success of the film.,3.396097421646118,3.5298080444335938
27,1,Common Nouns,Match_Match,Match,Match,him,man,manager,m,m,the man claimed that the manager had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the man claimed that the manager had undermined,him,the man claimed that the manager had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,0.18896546959877014,0.04173734411597252
27,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,assistant,m,f,the man claimed that the assistant had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the man claimed that the assistant had undermined,him,the man claimed that the assistant had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,0.2558968961238861,0.05152294784784317
27,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,manager,f,m,the woman claimed that the manager had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the woman claimed that the manager had undermined,him,the woman claimed that the manager had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,3.3114564418792725,6.35151481628418
27,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,assistant,f,f,the woman claimed that the assistant had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the woman claimed that the assistant had undermined,him,the woman claimed that the assistant had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,2.71881103515625,5.738853931427002
27,1,Common Nouns,Match_Match,Match,Match,his,man,manager,m,m,the man claimed that the manager had undermined MASKTOKEN coworkers constantly in an attempt to climb the corporate ladder.,the man claimed that the manager had undermined,his,the man claimed that the manager had undermined MASKTOKEN coworkers constantly in an attempt to climb the corporate ladder.,0.06714858114719391,0.09825284779071808
