item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
5,1,Mismatch_Match_Match,Mismatch,Match,Match,princess,hero,groom,f,m,m,the princess told the hero that the groom might introduce MASKTOKEN to the French count.,the princess told the hero that the groom might introduce,him,the princess told the hero that the groom might introduce,5.1436262130737305,6.0000901222229,5.051074504852295,4.430088996887207,5.069553375244141,4.318862438201904,5.746158599853516,4.652690410614014,4.952337741851807,4.934963226318359,5.385460376739502,5.187249660491943,4.180346965789795,5.567113876342773,4.79364538192749,5.30097770690918,5.87391996383667,5.231813430786133,4.970029354095459,5.128065586090088,4.477656364440918,6.413387298583984,4.697850227355957,5.75059700012207,4.799752235412598
5,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,princess,hero,bride,f,m,m,the princess told the hero that the bride might introduce MASKTOKEN to the French count.,the princess told the hero that the bride might introduce,him,the princess told the hero that the bride might introduce,4.980177402496338,5.947011470794678,5.381687641143799,4.819535255432129,5.492824077606201,4.3510050773620605,5.825212478637695,5.310932636260986,4.999561786651611,5.398301124572754,4.786947727203369,5.278140068054199,4.1508708000183105,6.109352111816406,4.723424434661865,5.244139194488525,6.1358137130737305,5.455812931060791,5.266042709350586,5.18516731262207,4.661802291870117,6.599942207336426,4.4372406005859375,6.468979358673096,4.972458362579346
5,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,princess,heroine,groom,f,f,f,the princess told the heroine that the groom might introduce MASKTOKEN to the French count.,the princess told the heroine that the groom might introduce,him,the princess told the heroine that the groom might introduce,5.196617603302002,6.1403937339782715,4.970469951629639,4.656162738800049,5.533717632293701,4.19864559173584,5.671135425567627,4.544118881225586,5.011348724365234,4.950411319732666,5.522151947021484,5.269765853881836,4.1702375411987305,5.7093329429626465,4.974687576293945,5.327829360961914,6.121868133544922,5.54224157333374,4.824708461761475,5.2312116622924805,4.683559894561768,6.648205757141113,4.733256816864014,5.797601222991943,5.12375545501709
5,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,princess,heroine,bride,f,f,f,the princess told the heroine that the bride might introduce MASKTOKEN to the French count.,the princess told the heroine that the bride might introduce,him,the princess told the heroine that the bride might introduce,4.951571941375732,6.023214340209961,5.236913681030273,4.970890998840332,5.801538944244385,4.180235862731934,5.678742408752441,5.344069957733154,5.051328182220459,5.444309711456299,4.937825679779053,5.2999491691589355,4.1530842781066895,6.212209224700928,4.870183944702148,5.2453203201293945,6.293527603149414,5.679564476013184,5.148406982421875,5.246374607086182,4.814871788024902,6.702470779418945,4.480870246887207,6.462586402893066,5.196943283081055
6,1,Match_Match_Match,Match,Match,Match,lord,master,priest,m,m,m,the lord told the master that the priest might introduce MASKTOKEN to the beautiful movie star.,the lord told the master that the priest might introduce,him,the lord told the master that the priest might introduce,4.735476016998291,5.577428817749023,4.775716781616211,4.404749393463135,5.277740955352783,4.08710241317749,6.2086710929870605,4.934724807739258,4.783575057983398,5.239796161651611,5.298881530761719,5.07130241394043,3.847013473510742,5.957547664642334,5.078836917877197,5.536221027374268,5.482736110687256,5.322009086608887,5.294262409210205,4.424052715301514,5.122927188873291,6.0241546630859375,4.129115104675293,5.719183921813965,5.106345176696777
6,1,Match_Match_Mismatch,Match,Match,Mismatch,lord,master,nun,m,m,m,the lord told the master that the nun might introduce MASKTOKEN to the beautiful movie star.,the lord told the master that the nun might introduce,him,the lord told the master that the nun might introduce,4.996423244476318,5.891109466552734,5.070623397827148,4.604339599609375,5.902846813201904,4.213846206665039,6.230386734008789,4.6263227462768555,4.840473175048828,5.7360005378723145,4.880293369293213,5.255270481109619,4.584994316101074,6.685689926147461,5.300122261047363,5.365655899047852,5.803037166595459,5.507671356201172,5.221506118774414,5.131631374359131,4.793393611907959,6.231406211853027,4.428256034851074,6.2177863121032715,5.205211162567139
6,1,Match_Mismatch_Match,Match,Mismatch,Match,lord,mistress,priest,m,f,f,the lord told the mistress that the priest might introduce MASKTOKEN to the beautiful movie star.,the lord told the mistress that the priest might introduce,him,the lord told the mistress that the priest might introduce,4.512814521789551,5.2969770431518555,4.771398544311523,4.509612083435059,5.412087917327881,4.062597751617432,6.167509078979492,5.059487342834473,4.542012691497803,4.868035316467285,5.174151420593262,4.961403846740723,3.799006700515747,5.634573459625244,4.638040542602539,5.282212734222412,5.4145612716674805,5.440749645233154,4.89529275894165,4.255270004272461,4.259197235107422,6.030879974365234,3.9972338676452637,5.681065559387207,5.075865745544434
6,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,lord,mistress,nun,m,f,f,the lord told the mistress that the nun might introduce MASKTOKEN to the beautiful movie star.,the lord told the mistress that the nun might introduce,him,the lord told the mistress that the nun might introduce,4.81544828414917,5.591991424560547,5.075732231140137,4.706416606903076,5.860140323638916,4.177794933319092,6.180057525634766,4.7691497802734375,4.660406589508057,5.326313018798828,4.669544696807861,5.124229431152344,4.548668384552002,6.260437965393066,4.849540710449219,5.079598903656006,5.6884636878967285,5.578598976135254,4.955366134643555,4.947152137756348,4.345803260803223,6.2206220626831055,4.290223598480225,6.184011936187744,5.178464412689209
6,1,Mismatch_Match_Match,Mismatch,Match,Match,lady,master,priest,f,m,m,the lady told the master that the priest might introduce MASKTOKEN to the beautiful movie star.,the lady told the master that the priest might introduce,him,the lady told the master that the priest might introduce,4.916532516479492,5.643711090087891,4.705655097961426,4.578330993652344,5.534903049468994,4.20835018157959,6.164456844329834,5.038194179534912,5.349835395812988,5.452987194061279,5.478259563446045,5.219961166381836,3.766838312149048,6.1831374168396,5.260340213775635,5.706113815307617,5.701981544494629,5.688697814941406,5.576717376708984,4.923007011413574,5.495432376861572,6.311525344848633,4.38716983795166,6.031635284423828,5.2829813957214355
6,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,lady,master,nun,f,m,m,the lady told the master that the nun might introduce MASKTOKEN to the beautiful movie star.,the lady told the master that the nun might introduce,him,the lady told the master that the nun might introduce,5.199718475341797,5.888574600219727,5.00909423828125,4.826503753662109,6.0288777351379395,4.3543806076049805,6.101189136505127,4.839112281799316,5.418970108032227,5.8710618019104,5.078972816467285,5.369750022888184,4.425462245941162,6.782496929168701,5.3825483322143555,5.501381874084473,6.017311096191406,5.801416397094727,5.58522891998291,5.723830699920654,5.229074478149414,6.576039791107178,4.653494834899902,6.513332843780518,5.3409199714660645
6,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,lady,mistress,priest,f,f,f,the lady told the mistress that the priest might introduce MASKTOKEN to the beautiful movie star.,the lady told the mistress that the priest might introduce,him,the lady told the mistress that the priest might introduce,4.65601110458374,5.341588973999023,4.717570781707764,4.689285755157471,5.5299553871154785,4.1671905517578125,6.09442138671875,5.045550346374512,5.021270275115967,5.014811992645264,5.353869438171387,5.110415935516357,3.7554991245269775,6.0011796951293945,4.821304798126221,5.414254188537598,5.650594711303711,5.733617782592773,5.084217548370361,4.8429107666015625,4.408658027648926,6.303750038146973,4.297512054443359,5.988162517547607,5.219841957092285
6,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,lady,mistress,nun,f,f,f,the lady told the mistress that the nun might introduce MASKTOKEN to the beautiful movie star.,the lady told the mistress that the nun might introduce,him,the lady told the mistress that the nun might introduce,4.92392635345459,5.58262300491333,5.027363300323486,4.929137229919434,5.881854057312012,4.288127422332764,6.095274925231934,4.881516933441162,5.183777332305908,5.40386962890625,4.923208236694336,5.2381510734558105,4.42603874206543,6.505340576171875,4.92828369140625,5.190820693969727,5.904824256896973,5.807074069976807,5.160958766937256,5.433468341827393,4.490725040435791,6.530091762542725,4.6003193855285645,6.477294445037842,5.267063617706299
7,1,Match_Match_Match,Match,Match,Match,king,policeman,driver,m,m,m,the king told the policeman that the driver would not forgive MASKTOKEN for last week's disaster.,the king told the policeman that the driver would not forgive,him,the king told the policeman that the driver would not forgive,1.6835455894470215,2.3685665130615234,2.722036838531494,1.4855042695999146,2.383690357208252,2.1356258392333984,2.3227384090423584,2.9748780727386475,2.3056607246398926,2.458698034286499,1.305674433708191,2.999763250350952,1.5902042388916016,2.284371852874756,2.595391273498535,2.488237142562866,2.04160475730896,2.5368523597717285,2.029452085494995,1.746596097946167,1.6163944005966187,2.045491933822632,1.762580156326294,1.868573546409607,2.649155616760254
7,1,Match_Match_Mismatch,Match,Match,Mismatch,king,policeman,maid,m,m,m,the king told the policeman that the maid would not forgive MASKTOKEN for last week's disaster.,the king told the policeman that the maid would not forgive,him,the king told the policeman that the maid would not forgive,1.8891730308532715,2.3975350856781006,2.72806453704834,1.8939744234085083,2.6380770206451416,2.4035892486572266,2.414608955383301,2.5734636783599854,2.0152766704559326,2.547424077987671,1.2540349960327148,3.1572017669677734,1.6497459411621094,2.312096118927002,2.6814966201782227,2.6450347900390625,2.401599645614624,2.5617690086364746,2.1529088020324707,2.0759706497192383,1.834755778312683,2.2155466079711914,2.3688554763793945,2.363175630569458,2.4374938011169434
7,1,Match_Mismatch_Match,Match,Mismatch,Match,king,police woman,driver,m,f,f,the king told the police woman that the driver would not forgive MASKTOKEN for last week's disaster.,the king told the police woman that the driver would not forgive,him,the king told the police woman that the driver would not forgive,1.8011324405670166,2.4653162956237793,2.9466044902801514,1.7150620222091675,3.2483487129211426,2.467700242996216,2.5334300994873047,2.8502228260040283,2.418243646621704,2.599583864212036,1.4913634061813354,3.273470163345337,1.8466863632202148,2.4163401126861572,2.8687081336975098,2.524982452392578,2.1027796268463135,2.6891133785247803,2.1024081707000732,1.922848105430603,2.1767547130584717,2.197019338607788,1.8179130554199219,2.17975115776062,3.0069663524627686
7,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,king,police woman,maid,m,f,f,the king told the police woman that the maid would not forgive MASKTOKEN for last week's disaster.,the king told the police woman that the maid would not forgive,him,the king told the police woman that the maid would not forgive,2.061026096343994,2.5766353607177734,3.123344659805298,2.042994737625122,3.4602880477905273,2.8053290843963623,2.6768417358398438,2.536740779876709,2.158829689025879,2.6964056491851807,1.3638420104980469,3.6161696910858154,1.9097778797149658,2.4500584602355957,3.086749792098999,2.66757869720459,2.5164170265197754,2.689046621322632,2.1958229541778564,2.408521890640259,2.1460092067718506,2.419874906539917,2.4029250144958496,2.7056193351745605,2.8219404220581055
7,1,Mismatch_Match_Match,Mismatch,Match,Match,queen,policeman,driver,f,m,m,the queen told the policeman that the driver would not forgive MASKTOKEN for last week's disaster.,the queen told the policeman that the driver would not forgive,him,the queen told the policeman that the driver would not forgive,2.0649704933166504,3.1619794368743896,3.213432550430298,1.8690398931503296,3.1300883293151855,2.521517515182495,2.6470954418182373,3.4108920097351074,2.5407278537750244,2.9143292903900146,1.650154948234558,3.4376795291900635,2.0236704349517822,3.0093486309051514,2.875133752822876,2.786590099334717,2.3551855087280273,2.7790465354919434,2.2342772483825684,2.1265127658843994,1.9681811332702637,2.422800302505493,2.321577787399292,2.303685426712036,3.033588409423828
7,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,queen,policeman,maid,f,m,m,the queen told the policeman that the maid would not forgive MASKTOKEN for last week's disaster.,the queen told the policeman that the maid would not forgive,him,the queen told the policeman that the maid would not forgive,2.2090466022491455,3.101395845413208,3.371429443359375,2.3898048400878906,3.485962390899658,2.8500816822052,2.7446985244750977,3.13812255859375,2.3039329051971436,2.872462511062622,1.6650590896606445,3.666012763977051,2.143974542617798,3.1057589054107666,3.0403189659118652,2.926999807357788,2.755295753479004,2.819307804107666,2.2823894023895264,2.4642882347106934,2.1634504795074463,2.674053430557251,3.002472400665283,2.8079583644866943,2.830169916152954
7,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,queen,police woman,driver,f,f,f,the queen told the police woman that the driver would not forgive MASKTOKEN for last week's disaster.,the queen told the police woman that the driver would not forgive,him,the queen told the police woman that the driver would not forgive,2.1672379970550537,3.1669793128967285,3.5044543743133545,2.01641583442688,3.8470489978790283,2.6977314949035645,2.7983665466308594,3.465088129043579,2.636582851409912,2.925992488861084,1.8788000345230103,3.675123929977417,2.3188278675079346,3.1466572284698486,3.1396849155426025,2.8334414958953857,2.490281820297241,2.9007906913757324,2.2443652153015137,2.329099416732788,2.492382287979126,2.5891335010528564,2.452573537826538,2.5838892459869385,3.3883540630340576
7,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,queen,police woman,maid,f,f,f,the queen told the police woman that the maid would not forgive MASKTOKEN for last week's disaster.,the queen told the police woman that the maid would not forgive,him,the queen told the police woman that the maid would not forgive,2.2010385990142822,2.9294753074645996,3.7060775756835938,2.39438533782959,3.8619375228881836,2.951261520385742,2.900090456008911,3.2337870597839355,2.4461722373962402,2.8662030696868896,1.8032660484313965,4.008784770965576,2.4215738773345947,3.1465911865234375,3.341613292694092,2.9393434524536133,2.851881504058838,2.810494899749756,2.2299726009368896,2.67984938621521,2.3416225910186768,2.8615376949310303,3.058316469192505,3.001188278198242,3.185467004776001
8,1,Match_Match_Match,Match,Match,Match,waiter,priest,professor,m,m,m,the waiter told the priest that the professor would take care of MASKTOKEN during the holidays.,the waiter told the priest that the professor would take care of,him,the waiter told the priest that the professor would take care of,4.831059455871582,4.438645362854004,4.612422466278076,4.377007484436035,4.554679870605469,3.9284284114837646,5.6807122230529785,5.217596054077148,4.872516632080078,4.89017391204834,4.451522350311279,4.645868301391602,3.862823963165283,4.530036926269531,4.420340538024902,4.616583347320557,4.256810188293457,5.097731590270996,5.257716178894043,3.985956907272339,4.558647632598877,5.043215274810791,4.63139009475708,4.467075347900391,4.603991985321045
8,1,Match_Match_Mismatch,Match,Match,Mismatch,waiter,priest,secretary,m,m,m,the waiter told the priest that the secretary would take care of MASKTOKEN during the holidays.,the waiter told the priest that the secretary would take care of,him,the waiter told the priest that the secretary would take care of,4.764350891113281,4.123135566711426,4.585519790649414,4.2571587562561035,4.4774580001831055,3.9434361457824707,5.927433013916016,5.316050052642822,4.94305419921875,5.268357753753662,4.427616119384766,4.644059181213379,3.8417811393737793,4.480694770812988,4.358838081359863,4.433976650238037,4.255186557769775,4.884740829467773,4.826521873474121,4.034303665161133,4.32828950881958,4.931280612945557,4.140009880065918,4.508893013000488,4.63175630569458
8,1,Match_Mismatch_Match,Match,Mismatch,Match,waiter,nun,professor,m,f,f,the waiter told the nun that the professor would take care of MASKTOKEN during the holidays.,the waiter told the nun that the professor would take care of,him,the waiter told the nun that the professor would take care of,4.877266883850098,4.596838474273682,4.863786220550537,4.520298957824707,4.755945682525635,4.026913642883301,5.743763446807861,5.036531925201416,4.756664276123047,5.115896224975586,4.447042942047119,4.695471286773682,4.066478252410889,4.583424091339111,4.603963851928711,4.669912338256836,4.4666523933410645,4.913854122161865,5.416423797607422,4.128613471984863,4.7812395095825195,5.088282585144043,4.625314235687256,4.6794962882995605,4.862280368804932
8,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,waiter,nun,secretary,m,f,f,the waiter told the nun that the secretary would take care of MASKTOKEN during the holidays.,the waiter told the nun that the secretary would take care of,him,the waiter told the nun that the secretary would take care of,4.833703517913818,4.280683994293213,4.8306498527526855,4.413971900939941,4.705695152282715,4.026055335998535,5.951277732849121,5.165887355804443,4.789445400238037,5.518570423126221,4.393918991088867,4.698701858520508,4.0380072593688965,4.496531963348389,4.558231353759766,4.456385135650635,4.497649669647217,4.750899791717529,4.954216957092285,4.215501308441162,4.531322002410889,4.944327354431152,4.109808444976807,4.744119167327881,4.868655204772949
8,1,Mismatch_Match_Match,Mismatch,Match,Match,waitress,priest,professor,f,m,m,the waitress told the priest that the professor would take care of MASKTOKEN during the holidays.,the waitress told the priest that the professor would take care of,him,the waitress told the priest that the professor would take care of,5.0690016746521,4.747379302978516,4.824853420257568,4.7396087646484375,5.014369487762451,4.475746154785156,6.140899181365967,5.304215431213379,4.720235824584961,5.1835198402404785,4.702298641204834,4.775021553039551,3.896138906478882,4.633004665374756,4.67280387878418,4.961696147918701,4.482840538024902,5.297036170959473,5.437103271484375,4.160414218902588,4.984953880310059,5.3983588218688965,4.763329029083252,4.695697784423828,4.9516191482543945
8,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,waitress,priest,secretary,f,m,m,the waitress told the priest that the secretary would take care of MASKTOKEN during the holidays.,the waitress told the priest that the secretary would take care of,him,the waitress told the priest that the secretary would take care of,5.040870666503906,4.415567874908447,4.757751941680908,4.607917308807373,4.970213890075684,4.57116174697876,6.355827331542969,5.382784366607666,4.748035907745361,5.574695110321045,4.636080741882324,4.725397109985352,3.850034475326538,4.621943473815918,4.616713047027588,4.806406021118164,4.469715118408203,5.115475177764893,4.949286937713623,4.212230205535889,4.7293477058410645,5.261752128601074,4.210827827453613,4.747194290161133,4.991734027862549
8,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,waitress,nun,professor,f,f,f,the waitress told the nun that the professor would take care of MASKTOKEN during the holidays.,the waitress told the nun that the professor would take care of,him,the waitress told the nun that the professor would take care of,5.040083408355713,4.9075236320495605,5.12375020980835,4.877505779266357,5.1218414306640625,4.594189643859863,6.189883232116699,5.063127040863037,4.597296714782715,5.357012748718262,4.698212623596191,4.837315082550049,4.124105930328369,4.681667804718018,4.866662979125977,4.992500305175781,4.754868507385254,5.1221137046813965,5.531068801879883,4.3504743576049805,5.212889194488525,5.4689621925354,4.766707420349121,4.930581092834473,5.286392688751221
8,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,waitress,nun,secretary,f,f,f,the waitress told the nun that the secretary would take care of MASKTOKEN during the holidays.,the waitress told the nun that the secretary would take care of,him,the waitress told the nun that the secretary would take care of,5.031961917877197,4.58382511138916,5.0563249588012695,4.750295162200928,5.101008892059326,4.67893123626709,6.375525951385498,5.168717861175537,4.595783233642578,5.772629261016846,4.590335369110107,4.785662651062012,4.078763008117676,4.642395973205566,4.805240154266357,4.795526504516602,4.759483337402344,4.998186111450195,5.045674800872803,4.432024002075195,4.95524263381958,5.302461624145508,4.201157093048096,4.998705863952637,5.29197883605957
9,1,Match_Match_Match,Match,Match,Match,actor,hunter,brother,m,m,m,the actor told the hunter that the brother would protect MASKTOKEN from getting hurt.,the actor told the hunter that the brother would protect,him,the actor told the hunter that the brother would protect,3.4190571308135986,3.63096022605896,3.4362945556640625,3.488806962966919,4.304462909698486,3.508726119995117,4.354115009307861,3.936819076538086,3.548516035079956,4.2533278465271,3.5487618446350098,4.720358848571777,3.4051098823547363,3.0350403785705566,3.579444646835327,2.63059663772583,3.832906723022461,3.898794412612915,3.793938159942627,3.5954389572143555,3.6606640815734863,4.551206588745117,3.484118700027466,3.8766491413116455,3.469132423400879
9,1,Match_Match_Mismatch,Match,Match,Mismatch,actor,hunter,sister,m,m,m,the actor told the hunter that the sister would protect MASKTOKEN from getting hurt.,the actor told the hunter that the sister would protect,him,the actor told the hunter that the sister would protect,3.9599430561065674,3.668548107147217,3.8306407928466797,3.8730309009552,4.86825704574585,3.792480945587158,5.062424659729004,4.210117816925049,3.888540744781494,4.610069751739502,4.0626220703125,6.103187561035156,3.680497407913208,3.2520742416381836,3.573495388031006,3.3750975131988525,4.367250442504883,4.372102737426758,4.473339557647705,3.8877782821655273,3.8217785358428955,4.728044033050537,4.254079341888428,4.229278087615967,3.8827857971191406
9,1,Match_Mismatch_Match,Match,Mismatch,Match,actor,female hunter,brother,m,f,f,the actor told the female hunter that the brother would protect MASKTOKEN from getting hurt.,the actor told the female hunter that the brother would protect,him,the actor told the female hunter that the brother would protect,3.57094669342041,3.6540908813476562,3.443164825439453,3.6035985946655273,4.45149564743042,3.5285966396331787,4.331377029418945,3.8269131183624268,3.5535054206848145,4.174620628356934,3.7776095867156982,4.8502397537231445,3.5034639835357666,2.83537220954895,3.5773086547851562,2.6993801593780518,3.3474440574645996,4.001659393310547,3.722048044204712,3.1970300674438477,3.4146933555603027,4.435056686401367,3.38301420211792,3.6837809085845947,3.3559651374816895
9,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,actor,female hunter,sister,m,f,f,the actor told the female hunter that the sister would protect MASKTOKEN from getting hurt.,the actor told the female hunter that the sister would protect,him,the actor told the female hunter that the sister would protect,3.9789631366729736,3.7336180210113525,3.8075902462005615,3.9614579677581787,4.935154438018799,3.7951841354370117,5.029504776000977,4.1233439445495605,3.884242296218872,4.5172529220581055,4.2646989822387695,6.128963470458984,3.7987425327301025,3.0619585514068604,3.679088830947876,3.4873502254486084,3.8730671405792236,4.589419841766357,4.3703293800354,3.599527359008789,3.5570030212402344,4.70534610748291,4.21963357925415,3.9814293384552,3.752612590789795
9,1,Mismatch_Match_Match,Mismatch,Match,Match,actress,hunter,brother,f,m,m,the actress told the hunter that the brother would protect MASKTOKEN from getting hurt.,the actress told the hunter that the brother would protect,him,the actress told the hunter that the brother would protect,4.005733489990234,4.53916072845459,3.832040309906006,4.23722505569458,5.025284290313721,3.7429580688476562,4.997805118560791,4.1824235916137695,4.345614433288574,4.7342529296875,4.173210620880127,5.2187933921813965,3.791078805923462,3.680633068084717,4.333501815795898,3.028794765472412,4.632745265960693,4.539376735687256,4.104439735412598,4.031093120574951,4.163877964019775,5.182147979736328,4.240029335021973,4.657460689544678,3.857287645339966
9,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,actress,hunter,sister,f,m,m,the actress told the hunter that the sister would protect MASKTOKEN from getting hurt.,the actress told the hunter that the sister would protect,him,the actress told the hunter that the sister would protect,4.587807655334473,4.532135963439941,4.234712600708008,4.625492095947266,5.739044666290283,4.030759334564209,5.723087310791016,4.50995397567749,4.733193397521973,5.121220111846924,4.769415378570557,6.528830528259277,4.078834533691406,4.006134986877441,4.430865287780762,3.7863237857818604,5.1602582931518555,5.099608898162842,4.5946245193481445,4.3339996337890625,4.269805431365967,5.461584091186523,5.211438179016113,4.960218906402588,4.249020576477051
9,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,actress,female hunter,brother,f,f,f,the actress told the female hunter that the brother would protect MASKTOKEN from getting hurt.,the actress told the female hunter that the brother would protect,him,the actress told the female hunter that the brother would protect,4.084405899047852,4.253936290740967,3.793963670730591,4.214081764221191,4.896346569061279,3.7996394634246826,4.8568115234375,4.01578950881958,4.285953044891357,4.589750289916992,4.308390140533447,5.262922286987305,4.001980781555176,3.4111733436584473,4.292308330535889,3.026660680770874,4.204861164093018,4.651583671569824,3.9501023292541504,3.6329562664031982,3.942669153213501,5.009765625,4.011096477508545,4.381314277648926,3.693668842315674
9,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,actress,female hunter,sister,f,f,f,the actress told the female hunter that the sister would protect MASKTOKEN from getting hurt.,the actress told the female hunter that the sister would protect,him,the actress told the female hunter that the sister would protect,4.529844284057617,4.258347034454346,4.156713962554932,4.569660186767578,5.631444454193115,4.048617362976074,5.534733295440674,4.30161714553833,4.648381233215332,4.968720436096191,4.867055416107178,6.4542927742004395,4.25961446762085,3.7513716220855713,4.499728679656982,3.826664924621582,4.721856594085693,5.265293598175049,4.468621730804443,4.000511169433594,3.963913917541504,5.320646286010742,4.914033889770508,4.635154724121094,4.026983261108398
10,1,Match_Match_Match,Match,Match,Match,nephew,emperor,son,m,m,m,the nephew told the emperor that the son would entertain MASKTOKEN after dinner tonight.,the nephew told the emperor that the son would entertain,him,the nephew told the emperor that the son would entertain,2.8395111560821533,3.122145414352417,2.656630039215088,3.4403436183929443,4.005151748657227,3.9702062606811523,3.5916972160339355,3.9761834144592285,3.6880364418029785,3.1549487113952637,2.5948026180267334,3.329394817352295,3.47147798538208,3.0634498596191406,3.3590571880340576,2.3278396129608154,4.06580114364624,3.4625542163848877,2.8601768016815186,2.95090913772583,3.214421033859253,3.992286443710327,2.6632351875305176,3.3245720863342285,3.0361032485961914
10,1,Match_Match_Mismatch,Match,Match,Mismatch,nephew,emperor,daughter,m,m,m,the nephew told the emperor that the daughter would entertain MASKTOKEN after dinner tonight.,the nephew told the emperor that the daughter would entertain,him,the nephew told the emperor that the daughter would entertain,3.2018022537231445,3.4906182289123535,2.9776391983032227,3.670328378677368,4.532292366027832,4.420820713043213,3.9750661849975586,4.259913444519043,3.837054967880249,3.3937902450561523,2.732560873031616,3.4140126705169678,3.4458816051483154,3.3601326942443848,3.3133888244628906,2.5899229049682617,4.215683460235596,3.873849630355835,3.080172061920166,3.1952366828918457,3.434670925140381,4.165324687957764,3.0837624073028564,3.6381404399871826,3.350161552429199
10,1,Match_Mismatch_Match,Match,Mismatch,Match,nephew,queen,son,m,f,f,the nephew told the queen that the son would entertain MASKTOKEN after dinner tonight.,the nephew told the queen that the son would entertain,him,the nephew told the queen that the son would entertain,3.1171555519104004,3.329646348953247,2.9740254878997803,3.5791232585906982,4.4912238121032715,4.2763776779174805,3.9663808345794678,4.221828460693359,3.9484333992004395,3.5626893043518066,2.9768593311309814,3.479170799255371,3.566077709197998,3.5626425743103027,3.480652332305908,2.3521728515625,4.308687686920166,3.792884349822998,3.1841418743133545,3.3305699825286865,3.409309148788452,4.365461826324463,2.8894729614257812,3.7284183502197266,3.296959638595581
10,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,nephew,queen,daughter,m,f,f,the nephew told the queen that the daughter would entertain MASKTOKEN after dinner tonight.,the nephew told the queen that the daughter would entertain,him,the nephew told the queen that the daughter would entertain,3.5252156257629395,3.5432026386260986,3.3307390213012695,3.8738300800323486,4.941382884979248,4.7121710777282715,4.238448619842529,4.545154094696045,4.101869583129883,3.719017505645752,2.9707326889038086,3.4204976558685303,3.5303518772125244,3.806197166442871,3.5332095623016357,2.6412010192871094,4.45841121673584,3.983909845352173,3.275448799133301,3.533658266067505,3.5703563690185547,4.526791095733643,3.355720043182373,4.063688278198242,3.688256025314331
