item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,/data/gpt2-xl_surp,/data/transfo-xl-wt103_surp
14,1,Match_Match_Match,Match,Match,Match,priest,sorcerer,congressman,m,m,m,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congressman would probably not protect,him,the priest told the sorcerer that the congressman would probably not protect,1.7042300701141357,4.189066410064697
14,1,Match_Match_Mismatch,Match,Match,Mismatch,priest,sorcerer,congress woman,m,m,m,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congress woman would probably not protect,him,the priest told the sorcerer that the congress woman would probably not protect,1.3861101865768433,4.103508472442627
14,1,Match_Mismatch_Match,Match,Mismatch,Match,priest,witch,congressman,m,f,f,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congressman would probably not protect,him,the priest told the witch that the congressman would probably not protect,5.437533855438232,4.459641933441162
14,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,priest,witch,congress woman,m,f,f,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congress woman would probably not protect,him,the priest told the witch that the congress woman would probably not protect,2.40975284576416,4.389649868011475
14,1,Mismatch_Match_Match,Mismatch,Match,Match,nun,sorcerer,congressman,f,m,m,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congressman would probably not protect,him,the nun told the sorcerer that the congressman would probably not protect,4.165173530578613,6.794407844543457
14,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,nun,sorcerer,congress woman,f,m,m,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congress woman would probably not protect,him,the nun told the sorcerer that the congress woman would probably not protect,1.6948593854904175,6.336536884307861
14,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,nun,witch,congressman,f,f,f,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congressman would probably not protect,him,the nun told the witch that the congressman would probably not protect,6.473331451416016,6.947357177734375
14,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,nun,witch,congress woman,f,f,f,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congress woman would probably not protect,him,the nun told the witch that the congress woman would probably not protect,3.718146562576294,6.769175052642822
15,1,Match_Match_Match,Match,Match,Match,driver,chairman,council man,m,m,m,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council man would introduce,him,the driver told the chairman that the council man would introduce,3.852933168411255,4.122512340545654
15,1,Match_Match_Mismatch,Match,Match,Mismatch,driver,chairman,council woman,m,m,m,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council woman would introduce,him,the driver told the chairman that the council woman would introduce,2.448484182357788,3.1879818439483643
15,1,Match_Mismatch_Match,Match,Mismatch,Match,driver,chair woman,council man,m,f,f,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council man would introduce,him,the driver told the chair woman that the council man would introduce,4.531269550323486,4.044869422912598
15,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,driver,chair woman,council woman,m,f,f,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council woman would introduce,him,the driver told the chair woman that the council woman would introduce,3.027830123901367,3.2576706409454346
15,1,Mismatch_Match_Match,Mismatch,Match,Match,maid,chairman,council man,f,m,m,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council man would introduce,him,the maid told the chairman that the council man would introduce,4.220987796783447,5.840480327606201
15,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,maid,chairman,council woman,f,m,m,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council woman would introduce,him,the maid told the chairman that the council woman would introduce,2.9579577445983887,4.782588958740234
15,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,maid,chair woman,council man,f,f,f,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council man would introduce,him,the maid told the chair woman that the council man would introduce,5.0084052085876465,5.773180961608887
15,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,maid,chair woman,council woman,f,f,f,the maid told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council woman would introduce,him,the maid told the chair woman that the council woman would introduce,4.561575412750244,4.858207702636719
16,1,Match_Match_Match,Match,Match,Match,professor,boy,granddaughter,m,m,m,the professor warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the professor warned the boy that the granddaughter would be angry with,him,the professor warned the boy that the granddaughter would be angry with,0.11310688406229019,3.869993209838867
16,1,Match_Match_Mismatch,Match,Match,Mismatch,professor,boy,grandson,m,m,m,the professor warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,the professor warned the boy that the grandson would be angry with,him,the professor warned the boy that the grandson would be angry with,0.15550754964351654,3.3766515254974365
16,1,Match_Mismatch_Match,Match,Mismatch,Match,professor,girl,granddaughter,m,f,f,the professor warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the professor warned the girl that the granddaughter would be angry with,him,the professor warned the girl that the granddaughter would be angry with,4.669622898101807,5.424428939819336
16,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,professor,girl,grandson,m,f,f,the professor warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,the professor warned the girl that the grandson would be angry with,him,the professor warned the girl that the grandson would be angry with,5.15877103805542,4.404446125030518
16,1,Mismatch_Match_Match,Mismatch,Match,Match,secretary,boy,granddaughter,f,m,m,the secretary warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the boy that the granddaughter would be angry with,him,the secretary warned the boy that the granddaughter would be angry with,0.1291017085313797,3.9466516971588135
16,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,secretary,boy,grandson,f,m,m,the secretary warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the boy that the grandson would be angry with,him,the secretary warned the boy that the grandson would be angry with,0.19265642762184143,3.3219871520996094
16,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,secretary,girl,granddaughter,f,f,f,the secretary warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the girl that the granddaughter would be angry with,him,the secretary warned the girl that the granddaughter would be angry with,4.348214626312256,5.5396623611450195
16,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,secretary,girl,grandson,f,f,f,the secretary warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the girl that the grandson would be angry with,him,the secretary warned the girl that the grandson would be angry with,4.912764549255371,4.284876823425293
17,1,Match_Match_Match,Match,Match,Match,brother,boy,wizard,m,m,m,the brother told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the boy that the wizard might treat,him,the brother told the boy that the wizard might treat,0.26788651943206787,4.166624546051025
17,1,Match_Match_Mismatch,Match,Match,Mismatch,brother,boy,witch,m,m,m,the brother told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the boy that the witch might treat,him,the brother told the boy that the witch might treat,0.2603108584880829,4.346677780151367
17,1,Match_Mismatch_Match,Match,Mismatch,Match,brother,girl,wizard,m,f,f,the brother told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the girl that the wizard might treat,him,the brother told the girl that the wizard might treat,3.011418581008911,4.751768589019775
17,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,brother,girl,witch,m,f,f,the brother told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the girl that the witch might treat,him,the brother told the girl that the witch might treat,1.8025705814361572,5.146504878997803
17,1,Mismatch_Match_Match,Mismatch,Match,Match,sister,boy,wizard,f,m,m,the sister told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the boy that the wizard might treat,him,the sister told the boy that the wizard might treat,1.031965970993042,5.256083965301514
17,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,sister,boy,witch,f,m,m,the sister told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the boy that the witch might treat,him,the sister told the boy that the witch might treat,0.5241209268569946,4.776066303253174
17,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,sister,girl,wizard,f,f,f,the sister told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the girl that the wizard might treat,him,the sister told the girl that the wizard might treat,5.680981636047363,6.477846145629883
17,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,sister,girl,witch,f,f,f,the sister told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the girl that the witch might treat,him,the sister told the girl that the witch might treat,6.308525085449219,5.907044887542725
18,1,Match_Match_Match,Match,Match,Match,son,man,lord,m,m,m,the son told the man that the lord would introduce MASKTOKEN to the band leader.,the son told the man that the lord would introduce,him,the son told the man that the lord would introduce,0.6574696898460388,3.967404365539551
18,1,Match_Match_Mismatch,Match,Match,Mismatch,son,man,lady,m,m,m,the son told the man that the lady would introduce MASKTOKEN to the band leader.,the son told the man that the lady would introduce,him,the son told the man that the lady would introduce,0.6666684746742249,2.602525472640991
18,1,Match_Mismatch_Match,Match,Mismatch,Match,son,woman,lord,m,f,f,the son told the woman that the lord would introduce MASKTOKEN to the band leader.,the son told the woman that the lord would introduce,him,the son told the woman that the lord would introduce,1.2625036239624023,4.53696346282959
18,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,son,woman,lady,m,f,f,the son told the woman that the lady would introduce MASKTOKEN to the band leader.,the son told the woman that the lady would introduce,him,the son told the woman that the lady would introduce,0.8353151082992554,3.4329826831817627
18,1,Mismatch_Match_Match,Mismatch,Match,Match,daughter,man,lord,f,m,m,the daughter told the man that the lord would introduce MASKTOKEN to the band leader.,the daughter told the man that the lord would introduce,him,the daughter told the man that the lord would introduce,2.5425405502319336,5.166447639465332
18,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,daughter,man,lady,f,m,m,the daughter told the man that the lady would introduce MASKTOKEN to the band leader.,the daughter told the man that the lady would introduce,him,the daughter told the man that the lady would introduce,1.330473780632019,4.086658477783203
18,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,daughter,woman,lord,f,f,f,the daughter told the woman that the lord would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lord would introduce,him,the daughter told the woman that the lord would introduce,4.273221015930176,6.414909362792969
18,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,daughter,woman,lady,f,f,f,the daughter told the woman that the lady would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lady would introduce,him,the daughter told the woman that the lady would introduce,4.404938220977783,4.86080265045166
19,1,Match_Match_Match,Match,Match,Match,husband,doctor,god,m,m,m,the husband told the doctor that the god would get MASKTOKEN some lunch after the event.,the husband told the doctor that the god would get,him,the husband told the doctor that the god would get,2.8663330078125,6.142753601074219
19,1,Match_Match_Mismatch,Match,Match,Mismatch,husband,doctor,goddess,m,m,m,the husband told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the husband told the doctor that the goddess would get,him,the husband told the doctor that the goddess would get,3.5015251636505127,7.130699634552002
19,1,Match_Mismatch_Match,Match,Mismatch,Match,husband,nurse,god,m,f,f,the husband told the nurse that the god would get MASKTOKEN some lunch after the event.,the husband told the nurse that the god would get,him,the husband told the nurse that the god would get,2.9197301864624023,6.047855854034424
19,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,husband,nurse,goddess,m,f,f,the husband told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the husband told the nurse that the goddess would get,him,the husband told the nurse that the goddess would get,3.2857608795166016,8.101594924926758
19,1,Mismatch_Match_Match,Mismatch,Match,Match,wife,doctor,god,f,m,m,the wife told the doctor that the god would get MASKTOKEN some lunch after the event.,the wife told the doctor that the god would get,him,the wife told the doctor that the god would get,5.093017578125,6.5223236083984375
19,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,wife,doctor,goddess,f,m,m,the wife told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the wife told the doctor that the goddess would get,him,the wife told the doctor that the goddess would get,5.640847682952881,7.813930988311768
19,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,wife,nurse,god,f,f,f,the wife told the nurse that the god would get MASKTOKEN some lunch after the event.,the wife told the nurse that the god would get,him,the wife told the nurse that the god would get,5.541313171386719,6.334395885467529
19,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,wife,nurse,goddess,f,f,f,the wife told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the wife told the nurse that the goddess would get,him,the wife told the nurse that the goddess would get,5.5893025398254395,8.685250282287598
20,1,Match_Match_Match,Match,Match,Match,businessman,actor,hero,m,m,m,the businessman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the hero would buy,him,the businessman told the actor that the hero would buy,1.9965373277664185,8.584041595458984
20,1,Match_Match_Mismatch,Match,Match,Mismatch,businessman,actor,heroine,m,m,m,the businessman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the heroine would buy,him,the businessman told the actor that the heroine would buy,2.3107545375823975,9.373208045959473
20,1,Match_Mismatch_Match,Match,Mismatch,Match,businessman,actress,hero,m,f,f,the businessman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the hero would buy,him,the businessman told the actress that the hero would buy,4.602243423461914,8.535357475280762
20,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,businessman,actress,heroine,m,f,f,the businessman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the heroine would buy,him,the businessman told the actress that the heroine would buy,2.7155439853668213,8.28689956665039
20,1,Mismatch_Match_Match,Mismatch,Match,Match,business woman,actor,hero,f,m,m,the business woman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the hero would buy,him,the business woman told the actor that the hero would buy,3.9602034091949463,8.58247184753418
20,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,business woman,actor,heroine,f,m,m,the business woman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the heroine would buy,him,the business woman told the actor that the heroine would buy,2.2686591148376465,8.87241268157959
20,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,business woman,actress,hero,f,f,f,the business woman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the hero would buy,him,the business woman told the actress that the hero would buy,8.57872486114502,8.678953170776367
20,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,business woman,actress,heroine,f,f,f,the business woman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the heroine would buy,him,the business woman told the actress that the heroine would buy,5.381657123565674,8.199158668518066
21,1,Match_Match_Match,Match,Match,Match,boyfriend,prince,policeman,m,m,m,the boyfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the policeman would supply,him,the boyfriend told the prince that the policeman would supply,1.4134031534194946,3.4019546508789062
21,1,Match_Match_Mismatch,Match,Match,Mismatch,boyfriend,prince,police woman,m,m,m,the boyfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the police woman would supply,him,the boyfriend told the prince that the police woman would supply,1.6802101135253906,3.9017810821533203
21,1,Match_Mismatch_Match,Match,Mismatch,Match,boyfriend,princess,policeman,m,f,f,the boyfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the policeman would supply,him,the boyfriend told the princess that the policeman would supply,2.842217206954956,3.998713970184326
21,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,boyfriend,princess,police woman,m,f,f,the boyfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the police woman would supply,him,the boyfriend told the princess that the police woman would supply,2.418919563293457,5.438236236572266
21,1,Mismatch_Match_Match,Mismatch,Match,Match,girlfriend,prince,policeman,f,m,m,the girlfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the policeman would supply,him,the girlfriend told the prince that the policeman would supply,1.796197772026062,3.8036255836486816
21,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,girlfriend,prince,police woman,f,m,m,the girlfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the police woman would supply,him,the girlfriend told the prince that the police woman would supply,1.7965404987335205,5.236674785614014
21,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,girlfriend,princess,policeman,f,f,f,the girlfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the policeman would supply,him,the girlfriend told the princess that the policeman would supply,4.0439910888671875,4.811014175415039
21,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,girlfriend,princess,police woman,f,f,f,the girlfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the police woman would supply,him,the girlfriend told the princess that the police woman would supply,4.889524936676025,6.321415424346924
22,1,Match_Match_Match,Match,Match,Match,grandfather,lord,hunter,m,m,m,the grandfather told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the hunter would be proud of,him,the grandfather told the lord that the hunter would be proud of,2.0214784145355225,4.360050678253174
22,1,Match_Match_Mismatch,Match,Match,Mismatch,grandfather,lord,female hunter,m,m,m,the grandfather told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the female hunter would be proud of,him,the grandfather told the lord that the female hunter would be proud of,1.5111311674118042,5.112421035766602
22,1,Match_Mismatch_Match,Match,Mismatch,Match,grandfather,lady,hunter,m,f,f,the grandfather told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the hunter would be proud of,him,the grandfather told the lady that the hunter would be proud of,3.232004165649414,4.868518352508545
22,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,grandfather,lady,female hunter,m,f,f,the grandfather told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the female hunter would be proud of,him,the grandfather told the lady that the female hunter would be proud of,1.6878390312194824,5.917809963226318
22,1,Mismatch_Match_Match,Mismatch,Match,Match,grandmother,lord,hunter,f,m,m,the grandmother told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the hunter would be proud of,him,the grandmother told the lord that the hunter would be proud of,4.2026238441467285,4.609483242034912
22,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,grandmother,lord,female hunter,f,m,m,the grandmother told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the female hunter would be proud of,him,the grandmother told the lord that the female hunter would be proud of,2.6014649868011475,5.7863898277282715
22,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,grandmother,lady,hunter,f,f,f,the grandmother told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the hunter would be proud of,him,the grandmother told the lady that the hunter would be proud of,5.41759729385376,5.2296905517578125
22,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,grandmother,lady,female hunter,f,f,f,the grandmother told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the female hunter would be proud of,him,the grandmother told the lady that the female hunter would be proud of,4.018700122833252,6.17238712310791
23,1,Match_Match_Match,Match,Match,Match,council man,king,lord,m,m,m,the council man told the king that the lord would be upset with MASKTOKEN when the news became known.,the council man told the king that the lord would be upset with,him,the council man told the king that the lord would be upset with,1.0288257598876953,5.166966915130615
23,1,Match_Match_Mismatch,Match,Match,Mismatch,council man,king,lady,m,m,m,the council man told the king that the lady would be upset with MASKTOKEN when the news became known.,the council man told the king that the lady would be upset with,him,the council man told the king that the lady would be upset with,0.8625521659851074,4.313006401062012
23,1,Match_Mismatch_Match,Match,Mismatch,Match,council man,queen,lord,m,f,f,the council man told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lord would be upset with,him,the council man told the queen that the lord would be upset with,3.970167398452759,5.738472938537598
23,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,council man,queen,lady,m,f,f,the council man told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lady would be upset with,him,the council man told the queen that the lady would be upset with,1.3677345514297485,4.997328281402588
23,1,Mismatch_Match_Match,Mismatch,Match,Match,council woman,king,lord,f,m,m,the council woman told the king that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lord would be upset with,him,the council woman told the king that the lord would be upset with,2.2276954650878906,6.828319072723389
23,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,council woman,king,lady,f,m,m,the council woman told the king that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lady would be upset with,him,the council woman told the king that the lady would be upset with,1.086315393447876,5.7378106117248535
23,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,council woman,queen,lord,f,f,f,the council woman told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lord would be upset with,him,the council woman told the queen that the lord would be upset with,6.069198131561279,7.185947418212891
23,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,council woman,queen,lady,f,f,f,the council woman told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lady would be upset with,him,the council woman told the queen that the lady would be upset with,4.077439308166504,6.59653902053833
24,1,Match_Match_Match,Match,Match,Match,granddaughter,waiter,chairman,m,m,m,the granddaughter told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waiter that the chairman would protect,him,the granddaughter told the waiter that the chairman would protect,4.780221462249756,6.443057537078857
24,1,Match_Match_Mismatch,Match,Match,Mismatch,granddaughter,waiter,chair woman,m,m,m,the granddaughter told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waiter that the chair woman would protect,him,the granddaughter told the waiter that the chair woman would protect,2.8324835300445557,6.428913593292236
24,1,Match_Mismatch_Match,Match,Mismatch,Match,granddaughter,waitress,chairman,m,f,f,the granddaughter told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waitress that the chairman would protect,him,the granddaughter told the waitress that the chairman would protect,6.109697341918945,7.26051664352417
24,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,granddaughter,waitress,chair woman,m,f,f,the granddaughter told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waitress that the chair woman would protect,him,the granddaughter told the waitress that the chair woman would protect,4.210535526275635,7.168076038360596
24,1,Mismatch_Match_Match,Mismatch,Match,Match,grandson,waiter,chairman,f,m,m,the grandson told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,the grandson told the waiter that the chairman would protect,him,the grandson told the waiter that the chairman would protect,0.8603649735450745,4.29342794418335
24,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,grandson,waiter,chair woman,f,m,m,the grandson told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,the grandson told the waiter that the chair woman would protect,him,the grandson told the waiter that the chair woman would protect,0.996692419052124,4.565324306488037
24,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,grandson,waitress,chairman,f,f,f,the grandson told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,the grandson told the waitress that the chairman would protect,him,the grandson told the waitress that the chairman would protect,1.2606940269470215,4.810317516326904
24,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,grandson,waitress,chair woman,f,f,f,the grandson told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,the grandson told the waitress that the chair woman would protect,him,the grandson told the waitress that the chair woman would protect,1.0753673315048218,5.2016730308532715
