item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/gpt2-xl_surp,/data/transfo-xl-wt103_surp
14,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,movie director,f,m,the woman believed that the movie director would introduce MASKTOKEN eagerly to the most influential people in the room.,the woman believed that the movie director would introduce,him,the woman believed that the movie director would introduce,5.5895280838012695,4.940560817718506
14,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,actress,f,f,the woman believed that the actress would introduce MASKTOKEN eagerly to the most influential people in the room.,the woman believed that the actress would introduce,him,the woman believed that the actress would introduce,4.119156360626221,5.101900577545166
14,1,Common Nouns,Match_Match,Match,Match,his,man,movie director,m,m,the man believed that the movie director would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the man believed that the movie director would introduce,his,the man believed that the movie director would introduce,4.111865043640137,4.808568000793457
14,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,actress,m,f,the man believed that the actress would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the man believed that the actress would introduce,his,the man believed that the actress would introduce,5.446867942810059,5.8690056800842285
14,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,movie director,f,m,the woman believed that the movie director would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the woman believed that the movie director would introduce,his,the woman believed that the movie director would introduce,4.899318695068359,4.96477746963501
14,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,actress,f,f,the woman believed that the actress would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the woman believed that the actress would introduce,his,the woman believed that the actress would introduce,8.563650131225586,6.544591903686523
15,1,Common Nouns,Match_Match,Match,Match,him,man,farmer,m,m,the man said that the farmer had reminded MASKTOKEN frequently about the dangers of pesticides.,the man said that the farmer had reminded,him,the man said that the farmer had reminded,0.2139001339673996,1.7199671268463135
15,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,maid,m,f,the man said that the maid had reminded MASKTOKEN frequently about the dangers of pesticides.,the man said that the maid had reminded,him,the man said that the maid had reminded,0.16035155951976776,1.6215356588363647
15,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,farmer,f,m,the woman said that the farmer had reminded MASKTOKEN frequently about the dangers of pesticides.,the woman said that the farmer had reminded,him,the woman said that the farmer had reminded,4.95595645904541,3.8451130390167236
15,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,maid,f,f,the woman said that the maid had reminded MASKTOKEN frequently about the dangers of pesticides.,the woman said that the maid had reminded,him,the woman said that the maid had reminded,3.9892418384552,4.195282459259033
15,1,Common Nouns,Match_Match,Match,Match,his,man,farmer,m,m,the man said that the farmer had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the man said that the farmer had reminded,his,the man said that the farmer had reminded,6.673191547393799,5.080352783203125
15,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,maid,m,f,the man said that the maid had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the man said that the maid had reminded,his,the man said that the maid had reminded,7.67646598815918,6.792183876037598
15,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,farmer,f,m,the woman said that the farmer had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the woman said that the farmer had reminded,his,the woman said that the farmer had reminded,7.216346740722656,5.845025539398193
15,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,maid,f,f,the woman said that the maid had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the woman said that the maid had reminded,his,the woman said that the maid had reminded,10.650935173034668,8.259825706481934
16,1,Common Nouns,Match_Match,Match,Match,him,man,pirate,m,m,the man expected that the pirate would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the man expected that the pirate would blame,him,the man expected that the pirate would blame,2.2241876125335693,5.114856719970703
16,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fairy,m,f,the man expected that the fairy would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the man expected that the fairy would blame,him,the man expected that the fairy would blame,1.6015338897705078,3.0888307094573975
16,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,pirate,f,m,the woman expected that the pirate would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the woman expected that the pirate would blame,him,the woman expected that the pirate would blame,6.077929973602295,5.860418319702148
16,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fairy,f,f,the woman expected that the fairy would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the woman expected that the fairy would blame,him,the woman expected that the fairy would blame,3.477354049682617,4.284781455993652
16,1,Common Nouns,Match_Match,Match,Match,his,man,pirate,m,m,the man expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the man expected that the pirate would blame,his,the man expected that the pirate would blame,3.545314311981201,5.0509233474731445
16,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fairy,m,f,the man expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the man expected that the fairy would blame,his,the man expected that the fairy would blame,5.080681324005127,5.911133289337158
16,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,pirate,f,m,the woman expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the woman expected that the pirate would blame,his,the woman expected that the pirate would blame,4.157018184661865,5.463544845581055
16,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fairy,f,f,the woman expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the woman expected that the fairy would blame,his,the woman expected that the fairy would blame,6.742091178894043,6.556799411773682
17,1,Common Nouns,Match_Match,Match,Match,him,man,sound engineer,m,m,the man ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the man ensured that the sound engineer had prepared,him,the man ensured that the sound engineer had prepared,6.927227973937988,8.94765853881836
17,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the man ensured that the dance instructor had prepared,him,the man ensured that the dance instructor had prepared,5.797460079193115,7.204095363616943
17,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,sound engineer,f,m,the woman ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the woman ensured that the sound engineer had prepared,him,the woman ensured that the sound engineer had prepared,8.716808319091797,9.871567726135254
17,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the woman ensured that the dance instructor had prepared,him,the woman ensured that the dance instructor had prepared,7.555232048034668,8.195720672607422
17,1,Common Nouns,Match_Match,Match,Match,his,man,sound engineer,m,m,the man ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the man ensured that the sound engineer had prepared,his,the man ensured that the sound engineer had prepared,3.9400150775909424,4.841567516326904
17,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the man ensured that the dance instructor had prepared,his,the man ensured that the dance instructor had prepared,5.055423736572266,4.648752689361572
17,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,sound engineer,f,m,the woman ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the woman ensured that the sound engineer had prepared,his,the woman ensured that the sound engineer had prepared,4.881137847900391,5.350919723510742
17,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the woman ensured that the dance instructor had prepared,his,the woman ensured that the dance instructor had prepared,6.469057083129883,5.250310897827148
18,1,Common Nouns,Match_Match,Match,Match,him,man,choir boy,m,m,the man feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the man feared that the choir boy would disappoint,him,the man feared that the choir boy would disappoint,0.9447037577629089,5.390664577484131
18,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,choir girl,m,f,the man feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the man feared that the choir girl would disappoint,him,the man feared that the choir girl would disappoint,0.3706081211566925,5.280379772186279
18,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,choir boy,f,m,the woman feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the woman feared that the choir boy would disappoint,him,the woman feared that the choir boy would disappoint,7.4475016593933105,6.025014400482178
18,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,choir girl,f,f,the woman feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the woman feared that the choir girl would disappoint,him,the woman feared that the choir girl would disappoint,2.284013271331787,6.290856838226318
18,1,Common Nouns,Match_Match,Match,Match,his,man,choir boy,m,m,the man feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the man feared that the choir boy would disappoint,his,the man feared that the choir boy would disappoint,3.25009822845459,4.1349921226501465
18,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,choir girl,m,f,the man feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the man feared that the choir girl would disappoint,his,the man feared that the choir girl would disappoint,5.030303478240967,5.565587520599365
18,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,choir boy,f,m,the woman feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the woman feared that the choir boy would disappoint,his,the woman feared that the choir boy would disappoint,5.087596416473389,4.307408809661865
18,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,choir girl,f,f,the woman feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the woman feared that the choir girl would disappoint,his,the woman feared that the choir girl would disappoint,7.670345783233643,5.940186977386475
19,1,Common Nouns,Match_Match,Match,Match,him,man,wrestling coach,m,m,the man claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,the man claimed that the wrestling coach had pushed,him,the man claimed that the wrestling coach had pushed,0.3439336121082306,3.6445493698120117
19,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,the man claimed that the dance instructor had pushed,him,the man claimed that the dance instructor had pushed,0.3517606854438782,3.897819995880127
19,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,wrestling coach,f,m,the woman claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,the woman claimed that the wrestling coach had pushed,him,the woman claimed that the wrestling coach had pushed,6.462214469909668,4.475376129150391
19,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,the woman claimed that the dance instructor had pushed,him,the woman claimed that the dance instructor had pushed,6.160915851593018,4.873534202575684
19,1,Common Nouns,Match_Match,Match,Match,his,man,wrestling coach,m,m,the man claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,the man claimed that the wrestling coach had pushed,his,the man claimed that the wrestling coach had pushed,4.8131256103515625,5.0840744972229
19,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man claimed that the dance instructor had pushed MASKTOKEN team constantly for the sake of improving performance.,the man claimed that the dance instructor had pushed,his,the man claimed that the dance instructor had pushed,4.099297046661377,4.892146587371826
19,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,wrestling coach,f,m,the woman claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,the woman claimed that the wrestling coach had pushed,his,the woman claimed that the wrestling coach had pushed,6.255000114440918,5.1247758865356445
19,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman claimed that the dance instructor had pushed MASKTOKEN team constantly for the sake of improving performance.,the woman claimed that the dance instructor had pushed,his,the woman claimed that the dance instructor had pushed,7.693204879760742,5.136016845703125
20,1,Common Nouns,Match_Match,Match,Match,him,man,sports fan,m,m,the man hoped that the sports fan would nominate MASKTOKEN promptly for the quality service award.,the man hoped that the sports fan would nominate,him,the man hoped that the sports fan would nominate,1.6808782815933228,2.183173894882202
20,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,actress,m,f,the man hoped that the actress would nominate MASKTOKEN promptly for the quality service award.,the man hoped that the actress would nominate,him,the man hoped that the actress would nominate,0.7262402176856995,6.677082061767578
20,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,sports fan,f,m,the woman hoped that the sports fan would nominate MASKTOKEN promptly for the quality service award.,the woman hoped that the sports fan would nominate,him,the woman hoped that the sports fan would nominate,3.9770846366882324,3.6979403495788574
20,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,actress,f,f,the woman hoped that the actress would nominate MASKTOKEN promptly for the quality service award.,the woman hoped that the actress would nominate,him,the woman hoped that the actress would nominate,4.368486404418945,4.942831039428711
20,1,Common Nouns,Match_Match,Match,Match,his,man,sports fan,m,m,the man hoped that the sports fan would nominate MASKTOKEN cashier promptly for the quality service award.,the man hoped that the sports fan would nominate,his,the man hoped that the sports fan would nominate,3.7124900817871094,5.073832035064697
20,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,actress,m,f,the man hoped that the actress would nominate MASKTOKEN cashier promptly for the quality service award.,the man hoped that the actress would nominate,his,the man hoped that the actress would nominate,5.836839199066162,6.196300029754639
20,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,sports fan,f,m,the woman hoped that the sports fan would nominate MASKTOKEN cashier promptly for the quality service award.,the woman hoped that the sports fan would nominate,his,the woman hoped that the sports fan would nominate,4.9400739669799805,5.661527633666992
20,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,actress,f,f,the woman hoped that the actress would nominate MASKTOKEN cashier promptly for the quality service award.,the woman hoped that the actress would nominate,his,the woman hoped that the actress would nominate,8.938468933105469,6.054672718048096
21,1,Common Nouns,Match_Match,Match,Match,him,man,bartender,m,m,the man knew that the bartender would protect MASKTOKEN despite public pressure to expose philandering politicians.,the man knew that the bartender would protect,him,the man knew that the bartender would protect,0.8826119303703308,3.7960662841796875
21,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dancer,m,f,the man knew that the dancer would protect MASKTOKEN despite public pressure to expose philandering politicians.,the man knew that the dancer would protect,him,the man knew that the dancer would protect,1.0413869619369507,4.473124027252197
21,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,bartender,f,m,the woman knew that the bartender would protect MASKTOKEN despite public pressure to expose philandering politicians.,the woman knew that the bartender would protect,him,the woman knew that the bartender would protect,4.908137798309326,5.057131767272949
21,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dancer,f,f,the woman knew that the dancer would protect MASKTOKEN despite public pressure to expose philandering politicians.,the woman knew that the dancer would protect,him,the woman knew that the dancer would protect,4.404952526092529,5.515205383300781
21,1,Common Nouns,Match_Match,Match,Match,his,man,bartender,m,m,the man knew that the bartender would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the man knew that the bartender would protect,his,the man knew that the bartender would protect,3.56606125831604,4.18537712097168
21,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dancer,m,f,the man knew that the dancer would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the man knew that the dancer would protect,his,the man knew that the dancer would protect,3.867199420928955,4.308732032775879
21,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,bartender,f,m,the woman knew that the bartender would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the woman knew that the bartender would protect,his,the woman knew that the bartender would protect,6.7916951179504395,5.182270526885986
21,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dancer,f,f,the woman knew that the dancer would protect MASKTOKEN friend despite public pressure to expose philandering politicians.,the woman knew that the dancer would protect,his,the woman knew that the dancer would protect,6.895585060119629,5.65597677230835
22,1,Common Nouns,Match_Match,Match,Match,him,man,hip hop dancer,m,m,the man hoped that the hip hop dancer would teach MASKTOKEN amazing moves for any kind of music.,the man hoped that the hip hop dancer would teach,him,the man hoped that the hip hop dancer would teach,0.40848952531814575,3.70292067527771
22,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,ballet dancer,m,f,the man hoped that the ballet dancer would teach MASKTOKEN amazing moves for any kind of music.,the man hoped that the ballet dancer would teach,him,the man hoped that the ballet dancer would teach,0.4386196434497833,4.229265213012695
22,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,hip hop dancer,f,m,the woman hoped that the hip hop dancer would teach MASKTOKEN amazing moves for any kind of music.,the woman hoped that the hip hop dancer would teach,him,the woman hoped that the hip hop dancer would teach,3.8391921520233154,4.72833776473999
22,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,ballet dancer,f,f,the woman hoped that the ballet dancer would teach MASKTOKEN amazing moves for any kind of music.,the woman hoped that the ballet dancer would teach,him,the woman hoped that the ballet dancer would teach,4.11039400100708,5.640117645263672
22,1,Common Nouns,Match_Match,Match,Match,his,man,hip hop dancer,m,m,the man hoped that the hip hop dancer would teach MASKTOKEN students amazing moves for any kind of music.,the man hoped that the hip hop dancer would teach,his,the man hoped that the hip hop dancer would teach,5.767460346221924,4.630731105804443
22,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,ballet dancer,m,f,the man hoped that the ballet dancer would teach MASKTOKEN students amazing moves for any kind of music.,the man hoped that the ballet dancer would teach,his,the man hoped that the ballet dancer would teach,5.623127460479736,4.909783840179443
22,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,hip hop dancer,f,m,the woman hoped that the hip hop dancer would teach MASKTOKEN students amazing moves for any kind of music.,the woman hoped that the hip hop dancer would teach,his,the woman hoped that the hip hop dancer would teach,8.558329582214355,5.244322776794434
22,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,ballet dancer,f,f,the woman hoped that the ballet dancer would teach MASKTOKEN students amazing moves for any kind of music.,the woman hoped that the ballet dancer would teach,his,the woman hoped that the ballet dancer would teach,8.700425148010254,5.728633880615234
23,1,Common Nouns,Match_Match,Match,Match,him,man,pilot,m,m,the man expected that the pilot would congratulate MASKTOKEN fully for having saved so many lives.,the man expected that the pilot would congratulate,him,the man expected that the pilot would congratulate,0.48327773809432983,1.1337883472442627
23,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,flight attendant,m,f,the man expected that the flight attendant would congratulate MASKTOKEN fully for having saved so many lives.,the man expected that the flight attendant would congratulate,him,the man expected that the flight attendant would congratulate,0.3187541961669922,0.9661943316459656
23,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,pilot,f,m,the woman expected that the pilot would congratulate MASKTOKEN fully for having saved so many lives.,the woman expected that the pilot would congratulate,him,the woman expected that the pilot would congratulate,4.976597785949707,2.9197239875793457
23,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,flight attendant,f,f,the woman expected that the flight attendant would congratulate MASKTOKEN fully for having saved so many lives.,the woman expected that the flight attendant would congratulate,him,the woman expected that the flight attendant would congratulate,5.060665607452393,3.118171215057373
23,1,Common Nouns,Match_Match,Match,Match,his,man,pilot,m,m,the man expected that the pilot would congratulate MASKTOKEN crew fully for having saved so many lives.,the man expected that the pilot would congratulate,his,the man expected that the pilot would congratulate,5.7760090827941895,5.270242214202881
23,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,flight attendant,m,f,the man expected that the flight attendant would congratulate MASKTOKEN crew fully for having saved so many lives.,the man expected that the flight attendant would congratulate,his,the man expected that the flight attendant would congratulate,5.95657205581665,6.276113033294678
23,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,pilot,f,m,the woman expected that the pilot would congratulate MASKTOKEN crew fully for having saved so many lives.,the woman expected that the pilot would congratulate,his,the woman expected that the pilot would congratulate,6.735963821411133,5.792891025543213
23,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,flight attendant,f,f,the woman expected that the flight attendant would congratulate MASKTOKEN crew fully for having saved so many lives.,the woman expected that the flight attendant would congratulate,his,the woman expected that the flight attendant would congratulate,9.955289840698242,6.3535919189453125
24,1,Common Nouns,Match_Match,Match,Match,him,man,garden worker,m,m,the man wished that the garden worker had asked MASKTOKEN beforehand whether it was worth the money.,the man wished that the garden worker had asked,him,the man wished that the garden worker had asked,1.3835556507110596,4.871694564819336
24,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man wished that the secretary had asked MASKTOKEN beforehand whether it was worth the money.,the man wished that the secretary had asked,him,the man wished that the secretary had asked,1.5104753971099854,3.6946544647216797
24,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,garden worker,f,m,the woman wished that the garden worker had asked MASKTOKEN beforehand whether it was worth the money.,the woman wished that the garden worker had asked,him,the woman wished that the garden worker had asked,6.121616363525391,5.863264560699463
24,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman wished that the secretary had asked MASKTOKEN beforehand whether it was worth the money.,the woman wished that the secretary had asked,him,the woman wished that the secretary had asked,4.504385948181152,4.774165630340576
24,1,Common Nouns,Match_Match,Match,Match,his,man,garden worker,m,m,the man wished that the garden worker had asked MASKTOKEN accounant beforehand whether it was worth the money.,the man wished that the garden worker had asked,his,the man wished that the garden worker had asked,4.437824249267578,5.78759241104126
24,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man wished that the secretary had asked MASKTOKEN accounant beforehand whether it was worth the money.,the man wished that the secretary had asked,his,the man wished that the secretary had asked,4.973144054412842,5.725115776062012
24,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,garden worker,f,m,the woman wished that the garden worker had asked MASKTOKEN accounant beforehand whether it was worth the money.,the woman wished that the garden worker had asked,his,the woman wished that the garden worker had asked,8.22836685180664,6.459499835968018
24,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman wished that the secretary had asked MASKTOKEN accounant beforehand whether it was worth the money.,the woman wished that the secretary had asked,his,the woman wished that the secretary had asked,7.659356594085693,6.543168067932129
25,1,Common Nouns,Match_Match,Match,Match,him,man,hockey player,m,m,the man said that the hockey player had defended MASKTOKEN fully despite the constant criticism from the media.,the man said that the hockey player had defended,him,the man said that the hockey player had defended,2.6861774921417236,5.857851505279541
25,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fashion model,m,f,the man said that the fashion model had defended MASKTOKEN fully despite the constant criticism from the media.,the man said that the fashion model had defended,him,the man said that the fashion model had defended,2.003343105316162,4.326779842376709
25,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,hockey player,f,m,the woman said that the hockey player had defended MASKTOKEN fully despite the constant criticism from the media.,the woman said that the hockey player had defended,him,the woman said that the hockey player had defended,5.1498799324035645,7.241583824157715
25,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fashion model,f,f,the woman said that the fashion model had defended MASKTOKEN fully despite the constant criticism from the media.,the woman said that the fashion model had defended,him,the woman said that the fashion model had defended,3.293522834777832,6.251185894012451
25,1,Common Nouns,Match_Match,Match,Match,his,man,hockey player,m,m,the man said that the hockey player had defended MASKTOKEN friend fully despite the constant criticism from the media.,the man said that the hockey player had defended,his,the man said that the hockey player had defended,3.147524356842041,4.521324634552002
25,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fashion model,m,f,the man said that the fashion model had defended MASKTOKEN friend fully despite the constant criticism from the media.,the man said that the fashion model had defended,his,the man said that the fashion model had defended,4.157578945159912,5.324517250061035
25,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,hockey player,f,m,the woman said that the hockey player had defended MASKTOKEN friend fully despite the constant criticism from the media.,the woman said that the hockey player had defended,his,the woman said that the hockey player had defended,3.639375686645508,5.236330032348633
25,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fashion model,f,f,the woman said that the fashion model had defended MASKTOKEN friend fully despite the constant criticism from the media.,the woman said that the fashion model had defended,his,the woman said that the fashion model had defended,5.718338489532471,5.8687639236450195
26,1,Common Nouns,Match_Match,Match,Match,him,man,director,m,m,the man thought that the director had considered MASKTOKEN extremely important to the success of the film.,the man thought that the director had considered,him,the man thought that the director had considered,3.197930097579956,4.981773376464844
26,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,costume designer,m,f,the man thought that the costume designer had considered MASKTOKEN extremely important to the success of the film.,the man thought that the costume designer had considered,him,the man thought that the costume designer had considered,3.621971845626831,5.290740013122559
26,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,director,f,m,the woman thought that the director had considered MASKTOKEN extremely important to the success of the film.,the woman thought that the director had considered,him,the woman thought that the director had considered,6.9345598220825195,6.729269504547119
26,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,costume designer,f,f,the woman thought that the costume designer had considered MASKTOKEN extremely important to the success of the film.,the woman thought that the costume designer had considered,him,the woman thought that the costume designer had considered,8.586421966552734,7.317479133605957
26,1,Common Nouns,Match_Match,Match,Match,his,man,director,m,m,the man thought that the director had considered MASKTOKEN work extremely important to the success of the film.,the man thought that the director had considered,his,the man thought that the director had considered,3.7257184982299805,5.974853515625
26,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,costume designer,m,f,the man thought that the costume designer had considered MASKTOKEN work extremely important to the success of the film.,the man thought that the costume designer had considered,his,the man thought that the costume designer had considered,3.6104958057403564,5.77653169631958
26,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,director,f,m,the woman thought that the director had considered MASKTOKEN work extremely important to the success of the film.,the woman thought that the director had considered,his,the woman thought that the director had considered,6.049810409545898,5.790425777435303
26,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,costume designer,f,f,the woman thought that the costume designer had considered MASKTOKEN work extremely important to the success of the film.,the woman thought that the costume designer had considered,his,the woman thought that the costume designer had considered,8.124695777893066,5.83812141418457
27,1,Common Nouns,Match_Match,Match,Match,him,man,manager,m,m,the man claimed that the manager had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the man claimed that the manager had undermined,him,the man claimed that the manager had undermined,1.247166633605957,7.91701078414917
27,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,assistant,m,f,the man claimed that the assistant had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the man claimed that the assistant had undermined,him,the man claimed that the assistant had undermined,1.9828665256500244,8.342464447021484
27,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,manager,f,m,the woman claimed that the manager had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the woman claimed that the manager had undermined,him,the woman claimed that the manager had undermined,7.978452682495117,8.97274398803711
27,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,assistant,f,f,the woman claimed that the assistant had undermined MASKTOKEN constantly in an attempt to climb the corporate ladder.,the woman claimed that the assistant had undermined,him,the woman claimed that the assistant had undermined,8.680119514465332,9.640347480773926
27,1,Common Nouns,Match_Match,Match,Match,his,man,manager,m,m,the man claimed that the manager had undermined MASKTOKEN coworkers constantly in an attempt to climb the corporate ladder.,the man claimed that the manager had undermined,his,the man claimed that the manager had undermined,1.5283567905426025,3.5860555171966553
