item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
14,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,actress,m,f,the man believed that the actress would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the man believed that the actress would introduce,his,the man believed that the actress would introduce,4.59567403793335,5.302303314208984,4.754010200500488,4.880690097808838,4.873741149902344,4.6637701988220215,4.858822822570801,4.259399890899658,4.8444976806640625,4.994457244873047,4.818657875061035,4.257384300231934,4.511628150939941,4.608504772186279,4.754337787628174,4.357202529907227,5.415873050689697,4.95525598526001,5.246857166290283,5.038788318634033,4.3548502922058105,5.304630756378174,4.289985656738281,4.7835917472839355,4.3455610275268555
14,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,movie director,f,m,the woman believed that the movie director would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the woman believed that the movie director would introduce,his,the woman believed that the movie director would introduce,4.599267959594727,5.048384189605713,5.186367034912109,5.034435749053955,5.132696151733398,4.853688716888428,5.06375789642334,4.6861467361450195,5.222134590148926,4.989896297454834,4.689027786254883,4.60423469543457,4.817867755889893,5.1669392585754395,4.918176651000977,4.544423580169678,5.169057369232178,5.316534042358398,4.984779357910156,5.125819683074951,4.601874828338623,5.63679313659668,4.203917503356934,4.8583173751831055,4.871842384338379
14,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,actress,f,f,the woman believed that the actress would introduce MASKTOKEN protege eagerly to the most influential people in the room.,the woman believed that the actress would introduce,his,the woman believed that the actress would introduce,4.7242960929870605,5.381091594696045,5.102922439575195,5.301712512969971,5.480781078338623,4.74925422668457,5.227355480194092,4.544483184814453,5.21498441696167,5.1809306144714355,5.027599811553955,4.4529266357421875,4.682491779327393,4.957418441772461,5.103491306304932,4.520680904388428,5.605953216552734,5.117737770080566,5.4220290184021,5.326296806335449,4.580960750579834,5.6758623123168945,4.702139854431152,5.0564141273498535,4.588361740112305
15,1,Common Nouns,Match_Match,Match,Match,him,man,farmer,m,m,the man said that the farmer had reminded MASKTOKEN frequently about the dangers of pesticides.,the man said that the farmer had reminded,him,the man said that the farmer had reminded,1.044049620628357,0.9018950462341309,1.4381616115570068,1.3863986730575562,0.9811648726463318,1.966125726699829,1.4517192840576172,1.9286139011383057,0.941554605960846,1.209969162940979,0.9401204586029053,2.0586471557617188,1.3627339601516724,1.4854062795639038,1.4194868803024292,1.295272707939148,1.2546216249465942,1.6523953676223755,1.525076985359192,1.2615915536880493,1.2979635000228882,2.434156894683838,1.6267411708831787,1.4303351640701294,1.887800931930542
15,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,maid,m,f,the man said that the maid had reminded MASKTOKEN frequently about the dangers of pesticides.,the man said that the maid had reminded,him,the man said that the maid had reminded,1.2574464082717896,1.0689122676849365,1.766865611076355,1.6053094863891602,1.1813383102416992,2.238271951675415,1.8194503784179688,2.242128610610962,1.1627455949783325,1.6961355209350586,1.1815202236175537,2.782136917114258,1.6398258209228516,1.8005475997924805,1.5664212703704834,1.4074538946151733,1.552490472793579,1.9144223928451538,1.8427538871765137,1.6213515996932983,1.4509562253952026,2.6432669162750244,2.1077561378479004,2.054969310760498,1.947790503501892
15,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,farmer,f,m,the woman said that the farmer had reminded MASKTOKEN frequently about the dangers of pesticides.,the woman said that the farmer had reminded,him,the woman said that the farmer had reminded,1.4516886472702026,1.4576114416122437,2.0376956462860107,1.9070208072662354,1.5198529958724976,2.362773895263672,2.1285181045532227,2.3555753231048584,1.2917872667312622,1.578872561454773,1.3796803951263428,2.7232682704925537,1.631321668624878,2.2249104976654053,1.7711615562438965,1.4875253438949585,1.639203429222107,2.1773531436920166,1.8894288539886475,1.5071561336517334,1.473247766494751,3.1369683742523193,2.0832901000976562,2.0748629570007324,2.322805404663086
15,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,maid,f,f,the woman said that the maid had reminded MASKTOKEN frequently about the dangers of pesticides.,the woman said that the maid had reminded,him,the woman said that the maid had reminded,1.6500680446624756,1.674289584159851,2.573240041732788,2.2817540168762207,1.7285757064819336,2.626868486404419,2.489546775817871,2.567120313644409,1.5342124700546265,2.062852382659912,1.6772270202636719,3.192072868347168,1.9424200057983398,2.572882890701294,1.9420554637908936,1.5862525701522827,1.9357279539108276,2.483781337738037,2.131868600845337,1.8329432010650635,1.5772440433502197,3.471123456954956,2.5612268447875977,2.701597213745117,2.4072012901306152
15,1,Common Nouns,Match_Match,Match,Match,his,man,farmer,m,m,the man said that the farmer had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the man said that the farmer had reminded,his,the man said that the farmer had reminded,3.781724452972412,4.94645881652832,3.7388765811920166,4.329522609710693,5.005660533905029,3.7279350757598877,3.822211265563965,3.306581735610962,4.7147040367126465,3.74638295173645,3.9874191284179688,4.194504261016846,4.407512187957764,4.689003944396973,5.059201240539551,4.713141918182373,4.990278720855713,3.9712884426116943,3.9209203720092773,4.13422155380249,4.834072589874268,3.759438991546631,4.0721282958984375,4.030025959014893,3.9859561920166016
15,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,maid,m,f,the man said that the maid had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the man said that the maid had reminded,his,the man said that the maid had reminded,4.445298671722412,5.032374858856201,4.583812236785889,4.776193618774414,5.752777576446533,4.396546840667725,4.442901134490967,3.890016794204712,5.069187164306641,4.452477931976318,4.430931568145752,5.2690277099609375,4.724630355834961,4.659000873565674,5.603357791900635,5.179326057434082,5.455855369567871,4.45578670501709,4.652367115020752,4.641336441040039,5.409782409667969,4.153881549835205,4.839179039001465,4.650567531585693,4.29463529586792
15,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,farmer,f,m,the woman said that the farmer had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the woman said that the farmer had reminded,his,the woman said that the farmer had reminded,4.2571234703063965,5.417390823364258,4.461697578430176,5.006549835205078,5.612738609313965,4.234377384185791,4.499407768249512,3.872143268585205,5.339223861694336,4.1324849128723145,4.373620510101318,4.845104694366455,4.642635822296143,5.368402481079102,5.308910846710205,5.074489116668701,5.453702926635742,4.5773396492004395,4.369454383850098,4.584015369415283,5.063640117645264,4.583958625793457,4.7022857666015625,4.595813751220703,4.2984619140625
15,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,maid,f,f,the woman said that the maid had reminded MASKTOKEN colleagues frequently about the dangers of pesticides.,the woman said that the maid had reminded,his,the woman said that the maid had reminded,4.840750694274902,5.579838275909424,5.428725719451904,5.567501544952393,6.2731099128723145,4.882178783416748,5.102489948272705,4.353618144989014,5.69312858581543,4.7680816650390625,4.931204795837402,5.658235549926758,4.985658645629883,5.3711771965026855,5.89048957824707,5.496810436248779,5.892691135406494,5.067172527313232,4.9851765632629395,5.008121490478516,5.604571342468262,5.100619316101074,5.430428504943848,5.239785671234131,4.621377468109131
16,1,Common Nouns,Match_Match,Match,Match,him,man,pirate,m,m,the man expected that the pirate would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the man expected that the pirate would blame,him,the man expected that the pirate would blame,3.5680532455444336,3.81390380859375,4.124618053436279,2.122859001159668,5.3132429122924805,3.9629831314086914,5.929205894470215,4.477013111114502,4.442412376403809,3.747683525085449,4.142849922180176,5.238394260406494,5.419186592102051,4.259130477905273,3.84383487701416,5.068599224090576,4.679068565368652,4.122036933898926,5.597423076629639,4.510926723480225,4.1333842277526855,5.28209924697876,4.919742584228516,4.848180770874023,4.467407703399658
16,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fairy,m,f,the man expected that the fairy would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the man expected that the fairy would blame,him,the man expected that the fairy would blame,4.043521404266357,3.7325470447540283,3.7150275707244873,2.4240643978118896,5.379537582397461,3.3664517402648926,5.100667953491211,4.301122665405273,3.5267975330352783,3.6018195152282715,4.68908166885376,5.4046807289123535,5.142441272735596,4.813321113586426,3.9960451126098633,4.357041358947754,5.073934078216553,3.6945507526397705,5.887813568115234,4.113152980804443,3.701975107192993,5.266066074371338,4.853023529052734,4.749388694763184,4.119434356689453
16,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,pirate,f,m,the woman expected that the pirate would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the woman expected that the pirate would blame,him,the woman expected that the pirate would blame,3.866471529006958,4.517665863037109,4.919678211212158,2.798826217651367,6.21543025970459,4.178152084350586,6.347043037414551,4.881263256072998,4.518544673919678,4.151520252227783,4.707930564880371,5.240396499633789,5.4354987144470215,4.893938064575195,4.419637680053711,5.405941486358643,5.132862567901611,4.677363872528076,5.766852855682373,4.7531304359436035,3.988430976867676,5.732132434844971,5.43053674697876,5.380247592926025,4.978546619415283
16,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fairy,f,f,the woman expected that the fairy would blame MASKTOKEN when the curse of the secret treasure was unleashed.,the woman expected that the fairy would blame,him,the woman expected that the fairy would blame,4.384464263916016,4.296041965484619,4.638669967651367,3.3188469409942627,6.2439069747924805,3.745731830596924,5.639945983886719,4.694553375244141,3.794955253601074,3.9724912643432617,5.178375720977783,5.417022705078125,5.238123893737793,5.474750995635986,4.586217880249023,4.819666385650635,5.599736213684082,4.357378005981445,6.148399829864502,4.381510257720947,3.538801670074463,5.608366966247559,5.553744316101074,5.20841646194458,4.658597469329834
16,1,Common Nouns,Match_Match,Match,Match,his,man,pirate,m,m,the man expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the man expected that the pirate would blame,his,the man expected that the pirate would blame,4.66233491897583,5.562026023864746,4.569974422454834,4.4089789390563965,5.571854114532471,4.385823726654053,6.372294902801514,4.646997928619385,4.821098804473877,4.580748081207275,4.139866828918457,5.721475601196289,4.838629722595215,5.496549606323242,4.5345611572265625,4.609496116638184,4.7092108726501465,4.260290145874023,5.3655805587768555,5.355870723724365,5.509424209594727,4.577965259552002,5.2361369132995605,5.783171653747559,4.660810947418213
16,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fairy,m,f,the man expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the man expected that the fairy would blame,his,the man expected that the fairy would blame,5.167050838470459,5.603230953216553,4.472327709197998,4.604422092437744,5.6467671394348145,3.865360975265503,5.392439842224121,4.243809700012207,4.510758399963379,4.774924278259277,5.383914947509766,6.132227897644043,4.5310845375061035,5.880906581878662,4.741786479949951,4.765072345733643,5.086050033569336,4.306272506713867,6.007260322570801,4.847148418426514,5.855612754821777,5.3642048835754395,5.635287284851074,6.733817100524902,4.623472690582275
16,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,pirate,f,m,the woman expected that the pirate would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the woman expected that the pirate would blame,his,the woman expected that the pirate would blame,4.887491226196289,6.245139122009277,5.491865634918213,5.087838172912598,6.400786399841309,4.696432113647461,6.6614603996276855,5.074593544006348,5.080076217651367,4.978440284729004,4.609812259674072,5.823287010192871,5.0012617111206055,6.313363552093506,5.006489276885986,5.0530195236206055,5.25317907333374,4.671186447143555,5.63569450378418,5.763803958892822,5.361422061920166,5.078148365020752,5.985260486602783,6.2398457527160645,5.062884330749512
16,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fairy,f,f,the woman expected that the fairy would blame MASKTOKEN foolishness when the curse of the secret treasure was unleashed.,the woman expected that the fairy would blame,his,the woman expected that the fairy would blame,5.487687587738037,6.156606674194336,5.502424716949463,5.5107011795043945,6.426384925842285,4.3694634437561035,5.918769836425781,4.778974533081055,4.969730377197266,5.1400675773620605,5.82686710357666,6.219544887542725,4.7558488845825195,6.69760274887085,5.214460849761963,5.277275085449219,5.721714496612549,4.802206039428711,6.363796234130859,5.260880947113037,5.695645809173584,5.822592258453369,6.603734016418457,7.120842456817627,5.092169761657715
17,1,Common Nouns,Match_Match,Match,Match,him,man,sound engineer,m,m,the man ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the man ensured that the sound engineer had prepared,him,the man ensured that the sound engineer had prepared,6.472181797027588,8.893816947937012,8.599491119384766,7.2158684730529785,8.64419937133789,7.428139686584473,7.147095203399658,7.8857808113098145,7.569146156311035,7.673264026641846,6.756965637207031,6.752007007598877,8.797102928161621,7.406898021697998,6.119748592376709,8.68364429473877,8.96950912475586,7.357903480529785,7.894498348236084,7.738609790802002,7.536160469055176,8.491546630859375,8.374342918395996,7.342720985412598,7.164333343505859
17,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the man ensured that the dance instructor had prepared,him,the man ensured that the dance instructor had prepared,6.131505966186523,7.0865159034729,8.015739440917969,7.004312515258789,7.421984672546387,6.62790584564209,6.623379230499268,7.620227813720703,7.367513656616211,7.157128810882568,6.67045783996582,6.983767509460449,8.104835510253906,7.33222770690918,5.785926342010498,8.44504165649414,8.355698585510254,7.426939964294434,7.85524845123291,7.558049201965332,7.2595086097717285,8.393052101135254,7.721331596374512,7.449306011199951,6.929066181182861
17,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,sound engineer,f,m,the woman ensured that the sound engineer had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the woman ensured that the sound engineer had prepared,him,the woman ensured that the sound engineer had prepared,6.6968889236450195,9.469168663024902,8.71822738647461,7.749367713928223,9.299567222595215,7.6750359535217285,7.623307228088379,8.096932411193848,7.696385860443115,8.045976638793945,7.246211051940918,6.651250839233398,8.868866920471191,7.769793510437012,6.526885509490967,8.848817825317383,9.255263328552246,7.707810878753662,8.168645858764648,7.923436641693115,7.552238941192627,8.93089485168457,8.875862121582031,7.89135217666626,7.539463520050049
17,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman ensured that the dance instructor had prepared MASKTOKEN thoroughly for any potential mishaps during the performance.,the woman ensured that the dance instructor had prepared,him,the woman ensured that the dance instructor had prepared,6.361875534057617,7.661142349243164,8.118197441101074,7.4178667068481445,8.051597595214844,6.8306732177734375,7.079118728637695,7.842804908752441,7.570120334625244,7.4701738357543945,7.210446357727051,6.857473850250244,8.283257484436035,7.771877288818359,6.1712727546691895,8.630158424377441,8.59526252746582,7.8112053871154785,8.11961841583252,7.767507076263428,7.251880168914795,8.777857780456543,8.05223560333252,8.002889633178711,7.296658515930176
17,1,Common Nouns,Match_Match,Match,Match,his,man,sound engineer,m,m,the man ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the man ensured that the sound engineer had prepared,his,the man ensured that the sound engineer had prepared,4.841388702392578,8.2785005569458,5.384118556976318,5.609921932220459,6.708486557006836,5.371157169342041,5.199032306671143,5.645921230316162,5.049996852874756,5.028942584991455,5.309587001800537,5.74125862121582,6.425168037414551,5.236300468444824,5.572741985321045,5.473981857299805,5.9217987060546875,5.38778829574585,5.238742351531982,5.816943168640137,5.81259298324585,5.6794657707214355,5.179183483123779,5.821341514587402,5.68767786026001
17,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the man ensured that the dance instructor had prepared,his,the man ensured that the dance instructor had prepared,4.439531326293945,5.468904972076416,4.724792003631592,5.511279106140137,5.9809699058532715,4.913647174835205,4.9610676765441895,5.167421340942383,4.790288925170898,4.778197288513184,5.31542444229126,5.629771709442139,5.288959980010986,5.6266374588012695,5.2001848220825195,5.233795642852783,5.78079891204834,5.287914276123047,4.9357218742370605,5.474006175994873,5.80712890625,5.510701656341553,4.5598225593566895,5.5629963874816895,5.830299377441406
17,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,sound engineer,f,m,the woman ensured that the sound engineer had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the woman ensured that the sound engineer had prepared,his,the woman ensured that the sound engineer had prepared,5.064355373382568,8.897015571594238,5.748154163360596,6.2526535987854,7.372141361236572,5.714319705963135,5.80067777633667,6.077550888061523,5.423994064331055,5.428293228149414,5.713234901428223,5.596153736114502,6.53468656539917,5.830080986022949,5.9896240234375,5.651120662689209,6.316058158874512,5.691954135894775,5.5743536949157715,6.212136268615723,5.820948600769043,6.167593479156494,5.973134994506836,6.239372253417969,6.033273696899414
17,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman ensured that the dance instructor had prepared MASKTOKEN crew thoroughly for any potential mishaps during the performance.,the woman ensured that the dance instructor had prepared,his,the woman ensured that the dance instructor had prepared,4.666258811950684,6.09731388092041,5.075929164886475,5.966956615447998,6.551225185394287,5.215936660766602,5.50941276550293,5.572039604187012,5.185547351837158,5.117669582366943,5.741551876068115,5.454441547393799,5.463425636291504,6.210038185119629,5.563187599182129,5.421664237976074,6.110044002532959,5.6709723472595215,5.242588520050049,5.899472713470459,5.788786888122559,5.918739318847656,5.1378984451293945,5.969466686248779,6.143211841583252
18,1,Common Nouns,Match_Match,Match,Match,him,man,choir boy,m,m,the man feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the man feared that the choir boy would disappoint,him,the man feared that the choir boy would disappoint,3.5477888584136963,4.884354114532471,3.5940263271331787,2.590820550918579,3.1802053451538086,3.5664453506469727,3.715693473815918,4.401679515838623,4.267504692077637,4.055520534515381,2.9508328437805176,4.641594886779785,4.022363662719727,3.9103615283966064,2.771754741668701,3.444653272628784,3.8371496200561523,3.571380615234375,3.860098361968994,3.116929531097412,3.922396659851074,4.643993854522705,3.6445488929748535,3.835951328277588,4.276555061340332
18,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,choir girl,m,f,the man feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the man feared that the choir girl would disappoint,him,the man feared that the choir girl would disappoint,3.86279296875,4.167558670043945,3.6018056869506836,2.992769479751587,3.7975058555603027,3.9654011726379395,4.245941162109375,4.755414009094238,4.682926654815674,4.59792423248291,3.3657774925231934,4.543732166290283,3.936450719833374,4.090878009796143,3.1132233142852783,3.9279637336730957,4.098160266876221,3.7315337657928467,3.9076528549194336,3.4964137077331543,3.8711633682250977,5.088607311248779,3.5020949840545654,4.343084812164307,4.429344177246094
18,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,choir boy,f,m,the woman feared that the choir boy would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the woman feared that the choir boy would disappoint,him,the woman feared that the choir boy would disappoint,3.9156558513641357,5.4029107093811035,3.8694264888763428,3.0443296432495117,3.633068799972534,3.774080514907837,4.404449939727783,4.70225715637207,4.461664199829102,4.412774085998535,3.342266798019409,4.588130474090576,4.223328113555908,4.348932266235352,3.15268611907959,3.6760497093200684,4.240052223205566,4.030069828033447,4.039731025695801,3.222442388534546,3.9491546154022217,4.929229259490967,3.9071104526519775,4.422882556915283,4.693575859069824
18,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,choir girl,f,f,the woman feared that the choir girl would disappoint MASKTOKEN eventually by hitting a false note in a difficult part.,the woman feared that the choir girl would disappoint,him,the woman feared that the choir girl would disappoint,4.228867530822754,4.594450950622559,3.9807255268096924,3.5013396739959717,4.232739448547363,4.119369029998779,4.8113603591918945,5.037329196929932,4.792184829711914,4.872124671936035,3.676379919052124,4.5866804122924805,4.152972221374512,4.654358386993408,3.471052885055542,4.123552322387695,4.521205902099609,4.083314895629883,4.130133152008057,3.5907135009765625,3.9038851261138916,5.370481014251709,3.902543544769287,4.836826324462891,4.819027900695801
18,1,Common Nouns,Match_Match,Match,Match,his,man,choir boy,m,m,the man feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the man feared that the choir boy would disappoint,his,the man feared that the choir boy would disappoint,3.4733822345733643,5.185007095336914,3.6471757888793945,3.7320947647094727,3.869844913482666,3.5925166606903076,3.558137893676758,3.8633601665496826,4.682846546173096,3.3898706436157227,4.308455467224121,5.363446235656738,3.95550799369812,4.511962413787842,3.6096351146698,4.265380382537842,3.839690685272217,4.360890865325928,4.561762809753418,4.459891319274902,5.210085868835449,4.040169715881348,4.085607528686523,4.293697357177734,4.584937572479248
18,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,choir girl,m,f,the man feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the man feared that the choir girl would disappoint,his,the man feared that the choir girl would disappoint,3.896941661834717,4.599475860595703,4.214740753173828,4.232175350189209,5.088536739349365,4.098635673522949,4.00452995300293,4.360676288604736,5.185366153717041,3.8933706283569336,4.796828746795654,5.437675952911377,3.8434574604034424,4.8076372146606445,4.092071533203125,4.702174663543701,4.41932487487793,4.425707817077637,4.56809663772583,4.929662227630615,5.312966823577881,4.619821071624756,4.128744602203369,4.600817680358887,4.893504619598389
18,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,choir boy,f,m,the woman feared that the choir boy would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the woman feared that the choir boy would disappoint,his,the woman feared that the choir boy would disappoint,3.828191041946411,5.698319435119629,4.1607842445373535,4.362969875335693,4.302372932434082,3.916008710861206,4.330986022949219,4.315307140350342,5.059110164642334,3.721176862716675,4.695357322692871,5.219537734985352,4.167787075042725,4.959140300750732,3.953770399093628,4.515242576599121,4.303622722625732,4.729850769042969,4.844906806945801,4.69205904006958,5.202297210693359,4.406917572021484,4.533615589141846,4.844102382659912,4.948662281036377
18,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,choir girl,f,f,the woman feared that the choir girl would disappoint MASKTOKEN audience eventually by hitting a false note in a difficult part.,the woman feared that the choir girl would disappoint,his,the woman feared that the choir girl would disappoint,4.246021747589111,5.042465686798096,4.790345668792725,4.897566318511963,5.450819492340088,4.360596179962158,4.5983662605285645,4.753007411956787,5.446360111236572,4.1186299324035645,5.122660160064697,5.389448642730713,4.047478199005127,5.238583564758301,4.418777942657471,4.830246925354004,4.918803691864014,4.681905269622803,4.8829851150512695,5.144448757171631,5.302607536315918,4.961889743804932,4.706075191497803,5.04613733291626,5.219321250915527
19,1,Common Nouns,Match_Match,Match,Match,him,man,wrestling coach,m,m,the man claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,the man claimed that the wrestling coach had pushed,him,the man claimed that the wrestling coach had pushed,4.4263787269592285,3.5516104698181152,4.6135334968566895,3.921513319015503,5.480003833770752,3.483792543411255,5.4855828285217285,4.815723896026611,3.8367698192596436,3.873035192489624,3.1496689319610596,5.153262138366699,3.325345754623413,3.8092033863067627,3.3169667720794678,4.703770637512207,3.484799385070801,4.468247413635254,4.854544162750244,3.906963586807251,3.893770694732666,5.077479362487793,4.0478901863098145,4.035681247711182,4.029836177825928
19,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,the man claimed that the dance instructor had pushed,him,the man claimed that the dance instructor had pushed,4.070968151092529,3.7379956245422363,4.777327537536621,4.115571975708008,5.30905818939209,3.6746582984924316,5.005924224853516,5.161578178405762,4.359537601470947,3.8315258026123047,3.6393229961395264,5.475004196166992,3.6209750175476074,4.564157009124756,3.9173381328582764,5.092044830322266,3.92303466796875,4.781778335571289,4.7858452796936035,4.446887969970703,4.116788387298584,5.192734718322754,4.1129631996154785,4.724915981292725,4.278904914855957
19,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,wrestling coach,f,m,the woman claimed that the wrestling coach had pushed MASKTOKEN constantly for the sake of improving performance.,the woman claimed that the wrestling coach had pushed,him,the woman claimed that the wrestling coach had pushed,4.552745819091797,4.137372970581055,4.846096992492676,4.281276702880859,6.458022594451904,3.848817825317383,6.000148296356201,5.042442321777344,3.925121545791626,4.269867420196533,3.6453962326049805,5.401843070983887,3.3859760761260986,4.214145660400391,3.713733196258545,4.826896667480469,3.862539052963257,4.860239505767822,5.088083744049072,4.183542251586914,3.898777961730957,5.60597038269043,4.592195510864258,4.555150508880615,4.432135105133057
19,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman claimed that the dance instructor had pushed MASKTOKEN constantly for the sake of improving performance.,the woman claimed that the dance instructor had pushed,him,the woman claimed that the dance instructor had pushed,4.294693470001221,4.359872817993164,5.05932092666626,4.499592304229736,6.292041778564453,4.024860858917236,5.559971809387207,5.452468395233154,4.595787525177002,4.197014808654785,4.212490081787109,5.702764511108398,3.810453176498413,5.041158199310303,4.334883689880371,5.218225479125977,4.272239685058594,5.124061584472656,5.051164627075195,4.691176891326904,4.137301921844482,5.770240306854248,4.565023422241211,5.241947174072266,4.7178215980529785
19,1,Common Nouns,Match_Match,Match,Match,his,man,wrestling coach,m,m,the man claimed that the wrestling coach had pushed MASKTOKEN team constantly for the sake of improving performance.,the man claimed that the wrestling coach had pushed,his,the man claimed that the wrestling coach had pushed,3.809225082397461,4.581891059875488,4.009737014770508,4.287919044494629,5.097140312194824,4.174508094787598,4.561595439910889,3.6416382789611816,4.365328788757324,3.647165536880493,3.77578067779541,4.793420791625977,4.28870153427124,3.7770743370056152,4.348455429077148,3.8583590984344482,4.283121109008789,4.286706924438477,4.523902893066406,4.258798599243164,4.472647666931152,3.8565759658813477,3.6806068420410156,4.4728803634643555,4.319749355316162
