item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the","After cornering him next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the",man,7.5852766036987305,8.268841743469238,7.878407001495361,7.853309631347656,7.28989315032959,8.57779598236084,8.707697868347168,7.983705043792725,8.672843933105469,7.269026279449463,7.784467697143555,8.573939323425293,7.392221450805664,8.187400817871094,8.254842758178711,8.202205657958984,7.921025276184082,7.3478851318359375,8.041718482971191,6.961081027984619,8.6221342086792,8.191301345825195,8.294839859008789,7.534176826477051,8.302802085876465
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the","After cornering her next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the",man,8.112335205078125,8.799212455749512,8.314469337463379,8.373551368713379,8.35385799407959,9.053009986877441,9.062088966369629,8.298441886901855,8.952736854553223,7.622387886047363,8.363548278808594,8.846760749816895,8.11677360534668,9.056497573852539,8.616022109985352,9.079150199890137,8.02973461151123,8.111894607543945,8.349577903747559,7.768775463104248,8.623811721801758,8.3765230178833,8.718262672424316,8.064448356628418,8.95126724243164
10,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a nurse weighed him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale, the","After a nurse weighed him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale, the",man,7.607603073120117,7.746411323547363,7.22391939163208,8.288647651672363,7.541093826293945,8.43044662475586,7.764038562774658,7.7439165115356445,7.939788818359375,7.189145088195801,8.086010932922363,7.876957416534424,7.851924419403076,8.00527286529541,7.92360258102417,7.767693996429443,7.184755325317383,8.37484359741211,7.599673271179199,6.431035995483398,7.674646377563477,7.703312873840332,8.547548294067383,7.6584696769714355,7.096411228179932
10,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a nurse weighed her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale, the","After a nurse weighed her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale, the",man,8.023590087890625,8.3139066696167,7.3563127517700195,8.563819885253906,8.12082576751709,8.588747024536133,8.269378662109375,8.244409561157227,8.208585739135742,7.525790691375732,8.41606330871582,7.877054214477539,8.19056224822998,8.340131759643555,8.280019760131836,8.03016185760498,7.491824150085449,8.656495094299316,7.883851051330566,7.009894371032715,7.801031589508057,7.989846229553223,8.83914852142334,8.047246932983398,7.430770397186279
10,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the","After weighing him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the",man,8.157365798950195,8.595108032226562,7.610592842102051,8.044676780700684,8.337240219116211,9.270549774169922,8.929656028747559,8.028831481933594,8.833833694458008,7.7993011474609375,8.438272476196289,8.114531517028809,7.987833023071289,8.481234550476074,8.789153099060059,7.885375499725342,7.584921836853027,8.668644905090332,8.570318222045898,7.345574378967285,8.512618064880371,8.061104774475098,8.621264457702637,8.243882179260254,8.007011413574219
10,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the","After weighing her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the",man,8.643632888793945,8.978010177612305,7.8722100257873535,8.560850143432617,8.944101333618164,9.656559944152832,8.975615501403809,8.675576210021973,9.072465896606445,7.996245384216309,8.875853538513184,8.332037925720215,8.492857933044434,9.20264720916748,9.550895690917969,8.539401054382324,8.175453186035156,9.225659370422363,8.801569938659668,8.131680488586426,8.823389053344727,8.45026683807373,8.8887357711792,8.589845657348633,8.312325477600098
11,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone spotted him at yoga class, Zachary secretly followed Christian around town.","Before anyone spotted him at yoga class, the","Before anyone spotted him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before anyone spotted him at yoga class, the",man,8.37222957611084,7.626080513000488,7.726397514343262,7.672682762145996,7.795121192932129,7.966942310333252,8.911914825439453,7.783691883087158,8.330009460449219,7.656373977661133,8.533008575439453,8.278411865234375,7.665144920349121,7.978057861328125,8.668700218200684,7.944158554077148,7.413516998291016,7.6886796951293945,8.055968284606934,6.803517818450928,8.143568992614746,8.095208168029785,8.169136047363281,7.055882453918457,8.101995468139648
11,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone spotted her at yoga class, Zachary secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class, the","Before anyone spotted her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class, the",man,8.784931182861328,7.8723063468933105,8.0428466796875,8.164590835571289,8.457067489624023,8.253103256225586,9.122767448425293,8.205097198486328,8.519804000854492,7.866396427154541,8.880084991455078,8.583118438720703,8.248522758483887,8.699469566345215,8.849038124084473,8.470701217651367,7.723715782165527,8.155818939208984,8.46609878540039,7.286920547485352,8.37992000579834,8.433167457580566,8.347396850585938,7.39790678024292,8.373538970947266
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class, the","Before spotting him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting him at yoga class, the",man,8.766279220581055,8.116308212280273,8.301827430725098,7.7613301277160645,8.347977638244629,8.635916709899902,9.40660572052002,8.005261421203613,8.595391273498535,7.830491065979004,8.982553482055664,8.421210289001465,7.760356426239014,8.229113578796387,9.027153015136719,8.21187686920166,7.53815221786499,8.180763244628906,8.358861923217773,6.92071533203125,8.251325607299805,8.409135818481445,8.26153564453125,7.397984981536865,8.661149024963379
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class, the","Before spotting her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her at yoga class, the",man,9.139978408813477,8.522684097290039,8.620869636535645,8.341504096984863,9.151243209838867,9.261903762817383,9.536170959472656,8.48364543914795,8.752363204956055,8.112930297851562,9.515768051147461,8.737309455871582,8.266472816467285,8.922574043273926,9.235603332519531,8.805749893188477,7.918885231018066,8.696634292602539,8.917001724243164,7.676067352294922,8.674423217773438,8.742716789245605,8.584179878234863,7.651042938232422,8.90674877166748
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons, the","Before friends visited him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons, the",man,9.464911460876465,8.483439445495605,8.281655311584473,8.02943229675293,8.616782188415527,9.347261428833008,9.286694526672363,8.329583168029785,9.197612762451172,8.284852981567383,9.348163604736328,9.042115211486816,8.415929794311523,9.054886817932129,9.247116088867188,8.257287979125977,8.133684158325195,8.629081726074219,8.53062629699707,8.146636009216309,8.930789947509766,9.167695045471191,8.49862003326416,8.429397583007812,9.444010734558105
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons, the","Before friends visited her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons, the",man,9.884014129638672,8.755728721618652,8.710830688476562,8.553024291992188,8.84817123413086,9.749085426330566,9.623475074768066,8.549493789672852,9.188105583190918,8.546506881713867,9.662395477294922,9.338890075683594,8.87348461151123,9.609280586242676,9.443211555480957,8.598769187927246,8.458837509155273,9.009671211242676,8.915000915527344,8.588979721069336,8.930724143981934,9.369646072387695,8.867427825927734,8.744170188903809,9.670989990234375
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the","Before visiting him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the",man,8.994102478027344,8.768402099609375,8.299300193786621,8.019726753234863,8.31462287902832,9.158487319946289,9.166048049926758,8.134284973144531,8.822525978088379,7.953187465667725,9.239177703857422,9.043500900268555,7.970362663269043,8.544546127319336,9.503358840942383,8.035477638244629,8.011221885681152,8.201354026794434,8.579995155334473,8.027881622314453,8.721009254455566,8.95600700378418,8.264945030212402,7.999086380004883,9.184544563293457
12,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the","Before visiting her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the",man,9.394579887390137,9.117803573608398,8.589126586914062,8.583107948303223,8.889984130859375,9.571742057800293,9.644954681396484,8.435164451599121,8.97359848022461,8.26147174835205,9.537306785583496,9.310291290283203,8.392029762268066,9.113861083984375,9.594351768493652,8.54238224029541,8.224236488342285,8.538030624389648,8.919432640075684,8.581311225891113,8.7566499710083,9.175057411193848,8.653882026672363,8.387285232543945,9.358939170837402
13,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a professor had her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes, the","After a professor had her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes, the",woman,9.387517929077148,8.346169471740723,8.336556434631348,8.612604141235352,9.779248237609863,8.9744234085083,9.35863971710205,8.70320987701416,9.369474411010742,8.159010887145996,9.957292556762695,10.189664840698242,9.4271240234375,8.880837440490723,9.558655738830566,9.400774955749512,9.764128684997559,9.073659896850586,9.023466110229492,8.668622970581055,9.297633171081543,9.13530445098877,9.894983291625977,8.839767456054688,8.912171363830566
13,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a professor had him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes, the","After a professor had him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes, the",woman,10.331750869750977,9.636001586914062,9.338643074035645,9.488966941833496,10.560541152954102,10.417590141296387,10.112872123718262,10.451273918151855,9.873093605041504,9.352887153625488,10.933100700378418,10.640803337097168,9.965039253234863,9.657156944274902,10.530801773071289,10.36483383178711,10.686620712280273,10.391417503356934,9.920247077941895,9.877567291259766,9.962404251098633,10.289834976196289,11.513978958129883,10.01266860961914,9.815363883972168
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the","After having her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the",woman,9.364471435546875,7.9084954261779785,8.631450653076172,8.474194526672363,8.67595386505127,8.277487754821777,9.548365592956543,8.353684425354004,8.566650390625,7.77726936340332,9.83679485321045,9.889769554138184,9.432929039001465,8.139263153076172,9.549537658691406,9.68687629699707,8.945261001586914,8.43268871307373,8.713944435119629,8.537978172302246,9.322174072265625,9.109809875488281,9.234404563903809,8.709693908691406,8.705570220947266
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the","After having him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the",woman,10.245827674865723,9.478080749511719,9.761001586914062,9.583620071411133,9.993285179138184,10.112407684326172,10.30313491821289,10.078653335571289,9.698803901672363,9.130060195922852,10.783445358276367,10.611414909362793,9.938752174377441,9.407000541687012,10.831701278686523,10.748355865478516,10.025426864624023,9.8777494430542,9.739778518676758,10.043002128601074,10.072113037109375,10.3045072555542,10.98236083984375,9.948521614074707,9.67054271697998
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte, the","After a stranger bought her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte, the",woman,7.847078323364258,7.779244899749756,7.7896199226379395,7.419045448303223,8.503840446472168,8.031944274902344,8.08601188659668,8.69301700592041,8.307333946228027,7.593316078186035,8.912991523742676,9.144977569580078,8.384020805358887,7.153646469116211,8.51960277557373,8.398670196533203,7.752232551574707,7.805660724639893,8.597949981689453,8.517698287963867,8.51713752746582,8.620938301086426,8.73468017578125,7.82454252243042,8.342007637023926
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte, the","After a stranger bought him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte, the",woman,8.654678344726562,8.537406921386719,8.802024841308594,8.343923568725586,9.143997192382812,8.71925163269043,8.604276657104492,9.923726081848145,8.966364860534668,8.236897468566895,9.322044372558594,9.630523681640625,9.01131534576416,8.004944801330566,9.121795654296875,9.280366897583008,8.927075386047363,8.626799583435059,9.209417343139648,9.985937118530273,9.144122123718262,9.003657341003418,9.98460578918457,8.939385414123535,8.704202651977539
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the",woman,8.086054801940918,8.106585502624512,8.361945152282715,8.143120765686035,8.236847877502441,8.805899620056152,8.655747413635254,9.029430389404297,9.14350700378418,8.019984245300293,9.758133888244629,9.364153861999512,8.540369033813477,7.99160099029541,9.354239463806152,8.656925201416016,8.332024574279785,7.882601737976074,8.597484588623047,8.782256126403809,9.100974082946777,9.035146713256836,8.906598091125488,7.721027374267578,8.923849105834961
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the",woman,9.09097671508789,8.995102882385254,9.381383895874023,9.17806625366211,8.87809944152832,9.754106521606445,9.314401626586914,10.095687866210938,9.679302215576172,8.941624641418457,10.284231185913086,9.917448043823242,9.111170768737793,8.826399803161621,9.941024780273438,9.729194641113281,9.757186889648438,8.800451278686523,9.1945161819458,10.047144889831543,9.892913818359375,9.525808334350586,10.257878303527832,9.095742225646973,9.299715995788574
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note, the","While someone writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note, the",woman,8.652900695800781,8.012332916259766,8.51476001739502,8.558855056762695,7.402288436889648,8.049251556396484,8.658353805541992,8.101457595825195,8.548785209655762,7.857986927032471,9.6712007522583,9.772096633911133,8.738601684570312,8.50417709350586,9.630228042602539,9.339168548583984,8.346742630004883,8.666160583496094,9.030932426452637,9.019587516784668,8.610576629638672,8.9241943359375,9.70156478881836,8.993371963500977,8.717046737670898
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note, the","While someone writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note, the",woman,9.486960411071777,9.728815078735352,9.724525451660156,9.643057823181152,8.974570274353027,10.12382984161377,9.614004135131836,9.182137489318848,9.356197357177734,9.328424453735352,10.879616737365723,10.482967376708984,9.409772872924805,10.03628158569336,10.721436500549316,9.982439994812012,9.708015441894531,9.623433113098145,9.597550392150879,10.662101745605469,9.533775329589844,9.707038879394531,11.124756813049316,10.226587295532227,9.720861434936523
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the","While writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the",woman,9.290731430053711,8.92398452758789,9.444875717163086,9.480031967163086,8.970212936401367,8.93026351928711,9.58846664428711,8.804343223571777,8.791990280151367,8.157488822937012,10.20646858215332,10.584186553955078,9.294425010681152,9.18049430847168,10.1184720993042,10.055217742919922,8.910929679870605,8.755046844482422,9.572700500488281,10.146463394165039,9.205241203308105,9.952678680419922,9.597040176391602,9.081547737121582,9.621169090270996
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the","While writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the",woman,10.00490665435791,10.646471977233887,10.806269645690918,10.778388977050781,10.566340446472168,10.8355073928833,10.753084182739258,9.722417831420898,9.9431734085083,9.214421272277832,11.168641090393066,11.15095329284668,10.160713195800781,10.63090991973877,11.126189231872559,10.709003448486328,9.953160285949707,9.899054527282715,10.351051330566406,11.554625511169434,10.009124755859375,10.44058609008789,11.191913604736328,10.387277603149414,10.445610046386719
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the","After a waiter poured her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the",woman,7.280710697174072,7.997784614562988,7.492448806762695,6.756565570831299,8.496783256530762,7.473716735839844,7.576135635375977,7.638283729553223,7.837810039520264,6.776544094085693,7.81444787979126,8.990955352783203,7.395013809204102,6.843996524810791,7.891260147094727,8.395560264587402,7.541171073913574,6.493026256561279,6.637010097503662,8.528648376464844,8.416556358337402,8.05931568145752,7.9132256507873535,8.571537017822266,7.900333881378174
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the","After a waiter poured him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the",woman,8.082839965820312,8.820515632629395,8.016451835632324,7.8805694580078125,9.641202926635742,8.70328140258789,8.243660926818848,8.819806098937988,8.435783386230469,7.90719747543335,8.646955490112305,9.475552558898926,8.276152610778809,8.034993171691895,8.475894927978516,9.313472747802734,8.603309631347656,7.426456928253174,8.073503494262695,10.048295021057129,9.115396499633789,8.831307411193848,9.510978698730469,9.085016250610352,8.949957847595215
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the","After pouring her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the",woman,8.004121780395508,8.775209426879883,8.333971977233887,7.583874702453613,8.741147994995117,8.25556468963623,7.831468105316162,7.882213592529297,8.973854064941406,7.631161689758301,8.594442367553711,9.990925788879395,8.9592924118042,7.583225250244141,9.773963928222656,8.43287181854248,8.191651344299316,7.279712677001953,8.253949165344238,8.602707862854004,8.618505477905273,9.06704330444336,8.432302474975586,8.768784523010254,7.773200035095215
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the",woman,8.930705070495605,9.78071403503418,9.376141548156738,9.1909761428833,10.488818168640137,9.536628723144531,8.91824722290039,9.759048461914062,9.981221199035645,8.95899486541748,9.917577743530273,10.597003936767578,9.781270027160645,8.983360290527344,10.359105110168457,9.6899995803833,9.498269081115723,8.546788215637207,8.889627456665039,10.032655715942383,9.391363143920898,9.759822845458984,10.312548637390137,9.580492973327637,9.461954116821289
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the","After a volunteer left her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the",woman,7.696262836456299,7.73773717880249,6.605823040008545,7.785082817077637,7.897877216339111,7.0866923332214355,7.5723748207092285,7.7174763679504395,8.602010726928711,7.093470573425293,9.15052604675293,9.455070495605469,7.871105670928955,7.993921279907227,8.608033180236816,8.49889087677002,8.597375869750977,7.489603519439697,8.244671821594238,8.04068660736084,8.717062950134277,8.814642906188965,8.375836372375488,7.528110027313232,8.138713836669922
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message, the","After a volunteer left him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After a volunteer left him a voice message, the",woman,9.154196739196777,8.751175880432129,8.229177474975586,9.002972602844238,9.205653190612793,8.665644645690918,9.035540580749512,9.314842224121094,9.625161170959473,8.464938163757324,10.15288257598877,10.269115447998047,8.522994041442871,9.171621322631836,9.453125953674316,9.364446640014648,9.357545852661133,8.480328559875488,9.512674331665039,9.564233779907227,9.874064445495605,9.707759857177734,9.965163230895996,8.830578804016113,9.327363014221191
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message, the","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the",woman,8.035568237304688,8.019244194030762,7.103377819061279,7.892783164978027,8.001255989074707,8.364521026611328,7.61650276184082,7.6940460205078125,8.25030517578125,6.940520763397217,9.386285781860352,9.391304969787598,8.038063049316406,7.615253925323486,9.103987693786621,8.802839279174805,8.556551933288574,7.797808647155762,8.35117244720459,8.589056968688965,8.926750183105469,9.129022598266602,8.80506420135498,7.2887444496154785,7.808810234069824
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the",woman,9.475513458251953,9.009058952331543,8.749565124511719,9.213543891906738,9.394248008728027,9.848780632019043,9.05001163482666,9.600547790527344,9.21778678894043,8.56539535522461,10.396750450134277,10.35915470123291,8.591110229492188,9.44225025177002,10.088274002075195,9.666236877441406,9.770120620727539,9.044251441955566,9.504059791564941,10.243721008300781,10.100395202636719,9.966583251953125,10.239052772521973,8.598526000976562,9.137615203857422
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the","After someone sent her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the",woman,7.872695446014404,7.208630561828613,6.492778301239014,7.562126636505127,8.51309585571289,7.563020706176758,8.047603607177734,7.652278423309326,8.1332426071167,7.2061767578125,9.135891914367676,8.92434024810791,8.67128849029541,8.290271759033203,8.587456703186035,7.093986988067627,8.215827941894531,7.463006973266602,8.705320358276367,7.479093551635742,8.355534553527832,9.49178695678711,9.401905059814453,8.083821296691895,8.045381546020508
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the","After someone sent him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the",woman,8.938098907470703,8.100974082946777,7.7046003341674805,8.793929100036621,9.465044021606445,9.331168174743652,8.920138359069824,8.859955787658691,9.214035987854004,8.640069961547852,9.928751945495605,9.565391540527344,9.248946189880371,9.495617866516113,9.332213401794434,8.286467552185059,9.32593822479248,8.459059715270996,9.518732070922852,8.638404846191406,9.3202486038208,10.108405113220215,10.631856918334961,9.225129127502441,9.181044578552246
