item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
9,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After cornering her intern next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the","After cornering her intern next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the",man,7.708820819854736,8.709879875183105,8.283918380737305,8.294816970825195,7.512409210205078,8.607088088989258,8.888726234436035,7.937175273895264,8.730749130249023,7.211297035217285,7.8142547607421875,8.53831958770752,7.495893478393555,8.759400367736816,8.265913009643555,8.565654754638672,7.935397624969482,7.903252601623535,8.345752716064453,7.446319580078125,8.828807830810547,8.495326042175293,8.305194854736328,7.720654487609863,8.143595695495605
9,CATAMARAN-GEN-Match,No Constraint,Match,his,"After cornering his intern next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the","After cornering his intern next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the",man,7.601396560668945,8.344427108764648,7.982589244842529,7.977431774139404,7.305107593536377,8.28738021850586,8.574965476989746,7.831161975860596,8.428547859191895,6.991498947143555,7.44292688369751,8.359170913696289,7.239663124084473,8.2852201461792,7.819001197814941,8.070852279663086,7.92111349105835,7.227807521820068,7.841075420379639,6.998491287231445,8.640701293945312,8.333086013793945,7.947661399841309,7.463474750518799,7.95392370223999
10,CATAMARAN-GEN-Match,No Constraint,Match,his,"After weighing his patient on the scale, Jonathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the","After weighing his patient on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the",man,8.355710983276367,8.238547325134277,7.27653694152832,7.974445819854736,7.982948303222656,8.502180099487305,8.286442756652832,7.870997905731201,8.355696678161621,7.376634120941162,7.781848907470703,7.404983997344971,7.706557750701904,8.111869812011719,8.464905738830566,7.818736553192139,7.433348655700684,8.287700653076172,8.2154541015625,7.070155143737793,7.87728214263916,7.738179683685303,8.047606468200684,8.022473335266113,7.547833442687988
10,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Jonathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the","After weighing her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the",man,8.643632888793945,8.978010177612305,7.8722100257873535,8.560850143432617,8.944101333618164,9.656559944152832,8.975615501403809,8.675576210021973,9.072465896606445,7.996245384216309,8.875853538513184,8.332037925720215,8.492857933044434,9.20264720916748,9.550895690917969,8.539401054382324,8.175453186035156,9.225659370422363,8.801569938659668,8.131680488586426,8.823389053344727,8.45026683807373,8.8887357711792,8.589845657348633,8.312325477600098
10,CATAMARAN-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Jonathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the","After weighing him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the",man,8.157365798950195,8.595108032226562,7.610592842102051,8.044676780700684,8.337240219116211,9.270549774169922,8.929656028747559,8.028831481933594,8.833833694458008,7.7993011474609375,8.438272476196289,8.114531517028809,7.987833023071289,8.481234550476074,8.789153099060059,7.885375499725342,7.584921836853027,8.668644905090332,8.570318222045898,7.345574378967285,8.512618064880371,8.061104774475098,8.621264457702637,8.243882179260254,8.007011413574219
10,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After weighing her patient on the scale, Jonathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the","After weighing her patient on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the",man,8.301996231079102,8.6926851272583,7.544905662536621,8.158313751220703,8.53455924987793,9.106237411499023,8.667263984680176,8.388749122619629,8.5803861618042,7.513184547424316,8.283367156982422,7.510280132293701,8.094862937927246,8.701705932617188,8.921464920043945,8.436833381652832,7.844538688659668,8.748889923095703,8.417375564575195,7.556192398071289,8.137140274047852,8.117128372192383,8.324501037597656,8.355850219726562,7.82896089553833
11,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before spotting her instructor at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the","Before spotting her instructor at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the",man,9.261344909667969,8.787622451782227,8.867256164550781,8.610860824584961,9.418139457702637,9.6298246383667,9.487833976745605,8.761824607849121,8.864240646362305,8.237342834472656,9.645536422729492,8.575521469116211,8.301292419433594,8.709096908569336,9.467384338378906,9.215996742248535,7.854675769805908,8.776208877563477,8.873954772949219,7.762174129486084,8.728458404541016,9.00568962097168,8.659476280212402,7.6711530685424805,8.969955444335938
11,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before spotting his instructor at yoga class, Zachary secretly followed Christian around town.","Before spotting his instructor at yoga class, the","Before spotting his instructor at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting his instructor at yoga class, the",man,8.858818054199219,8.383201599121094,8.585439682006836,8.167828559875488,8.496603012084961,9.189809799194336,9.236554145812988,8.430159568786621,8.632989883422852,7.998727798461914,9.183165550231934,8.341575622558594,7.950585842132568,8.231413841247559,9.140613555908203,8.6629638671875,7.5166215896606445,8.251522064208984,8.610973358154297,7.130261421203613,8.678170204162598,8.688570976257324,8.355738639831543,7.3783464431762695,8.688081741333008
11,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class, the","Before spotting her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her at yoga class, the",man,9.139978408813477,8.522684097290039,8.620869636535645,8.341504096984863,9.151243209838867,9.261903762817383,9.53617000579834,8.48364543914795,8.752363204956055,8.112930297851562,9.515768051147461,8.737308502197266,8.266472816467285,8.922574043273926,9.235603332519531,8.805749893188477,7.918885231018066,8.696634292602539,8.91700267791748,7.676067352294922,8.674422264099121,8.742717742919922,8.584179878234863,7.651042938232422,8.90674877166748
11,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class, the","Before spotting him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting him at yoga class, the",man,8.766279220581055,8.116308212280273,8.301827430725098,7.7613301277160645,8.347976684570312,8.635915756225586,9.40660572052002,8.005261421203613,8.595391273498535,7.830491065979004,8.98255443572998,8.421209335327148,7.7603559494018555,8.229113578796387,9.027153015136719,8.21187686920166,7.53815221786499,8.180763244628906,8.35886287689209,6.92071533203125,8.251325607299805,8.409136772155762,8.26153564453125,7.397984981536865,8.661149024963379
12,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the","Before visiting him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the",man,8.994102478027344,8.768402099609375,8.299300193786621,8.019726753234863,8.31462287902832,9.158487319946289,9.166048049926758,8.134284973144531,8.822525978088379,7.953187465667725,9.239177703857422,9.043500900268555,7.970362663269043,8.544546127319336,9.503358840942383,8.035477638244629,8.011221885681152,8.201354026794434,8.579995155334473,8.027881622314453,8.721009254455566,8.95600700378418,8.264945030212402,7.999086380004883,9.184544563293457
12,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before visiting her family on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the","Before visiting her family on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the",man,9.471687316894531,8.996440887451172,8.428910255432129,8.588233947753906,8.947875022888184,9.672039985656738,9.505526542663574,8.266977310180664,8.884623527526855,8.399286270141602,9.314962387084961,9.123441696166992,8.379572868347168,9.259050369262695,9.920049667358398,8.848163604736328,8.300727844238281,8.515552520751953,8.94698715209961,8.581780433654785,8.749521255493164,9.119132041931152,8.374507904052734,8.611748695373535,9.430500984191895
12,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before visiting his family on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the","Before visiting his family on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the",man,9.15986442565918,8.609209060668945,8.083796501159668,8.139793395996094,8.460088729858398,9.056829452514648,9.261216163635254,7.964180946350098,8.651766777038574,8.202885627746582,8.8983793258667,8.855408668518066,8.015068054199219,8.722668647766113,9.462018013000488,8.3530912399292,7.839644432067871,7.92117977142334,8.477105140686035,8.022517204284668,8.565407752990723,8.834014892578125,7.9111647605896,8.330392837524414,9.23730754852295
12,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the","Before visiting her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the",man,9.394579887390137,9.117803573608398,8.589126586914062,8.583107948303223,8.889984130859375,9.571742057800293,9.644954681396484,8.435164451599121,8.97359848022461,8.26147174835205,9.537306785583496,9.310291290283203,8.392029762268066,9.113861083984375,9.594351768493652,8.54238224029541,8.224236488342285,8.538030624389648,8.919432640075684,8.581311225891113,8.7566499710083,9.175057411193848,8.653882026672363,8.387285232543945,9.358939170837402
13,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the","After having him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the",woman,10.245827674865723,9.478080749511719,9.761001586914062,9.583620071411133,9.993285179138184,10.112407684326172,10.30313491821289,10.078653335571289,9.698802947998047,9.130061149597168,10.783445358276367,10.611414909362793,9.938750267028809,9.407000541687012,10.83170223236084,10.748355865478516,10.025426864624023,9.8777494430542,9.739778518676758,10.043002128601074,10.072113037109375,10.304508209228516,10.98236083984375,9.948521614074707,9.67054271697998
13,CATAMARAN-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the","After having her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the",woman,9.364471435546875,7.9084954261779785,8.631449699401855,8.474194526672363,8.67595386505127,8.277487754821777,9.548365592956543,8.353684425354004,8.566649436950684,7.77726936340332,9.83679485321045,9.889769554138184,9.432929039001465,8.139263153076172,9.549537658691406,9.68687629699707,8.945261001586914,8.43268871307373,8.713944435119629,8.53797721862793,9.322173118591309,9.109809875488281,9.234404563903809,8.709693908691406,8.705570220947266
13,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After having his therapist in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the","After having his therapist in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the",woman,9.715933799743652,8.96297550201416,8.162320137023926,8.671374320983887,8.828410148620605,8.751267433166504,10.22716999053955,9.518353462219238,9.259434700012207,8.460390090942383,9.463939666748047,9.303287506103516,8.682417869567871,8.786897659301758,9.940150260925293,9.64792537689209,9.551270484924316,9.35311222076416,8.156679153442383,9.505512237548828,8.800568580627441,8.99606990814209,9.529958724975586,8.981976509094238,8.996739387512207
13,CATAMARAN-GEN-Match,No Constraint,Match,her,"After having her therapist in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the","After having her therapist in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the",woman,8.946032524108887,7.45885705947876,7.137067794799805,7.796149730682373,7.820059776306152,7.873687744140625,8.960888862609863,8.009810447692871,8.133097648620605,7.350600242614746,8.522703170776367,8.751057624816895,7.857119560241699,7.5098347663879395,8.789358139038086,8.73119068145752,8.191180229187012,8.13311767578125,7.778141498565674,7.892546653747559,8.004913330078125,8.107494354248047,8.110095977783203,8.057692527770996,8.019590377807617
14,CATAMARAN-GEN-Match,No Constraint,Match,her,"After buying her colleague a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the","After buying her colleague a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the",woman,7.927948951721191,8.020946502685547,8.292558670043945,8.17208480834961,8.14763355255127,8.504773139953613,8.543166160583496,8.880934715270996,8.826409339904785,7.9490556716918945,9.393501281738281,9.16749382019043,8.638498306274414,8.11680793762207,9.021987915039062,8.606697082519531,8.17066478729248,8.050812721252441,8.634868621826172,8.516265869140625,9.227612495422363,8.965204238891602,8.904889106750488,7.6299662590026855,8.810117721557617
14,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the",woman,9.09097671508789,8.995102882385254,9.381383895874023,9.17806625366211,8.87809944152832,9.754106521606445,9.314401626586914,10.095687866210938,9.679302215576172,8.941624641418457,10.284231185913086,9.917448043823242,9.111170768737793,8.826399803161621,9.941024780273438,9.729194641113281,9.757186889648438,8.800451278686523,9.1945161819458,10.047144889831543,9.892913818359375,9.525808334350586,10.257878303527832,9.095742225646973,9.299715995788574
14,CATAMARAN-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the",woman,8.086054801940918,8.106585502624512,8.361945152282715,8.143120765686035,8.236847877502441,8.805899620056152,8.655747413635254,9.029430389404297,9.14350700378418,8.019984245300293,9.758133888244629,9.364153861999512,8.540369033813477,7.99160099029541,9.354239463806152,8.656925201416016,8.332024574279785,7.882601737976074,8.597484588623047,8.782256126403809,9.100974082946777,9.035146713256836,8.906598091125488,7.721027374267578,8.923849105834961
14,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After buying his colleague a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying his colleague a pumpkin-spice latte, the","After buying his colleague a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying his colleague a pumpkin-spice latte, the",woman,8.942748069763184,9.053853034973145,9.428521156311035,9.500341415405273,9.116741180419922,9.577839851379395,9.385436058044434,10.128151893615723,9.961530685424805,8.877817153930664,10.236549377441406,9.863444328308105,9.49303150177002,9.252228736877441,9.70357608795166,9.881773948669434,9.49356746673584,9.002452850341797,9.184465408325195,9.91373348236084,10.033851623535156,9.788113594055176,10.2139892578125,8.809263229370117,9.731269836425781
15,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"While writing his editor a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing his editor a reminder note, the","While writing his editor a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing his editor a reminder note, the",woman,10.804458618164062,10.751368522644043,10.790035247802734,11.046076774597168,10.719649314880371,10.892590522766113,11.21278190612793,10.131921768188477,10.750386238098145,9.550090789794922,11.775946617126465,11.049837112426758,10.47701644897461,11.126555442810059,11.170711517333984,11.021234512329102,10.28067684173584,10.390186309814453,10.852452278137207,12.264195442199707,10.069864273071289,10.646223068237305,11.324403762817383,10.566978454589844,11.231852531433105
15,CATAMARAN-GEN-Match,No Constraint,Match,her,"While writing her editor a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her editor a reminder note, the","While writing her editor a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her editor a reminder note, the",woman,9.688748359680176,9.351927757263184,9.46186351776123,9.613295555114746,8.941500663757324,9.0974760055542,9.948655128479004,8.932144165039062,9.14539909362793,8.209150314331055,10.606253623962402,10.544028282165527,9.586505889892578,9.560577392578125,10.417174339294434,10.160917282104492,8.959524154663086,9.149385452270508,9.817278861999512,10.711373329162598,9.067079544067383,9.97408676147461,9.71345043182373,9.327420234680176,10.220991134643555
15,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the","While writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the",woman,10.00490665435791,10.646471977233887,10.806268692016602,10.778388977050781,10.566340446472168,10.8355073928833,10.753084182739258,9.722417831420898,9.9431734085083,9.214421272277832,11.16864013671875,11.150954246520996,10.160713195800781,10.63090991973877,11.126189231872559,10.709003448486328,9.953160285949707,9.899053573608398,10.351051330566406,11.554625511169434,10.009124755859375,10.44058609008789,11.191913604736328,10.387277603149414,10.445611000061035
15,CATAMARAN-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the","While writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the",woman,9.290731430053711,8.923985481262207,9.44487476348877,9.480031967163086,8.970212936401367,8.93026351928711,9.58846664428711,8.804343223571777,8.791991233825684,8.157488822937012,10.20646858215332,10.584186553955078,9.294424057006836,9.180493354797363,10.1184720993042,10.055217742919922,8.910930633544922,8.755046844482422,9.572700500488281,10.146463394165039,9.205241203308105,9.952678680419922,9.597040176391602,9.081546783447266,9.621169090270996
16,CATAMARAN-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the","After pouring her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the",woman,8.004121780395508,8.775209426879883,8.333971977233887,7.583874702453613,8.741147994995117,8.25556468963623,7.831468105316162,7.882213592529297,8.973854064941406,7.631161689758301,8.594442367553711,9.990925788879395,8.9592924118042,7.583225250244141,9.773963928222656,8.43287181854248,8.191651344299316,7.279712677001953,8.253949165344238,8.602707862854004,8.618505477905273,9.06704330444336,8.432302474975586,8.768784523010254,7.773200035095215
16,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After pouring his mother some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring his mother some hot tea, the","After pouring his mother some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring his mother some hot tea, the",woman,7.684164047241211,8.403597831726074,7.508500099182129,7.8595123291015625,8.525212287902832,8.167634963989258,7.795071125030518,8.199976921081543,8.972436904907227,7.449851036071777,8.210583686828613,9.112967491149902,8.4154691696167,7.998534679412842,8.422151565551758,8.269329071044922,8.108622550964355,7.159139633178711,6.679760456085205,8.12382698059082,8.070368766784668,9.010342597961426,8.18657398223877,8.62203598022461,8.322870254516602
16,CATAMARAN-GEN-Match,No Constraint,Match,her,"After pouring her mother some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her mother some hot tea, the","After pouring her mother some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her mother some hot tea, the",woman,6.845334053039551,7.589959621429443,7.192539215087891,6.802881717681885,7.777468204498291,7.336219310760498,6.819611549377441,7.441507816314697,8.182243347167969,6.814721584320068,7.392436981201172,8.659991264343262,7.85059118270874,6.701557159423828,8.107893943786621,7.710762977600098,7.21795129776001,6.503997325897217,6.979023456573486,6.878674507141113,7.422919750213623,8.034550666809082,7.677262783050537,7.9877424240112305,7.359508991241455
16,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the",woman,8.930705070495605,9.78071403503418,9.376141548156738,9.1909761428833,10.488818168640137,9.536628723144531,8.91824722290039,9.759048461914062,9.981221199035645,8.95899486541748,9.917577743530273,10.597003936767578,9.781270027160645,8.983360290527344,10.359105110168457,9.6899995803833,9.498269081115723,8.546788215637207,8.889627456665039,10.032655715942383,9.391363143920898,9.759822845458984,10.312548637390137,9.580492973327637,9.461954116821289
17,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the",woman,9.475513458251953,9.009058952331543,8.749565124511719,9.213543891906738,9.394248008728027,9.848780632019043,9.05001163482666,9.600547790527344,9.21778678894043,8.56539535522461,10.396750450134277,10.35915470123291,8.591110229492188,9.44225025177002,10.088274002075195,9.666236877441406,9.770120620727539,9.044251441955566,9.504059791564941,10.243721008300781,10.100395202636719,9.966583251953125,10.239051818847656,8.598526000976562,9.137615203857422
17,CATAMARAN-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message, the","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the",woman,8.035568237304688,8.019244194030762,7.103377819061279,7.892783164978027,8.001255989074707,8.364521026611328,7.61650276184082,7.6940460205078125,8.25030517578125,6.940520763397217,9.386285781860352,9.391304969787598,8.038063049316406,7.615253925323486,9.103987693786621,8.802839279174805,8.556551933288574,7.797809600830078,8.35117244720459,8.589056968688965,8.926750183105469,9.129022598266602,8.80506420135498,7.2887444496154785,7.808810234069824
17,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After leaving his partner a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving his partner a voice message, the","After leaving his partner a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving his partner a voice message, the",woman,9.515279769897461,9.148883819580078,8.71497631072998,9.34411334991455,9.781091690063477,9.788606643676758,9.033856391906738,9.81503677368164,9.477231979370117,8.678600311279297,10.169273376464844,10.051410675048828,8.88300895690918,9.614058494567871,9.97451114654541,9.949685096740723,9.379530906677246,9.037321090698242,9.770081520080566,10.170212745666504,9.894002914428711,10.013348579406738,10.273118019104004,8.7539701461792,9.319684028625488
17,CATAMARAN-GEN-Match,No Constraint,Match,her,"After leaving her partner a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her partner a voice message, the","After leaving her partner a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her partner a voice message, the",woman,8.177058219909668,7.949549198150635,7.469385147094727,7.884291172027588,8.345157623291016,8.399954795837402,7.636937618255615,8.007872581481934,8.31432056427002,7.166367530822754,9.245975494384766,9.533700942993164,8.139931678771973,7.965505599975586,9.112833976745605,8.833117485046387,8.268257141113281,7.804255962371826,8.716970443725586,8.398423194885254,8.791927337646484,9.08899974822998,8.932663917541504,7.313992023468018,7.845157623291016
18,CATAMARAN-GEN-Match,No Constraint,Match,her,"After sending her boss a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the",woman,8.17868709564209,6.9578938484191895,6.704741477966309,7.154285430908203,8.366424560546875,7.503487586975098,8.052102088928223,7.742437362670898,8.198873519897461,7.431448459625244,8.974637031555176,8.856498718261719,8.859286308288574,8.337119102478027,8.343953132629395,7.216285228729248,8.246230125427246,7.573909282684326,8.512085914611816,7.028932094573975,8.405138969421387,9.221332550048828,9.266140937805176,7.810168266296387,8.297725677490234
18,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,9.253741264343262,8.333176612854004,7.946091651916504,8.647706031799316,9.617562294006348,9.036528587341309,9.187085151672363,9.229175567626953,9.355435371398926,9.166199684143066,10.096445083618164,9.663032531738281,9.573381423950195,9.709576606750488,9.553196907043457,8.544309616088867,9.300901412963867,8.524620056152344,9.372380256652832,8.660125732421875,9.355470657348633,9.902473449707031,10.404537200927734,9.479292869567871,9.543545722961426
18,CATAMARAN-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,8.113163948059082,7.046768665313721,6.676422595977783,7.110569000244141,8.295449256896973,7.3350605964660645,8.056731224060059,7.7350544929504395,8.255741119384766,7.568141937255859,9.078079223632812,8.917202949523926,8.740179061889648,8.59460163116455,8.664793014526367,7.210008144378662,8.220573425292969,7.43281364440918,8.621213912963867,7.285703182220459,8.3821382522583,9.222979545593262,9.115107536315918,7.922609806060791,8.299440383911133
