item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target
18,1,Match_Mismatch_Match,Match,Mismatch,Match,son,woman,lord,m,f,m,the son told the woman that the lord would introduce MASKTOKEN to the band leader.,the son told the woman that the lord would introduce,him
18,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,son,woman,lady,m,f,f,the son told the woman that the lady would introduce MASKTOKEN to the band leader.,the son told the woman that the lady would introduce,him
18,1,Mismatch_Match_Match,Mismatch,Match,Match,daughter,man,lord,f,m,m,the daughter told the man that the lord would introduce MASKTOKEN to the band leader.,the daughter told the man that the lord would introduce,him
18,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,daughter,man,lady,f,m,f,the daughter told the man that the lady would introduce MASKTOKEN to the band leader.,the daughter told the man that the lady would introduce,him
18,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,daughter,woman,lord,f,f,m,the daughter told the woman that the lord would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lord would introduce,him
18,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,daughter,woman,lady,f,f,f,the daughter told the woman that the lady would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lady would introduce,him
19,1,Match_Match_Match,Match,Match,Match,husband,doctor,god,m,m,m,the husband told the doctor that the god would get MASKTOKEN some lunch after the event.,the husband told the doctor that the god would get,him
19,1,Match_Match_Mismatch,Match,Match,Mismatch,husband,doctor,goddess,m,m,f,the husband told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the husband told the doctor that the goddess would get,him
19,1,Match_Mismatch_Match,Match,Mismatch,Match,husband,nurse,god,m,f,m,the husband told the nurse that the god would get MASKTOKEN some lunch after the event.,the husband told the nurse that the god would get,him
19,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,husband,nurse,goddess,m,f,f,the husband told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the husband told the nurse that the goddess would get,him
19,1,Mismatch_Match_Match,Mismatch,Match,Match,wife,doctor,god,f,m,m,the wife told the doctor that the god would get MASKTOKEN some lunch after the event.,the wife told the doctor that the god would get,him
19,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,wife,doctor,goddess,f,m,f,the wife told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the wife told the doctor that the goddess would get,him
19,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,wife,nurse,god,f,f,m,the wife told the nurse that the god would get MASKTOKEN some lunch after the event.,the wife told the nurse that the god would get,him
19,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,wife,nurse,goddess,f,f,f,the wife told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the wife told the nurse that the goddess would get,him
20,1,Match_Match_Match,Match,Match,Match,businessman,actor,hero,m,m,m,the businessman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the hero would buy,him
20,1,Match_Match_Mismatch,Match,Match,Mismatch,businessman,actor,heroine,m,m,f,the businessman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the heroine would buy,him
20,1,Match_Mismatch_Match,Match,Mismatch,Match,businessman,actress,hero,m,f,m,the businessman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the hero would buy,him
20,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,businessman,actress,heroine,m,f,f,the businessman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the heroine would buy,him
20,1,Mismatch_Match_Match,Mismatch,Match,Match,business woman,actor,hero,f,m,m,the business woman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the hero would buy,him
20,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,business woman,actor,heroine,f,m,f,the business woman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the heroine would buy,him
20,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,business woman,actress,hero,f,f,m,the business woman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the hero would buy,him
20,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,business woman,actress,heroine,f,f,f,the business woman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the heroine would buy,him
21,1,Match_Match_Match,Match,Match,Match,boyfriend,prince,policeman,m,m,m,the boyfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the policeman would supply,him
21,1,Match_Match_Mismatch,Match,Match,Mismatch,boyfriend,prince,police woman,m,m,f,the boyfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the police woman would supply,him
21,1,Match_Mismatch_Match,Match,Mismatch,Match,boyfriend,princess,policeman,m,f,m,the boyfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the policeman would supply,him
21,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,boyfriend,princess,police woman,m,f,f,the boyfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the police woman would supply,him
21,1,Mismatch_Match_Match,Mismatch,Match,Match,girlfriend,prince,policeman,f,m,m,the girlfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the policeman would supply,him
21,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,girlfriend,prince,police woman,f,m,f,the girlfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the police woman would supply,him
21,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,girlfriend,princess,policeman,f,f,m,the girlfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the policeman would supply,him
21,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,girlfriend,princess,police woman,f,f,f,the girlfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the police woman would supply,him
22,1,Match_Match_Match,Match,Match,Match,grandfather,lord,hunter,m,m,m,the grandfather told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the hunter would be proud of,him
22,1,Match_Match_Mismatch,Match,Match,Mismatch,grandfather,lord,female hunter,m,m,f,the grandfather told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the female hunter would be proud of,him
22,1,Match_Mismatch_Match,Match,Mismatch,Match,grandfather,lady,hunter,m,f,m,the grandfather told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the hunter would be proud of,him
22,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,grandfather,lady,female hunter,m,f,f,the grandfather told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the female hunter would be proud of,him
22,1,Mismatch_Match_Match,Mismatch,Match,Match,grandmother,lord,hunter,f,m,m,the grandmother told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the hunter would be proud of,him
22,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,grandmother,lord,female hunter,f,m,f,the grandmother told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the female hunter would be proud of,him
22,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,grandmother,lady,hunter,f,f,m,the grandmother told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the hunter would be proud of,him
22,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,grandmother,lady,female hunter,f,f,f,the grandmother told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the female hunter would be proud of,him
23,1,Match_Match_Match,Match,Match,Match,council man,king,lord,m,m,m,the council man told the king that the lord would be upset with MASKTOKEN when the news became known.,the council man told the king that the lord would be upset with,him
23,1,Match_Match_Mismatch,Match,Match,Mismatch,council man,king,lady,m,m,f,the council man told the king that the lady would be upset with MASKTOKEN when the news became known.,the council man told the king that the lady would be upset with,him
23,1,Match_Mismatch_Match,Match,Mismatch,Match,council man,queen,lord,m,f,m,the council man told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lord would be upset with,him
23,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,council man,queen,lady,m,f,f,the council man told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lady would be upset with,him
23,1,Mismatch_Match_Match,Mismatch,Match,Match,council woman,king,lord,f,m,m,the council woman told the king that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lord would be upset with,him
23,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,council woman,king,lady,f,m,f,the council woman told the king that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lady would be upset with,him
23,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,council woman,queen,lord,f,f,m,the council woman told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lord would be upset with,him
23,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,council woman,queen,lady,f,f,f,the council woman told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lady would be upset with,him
24,1,Match_Match_Match,Match,Match,Match,grandson,waiter,chairman,m,m,m,the grandson told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,the grandson told the waiter that the chairman would protect,him
24,1,Match_Match_Mismatch,Match,Match,Mismatch,grandson,waiter,chair woman,m,m,f,the grandson told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,the grandson told the waiter that the chair woman would protect,him
24,1,Match_Mismatch_Match,Match,Mismatch,Match,grandson,waitress,chairman,m,f,m,the grandson told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,the grandson told the waitress that the chairman would protect,him
24,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,grandson,waitress,chair woman,m,f,f,the grandson told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,the grandson told the waitress that the chair woman would protect,him
24,1,Mismatch_Match_Match,Mismatch,Match,Match,granddaughter,waiter,chairman,f,m,m,the granddaughter told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waiter that the chairman would protect,him
24,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,granddaughter,waiter,chair woman,f,m,f,the granddaughter told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waiter that the chair woman would protect,him
24,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,granddaughter,waitress,chairman,f,f,m,the granddaughter told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waitress that the chairman would protect,him
24,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,granddaughter,waitress,chair woman,f,f,f,the granddaughter told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waitress that the chair woman would protect,him
